song_id,rms,spectral_bandwidth,spectral_centroid,spectral_contrast,spectral_flatness,spectral_rolloff,zero_crossing_rate,mfccs_offset,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,tempo,key,treble,tbb,genre,mean_valence,mean_arousal
BlindingLights_TheWeeknd_Cover5S,-0.8884085989838973,1.1543775948163812,1.376935397129079,0.06672214607274733,-0.3867960546729729,1.2126092407803417,1.0138739207023943,-0.5393572508834993,-1.2101046874016037,-0.5084704101974792,1.097288748342484,-0.018700287326880866,0.68727815397657,-0.6473846201097369,0.46150749614822195,-0.2983417468729189,0.8570922136053006,0.2453691399648029,0.5304640631045131,1.5303726658715435,2.2480912460104534,c,-0.8883659939428904,0.81357529578076615,5,0.46700668972695103,0.41185563473937564
BlindingLights_TheWeeknd_Original5S,0.2123444377122671,-0.1951445916773678,-0.2074092656845893,-0.6930420172556397,-0.4759165348938611,-0.2086072965579563,-0.4951267067104221,0.5641365324582476,0.009194793115301704,-0.636978511029446,0.8511887734367426,0.2266859568011428,-0.55807135256357,0.9800309578072262,0.23355749911765522,1.3985842348400546,0.26759558788856697,1.0406295134194348,1.32262232974475,1.7702829553428991,2.144058817261622,c,-0.8883659939428904,0.81357529578076615,1,0.6584526511732599,1.1701047568306764
BlurredLines_RobinThicke_Cover5S,0.8275117413236874,1.158315341921615,1.447125174916151,0.8424813444185766,2.503473312490658,1.3014013800947177,1.3884875677994077,1.0294963381551951,-1.7509063964478406,0.33164092986340915,0.9407387018606861,-0.013478546510944147,-0.15261046450095736,-0.9626890391497903,1.0855582955984615,-0.5228981336741465,1.2473019343312224,0.4820022147144882,0.2702427688811064,-1.0502995202128727,0.20212014728344316,G,1.1176217343152492,-1.2203629436711494,1,0.9738481086532815,0.7604975481435917
BlurredLines_RobinThicke_Original5S,0.5789991403136234,1.3860739526273755,0.76735370372734,-0.2131909667324464,1.7490223506207256,1.0569016793075285,0.1468061034925383,0.3688119396407364,-1.3404185071338324,1.528749838025741,-0.9089451203501174,-0.4469975081604531,0.909425483895393,0.16607534881431268,-0.17855135028435204,-0.7326078758865383,1.307157793032459,-0.3194002914328891,-0.044451836663520275,0.04628584195969133,0.20212014728344316,G,-0.8883659939428904,0.81357529578076615,1,0.788602625223934,1.2365387023333665
BohemianRhapsody_Queen_Cover5S,0.07290125603439798,-0.9956664176898852,-1.181550054240788,-0.06123813406677069,-0.4897455749281368,-1.1094464736049034,-1.0912071733274566,0.23351215336801207,1.715037262266233,-0.2183168500277989,-0.1431350042991989,-0.4924380272187536,-0.5417496539959132,0.833690758608064,0.3017990184335348,0.2533534925892135,0.3541529247880063,0.34226144074963977,0.10641158040267228,1.191818092885362,0.5142174335299362,D,-0.8883659939428904,0.81357529578076615,6,-1.13288399565644,0.5075557105090857
BohemianRhapsody_Queen_Original5S,-0.2919783565597437,-0.633819847114989,-0.3342952739500826,0.2506650487733047,-0.48206277490909477,-0.38050818411595383,-0.09529427064114963,0.03735971435272291,0.6425023431291162,-1.1371559840571632,0.9089413879657733,0.6287150667761929,0.47662535445100584,0.6637977128862659,0.3541792131553618,2.1484790090057735,-0.2427890707840816,0.8807121475335092,0.2698154146356918,0.6051309903538797,-1.3930437601986325,Eb,-0.8883659939428904,0.81357529578076615,9,-2.1116058414214702,0.26502460260091254
BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S,-0.2519402152859002,1.1650828120548524,1.3228056626805451,1.234359702345849,-0.4528681348367348,1.6908817840169794,0.8208355542056467,-0.14224278501736182,-1.2109841763127414,-0.3303048247943144,0.7347705862984965,-2.647184095896473,-0.3031820991871562,-2.3469287746083802,-1.664021576947054,-1.8568488812755692,-3.4191156416352078,-0.809117282026736,-2.7142443492675423,-2.5713307523205633,-0.9075590927040877,G,1.1176217343152492,-1.2203629436711494,7,-1.0297842896341352,-1.1077748141456545
BridgeOverTroubledWater_SimonAndGarfunkel_Original5S,-0.4546949405544285,-1.7647203599090613,-1.818326235878405,0.20267994372098647,-0.4958918149433705,-2.073703184221894,-1.5015856484214922,-0.9441811628545013,2.1125413399528754,1.2491062773624921,-1.4808125328349566,-1.2935079636492537,-1.9499145815174115,0.44605207793681867,-1.614188833327747,-0.6607616020105684,-1.6542957730316379,0.13415734113695835,-1.2869157053772695,0.3378351037452246,-0.9422365689536981,Eb,-0.8883659939428904,0.81357529578076615,10,-1.4193834621861394,-1.3663566080174925
ComeAndGetYourLove_Redbone_Cover5S,0.20287729100712193,-1.320164053599987,-0.624050083304137,-1.3488384529706692,-0.4897455749281368,-0.714233870864142,-0.34014578538999307,0.8119545171560628,1.451475448513044,-2.0833232700315607,0.7047158718111058,1.6275811314946367,-0.7563574927990006,0.9374916939381421,-0.2533923560216909,0.5734412716590067,-0.20585618322227034,0.9949337956351283,-0.8187877613909325,0.6827311370203728,-0.3180419964607119,Db,-0.8883659939428904,0.81357529578076615,3,-0.6947915825296584,0.7853928553283221
ComeAndGetYourLove_Redbone_Original5S,-0.4377329693743765,0.1949310230805041,0.17621708027777094,-0.701039534764358,-0.44825845482530957,0.1933245061223705,-0.08428970818052728,0.3338097259362115,0.16188756778144378,-1.02717149995622,0.3078735857289584,-0.1686142158381695,0.36622345045231386,0.6374600363703629,0.4329399321675749,0.13297325702185175,1.0509090198410236,0.7047326919711923,1.4107645359944558,1.2492396338922254,-0.17933209146227058,D,-0.8883659939428904,0.81357529578076615,9,1.3708520351623201,0.663822076418822
