song_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
AChangeIsGonnaCome_SamCooke_Cover5S,0.02293726436117245,-0.5987980222018825,-0.37101100709130547,0.7811106932469573,0.19542906106416214,0.7968177372711979,-0.8674741880374636,0.45983026008348526,-0.4920152868525288,0.6845315629819085,0.03353964593765852,1.727875206219122,0.5017836526209872,-0.5496838985503704,0.05563538175249911,-0.47156624542733194,0.16267875020535388,0.013078906807098814,0.014335781475656853,-0.038064554324176124
AChangeIsGonnaCome_SamCooke_Original5S,-2.891199216018967,0.8016975762309864,-0.35656433412130667,0.22308464745930676,-1.7667001922043755,0.2542098480670313,-0.9209526703301615,-0.8230982817714636,-0.36778373067100517,0.7226855506902918,-0.4866545660329778,0.9552772872592908,0.052875484307156495,-0.6978565954024138,0.191930912470963,-0.15090731979254798,0.9191354123042258,-0.06512876333740387,0.05321504260697086,0.010241926227628786
AnotherOneBitesTheDust_Queen_Cover5S,-0.9133804013512414,-1.09178521363682,-0.395535043985805,-0.44132431282607665,0.12269980495454118,0.16147560442149922,1.2092181078177524,-1.031817397187617,-5.6681075503759855e-05,-0.1556790175867127,-0.19067844517438987,0.7086065152482759,0.09960072751084019,-0.1331013149209087,-0.325814886880469,-0.06495953712082568,-0.423612065999304,0.006991956754453187,-0.09973578981495267,-0.0681102138996934
AnotherOneBitesTheDust_Queen_Original5S,-0.7948607077079054,-1.9103549746444293,-0.6355952567116757,-1.2810663410534338,-0.05519829238394967,1.5220627239981865,-0.24722333329011345,-0.6358006033046513,0.812590645137395,-0.4250750238305714,-0.007897496831522598,0.026401866162405616,-0.3158165158568025,-0.2991600547147843,-0.6918009315295816,-0.2916332726099006,0.07429740310883413,0.15039537316812032,-0.06910001763471348,0.028114844049653292
BadDay_DanielPowter_Cover5S,-3.152560499432373,-0.2886621668741817,1.3896263335345564,-1.5043433266271622,3.230441993765214,-0.8245297472166709,-0.9135815828897453,-0.8678130079070484,-0.42362531324915015,-1.0287156207875932,0.21618840965001712,-1.2030853905593526,-0.13144889516939223,0.9399434935689935,-0.7481310792760494,0.3903902240555349,-0.27810630983410095,0.021525350862138463,-0.16515131756624662,-0.08402354684242408
BadDay_DanielPowter_Original5S,-2.382122077976085,2.2434778723290174,-0.1109043478520712,1.4778791865234897,-1.3412858910437293,-0.9271588062097973,-0.23396842141952243,0.4601860783615522,-1.0366100459688614,0.004430197095160309,-0.30295595093378475,-0.4665082456221009,0.277976553887047,0.24256002376330693,0.22998749025723736,-0.26628016525783166,0.649178409897109,-0.24840390441837074,0.14727577353239227,-0.03716474220157274
BetteDavisEyes_KimCarnes_Cover5S,0.670851223818573,0.4009068264843373,-0.6612002171646332,-2.2652400065764886,2.3811276430031323,0.1062047413953692,-0.8994541333694801,0.27690869156332176,-0.4608635553503872,0.5716960318307232,0.07444984513392969,0.7520405765419723,0.13528054935936096,-0.8160359288412192,0.049888874288992004,-0.25045007749778214,-0.23308127530261558,0.0520996584282275,-0.05278489922364474,-0.05216656220005616
BetteDavisEyes_KimCarnes_Original5S,-0.6942703766106024,-0.9837980521569465,-0.2537230500159676,-0.9375417929268993,0.680616103658018,0.5607348839446753,-0.9988631678316297,0.6268459505425503,-0.42759569070664555,0.36944407055652195,0.45014860461908857,0.06716088269456967,-0.14810592785007728,0.34740999593768135,0.25550336410128,-0.24020731828350253,0.10385316045084166,-0.29787246751125107,-0.018124657346514906,0.00608381247042358
BlindingLights_TheWeeknd_Cover5S,2.6133529358815855,-1.6457118156421615,-1.129593707909278,0.3422767971069653,0.8388721301796228,0.3123459490711961,0.08890927042990558,-0.15108708923387465,-0.9148596728093948,0.38302872835882057,-0.12342677408285278,-0.940835936256305,-0.4220312104331018,-0.7053351720965884,0.3668815691917939,0.14306551179354063,-0.06228040979679736,0.10299103528383836,0.04139314381602973,-0.077782267800094
BlindingLights_TheWeeknd_Original5S,-0.5928480749971247,-2.7002762680885746,1.1865479915474884,0.4845944752126832,-0.4114629109081392,0.34104209537367725,-0.009556262564783088,-0.32675668453697165,0.08349033332906323,1.137078111446802,-0.22017295992156802,-0.21738654116778744,-0.5200052530590983,-0.09855906139757852,-0.3172667041314858,-0.6750001264672311,0.12721610301881875,0.04456113136896449,-0.11559902086742803,-0.011804483295741363
