song_id,PC1_difference,PC2_difference,PC3_difference,PC4_difference,PC5_difference,PC6_difference
NoOne_AliciaKeys,0.8560085266954198,0.6097791793409488,1.2506667498010802,-6.888449025481151,-3.764765788958285,-0.4048528365946771
NoScrubs_TLC,1.2261434720617785,-0.9300239044942668,-0.35324902826185944,2.3775533200009726,1.4155275081281462,1.1240415332305418
OldTownRoad_LilNasX,0.677207527326743,5.798913344729396,-2.173660733163149,-0.062000551492051414,-1.513972099166448,1.582269019955844
PartyRockAnthem_LMFAO,8.21409810190529,1.3301428612587145,-3.2533898553960263,-5.892494431804265,-3.798268808326312,1.7440972213634587
Perfect_EdSheeran,-3.7709262530187373,-3.8549012389721256,2.1536397897327175,-2.021716343039246,-0.08635924585802074,-0.1710954457106738
PokerFace_LadyGaga,6.215058208116832,-1.4634555848649353,-0.5398809479516729,-0.5140694047091082,-0.11769308530641265,-1.1108048261683532
Respect_ArethaFranklin,-3.623719417211033,1.1884503352330817,-0.6225919744004647,0.8196647728136781,1.9050209725077538,0.30868273225209475
RockWithYou_MichaelJackson,1.7194273664659434,-2.6314122197427188,0.37885514858407043,1.1599480709683718,1.5846352273165911,0.5804239042711091
SaveYourTears_TheWeekndArianaGrande,0.6231608202788621,-1.457171392717059,0.8439792851633604,-0.2975132205672246,0.20358968021605012,0.6363031350114251
ShapeofYou_EdSheeran,0.12111212814424932,1.5728282577592563,-1.0899816994345137,0.8612764282506784,-1.0535880792293202,-0.40367339049737677
SmellsLikeTeenSpirit_Nirvana,-0.32259086035688744,-0.988491759546549,-0.4361639583566023,2.3909321701972743,1.1825862407229835,-0.2800605242021815
Smooth_SantanaRobThomas,4.516696554055271,-0.07000729366780667,-0.6747058394750085,-0.052681359405750305,0.698406642678451,-0.013030622193168195
SomebodyThatIUsedtoKnow_Gotye,0.080312387307371,0.06981839959261288,0.32054731379094115,-3.265379309661074,-2.2300854992368597,-0.04047590714094729
StandByMe_BenEKing,-2.4324105720304385,-0.8906083341189854,0.7120310283252276,0.6726396215299951,-1.373972795246954,0.07344103690323556
StayinAlive_BeeGees,1.3707430403041947,-0.17048503029097634,0.23516350921524212,0.05580931775172959,1.0447657198779399,-0.4921594300413596
StrawberryFieldsForever_TheBeatles,-7.163115469391514,-0.1457414570132508,0.9589429367280091,4.043021364581631,1.7406135987263522,-0.024191321804723942
Stronger_KanyeWest,-1.7008899167161953,-1.3486867918316812,1.8586051257121792,-2.0418441715659132,0.9725335064438876,-0.33107920188978757
Superstition_StevieWonder,0.5756258813590598,-2.775642654367878,1.6224069789727393,0.9798454956631575,-2.0905612558396816,-1.1620384784575257
TheBattleOfNewOrleans_JohnnyHorton,2.682870891894242,0.6953480147970906,1.125363001346038,4.577911477813765,0.18462520021987816,-1.0763535188510662
TheBoyIsMine_BrandyMonica,-3.4526258343890057,0.1596332163825382,-0.1729624731335948,-1.1724600887679992,0.9096855615972874,0.8835388177538451
TheSign_AceOfBase,3.345953717922516,0.8452339948663359,-0.7191052149597085,-0.8484635081433858,1.151351986413234,0.3993683011426377
TikTok_Kesha,4.448349709733864,-3.3670333296884687,2.271051529127071,-2.18226108970042,-1.5956570046825964,2.7185701671719267
TossinAndTurnin_BobbyLewis,-1.183151911864571,-0.5306275634092099,1.3920118549457086,1.7529634775836476,2.011177126993547,-0.500571609790796
UnbreakMyHeart_ToniBraxton,1.9998286839737462,-1.4667840127878824,-0.04095589291534487,-0.30138183875176866,-0.0883952245211097,-0.1720011426117021
UptownFunk_MarkRonson,-1.3663023906934395,-2.264244525801534,0.115993191677216,0.015157691364919179,0.36831870886419876,1.4380540187026525
Weak_SWV,5.731740252128848,-1.9734927494538788,-1.2791041743616478,1.5534658572283369,0.38932139467395016,1.146225995806322
YouLightUpMyLife_DebbyBoone,-0.768573251388649,1.3023221146050479,0.36043958724081415,0.7186152327393097,-0.5118224350751737,-0.532623436957173
