song_id,mean_sim,sd_sim,rms_difference,spectral_bandwidth_difference,spectral_centroid_difference,spectral_contrast_difference,spectral_flatness_difference,spectral_rolloff_difference,zero_crossing_rate_difference,mfccs_offset_difference,mfcc1_difference,mfcc2_difference,mfcc3_difference,mfcc4_difference,mfcc5_difference,mfcc6_difference,mfcc7_difference,mfcc8_difference,mfcc9_difference,mfcc10_difference,mfcc11_difference,mfcc12_difference,mfccs_dist,tempo_difference,key_difference,treble_difference,tbb_difference,voice_type_difference,mean_valence_difference,mean_arousal_difference
LivinOnAPrayer_BonJovi,3.236873809409091,1.6020189599578007,0.012140000000000012,730.94,1636.81,-1.9399999999999977,1.7e-4,3385.1600000000003,0.0523,119.98373000000004,-32.67375000000001,-57.317162,34.763535000000005,-8.442793,8.881114,9.013155,18.232930399999997,6.5425605000000004,22.046867,8.3650766,12.8983322,14.473299999999998,84.26062753983831,-21,1,0,0,0,0.11329882714285713,0.3675948076734694
MackTheKnife_BobbyDarin,2.236950544818182,1.1570445617876466,0.005919999999999998,-1047.69,-1362.93,2.9899999999999984,-0.00107,-2484.67,-0.03959,-115.45025999999996,12.103650000000016,80.136933,-0.9228129999999979,10.701842500000001,-13.333854,4.880749000000001,-26.6075196,-7.66876435,-14.379858,-4.5759006,1.0146869,-2.7148338,88.81615790147194,-6,4,0,0,0,0.18935045583673468,-0.15317586597959182
Mood_24kGoldnianndior,3.552329410636364,1.2738035996556474,-0.024349999999999997,326.9200000000001,1110.9299999999998,-0.9699999999999989,1.1e-4,2637.5499999999997,0.030539999999999998,58.63523999999998,2.1779399999999782,-67.14598000000001,15.115513,-14.341866,-11.151691000000003,-6.460916999999999,-0.39648960000000066,-12.231505,0.005354500000000151,0.4924925,-4.500216600000001,4.2130947,72.81214994462627,-23,2,1,-1,2,0.0469297768979592,0.18697299577551021
MyGirl_TheTemptations,3.6343072095,1.51805236005986,0.046,877.7000000000003,327.69000000000005,-3.3900000000000006,1.9e-4,1462.2499999999995,-0.0074800000000000005,162.75771999999998,34.16488399999999,11.468489999999996,25.156966,-12.365311000000002,-0.4709039999999973,6.3393109999999995,41.376714,-13.05346863,-5.36385714,0.7152150000000006,-1.02267675,1.0000957000000001,63.55078355432183,-6,3,1,-1,2,0.1472152432653061,0.08994919812244899
NoOne_AliciaKeys,3.529239199311111,1.2122635157825905,0.11024999999999999,239.9699999999998,-483.07000000000016,1.0600000000000023,-0.009309999999999999,-1641.6399999999994,-0.03226,49.13819000000001,-11.714560000000006,30.625304,-31.846898,25.661293999999998,-11.2442565,-7.833391399999999,30.057218,-8.2960056,24.2993657,-15.9599847,33.743233000000004,-11.430619029999999,77.6039147252821,29,-5,-1,1,2,-0.09277516635416667,-0.17052939372916667
NoScrubs_TLC,5.602524820377778,1.0253310522744528,-0.015350000000000003,332.02,1023.3000000000002,0.07000000000000028,-4.2e-4,1943.4799999999996,0.032139999999999995,-11.077579999999983,-14.822769999999991,-5.113505000000002,6.793172999999996,-12.704974000000002,3.697266000000006,2.743026999999998,-11.958627,4.0787089,-8.0101358,5.8715063999999995,-1.8405459999999998,12.6658954,29.94518300865137,1,1,0,0,0,0.014984777560374153,0.06080303455442178
OldTownRoad_LilNasX,5.2400907301111115,0.9878511134875656,-0.04164000000000001,296.2600000000002,165.55000000000018,0.07000000000000028,0.01505,239.45000000000027,-0.00519,-40.29443999999998,-30.752409999999998,-10.629688000000002,-32.038845,-8.448861,-18.3353417,-28.717959,-5.6545193,-20.6985624,-17.219822999999998,-14.9589266,-5.8116345,-15.14912874,67.53846913838954,0,0,0,0,0,-0.011341637285714287,0.08569574308163265
PartyRockAnthem_LMFAO,4.362465739863636,1.357383184483451,-0.07346,2087.2200000000003,2136.8,-2.150000000000002,0.006790000000000001,5485.339999999999,0.04624,28.628254999999996,-56.035369999999986,37.294899,-26.704441000000003,-7.355066000000001,3.138843999999999,-24.83412359,31.810607,-28.685531400000002,33.767973999999995,-22.496698000000002,31.433936000000003,-14.426077,102.96619994941256,-10,0,0,0,0,0.08058679626530613,0.12252022687755103
Perfect_EdSheeran,5.6044921443409095,1.0093059512551694,-0.020210000000000006,-915.0099999999998,-1307.0699999999997,-0.10999999999999943,-0.0010499999999999989,-3444.039999999999,-0.030739999999999996,-30.886799999999994,41.38395,2.1531959999999977,18.492771000000005,31.364107999999998,-3.996807999999998,20.681609,4.46513,20.650032799999998,8.3027003,6.268720000000001,17.9326383,4.5701137,66.209661110946,1,0,0,0,0,-0.008067697510204086,-7.435530612244778e-4
PokerFace_LadyGaga,4.028753235931818,1.4796547197209031,0.05672000000000002,1443.17,1687.94,-0.9500000000000028,-0.00904,4498.32,0.03161,81.24264,-41.25998000000001,-4.922398000000001,16.327973,-14.447714999999999,23.885626,-7.876791000000001,19.6376154,-8.7728516,14.963404,-5.645909684,5.007592000000001,3.19635126,59.90153042107626,6,0,0,0,0,0.08667777285714286,0.1417897167142857
