song_id,rms,spectral_bandwidth,spectral_centroid,spectral_contrast,spectral_flatness,spectral_rolloff,zero_crossing_rate,mfccs_offset,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,tempo,key,treble,tbb,genre,mean_valence,sd_valence,mean_arousal,sd_arousal
Levitating_DuaLipa_Original5S,0.070930000000000007,3720.7,3391.69,19.42,4.6e-4,7451.87,0.06837,-193.10078,140.10756,-35.225136,50.666946,-22.742968,29.098227,-16.418447,19.97777,-2.108309,5.533623,5.5396204000000004,7.9247546,0.6507296,103,D,1,0,13,0.19583768451020409,0.10436112977178584,0.17160459540816328,0.1410812202667745
LikeAPrayer_Madonna_Cover5S,0.06353,3676.68,3672.26,18.84,0.00243,7484,0.09706,-180.33385,122.68221,-47.322647,33.182503,-26.263157,21.010607,-21.716604,14.14334,-15.6104765,6.3759327,-10.425885,3.7904,-9.132789,112,A,1,0,1,0.10600786975510204,0.14668625215447842,0.07066959646938775,0.17131029580223267
LikeAPrayer_Madonna_Original5S,0.05444,3786.5,3881.18,19.39,5.1e-4,8142.35,0.10083,-204.74538,137.00496,-53.829803,47.008877,-38.162018,26.477297,-30.021431,16.70149,-12.315724,-1.8404728,0.50051457,-1.7280387,2.0796926,114,F,1,0,1,0.13908951608163264,0.1600730151626988,0.144863135,0.13095739759865316
LikeARollingStone_BobDylan_Cover5S,0.02236,3837.3,2956.6,19.24,0.00114,6764.99,0.05205,-344.08228,136.43047,-0.76193804,36.051056,-5.9288263,22.76405,-10.330235,17.32107,-6.9000125,8.390178,-6.6876287,11.196234,-5.0795164,102,A,0,1,9,0.03368639075510204,0.15702371649718377,-0.12839549010204082,0.11523277509100736
LikeARollingStone_BobDylan_Original5S,0.04875,2832.85,2437.69,19.48,1.8e-4,5004.25,0.05455,-249.0809,176.80168,-52.490795,50.274757,-20.983015,20.324999,-19.703821,0.3362083,-8.2238655,-5.058808,-1.6687701,-5.833606,0.027144369,96,C,0,1,9,0.05886707828571429,0.16157374511695227,0.013574732816326528,0.1604614161619704
LivinOnAPrayer_BonJovi_Cover5S,0.07354,2576,1786.46,21.38,2.1e-4,3252.64,0.03511,-268.54306,176.97363000000001,-10.694448,24.225855,-13.295294,14.822343,-23.051617,2.5307336,-9.687874,-6.203498,-10.290716,-5.4371448000000004,-8.837658,103,Ab,0,1,10,0.013022005897959184,0.17426789453845262,-0.15035856783673468,0.08055979509618026
LivinOnAPrayer_BonJovi_Original5S,0.08568,3306.94,3423.27,19.44,3.8e-4,6637.8,0.08741,-148.55933,144.29988,-68.01161,58.98939,-21.738087,23.703457,-14.038462000000001,20.763664,-3.1453135,15.843369,-1.9256394,7.4611874,5.635642,124,G,0,1,3,0.12632083304081632,0.17054696217402002,0.2172362398367347,0.08410666491717736
MackTheKnife_BobbyDarin_Cover5S,0.01905,2920.07,2848.48,17.19,0.00118,5176.75,0.07467,-325.94366,135.77272,-61.331814,41.449577,6.9720755,24.988043,-8.044287,20.622684,-0.32018015,10.026906,5.309449,1.7976286,1.1532663,79,a,0,1,3,-0.12463034512244897,0.13054299747929538,0.0373580871632653,0.17023057228305932
MackTheKnife_BobbyDarin_Original5S,0.02497,1872.38,1485.55,20.18,1.1e-4,2692.08,0.03508,-441.39392,147.87637,18.805119,40.526764,17.673918,11.654189,-3.163538,-5.9848356,-7.9889445,-4.352952,0.7335484,2.8123155,-1.5615675,85,F,0,1,4,0.06472011071428571,0.14958533875707444,-0.11581777881632653,0.1353161879267535
Mood_24kGoldnianndior_Cover5S,0.07905,2600.83,1675.38,21.95,8e-5,3008.52,0.02921,-311.56555,161.5431,13.572013,39.790825,-13.124084,30.707153,-7.891471,6.9016533,3.765604,-5.3435445,1.3835379,-3.9027524,-7.8654437,69,Db,1,0,5,-0.061590559244897966,0.17785517946383642,-0.13702392369387756,0.13227056488516964
Mood_24kGoldnianndior_Original5S,0.0547,2927.75,2786.31,20.98,1.9e-4,5646.07,0.05975,-252.93031,163.72104,-53.573967,54.906338,-27.46595,19.555462,-14.352388,6.5051637,-8.465901,-5.33819,1.8760304,-8.402969,-3.652349,92,Bb,0,1,1,-0.01466078234693877,0.17854609970907281,0.04994907208163265,0.15444680638192212
MyGirl_TheTemptations_Cover5S,0.03636,2139.37,2107.08,23.37,1.7e-4,3538.57,0.05676,-399.33896,124.562256,-42.72006,22.984781,18.318363,29.931644,-11.712971,-25.912779,13.462079,6.288127,9.364063,1.3059798,-6.121714,100,Eb,1,0,7,0.04830571553061225,0.1760691365021011,-0.11509482708163266,0.1271941191123358
MyGirl_TheTemptations_Original5S,0.08236,3017.07,2434.77,19.98,3.6e-4,5000.82,0.04928,-236.58124,158.72714,-31.25157,48.141747,5.953052,29.46074,-5.37366,15.463935,0.40861037,0.92426986,10.079278,0.28330305,-5.1216183,106,C,0,1,12,0.19552095879591835,0.10546262075810636,-0.025145628959183666,0.17642286592981393
NoOne_AliciaKeys_Cover5S,0.12969,3077.36,2854.13,20.58,0.02737,6729.78,0.06988,-185.55849,153.80016,-46.319553,57.79437,-43.73206,25.810966,-5.3121476,-4.356962,10.68899,-20.532797,15.243428,-11.111525,10.97092,119,B,0,1,5,0.08119082222916667,0.17370258343166944,0.17866236308333333,0.1151477397416278
NoOne_AliciaKeys_Original5S,0.23994,3317.33,2371.06,21.64,0.01806,5088.14,0.03762,-136.4203,142.0856,-15.694249,25.947472,-18.070766,14.5667095,-13.145539,25.700256,2.3929844,3.7665687,-0.7165567,22.631708,-0.45969903,90,E,1,0,12,-0.011584344125000005,0.20096378338377685,0.008132969354166667,0.17225563754296042
NoScrubs_TLC_Cover5S,0.08244,3776.86,3140.33,20.33,8e-4,7099.09,0.05403,-214.57748,130.50177,-12.016107,56.8757,-8.269183,34.285484,-20.757088,30.52538,-6.6595397,11.380731,5.4117146,10.009003,-6.6587944,95,C,1,0,5,-0.026346094458333337,0.1672254126350524,-0.00434095716666667,0.143973944292262
NoScrubs_TLC_Original5S,0.06709,4108.88,4163.63,20.4,3.8e-4,9042.57,0.08617,-225.65506,115.679,-17.129612,63.668873,-20.974157,37.98275,-18.014061,18.566753,-2.5808308,3.3705952,11.283221,8.168457,6.007101,94,B,1,0,12,-0.011361316897959184,0.19107936643148768,0.056462077387755105,0.15426483241803995
OldTownRoad_LilNasX_Cover5S,0.18804,2504.29,2145.27,22.25,0.01462,3979.77,0.04947,-175.37914,173.90617,-32.626877,37.21088,-15.405784,19.090246,-12.636735,-0.0935052,1.8127494,-14.702426,-4.8587294,-3.028317,0.43648174,68,Db,0,1,10,0.05184808330612245,0.17233906690308232,-0.052212273081632656,0.17150929059462927
OldTownRoad_LilNasX_Original5S,0.1464,2800.55,2310.82,22.32,0.02967,4219.22,0.04428,-215.67358,143.15376,-43.256565,5.172035,-23.854645,0.7549043,-41.354694,-5.7480245,-18.885813,-31.922249,-19.817656,-8.8399515,-14.712647,68,Db,0,1,6,0.04050644602040816,0.16533832360527162,0.033483469999999994,0.18785134973952156
PartyRockAnthem_LMFAO_Cover5S,0.22099,2620.59,2601.75,21.67,0.0143,5322.62,0.06812,-120.756165,162.1744,-61.082726,56.183964,-21.466034,26.978691,-0.14505741,-7.036109,6.2294784,-14.650216,8.757564,-10.035766,6.689911,120,Ab,0,1,2,0.16403554853061225,0.1427275549361536,0.11828386675510204,0.1516435758185535
PartyRockAnthem_LMFAO_Original5S,0.14753,4707.81,4738.55,19.52,0.02109,10807.96,0.11436,-92.12791,106.13903,-23.787827,29.479523,-28.8211,30.117535,-24.979181,24.774498,-22.456053,19.117758,-13.739134,21.39817,-7.736166,130,Ab,0,1,8,0.24462234479591838,0.1217813685030731,0.24080409363265307,0.11774454108189904
Perfect_EdSheeran_Cover5S,0.2228,3774.89,3750.37,22.62,0.01193,8409.55,0.08263,-122.88075,110.94617,-24.773203,48.906155,-38.524055,23.27995,-31.275635,9.568809,-20.24609,-4.8974996,-10.907927,-7.9251943,-9.242889,63,Ab,0,1,7,0.1408709258367347,0.15538640549612726,-0.12674749287755102,0.1426161393969839
Perfect_EdSheeran_Original5S,0.20259,2859.88,2443.3,22.51,0.01088,4965.51,0.05189,-153.76755,152.33012,-22.620007,67.398926,-7.159947,19.283142,-10.594026,14.033939,0.4039428,3.4052007,-4.639207,10.007444,-4.6727753,62,Ab,0,1,10,0.1328032283265306,0.15119261723128707,-0.1274910459387755,0.15788257318562332
PokerFace_LadyGaga_Cover5S,0.16221,2557.15,1900.77,20.76,0.01426,3690.18,0.03629,-179.64407,173.72072,-31.120098,33.836517,-11.019431,18.189756,-8.61656,7.8380446,5.665178,-4.182901,5.616929,4.018279,0.23657204,123,B,1,0,4,0.031508140469387755,0.15883203899322995,0.07707430987755103,0.13943231707650205
PokerFace_LadyGaga_Original5S,0.21893,4000.32,3588.71,19.81,0.00522,8188.5,0.0679,-98.40143,132.46074,-36.042496,50.16449,-25.467146,42.075382,-16.493351,27.47566,-3.1076736,10.780503,-0.028980684,9.025871,3.4329233,117,B,1,0,1,0.11818591332653061,0.15941576227643894,0.21886402659183674,0.08097294298655515
Respect_ArethaFranklin_Cover5S,0.07687,3342.99,2827.6,17.98,8.2e-4,6136.12,0.05385,-177.83672,147.9287,-38.89954,37.730873,-11.0725765,25.80209,-13.853205,17.809074,1.3606465,13.837489,-3.6281786,8.709594,9.77382,133,b,0,1,3,-0.13903977371428572,0.13848826520441052,0.20313317081632654,0.09029590442642958
Respect_ArethaFranklin_Original5S,0.04182,2611.21,2172.54,19.75,1.2e-4,4140.68,0.04726,-304.15045,167.26344,-39.888115,31.44188,-5.0226407,21.11959,-2.1261072,5.9384813,7.176024,-3.6833146,2.8432994,-0.43268076,-0.13666409,115,C,1,0,12,0.0689192048367347,0.16670549078231442,0.1468068146734694,0.14135607736735858
RockWithYou_MichaelJackson_Cover5S,0.06312,2934.67,2096.64,19.91,5.3e-4,4438.13,0.03989,-261.1366,167.80898,-10.338089,33.447334,-15.846136,2.8564758,-11.164638,11.863351,-8.953809,-5.2331333,-1.6413488,3.8045874,-9.51364,114,D,1,0,4,0.1396660656734694,0.13626648685971338,-0.04681035320408163,0.16166188978180537
RockWithYou_MichaelJackson_Original5S,0.04592,3352.66,2884.29,19.54,2.8e-4,6351.94,0.05954,-262.85184,144.95506,-20.795706,47.655163,-18.120897,23.743132,-3.7650156,8.734979,4.1482563,1.4545746,0.37977138,1.9238769,2.1105192,116,Db,0,1,13,0.17127682552083334,0.1292420600156911,0.03842110608333333,0.16628849126551892
SaveYourTears_TheWeekndArianaGrande_Cover5S,0.07523,2676.51,2322.92,20.49,2.1e-4,4491.75,0.05764,-210.43231,170.5195,-40.783684,46.595016,-10.59741,20.333376,-16.752878,9.040566,-2.8122737,1.6882155,-0.084810354,1.6873511,2.4761114,120,C#,1,0,2,-0.14584069957142856,0.13579685251021378,-0.15945264169387754,0.10206355052457121
SaveYourTears_TheWeekndArianaGrande_Original5S,0.10388,3067.31,2600.64,19.43,1.3e-4,5466.46,0.04934,-183.1659,157.7294,-39.54184,53.13259,-9.157525,26.699066,-3.625683,10.327504,4.489862,3.3481326,-1.8679423,4.8508844,6.476405,118,C,0,1,1,-0.02438722559183673,0.1874926842626623,0.03574693834693877,0.16794545685434287
ShapeofYou_EdSheeran_Cover5S,0.13931,3251.6,2495.07,20.71,0.02126,5418.83,0.04541,-207.47884,135.6858,-11.024326,48.188633,0.28235814,34.27537,-14.5139,13.6551075,-0.98868793,3.7813935,-9.19827,10.777842,-5.262225,92,d,1,0,12,0.14859106789795917,0.11599508911716024,-0.08200912587755103,0.14647534047731703
ShapeofYou_EdSheeran_Original5S,0.1881,3482.51,2727.29,19.9,0.01116,5938.19,0.04692,-153.63313,136.99466,-14.236648,36.93476,-4.903211,25.38248,-15.446983,2.646719,-14.128095,-1.5866612,-14.217955,2.5793252,-4.520557,96,c#,0,1,1,0.192099289875,0.09300572738810818,0.13189946702083333,0.156800904323906
SmellsLikeTeenSpirit_Nirvana_Cover5S,0.1004,3745.63,3330.71,19.8,8.4e-4,7207.45,0.06404,-148.29768,128.33043,-34.55721,50.75033,-5.6065855000000004,26.258032,-24.358335,23.382954,-8.554158,16.172663,0.9569485,12.089594,2.3458462,116,f,0,1,3,-0.13539854069387755,0.17229734311824202,0.1352834906122449,0.1372947531405461
SmellsLikeTeenSpirit_Nirvana_Original5S,0.07449,3567.44,3451.49,19.22,2.8e-4,7186.47,0.07679,-172.49858,134.86559,-55.32461,63.777447,-10.934248,36.845974,-14.687984,21.306267,-10.21674,5.420855,7.525141,-0.06154477,8.521956,116,f,0,1,3,-0.1250225347755102,0.16332600138736683,0.17631843767346939,0.09408723349438325
Smooth_SantanaRobThomas_Cover5S,0.08163,2636.1,1981.83,18.92,2.7e-4,3947.98,0.04267,-202.35283,181.0546,-30.10048,38.59403,-15.792277,16.928238,-9.987275,10.443682,-1.1907624,5.0840173,-0.134549,4.532874,-2.0772073,118,a,0,1,9,0.0717593222244898,0.17870695379045357,0.08956056963265306,0.13780464667837755
Smooth_SantanaRobThomas_Original5S,0.09093,3814.81,3360.46,19.06,6.5e-4,7385.85,0.07395,-163.12013,143.73306,-31.673498,48.694324,-24.990612,32.035233,-14.764022,19.503126,-10.371867,11.79548,-3.0825095,4.943691,-2.6104655,116,a,0,1,5,0.10949706569387754,0.16658258552671135,0.16219357602040815,0.12514793647298317
SomebodyThatIUsedtoKnow_Gotye_Cover5S,0.11221,2951.35,2629.02,21.36,0.01697,5870.94,0.06438,-201.13324,140.18282,-28.905087,57.117157,-12.353349,22.893223,-0.81130856,7.8871317,13.21479,-12.91843,9.781983,-10.6941395,9.052218,129,F,0,1,6,-0.09138132836734694,0.16837345154621686,-0.009192537959183672,0.15320235624043896
SomebodyThatIUsedtoKnow_Gotye_Original5S,0.13514,2782.21,2246.51,19.85,0.02036,4664.68,0.04679,-199.55466,151.66696,-17.290728,49.171936,-1.7442546,23.7433,0.09578885,13.65513,3.6710625,3.2891698,4.3157516,4.7841735,-1.4549714,129,F,0,1,15,-0.14679204004081634,0.15752759781837294,-0.0410849924489796,0.1688522987716693
StandByMe_BenEKing_Cover5S,0.04784,3287.15,2444.84,21.72,5.7e-4,5319.1,0.04306,-295.49454,140.4503,-9.04219,42.25298,-3.9321175,15.142369,-3.296467,14.406105,-6.3042555,-1.410593,4.2705455,2.3329206,-9.235415,97,C,1,0,4,0.08961217579591836,0.15588951855055355,-0.07838167777551021,0.13386003376107847
StandByMe_BenEKing_Original5S,0.05825,2497.7,1728.34,20.14,8e-5,3167.28,0.03123,-297.0922,175.84654,-11.76694,29.135553,-3.6436257,18.208006,-0.3180062,2.2642906,-0.46252537,2.0788772,2.805029,-0.34528345,2.0465016,120,A,0,1,12,0.09313848048979591,0.16319536017881198,-0.0721880156734694,0.17712737878120807
StayinAlive_BeeGees_Cover5S,0.05832,2915.08,2609.04,19.94,4.1e-4,5228.82,0.06375,-212.92984,151.63118,-53.397823,24.780693,-33.89585,19.074106,-0.09284922,21.331669,-4.563583,-0.41292158,0.14538054,11.302167,-0.9788504,106,f,1,1,7,0.07760785036734694,0.13938425199369128,0.0937270732244898,0.12804294943666336
StayinAlive_BeeGees_Original5S,0.0717,3351.81,3096.59,21.09,2.1e-4,6070.31,0.07194,-194.1041,143.62787,-62.998863,21.307968,-15.667988,39.08297,-8.06858,30.448526,-3.9475808,2.8639727,-4.2149224,-0.67661905,4.618443,104,f,0,1,13,0.12293708597959184,0.16226939456444361,0.17304564740816325,0.13266071063538046
StrawberryFieldsForever_TheBeatles_Cover5S,0.08725,3924.61,3709.26,19.45,0.00159,8132.96,0.09454,-142.03055,131.20639,-46.093372,46.077927,-8.47964,27.606627,-30.358362,26.133665,-19.342587,22.299438,-9.293872,10.001401,-11.900656,97,A,0,1,3,-0.07982466524489795,0.1466859199055703,0.13323312104081633,0.12461171082429687
StrawberryFieldsForever_TheBeatles_Original5S,0.06693,2356.18,2189.8,19.68,7e-5,4124.66,0.05888,-228.41504,192.09132,-58.703976,52.55159,-11.563975,15.528515,-11.648446,-11.207536,-0.57711506,-8.767157,0.844795,-6.1165533,-0.85950726,93,A/Bb,0,1,9,0.03829023754166666,0.17380038512221033,-0.10488487879166666,0.1266391397035039
Stronger_KanyeWest_Cover5S,0.04804,3130.55,3350.22,19.97,4.7e-4,6625.24,0.09457,-242.52249,131.63275,-53.195915,58.323353,-22.746449,25.994587,-16.441978,12.256508,-3.6955698,-2.2170742,0.47291887,-2.8045478,6.92534,95,eb,1,0,4,-0.042791090408163264,0.13849911089468783,0.04057824324489796,0.13516375246339163
Stronger_KanyeWest_Original5S,0.0891,3296.08,2675.73,19.77,1.4e-4,6062.67,0.03786,-235.15144,137.86275,-30.092066,62.04256,-0.8764584,34.629055,-4.7871227,7.8258023,6.534815,6.2977157,2.9753048,-2.2837024,6.9912553,105,eb,0,1,14,0.014244741530612235,0.17116571928958083,0.15520224291836734,0.11511933973481078
Superstition_StevieWonder_Cover5S,0.03165,3106.13,3130.88,20.94,0.00324,5843.1,0.07989,-367.9158,99.72409,-29.046503,33.536407,-1.884154,16.578983,-20.487696,6.156033,-11.3597,-5.4177938,-4.160449,-6.2210417,-11.856607,102,e,0,1,12,0.023291004040816327,0.1548657101837494,-0.09045998430612245,0.1237708919749519
Superstition_StevieWonder_Original5S,0.04528,3438.3,3029.5,19.43,3.8e-4,6207.27,0.06582,-244.07323,146.50629,-36.460438,37.916744,-17.928438,20.590239,-19.861118,14.189509,-6.3565207,4.839829,-0.36548266,0.42333344,6.845253,103,eb,0,1,12,0.06481036614285714,0.14369511959326647,0.13438982455102041,0.08786649817763668
TheBattleOfNewOrleans_JohnnyHorton_Cover5S,0.00731,2648.85,1540.48,16.45,6.2e-4,2812.94,0.02305,-519.5788,172.17012,6.700432,26.862074,9.481627,19.493286,-1.3598589,3.928588,-1.2018236,0.05201669,-5.2168355,7.847854,4.762565,73,A,0,1,7,-0.02002101054166667,0.1655550512349323,-0.12895077754166667,0.16779042600445207
TheBattleOfNewOrleans_JohnnyHorton_Original5S,0.03968,2585.65,2607.04,18.92,2.2e-4,4723.57,0.06721,-273.92572,163.64778,-64.34796,45.893185,-2.6506696,16.124239,-10.74197,1.1058398,2.0174189,-6.896659,0.14117463,-0.88526237,2.3227623,92,A,0,1,6,0.12768758442857142,0.1388067812020435,0.05178815008163266,0.15448974665084994
TheBoyIsMine_BrandyMonica_Cover5S,0.08405,4282.1,4868.33,19.94,0.00121,10060.79,0.14025,-158.09848,102.54133,-21.535938,75.45956,-26.958223,49.11144,-31.299545,26.055578,-15.085042,9.644767,-5.5700192,4.305359,-8.831308,94,c#,1,0,12,-0.06697690795918368,0.18382930777198978,0.00552010426530613,0.14846993810587766
TheBoyIsMine_BrandyMonica_Original5S,0.05549,4387.3,4103.97,19.89,6.7e-4,9464.6,0.07927,-249.31706,108.70585,-4.3519545,67.74299,-8.113667,33.849117,-20.82017,17.765709,-9.162055,-0.5169361,-2.662228,2.403448,-10.349912,94,c#,1,0,12,-0.05262674114285714,0.17489679535068714,-0.01189856202040816,0.1738318922010791
TheSign_AceOfBase_Cover5S,0.05458,3399.61,3181.74,19.37,7.2e-4,6938.16,0.07671,-217.39194,135.44182,-46.9897,43.809956,-15.029705,31.550808,-11.732208,22.763338,0.56688684,8.911764,5.6046133,2.6059425,1.6341708,116,G,1,0,3,0.07614660104166668,0.18853517331184225,0.19845536672916667,0.1143676891900425
TheSign_AceOfBase_Original5S,0.05854,4530.69,4551.61,20.08,0.00123,10118.47,0.09043,-241.56995,104.556114,-13.166253,50.405773,-33.617245,32.95662,-17.552921,30.358515,-5.379649,4.1553516,3.3212914,10.641159,0.074641615,98,G,1,0,15,0.1426312116734694,0.15707354953240144,0.13494782491836735,0.12714468135817936
TikTok_Kesha_Cover5S,0.10425,2867.7,2643.24,23.75,0.00433,5023.39,0.064,-246.3317,137.9215,-10.08405,39.704018,-29.017769,7.097136,-25.554153,0.21554223,-10.086128,-17.102264,-6.98511,0.50373363,-14.242062,89,F,1,0,2,0.093566418875,0.18315565154824298,-0.1695942708125,0.10516386190344738
TikTok_Kesha_Original5S,0.18587,3872.35,3801.98,20.11,0.02247,7632.31,0.08565,-140.41676,107.86397,-22.136951,37.03386,-3.331844,28.416227,-14.208081,26.178547,-9.641389,11.825506,-4.3112283,9.693601,-9.048682,117,F,1,0,1,0.15641626187755103,0.17192107721692979,0.23495518167346938,0.08626592354901504
TossinAndTurnin_BobbyLewis_Cover5S,0.02855,3806.83,3843.03,18.37,0.00149,8091.27,0.10679,-251.45241,131.94803,-46.46622,49.46611,-30.83834,30.236021,-32.809452,22.44579,-16.670486,15.366911,-9.383778,6.658674,-1.2788252,160,F,0,1,3,-0.005641652512244891,0.16220993383218488,0.14060841885714284,0.1157965447479215
TossinAndTurnin_BobbyLewis_Original5S,0.05624,3621.25,3732.4,19.37,6.1e-4,7793.34,0.09066,-211.97467,133.84645,-58.181934,62.27614,-24.260561,37.093533,-26.881046,16.932508,-5.4170527,1.2377727,-2.6903167,-3.2529318,2.1681106,144,C,0,1,12,0.07858179466938776,0.16360455992193026,0.14528122236734695,0.1131134633299414
UnbreakMyHeart_ToniBraxton_Cover5S,0.09602,3281.71,2774.1,20.55,7.5e-4,5810.15,0.06092,-197.2457,136.37918,-26.861544,46.5,-1.9333813,21.901848,-2.6244733,-3.2161078,-7.072074,8.270855,-2.916176,0.11711097,-2.6741903,170,b,0,1,12,-0.016268506836734687,0.15353165418896333,0.01855794648979592,0.1261229534260712
UnbreakMyHeart_ToniBraxton_Original5S,0.06028,3693.8,3334.54,20.97,4.6e-4,7430.77,0.0735,-227.29759,134.51659,-27.436066,53.914192,-15.854502,30.45729,-7.828177,15.054574,-0.65256053,9.437402,-6.259298,11.969629,3.9857366,110,d,1,0,10,-0.17609522320408164,0.15022222295906465,-0.16709072459183674,0.1406972052149307
UptownFunk_MarkRonson_Cover5S,0.11381,3258.4,3186.93,22.35,0.01069,6712.64,0.06928,-225.58853,102.888535,-35.70511,28.947826,-29.962904,22.258194,-13.896259,-3.2808914,-6.2232804,-2.8540254,-4.2595644,2.9961588,5.8469796,117,F,0,1,1,0.1516028698367347,0.1415054782266718,0.19693467130612244,0.08831165989184683
UptownFunk_MarkRonson_Original5S,0.08704,3094.81,3019.25,20.69,0.014,6170.31,0.06948,-256.02444,107.147385,-28.266064,29.60728,-14.002341,15.869021,1.5360367,1.1131638,-2.9104848,-1.1664165,9.073328,0.9732353,13.292377,117,F,0,1,1,0.18395534869387756,0.13223138475247773,0.19681606975510205,0.10237055980923775
Weak_SWV_Cover5S,0.09534,2790.77,1688.68,19.97,1.6e-4,3543.84,0.02552,-270.4308,166.8881,25.756247,50.82027,-0.34722418,18.156055,-6.206053,7.453855,-12.96538,-4.6095963,-8.28047,-4.390425,-0.36940664,132,G,1,0,12,0.06190127344897959,0.1654126744103849,-0.1514291531020408,0.1077137649234138
Weak_SWV_Original5S,0.04986,4182.28,3854.73,19.58,7.8e-4,8488.69,0.08176,-258.37747,124.40076,-0.68169844,60.057743,-28.406477,25.953571,-22.352571,19.07814,-5.2488647,6.3425736,0.2459189,7.1002593,1.9462957,128,F,1,0,12,0.10755637240816326,0.1716288893638979,-0.10333253208163265,0.1357869816314875
YouLightUpMyLife_DebbyBoone_Cover5S,0.05215,2782.93,2193.38,22.2,2.4e-4,4378.85,0.04945,-302.89734,160.46194,-27.920773,32.01974,4.850877,20.146978,-17.559063,26.87668,-2.5454912,-10.529598,12.849133,3.9792345,-2.0764306,79,D,1,0,10,0.07650901391836734,0.1829945395505,-0.1695426062244898,0.09064338590960705
YouLightUpMyLife_DebbyBoone_Original5S,0.05498,2582.73,2050.9,22.69,5e-5,3920.55,0.0473,-278.16794,185.62985,-34.63852,33.48376,-10.176147,19.712322,-17.84821,15.842766,6.758017,-20.098171,1.1203897,6.7890778,-7.6608195,76,D,1,0,10,0.1226589997755102,0.16851814307666935,-0.18033261675510204,0.08658922882330418
