welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Hip hop,survey.question1.Country,survey.question1.Latin,survey.question1.Alternative rock,survey.question1.Folk/indie,survey.question1.Classical,survey.question1.A cappella,survey.question1.Ambient,survey.question1.Disco,survey.question1.R&B,survey.question1.Classic rock,survey.question1.Reggae,survey.question1.Metal,survey.question1.Jazz,survey.question1.Electronic (EDM),survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.2625,305.8055,0.0,1.0,1.0,1.0,1.0,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.8058,311.064,5.536666667,5.2212,0.0,13.0,13.0,3.0,1.0,song_indices/TikTok_Kesha.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0679,316.7833,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.8227,322.8192,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.8194,326.1855,5.63,3.3349,0.0,14.0,14.0,10.0,1.0,song_indices/Levitating_DuaLipa.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.1869,332.2177,0.0,0.0,0.0,0.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.2395,337.791,0.0,1.0,1.0,1.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.7921,340.5807,6.036666667,2.7466,0.0,15.0,15.0,17.0,1.0,song_indices/HowDoILive_LeAnnRimes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.5842,347.0569,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.084,353.1752,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.1758,359.7199,2.713333333,6.5019,0.0,16.0,16.0,6.0,1.0,song_indices/Weak_SWV.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.7269,365.9917,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0302,371.3882,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.3894,374.7193,3.176666667,3.282,0.0,17.0,17.0,15.0,1.0,song_indices/Superstition_StevieWonder.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.7207,380.9257,0.0,0.0,0.0,0.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.9716,386.8687,0.0,1.0,1.0,1.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.869,387.722,4.516666667,0.8203,0.0,18.0,18.0,12.0,1.0,song_indices/SaveYourTears_TheWeekndArianaGrande.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.7266,393.7644,0.0,0.0,0.0,0.0,1.0,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.7946,399.3144,0.0,1.0,1.0,1.0,1.0,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.3148,400.651,5.86,1.3003,0.0,19.0,19.0,11.0,1.0,song_indices/LeFreak_Chic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.6543,405.7831,0.0,0.0,0.0,1.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8221,411.95,0.0,1.0,1.0,0.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.9505,414.3967,6.24,2.4182,0.0,20.0,20.0,8.0,1.0,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.3983,420.5459,0.0,0.0,0.0,0.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.6008,427.6628,0.0,1.0,1.0,1.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.6636,429.6871,5.153333333,1.9837,0.0,21.0,21.0,22.0,1.0,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.6899,436.0446,0.0,0.0,0.0,0.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0647,442.8076,0.0,1.0,1.0,1.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.8111,447.3175,4.373333333,4.4549,0.0,22.0,22.0,20.0,1.0,song_indices/LetsGetItOn_MarvinGaye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.3197,453.4517,0.0,0.0,0.0,0.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.4883,457.5262,0.0,1.0,1.0,1.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.5272,461.4616,5.56,3.9099,0.0,23.0,23.0,16.0,1.0,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.464,508.3999,space,46.9025,,0.0,0.0,0.0,2.0,1.0,choose_song_b3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.4405,515.805,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.8415,523.2246,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.2253,523.9928,6.763333333,0.7278,0.0,0.0,0.0,7.0,1.0,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.9949,530.0365,0.0,0.0,0.0,1.0,1.0,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.0776,536.0052,0.0,1.0,1.0,0.0,1.0,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0059,538.6604,5.166666667,2.6073,0.0,1.0,1.0,1.0,1.0,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.6629,545.0562,0.0,0.0,0.0,0.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.0895,550.9623,0.0,1.0,1.0,1.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.9626,552.6742,6.596666667,1.6737,0.0,2.0,2.0,10.0,1.0,song_indices/IWillAlwaysLoveYou_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.6767,558.8199,0.0,0.0,0.0,1.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.8588,564.7571,0.0,1.0,1.0,0.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.7575,569.4738,5.686666667,4.6876,0.0,3.0,3.0,11.0,1.0,song_indices/EyeOfTheTiger_Survivor.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.4751,577.4714,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.5306,583.7475,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.748,584.7289,1.773333537,0.938,0.0,4.0,4.0,4.0,1.0,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.7307,590.8065,0.0,0.0,0.0,0.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.8644,597.2291,0.0,1.0,1.0,1.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.2296,598.2785,1.77,1.0047,0.0,5.0,5.0,0.0,1.0,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.2813,604.5084,0.0,0.0,0.0,1.0,1.0,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.5446,612.276,0.0,1.0,1.0,0.0,1.0,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.2763,613.2872,1.503333333,0.9898,0.0,6.0,6.0,19.0,1.0,song_indices/NoOne_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.2921,619.4826,0.0,0.0,0.0,0.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.5121,625.3034,0.0,1.0,1.0,1.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,842067,1,2024-06-17_10h34.07.864,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667056b7a28e2ba14957656f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.3037,627.3638,5.216666667,2.0186,0.0,7.0,7.0,8.0,1.0,song_indices/SmellsLikeTeenSpirit_Nirvana.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
