welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.A cappella,survey.question1.Disco,survey.question1.Pop,survey.question1.Classic rock,survey.question1.R&B,survey.question1.Latin,survey.question1.Metal,survey.question1.Folk/indie,survey.question1.Country,survey.question1.Reggae,survey.question1.Ambient,survey.question1.Electronic (EDM),survey.question1.Jazz,survey.question1.Hip hop,survey.question1.Alternative rock,survey.question1.Classical,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.3376,304.5343,0.0,0.0,0.0,0.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.5537,310.4353,0.0,1.0,1.0,1.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.4355,312.479,1.849999958,2.0244,0.0,9.0,9.0,12.0,1.0,song_indices/SaveYourTears_TheWeekndArianaGrande.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.4814,319.7595,0.0,0.0,0.0,1.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.7787,326.1751,0.0,1.0,1.0,0.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.1755,328.4855,6.816666497,2.2853,0.0,10.0,10.0,18.0,1.0,song_indices/FlashdanceWhatAFeeling_IreneCara.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.4882,334.5025,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.5217,340.6854,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.6857,342.265,6.983333164,1.5541,0.0,11.0,11.0,5.0,1.0,song_indices/TheSign_AceOfBase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.2675,349.3287,0.0,0.0,0.0,1.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.3497,355.4452,0.0,1.0,1.0,0.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,524677,1,2024-06-17_09h55.51.946,experiment,2024.1.5,Win32,60.60606061,667045947eb812cbdacbf325,66704e48ab4a651f789adc69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4454,357.2903,6.66111162,1.8219,0.0,12.0,12.0,22.0,1.0,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
