welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Folk/indie,survey.question1.Jazz,survey.question1.Classical,survey.question1.Electronic (EDM),survey.question1.A cappella,survey.question1.Classic rock,survey.question1.Alternative rock,survey.question1.Latin,survey.question1.Metal,survey.question1.Hip hop,survey.question1.Pop,survey.question1.Reggae,survey.question1.Country,survey.question1.Ambient,survey.question1.Disco,survey.question1.R&B,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.8053,230.2862,0.0,0.0,0.0,1.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.3023,236.3202,0.0,1.0,1.0,0.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.3205,237.9859,5.559249674,1.6405,0.0,11.0,11.0,17.0,1.0,song_indices/HowDoILive_LeAnnRimes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.9876,245.2195,0.0,0.0,0.0,0.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.2354,252.0196,0.0,1.0,1.0,1.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0198,252.6364,5.238911947,0.5922,0.0,12.0,12.0,7.0,1.0,song_indices/SomebodyThatIUsedtoKnow_Gotye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.638,259.4855,0.0,0.0,0.0,1.0,1.0,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5016,266.5034,0.0,1.0,1.0,0.0,1.0,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.5036,268.453,5.044349772,1.9227,0.0,13.0,13.0,23.0,1.0,song_indices/PokerFace_LadyGaga.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.4539,274.353,0.0,0.0,0.0,1.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.3692,280.5691,0.0,1.0,1.0,0.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5694,281.3688,5.233475749,0.7754,0.0,14.0,14.0,12.0,1.0,song_indices/SaveYourTears_TheWeekndArianaGrande.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3698,289.2028,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.2191,295.7193,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.7195,300.6358,5.839354248,4.8925,0.0,15.0,15.0,1.0,1.0,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.6372,307.1182,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.1347,313.2024,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.2025,314.5354,2.178616536,1.307,0.0,16.0,16.0,6.0,1.0,song_indices/Weak_SWV.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.5368,320.6026,0.0,0.0,0.0,0.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.6186,326.7184,0.0,1.0,1.0,1.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.7186,328.4677,1.035573324,1.7254,0.0,17.0,17.0,13.0,1.0,song_indices/TossinAndTurnin_BobbyLewis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.4688,334.3343,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.3506,340.252,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.2522,341.9686,5.694829915,1.6909,0.0,18.0,18.0,19.0,1.0,song_indices/Irreplaceable_Beyonce.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.9701,348.2686,0.0,0.0,0.0,0.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.2849,354.9352,0.0,1.0,1.0,1.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.9353,357.1343,4.800741781,2.1747,0.0,19.0,19.0,20.0,1.0,song_indices/LetsGetItOn_MarvinGaye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1359,362.6516,0.0,0.0,0.0,1.0,1.0,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.668,368.6849,0.0,1.0,1.0,0.0,1.0,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.6851,375.9511,4.800741781,7.2401,0.0,20.0,20.0,11.0,1.0,song_indices/LeFreak_Chic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.9526,383.4845,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.4962,389.7014,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.7017,390.4008,5.494428711,0.6744,0.0,21.0,21.0,3.0,1.0,song_indices/TikTok_Kesha.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.4022,396.3335,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.3495,402.4021,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.4022,402.8677,3.172208252,0.4434,0.0,22.0,22.0,0.0,1.0,song_indices/Respect_ArethaFranklin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.8694,409.6501,0.0,0.0,0.0,1.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.666,416.1368,0.0,1.0,1.0,0.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.1369,424.6676,4.991894124,8.5053,0.0,23.0,23.0,21.0,1.0,song_indices/BlindingLights_TheWeeknd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.6685,439.4897,space,14.801,,0.0,0.0,0.0,2.0,1.0,choose_song_b3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.4914,445.6173,0.0,0.0,0.0,1.0,1.0,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.6331,451.8336,0.0,1.0,1.0,0.0,1.0,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.8338,452.267,3.323550618,0.4082,0.0,0.0,0.0,14.0,1.0,song_indices/NoScrubs_TLC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.2684,458.2004,0.0,0.0,0.0,0.0,1.0,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.2166,464.2331,0.0,1.0,1.0,1.0,1.0,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.2333,466.1323,3.323550618,1.873,0.0,1.0,1.0,1.0,1.0,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.1329,472.0671,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0831,478.2991,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.2992,479.9656,5.746262207,1.6507,0.0,2.0,2.0,6.0,1.0,song_indices/TheBoyIsMine_BrandyMonica.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.967,486.1834,0.0,0.0,0.0,0.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.1993,494.1665,0.0,1.0,1.0,1.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.1668,502.1831,4.77406901,7.9904,0.0,3.0,3.0,4.0,1.0,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.1846,509.4154,0.0,0.0,0.0,0.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.4313,516.4497,0.0,1.0,1.0,1.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.4498,518.3493,3.916169027,1.8751,0.0,4.0,4.0,15.0,1.0,song_indices/UptownFunk_MarkRonson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.3508,524.9319,0.0,0.0,0.0,1.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
