welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Folk/indie,survey.question1.Jazz,survey.question1.Classical,survey.question1.Electronic (EDM),survey.question1.A cappella,survey.question1.Classic rock,survey.question1.Alternative rock,survey.question1.Latin,survey.question1.Metal,survey.question1.Hip hop,survey.question1.Pop,survey.question1.Reggae,survey.question1.Country,survey.question1.Ambient,survey.question1.Disco,survey.question1.R&B,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.948,531.0154,0.0,1.0,1.0,0.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0155,532.9998,3.819082438,1.9597,0.0,5.0,5.0,18.0,1.0,song_indices/GetUrFreakOn_MissyElliot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0011,539.4316,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Fallin_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.4476,545.6157,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.6158,549.0824,3.819082438,3.4438,0.0,6.0,6.0,12.0,1.0,song_indices/Fallin_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0833,555.3155,0.0,0.0,0.0,1.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.3316,561.5816,0.0,1.0,1.0,0.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.5819,563.7309,6.275112305,2.1243,0.0,7.0,7.0,13.0,1.0,song_indices/ItsAllInTheGame_TommyEdwards.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.7315,569.5655,0.0,0.0,0.0,1.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.5801,575.9476,0.0,1.0,1.0,0.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.9479,581.6811,6.275112305,5.7086,0.0,8.0,8.0,10.0,1.0,song_indices/IWillAlwaysLoveYou_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.6824,588.0485,0.0,0.0,0.0,1.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0645,594.1151,0.0,1.0,1.0,0.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.1153,600.1977,6.275112305,6.0574,0.0,9.0,9.0,0.0,1.0,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.1992,607.5649,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.5813,614.9477,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.9479,618.2312,6.275112305,3.258,0.0,10.0,10.0,7.0,1.0,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.2329,624.5313,0.0,0.0,0.0,0.0,1.0,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.5478,633.4479,0.0,1.0,1.0,1.0,1.0,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.4481,635.264,2.798433838,1.7907,0.0,11.0,11.0,22.0,1.0,song_indices/HeyYa_Outkast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.2653,642.0131,0.0,0.0,0.0,0.0,1.0,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.021,648.7966,0.0,1.0,1.0,1.0,1.0,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.7969,649.5144,4.779556478,0.6917,0.0,12.0,12.0,2.0,1.0,song_indices/PartyRockAnthem_LMFAO.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.5157,657.2476,0.0,0.0,0.0,0.0,1.0,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.2641,663.4632,0.0,1.0,1.0,1.0,1.0,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.4634,664.7302,4.33145752,1.2427,0.0,13.0,13.0,19.0,1.0,song_indices/NoOne_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.7316,670.4308,0.0,0.0,0.0,1.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.4468,676.6474,0.0,1.0,1.0,0.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.6476,678.7307,4.33145752,2.0575,0.0,14.0,14.0,5.0,1.0,song_indices/BetteDavisEyes_KimCarnes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.7319,684.7129,0.0,0.0,0.0,0.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.7292,691.8637,0.0,1.0,1.0,1.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.8639,704.201,4.33145752,12.3205,0.0,15.0,15.0,17.0,1.0,song_indices/IWalkTheLine_JohnnyCash.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.2021,714.4463,0.0,0.0,0.0,1.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.4627,720.9956,0.0,1.0,1.0,0.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.9958,721.83,2.520386556,0.8121,0.0,16.0,16.0,3.0,1.0,song_indices/CrazyInLove_BeyonceFtJayZ.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.831,728.03,0.0,0.0,0.0,0.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.0464,733.8133,0.0,1.0,1.0,1.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.8135,735.4798,5.608813883,1.6412,0.0,17.0,17.0,8.0,1.0,song_indices/SmellsLikeTeenSpirit_Nirvana.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.4812,741.9455,0.0,0.0,0.0,0.0,1.0,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.9616,748.2631,0.0,1.0,1.0,1.0,1.0,SoundStimuli/ShapeofYou_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.2633,752.3795,6.326040039,4.0899,0.0,18.0,18.0,21.0,1.0,song_indices/ShapeofYou_EdSheeran.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.3806,758.5963,0.0,0.0,0.0,1.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.6126,764.6961,0.0,1.0,1.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.6964,780.8283,6.326040039,16.1075,0.0,19.0,19.0,20.0,1.0,song_indices/GimmeShelter_RollingStones.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.8294,787.1621,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Stronger_KanyeWest_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.1781,793.2286,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.2288,795.4488,1.820072835,2.2055,0.0,20.0,20.0,9.0,1.0,song_indices/Stronger_KanyeWest.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.4504,801.5124,0.0,0.0,0.0,1.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.5283,807.8456,0.0,1.0,1.0,0.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.8457,810.5782,3.988817546,2.7084,0.0,21.0,21.0,16.0,1.0,song_indices/RockWithYou_MichaelJackson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.5793,816.4784,0.0,0.0,0.0,0.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.4947,822.6115,0.0,1.0,1.0,1.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.6117,824.661,5.946644287,2.0244,0.0,22.0,22.0,11.0,1.0,song_indices/EyeOfTheTiger_Survivor.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.6612,1157.6405,space,332.9697,,0.0,1.0,1.0,1.0,1.0,choose_song_b2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,781731,1,2024-06-17_10h37.14.200,experiment,2024.1.5,MacIntel,59.52380952,667045947eb812cbdacbf325,667049e74bd4a99a00f3b85f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.6418,1163.9397,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
