welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Jazz,survey.question1.Disco,survey.question1.Country,survey.question1.Reggae,survey.question1.Classic rock,survey.question1.Folk/indie,survey.question1.Electronic (EDM),survey.question1.Pop,survey.question1.A cappella,survey.question1.Classical,survey.question1.Latin,survey.question1.Hip hop,survey.question1.Ambient,survey.question1.R&B,survey.question1.Metal,survey.question1.Alternative rock,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.8576,337.9997,0.0,1.0,1.0,1.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0,339.2933,1.71875,1.2509,0.0,12.0,12.0,17.0,1.0,song_indices/IWalkTheLine_JohnnyCash.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.2976,345.0011,0.0,0.0,0.0,1.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0318,351.2248,0.0,1.0,1.0,0.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2251,354.0916,6.96875,2.8311,0.0,13.0,13.0,5.0,1.0,song_indices/BetteDavisEyes_KimCarnes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0939,361.8084,0.0,0.0,0.0,0.0,1.0,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.8421,368.065,0.0,1.0,1.0,1.0,1.0,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0656,369.4472,1.421875,1.3392,0.0,14.0,14.0,19.0,1.0,song_indices/NoOne_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.4499,375.3744,0.0,0.0,0.0,0.0,1.0,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.4055,381.4342,0.0,1.0,1.0,1.0,1.0,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.4345,383.0756,1.765625,1.5959,0.0,15.0,15.0,1.0,1.0,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0789,389.199,0.0,0.0,0.0,1.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.2307,395.1228,0.0,1.0,1.0,0.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.1231,396.6045,5.953125,1.4466,0.0,16.0,16.0,11.0,1.0,song_indices/EyeOfTheTiger_Survivor.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.6068,402.8114,0.0,0.0,0.0,0.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.8454,408.6188,0.0,1.0,1.0,1.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.6198,411.1337,6.96875,2.4742,0.0,17.0,17.0,8.0,1.0,song_indices/SmellsLikeTeenSpirit_Nirvana.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.1375,417.4053,0.0,0.0,0.0,0.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.4373,423.6832,0.0,1.0,1.0,1.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.6836,425.3766,6.9453125,1.6511,0.0,18.0,18.0,13.0,1.0,song_indices/ItsAllInTheGame_TommyEdwards.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.3794,433.3644,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.3978,439.6043,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.6047,441.0027,5.0234375,1.3579,0.0,19.0,19.0,4.0,1.0,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0052,447.1427,0.0,0.0,0.0,1.0,1.0,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.1799,453.3881,0.0,1.0,1.0,0.0,1.0,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.3884,454.8475,5.984375,1.4194,0.0,20.0,20.0,14.0,1.0,song_indices/NoScrubs_TLC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.85,461.4208,0.0,0.0,0.0,1.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.4531,467.532,0.0,1.0,1.0,0.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.5326,469.1085,5.9140625,1.5342,0.0,21.0,21.0,18.0,1.0,song_indices/GetUrFreakOn_MissyElliot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.1109,475.2819,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.3021,481.7387,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Fallin_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.7389,483.441,5.9453125,1.681,0.0,22.0,22.0,12.0,1.0,song_indices/Fallin_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.442,485.8008,space,2.3313,,0.0,0.0,0.0,1.0,1.0,choose_song_b2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.8044,492.7884,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.8134,499.013,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0135,500.6816,5.953125,1.6479,0.0,0.0,0.0,2.0,1.0,song_indices/Dilemma_NellyKellyRowland.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.6828,506.8739,0.0,0.0,0.0,0.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.9011,512.7907,0.0,1.0,1.0,1.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.7911,514.1719,5.953125,1.3445,0.0,1.0,1.0,12.0,1.0,song_indices/SaveYourTears_TheWeekndArianaGrande.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.174,519.2974,0.0,0.0,0.0,1.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.3218,525.4265,0.0,1.0,1.0,0.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.4267,526.9855,5.9453125,1.5312,0.0,2.0,2.0,8.0,1.0,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.9876,532.9929,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.0166,539.1666,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.167,547.1378,6.0078125,7.9341,0.0,3.0,3.0,5.0,1.0,song_indices/TheSign_AceOfBase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.14,553.3445,0.0,0.0,0.0,0.0,1.0,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.3634,560.8999,0.0,1.0,1.0,1.0,1.0,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.9002,563.2132,3.984375,2.2741,0.0,4.0,4.0,3.0,1.0,song_indices/TikTok_Kesha.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.2162,569.2713,0.0,0.0,0.0,0.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.3076,575.4328,0.0,1.0,1.0,1.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.4332,576.7589,6.0625,1.2861,0.0,5.0,5.0,13.0,1.0,song_indices/TossinAndTurnin_BobbyLewis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.7616,582.8663,0.0,0.0,0.0,0.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.8982,589.955,0.0,1.0,1.0,1.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.9559,591.3543,5.8828125,1.362,0.0,6.0,6.0,22.0,1.0,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.3566,597.6264,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8106,1,2024-06-14_12h44.06.168,experiment,2024.1.5,Win32,60.24096386,666b5f73dbba3f0cd916b177,666c6e9109980915527cfe5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.6582,605.0851,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
