welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.listen_time,survey.medium,survey.music_making,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Classical,survey.question1.Reggae,survey.question1.R&B,survey.question1.Electronic (EDM),survey.question1.Country,survey.question1.Folk/indie,survey.question1.Latin,survey.question1.Hip hop,survey.question1.Disco,survey.question1.Alternative rock,survey.question1.Classic rock,survey.question1.Metal,survey.question1.Jazz,survey.question1.Ambient,survey.question1.Pop,survey.question1.A cappella,survey.genres_ranked.text3,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.2548,398.4944,0.0,1.0,1.0,0.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.4945,399.8699,5.950000339,1.3687,0.0,12.0,12.0,7.0,1.0,song_indices/SomebodyThatIUsedtoKnow_Gotye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.8728,406.2538,0.0,0.0,0.0,0.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.2555,413.5447,0.0,1.0,1.0,1.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.5449,415.786,6.988889058,2.2394,0.0,13.0,13.0,18.0,1.0,song_indices/FlashdanceWhatAFeeling_IreneCara.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.7886,423.2192,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.2206,429.4864,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.4877,430.6534,2.0,1.1566,0.0,14.0,14.0,14.0,1.0,song_indices/Kiss_Prince.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.6558,436.5202,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.5216,442.4355,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.436,445.1529,4.466666751,2.7069,0.0,15.0,15.0,19.0,1.0,song_indices/Irreplaceable_Beyonce.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.1554,451.1691,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.1709,456.8855,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.8862,460.2345,4.022222307,3.3455,0.0,16.0,16.0,10.0,1.0,song_indices/Levitating_DuaLipa.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.2377,466.7219,0.0,0.0,0.0,0.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.7222,473.5183,0.0,1.0,1.0,1.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.5191,475.1767,5.60000017,1.6559,0.0,17.0,17.0,21.0,1.0,song_indices/BlindingLights_TheWeeknd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.1775,482.0179,0.0,0.0,0.0,1.0,1.0,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0193,489.0352,0.0,1.0,1.0,0.0,1.0,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0357,492.9678,4.977777693,3.9251,0.0,18.0,18.0,23.0,1.0,song_indices/PokerFace_LadyGaga.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.971,499.4676,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.469,507.3093,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.3094,509.1674,1.755555683,1.8534,0.0,19.0,19.0,1.0,1.0,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.1704,515.317,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.3178,520.6177,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6184,525.4512,4.522222307,4.8242,0.0,20.0,20.0,15.0,1.0,song_indices/Superstition_StevieWonder.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.4536,531.5343,0.0,0.0,0.0,0.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.5359,537.9834,0.0,1.0,1.0,1.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.9842,542.7923,6.966667175,4.8066,0.0,21.0,21.0,4.0,1.0,song_indices/YouLightUpMyLife_DebbyBoone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.7928,548.9009,0.0,0.0,0.0,0.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.9025,554.0421,0.0,1.0,1.0,1.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0423,556.1251,6.633333842,2.0823,0.0,22.0,22.0,8.0,1.0,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.1256,562.1416,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.1419,568.3083,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.3085,569.6992,5.172222137,1.3896,0.0,23.0,23.0,5.0,1.0,song_indices/TheSign_AceOfBase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.7002,737.9147,space,168.1859,,0.0,0.0,0.0,2.0,1.0,choose_song_b3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.9174,743.7625,0.0,0.0,0.0,1.0,1.0,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.7644,749.7876,0.0,1.0,1.0,0.0,1.0,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.7877,750.6952,6.122222053,0.9001,0.0,0.0,0.0,2.0,1.0,song_indices/StayinAlive_BeeGees.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.6979,757.0456,0.0,0.0,0.0,1.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.0468,763.2961,0.0,1.0,1.0,0.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.2972,765.1285,2.988889058,1.825,0.0,1.0,1.0,21.0,1.0,song_indices/MackTheKnife_BobbyDarin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.1315,771.4452,0.0,0.0,0.0,0.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.4474,778.1459,0.0,1.0,1.0,1.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.1464,779.7653,4.561111026,1.6176,0.0,2.0,2.0,1.0,1.0,song_indices/BridgeOverTroubledWater_SimonAndGarfunkel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.7659,783.8449,0.0,0.0,0.0,1.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.846,789.8117,0.0,1.0,1.0,0.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.8124,791.0446,3.005555471,1.2282,0.0,3.0,3.0,18.0,1.0,song_indices/BohemianRhapsody_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.0477,797.3858,0.0,0.0,0.0,0.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.3861,804.8943,0.0,1.0,1.0,1.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.895,806.0605,6.06111145,1.1626,0.0,4.0,4.0,3.0,1.0,song_indices/EndlessLove_DianaRossLionelRichie.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0636,813.5106,0.0,0.0,0.0,0.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.5121,820.0614,0.0,1.0,1.0,1.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.062,822.6269,4.60000017,2.5631,0.0,5.0,5.0,20.0,1.0,song_indices/OldTownRoad_LilNasX.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,151954,1,2024-06-17_13h40.46.258,experiment,2024.1.5,Win32,59.88023952,667045947eb812cbdacbf325,667071dfbb0ee8ebf71c5f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.6303,829.1935,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
