welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Electronic (EDM),survey.question1.Classical,survey.question1.Jazz,survey.question1.Disco,survey.question1.A cappella,survey.question1.Ambient,survey.question1.Hip hop,survey.question1.Pop,survey.question1.Reggae,survey.question1.Folk/indie,survey.question1.Classic rock,survey.question1.Metal,survey.question1.Alternative rock,survey.question1.Country,survey.question1.R&B,survey.question1.Latin,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.917,257.92,0.0,0.0,0.0,1.0,1.0,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.921,263.826,0.0,1.0,1.0,0.0,1.0,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.826,267.426,3.729166667,3.594,0.0,12.0,12.0,1.0,1.0,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.427,273.867,0.0,0.0,0.0,0.0,1.0,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.868,280.148,0.0,1.0,1.0,1.0,1.0,SoundStimuli/ShapeofYou_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.149,281.114,3.504166667,0.962,0.0,13.0,13.0,21.0,1.0,song_indices/ShapeofYou_EdSheeran.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.115,287.153,0.0,0.0,0.0,1.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.153,293.448,0.0,1.0,1.0,0.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.449,295.276,4.008333333,1.826,0.0,14.0,14.0,16.0,1.0,song_indices/RockWithYou_MichaelJackson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.278,301.794,0.0,0.0,0.0,0.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.794,312.016,0.0,1.0,1.0,1.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.016,316.914,3.958333333,4.895,0.0,15.0,15.0,3.0,1.0,song_indices/CrazyInLove_BeyonceFtJayZ.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.915,323.244,0.0,0.0,0.0,1.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.244,329.283,0.0,1.0,1.0,0.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.283,332.75,3.470833333,3.462,0.0,16.0,16.0,0.0,1.0,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.751,338.795,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.796,345.098,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Stronger_KanyeWest_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.098,347.134,3.070833333,2.032,0.0,17.0,17.0,9.0,1.0,song_indices/Stronger_KanyeWest.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.135,354.834,0.0,0.0,0.0,0.0,1.0,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.834,361.025,0.0,1.0,1.0,1.0,1.0,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.025,362.546,4.691666667,1.519,0.0,18.0,18.0,19.0,1.0,song_indices/NoOne_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.548,368.744,0.0,0.0,0.0,0.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.745,374.665,0.0,1.0,1.0,1.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.665,376.305,6.8375,1.637,0.0,19.0,19.0,6.0,1.0,song_indices/TheBoyIsMine_BrandyMonica.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.306,383.643,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.643,390.974,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.974,392.273,6.320833333,1.294,0.0,20.0,20.0,7.0,1.0,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.274,398.38,0.0,0.0,0.0,1.0,1.0,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.381,404.551,0.0,1.0,1.0,0.0,1.0,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.551,408.567,3.995833333,4.012,0.0,21.0,21.0,14.0,1.0,song_indices/NoScrubs_TLC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.568,415.682,0.0,0.0,0.0,1.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.683,421.638,0.0,1.0,1.0,0.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.638,422.93,3.108333333,1.289,0.0,22.0,22.0,17.0,1.0,song_indices/IWalkTheLine_JohnnyCash.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.93,425.376,space,2.433,,0.0,0.0,0.0,1.0,1.0,choose_song_b2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.379,433.194,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.194,439.677,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.677,441.476,3.941666667,1.796,0.0,0.0,0.0,1.0,1.0,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.477,445.43,0.0,0.0,0.0,1.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.431,451.51,0.0,1.0,1.0,0.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.51,452.365,3.716666667,0.851,0.0,1.0,1.0,16.0,1.0,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.366,458.535,0.0,0.0,0.0,0.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.536,464.4,0.0,1.0,1.0,1.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.4,466.207,2.554166667,1.803,0.0,2.0,2.0,12.0,1.0,song_indices/SaveYourTears_TheWeekndArianaGrande.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.208,472.301,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.301,478.332,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.333,481.925,3.925,3.591,0.0,3.0,3.0,13.0,1.0,song_indices/TossinAndTurnin_BobbyLewis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.926,488.97,0.0,0.0,0.0,1.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.971,495.044,0.0,1.0,1.0,0.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.044,496.962,3.320833333,1.915,0.0,4.0,4.0,22.0,1.0,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.964,503.236,0.0,0.0,0.0,0.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.237,509.858,0.0,1.0,1.0,1.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.859,512.117,3.229166667,2.258,0.0,5.0,5.0,20.0,1.0,song_indices/LetsGetItOn_MarvinGaye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.118,519.371,0.0,0.0,0.0,1.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.371,525.736,0.0,1.0,1.0,0.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.737,529.711,5.779166667,3.972,0.0,6.0,6.0,18.0,1.0,song_indices/FlashdanceWhatAFeeling_IreneCara.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.712,535.903,0.0,0.0,0.0,0.0,1.0,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,158648,1,2024-06-17_10h56.24.215,experiment,2024.1.5,Win32,144.092219,667045947eb812cbdacbf325,66704d231dcf2ec2197b43db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.903,543.414,0.0,1.0,1.0,1.0,1.0,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
