welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Hip hop,survey.question1.A cappella,survey.question1.Classic rock,survey.question1.Folk/indie,survey.question1.Jazz,survey.question1.Latin,survey.question1.Metal,survey.question1.Electronic (EDM),survey.question1.Pop,survey.question1.R&B,survey.question1.Reggae,survey.question1.Disco,survey.question1.Classical,survey.question1.Country,survey.question1.Ambient,survey.question1.Alternative rock,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.6752,699.943,5.366666667,7.2227,0.0,13.0,13.0,15.0,1.0,song_indices/MyGirl_TheTemptations.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.9437,706.1393,0.0,0.0,0.0,0.0,1.0,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.1746,712.3882,0.0,1.0,1.0,1.0,1.0,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.3887,714.0379,5.294444784,1.602,0.0,14.0,14.0,7.0,1.0,song_indices/LikeAPrayer_Madonna.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.0396,720.4928,0.0,0.0,0.0,0.0,1.0,SoundStimuli/BadDay_DanielPowter_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.5278,728.0422,0.0,1.0,1.0,1.0,1.0,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.0428,729.4024,5.294444784,1.3175,0.0,15.0,15.0,22.0,1.0,song_indices/BadDay_DanielPowter.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.4043,735.6686,0.0,0.0,0.0,1.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.7026,741.8512,0.0,1.0,1.0,0.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.8516,743.4007,2.75,1.5069,0.0,16.0,16.0,21.0,1.0,song_indices/MackTheKnife_BobbyDarin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.402,750.2502,0.0,0.0,0.0,1.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.2848,756.533,0.0,1.0,1.0,0.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.534,757.5986,4.972222392,1.022,0.0,17.0,17.0,8.0,1.0,song_indices/GodOnlyKnows_TheBeachBoys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.6001,763.5492,0.0,0.0,0.0,1.0,1.0,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.5828,769.6656,0.0,1.0,1.0,0.0,1.0,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.6661,770.7305,2.744444529,1.0177,0.0,18.0,18.0,6.0,1.0,song_indices/IllMakeLoveToYou_BoyzIIMen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.7323,779.33,0.0,0.0,0.0,1.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.3647,785.4792,0.0,1.0,1.0,0.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.4795,787.6617,5.933333333,2.1391,0.0,19.0,19.0,10.0,1.0,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.6632,794.2448,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.2807,800.844,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.8446,805.522,5.772222392,4.6291,0.0,20.0,20.0,11.0,1.0,song_indices/Despacito_LuisFonsiDaddyYankee.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.5228,812.2089,0.0,0.0,0.0,1.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.2432,818.5584,0.0,1.0,1.0,0.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.559,820.1742,5.772222392,1.5744,0.0,21.0,21.0,1.0,1.0,song_indices/BridgeOverTroubledWater_SimonAndGarfunkel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.1759,824.2409,0.0,0.0,0.0,1.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.2775,830.2407,0.0,1.0,1.0,0.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.2411,833.7425,5.772222392,3.4562,0.0,22.0,22.0,18.0,1.0,song_indices/BohemianRhapsody_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.7429,837.4413,space,3.6802,,0.0,0.0,0.0,0.0,1.0,choose_song_b1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.4817,843.5392,0.0,0.0,0.0,0.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.5844,849.9373,0.0,1.0,1.0,1.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.9379,854.0713,5.716666667,4.0845,0.0,0.0,0.0,0.0,1.0,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0724,860.003,0.0,0.0,0.0,0.0,1.0,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0377,866.0688,0.0,1.0,1.0,1.0,1.0,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.0691,867.7347,5.716666667,1.6298,0.0,1.0,1.0,1.0,1.0,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.7364,873.4343,0.0,0.0,0.0,1.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.4677,879.667,0.0,1.0,1.0,0.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.6674,880.4498,5.716666667,0.7377,0.0,2.0,2.0,5.0,1.0,song_indices/BetteDavisEyes_KimCarnes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.4512,886.6662,0.0,0.0,0.0,1.0,1.0,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.7012,894.4321,0.0,1.0,1.0,0.0,1.0,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.4326,895.9813,5.716666667,1.5039,0.0,3.0,3.0,19.0,1.0,song_indices/NoOne_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.9828,902.0646,0.0,0.0,0.0,0.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.0988,908.6638,0.0,1.0,1.0,1.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.6645,914.7394,5.716666667,6.0284,0.0,4.0,4.0,18.0,1.0,song_indices/GetUrFreakOn_MissyElliot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.74,922.7122,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.7481,928.9607,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.9614,936.002,3.966666667,6.9928,0.0,5.0,5.0,4.0,1.0,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0027,942.1255,0.0,0.0,0.0,1.0,1.0,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.1603,948.3582,0.0,1.0,1.0,0.0,1.0,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.3587,949.5079,5.35,1.0994,0.0,6.0,6.0,14.0,1.0,song_indices/NoScrubs_TLC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.5094,956.7405,0.0,0.0,0.0,0.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.776,963.8065,0.0,1.0,1.0,1.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.8069,965.0724,5.572222392,1.221,0.0,7.0,7.0,15.0,1.0,song_indices/UptownFunk_MarkRonson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0741,971.3386,0.0,0.0,0.0,0.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.3726,977.6211,0.0,1.0,1.0,1.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,43195,1,2024-06-17_11h07.48.245,experiment,2024.1.5,Win32,59.52380952,667045947eb812cbdacbf325,66704e77ed47d583c562d56b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977.6217,979.4384,5.572222392,1.7814,0.0,8.0,8.0,13.0,1.0,song_indices/ItsAllInTheGame_TommyEdwards.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
