welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Metal,survey.question1.A cappella,survey.question1.Electronic (EDM),survey.question1.Classical,survey.question1.Reggae,survey.question1.Hip hop,survey.question1.Folk/indie,survey.question1.Pop,survey.question1.Country,survey.question1.Disco,survey.question1.Jazz,survey.question1.Alternative rock,survey.question1.Latin,survey.question1.R&B,survey.question1.Classic rock,survey.question1.Ambient,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.7642,498.2813,0.0,0.0,0.0,1.0,1.0,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.2924,504.3149,0.0,1.0,1.0,0.0,1.0,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.3151,507.1311,4.486614583,2.8052,0.0,15.0,15.0,11.0,1.0,song_indices/LeFreak_Chic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.1318,514.4152,0.0,0.0,0.0,1.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.4289,520.8152,0.0,1.0,1.0,0.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.8156,523.3815,6.02671875,2.5529,0.0,16.0,16.0,18.0,1.0,song_indices/FlashdanceWhatAFeeling_IreneCara.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.3823,530.3986,0.0,0.0,0.0,0.0,1.0,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.4115,537.2489,0.0,1.0,1.0,1.0,1.0,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.2492,540.0668,3.947604167,2.7981,0.0,17.0,17.0,23.0,1.0,song_indices/PokerFace_LadyGaga.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0674,546.1824,0.0,0.0,0.0,1.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.1951,552.249,0.0,1.0,1.0,0.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.2492,557.0321,3.141901042,4.7675,0.0,18.0,18.0,13.0,1.0,song_indices/TossinAndTurnin_BobbyLewis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0327,562.966,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.9775,569.0326,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0329,582.1746,2.999296875,13.1216,0.0,19.0,19.0,0.0,1.0,song_indices/Respect_ArethaFranklin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.1751,588.6827,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.6916,596.5167,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.5171,599.083,3.9690625,2.5393,0.0,20.0,20.0,1.0,1.0,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0838,605.0991,0.0,0.0,0.0,0.0,1.0,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.1108,610.8169,0.0,1.0,1.0,1.0,1.0,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.8171,612.9488,2.984895833,2.1197,0.0,21.0,21.0,10.0,1.0,song_indices/Levitating_DuaLipa.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.9492,619.1494,0.0,0.0,0.0,0.0,1.0,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.1602,626.6829,0.0,1.0,1.0,1.0,1.0,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.683,628.0501,2.398697917,1.3543,0.0,22.0,22.0,3.0,1.0,song_indices/TikTok_Kesha.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0508,634.084,0.0,0.0,0.0,0.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.096,639.5665,0.0,1.0,1.0,1.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.5668,641.4171,4.9878125,1.829,0.0,23.0,23.0,17.0,1.0,song_indices/HowDoILive_LeAnnRimes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.4189,675.1021,space,33.6745,,0.0,0.0,0.0,2.0,1.0,choose_song_b3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.1042,681.6854,0.0,0.0,0.0,1.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.6961,688.2513,0.0,1.0,1.0,0.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.2516,689.9846,5.588072917,1.7094,0.0,0.0,0.0,11.0,1.0,song_indices/Despacito_LuisFonsiDaddyYankee.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.9853,696.5014,0.0,0.0,0.0,1.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.5122,703.8843,0.0,1.0,1.0,0.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.8847,707.2341,4.965677083,3.3299,0.0,1.0,1.0,20.0,1.0,song_indices/OldTownRoad_LilNasX.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.2348,713.4689,0.0,0.0,0.0,0.0,1.0,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.481,721.1524,0.0,1.0,1.0,1.0,1.0,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.1526,724.8418,3.999713542,3.6685,0.0,2.0,2.0,16.0,1.0,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.8423,731.1527,0.0,0.0,0.0,0.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.1648,737.8527,0.0,1.0,1.0,1.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.853,741.2357,3.580390625,3.358,0.0,3.0,3.0,1.0,1.0,song_indices/BridgeOverTroubledWater_SimonAndGarfunkel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.2365,747.3361,0.0,0.0,0.0,0.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.3469,755.9364,0.0,1.0,1.0,1.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.9366,765.1105,4.4325,9.1528,0.0,4.0,4.0,10.0,1.0,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.1111,771.1366,0.0,0.0,0.0,0.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.1473,775.8533,0.0,1.0,1.0,1.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.8535,778.0778,6.007552083,2.2023,0.0,5.0,5.0,17.0,1.0,song_indices/AChangeIsGonnaCome_SamCooke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.0782,784.5203,0.0,0.0,0.0,0.0,1.0,SoundStimuli/BadDay_DanielPowter_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.5336,792.0235,0.0,1.0,1.0,1.0,1.0,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.0237,794.8866,5.028489583,2.8424,0.0,6.0,6.0,22.0,1.0,song_indices/BadDay_DanielPowter.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.8872,801.0193,0.0,0.0,0.0,0.0,1.0,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.0269,808.0558,0.0,1.0,1.0,1.0,1.0,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.056,811.3528,3.625338542,3.2744,0.0,7.0,7.0,14.0,1.0,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.3534,817.5874,0.0,0.0,0.0,0.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.5986,824.4534,0.0,1.0,1.0,1.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.4536,825.8704,4.077734375,1.4043,0.0,8.0,8.0,8.0,1.0,song_indices/GodOnlyKnows_TheBeachBoys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,991830,1,2024-06-17_07h39.21.921,experiment,2024.1.5,MacIntel,60.24096386,667045947eb812cbdacbf325,66704a68f5ca71c26122881e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.871,832.2201,0.0,0.0,0.0,0.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
