welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.A cappella,survey.question1.Reggae,survey.question1.Ambient,survey.question1.Hip hop,survey.question1.Pop,survey.question1.Alternative rock,survey.question1.Jazz,survey.question1.Folk/indie,survey.question1.Disco,survey.question1.Classical,survey.question1.Latin,survey.question1.R&B,survey.question1.Country,survey.question1.Classic rock,survey.question1.Electronic (EDM),survey.question1.Metal,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.2245,283.3413,0,0,0,0,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.3517,288.4738,0,1,1,1,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.4739,289.9572,5.984813581,1.4717,0,13,13,8,1,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.9579,297.3738,0,0,0,0,1,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.3845,303.6571,0,1,1,1,1,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.6573,305.9908,5.956774902,2.3201,0,14,14,14,1,song_indices/Kiss_Prince.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.9914,311.5079,0,0,0,1,1,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.5182,317.5407,0,1,1,0,1,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.5408,319.8898,6.331806946,2.3381,0,15,15,11,1,song_indices/LeFreak_Chic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.8905,325.8237,0,0,0,0,1,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.8336,331.89,0,1,1,1,1,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.8901,333.1236,5.738248989,1.2213,0,16,16,0,1,song_indices/Respect_ArethaFranklin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.1242,339.2406,0,0,0,1,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.2508,345.3068,0,1,1,0,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.3068,346.3063,5.664890398,0.9899,0,17,17,13,1,song_indices/TossinAndTurnin_BobbyLewis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.3068,354.1238,0,0,0,1,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1348,360.6403,0,1,1,0,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.6405,363.0901,6.390099226,2.4359,0,18,18,1,1,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0908,369.889,0,0,0,1,1,SoundStimuli/BlindingLights_TheWeeknd_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.8967,376.3897,0,1,1,0,1,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.3897,377.5235,6.857017517,1.1236,0,19,19,21,1,song_indices/BlindingLights_TheWeeknd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.5244,383.6225,0,0,0,0,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.6329,387.6056,0,1,1,1,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.6058,390.2898,5.621733093,2.6716,0,20,20,16,1,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.2902,397.0888,0,0,0,1,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.0975,404.3227,0,1,1,0,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.3228,406.1067,6.423024205,1.7706,0,21,21,7,1,song_indices/SomebodyThatIUsedtoKnow_Gotye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.1076,412.1889,0,0,0,0,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.1987,418.6395,0,1,1,1,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.6397,419.722,6.999164254,1.0738,0,22,22,4,1,song_indices/YouLightUpMyLife_DebbyBoone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.7226,426.006,0,0,0,0,1,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0163,432.6564,0,1,1,1,1,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.6565,434.5061,5.895025199,1.8365,0,23,23,20,1,song_indices/LetsGetItOn_MarvinGaye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.5066,442.8465,space,8.3295,,0,0,0,2,1,choose_song_b3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.848,448.9387,0,0,0,0,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.9484,457.5385,0,1,1,1,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.5385,459.056,6.519268363,1.5054,0,0,0,10,1,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0571,465.0883,0,0,0,0,1,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.0967,470.9386,0,1,1,1,1,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.9387,472.4883,6.947744315,1.5393,0,1,1,2,1,song_indices/StayinAlive_BeeGees.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.4889,478.7389,0,0,0,0,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.7483,486.4216,0,1,1,1,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.4217,488.2044,5.517023577,1.7711,0,2,2,16,1,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.2049,494.3881,0,0,0,0,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.3972,500.6056,0,1,1,1,1,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.6057,501.7381,6.241959708,1.1194,0,3,3,7,1,song_indices/LikeAPrayer_Madonna.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.7386,507.7056,0,0,0,0,1,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.7156,511.7885,0,1,1,1,1,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.7886,514.0553,5.152833339,2.2557,0,4,4,18,1,song_indices/BohemianRhapsody_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0565,520.3211,0,0,0,1,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.3312,526.4713,0,1,1,0,1,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.4714,527.6219,4.484955488,1.1373,0,5,5,21,1,song_indices/MackTheKnife_BobbyDarin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.6228,534.1882,0,0,0,0,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399922,001,2024-06-14_12h30.14.629,experiment,2024.1.5,MacIntel,60.24096386,62fd19522ad91588ac9881e7,666b5f73dbba3f0cd916b177,666c6fe063916772c9816e34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.1965,540.7719,0,1,1,1,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
