welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Ambient,survey.question1.A cappella,survey.question1.R&B,survey.question1.Metal,survey.question1.Latin,survey.question1.Reggae,survey.question1.Pop,survey.question1.Disco,survey.question1.Country,survey.question1.Folk/indie,survey.question1.Classical,survey.question1.Jazz,survey.question1.Hip hop,survey.question1.Classic rock,survey.question1.Alternative rock,survey.question1.Electronic (EDM),survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.6981,349.757,0,1,1,1,1,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.7571,350.6543,3.983333588,0.8796,0,12,12,16,1,song_indices/RockWithYou_MichaelJackson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.655,357.8848,0,0,0,0,1,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.8934,364.9156,0,1,1,1,1,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.9158,365.7963,6.961111281,0.872,0,13,13,15,1,song_indices/UptownFunk_MarkRonson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.797,371.7303,0,0,0,0,1,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.738,377.7639,0,1,1,1,1,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.764,378.6949,4.977777693,0.9103,0,14,14,1,1,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.6957,386.0579,0,0,0,0,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0663,393.4208,0,1,1,1,1,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.421,394.2351,5.055555556,0.7986,0,15,15,7,1,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.2358,400.369,0,0,0,1,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.3762,406.2695,0,1,1,0,1,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.2696,407.1835,6.950000339,0.8962,0,16,16,11,1,song_indices/EyeOfTheTiger_Survivor.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.1844,413.4,0,0,0,1,1,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.408,421.1289,0,1,1,0,1,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.129,422.5082,4.866666582,1.3616,0,17,17,19,1,song_indices/NoOne_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.5091,430.4862,0,0,0,1,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.493,436.7029,0,1,1,0,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.703,437.8,1,1.0769,0,18,18,4,1,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.8009,444.382,0,0,0,1,1,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.3906,450.4652,0,1,1,0,1,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.4654,451.7119,2.994444529,1.2276,0,19,19,18,1,song_indices/GetUrFreakOn_MissyElliot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.7124,458.0946,0,0,0,0,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.1026,463.9453,0,1,1,1,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.9454,466.3221,6.983333164,2.3609,0,20,20,10,1,song_indices/IWillAlwaysLoveYou_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.323,472.5884,0,0,0,0,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.5969,478.8215,0,1,1,1,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.8217,479.9683,6.961111281,1.1255,0,21,21,13,1,song_indices/ItsAllInTheGame_TommyEdwards.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.9691,486.3342,0,0,0,1,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.3405,492.401,0,1,1,0,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.4011,494.6779,2.994444529,2.2556,0,22,22,0,1,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.6782,496.9888,space,2.2981,,0,0,0,1,1,choose_song_b2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.9899,503.0887,0,0,0,0,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0974,511.6818,0,1,1,1,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.682,512.7788,5,1.0805,0,0,0,10,1,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.7797,519.1115,0,0,0,0,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.1194,526.6245,0,1,1,1,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.6247,528.2865,6.944444444,1.6482,0,1,1,3,1,song_indices/EndlessLove_DianaRossLionelRichie.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.2872,534.586,0,0,0,0,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.5932,542.88,0,1,1,1,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.8802,544.6586,3.027777778,1.7618,0,2,2,5,1,song_indices/Mood_24kGoldnianndior.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.6593,550.9242,0,0,0,1,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.9307,557.0747,0,1,1,0,1,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.0749,558.2545,1.966666751,1.1607,0,3,3,21,1,song_indices/MackTheKnife_BobbyDarin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.2554,562.6593,0,0,0,1,1,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.6666,568.8092,0,1,1,0,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.8093,570.4213,2.977777693,1.6009,0,4,4,12,1,song_indices/LikeARollingStone_BobDylan.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.422,576.6711,0,0,0,0,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.6791,584.3503,0,1,1,1,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.3505,586.7936,4.055555556,2.4227,0,5,5,16,1,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.7943,593.8245,0,0,0,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.8329,599.9577,0,1,1,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,748237,001,2024-06-17_09h56.24.897,experiment,2024.1.5,Win32,59.88023952,568e7e33e3ef9e000da202a7,667045947eb812cbdacbf325,66704b5b1b101716cf98f116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.9579,601.1378,3.038889143,1.1642,0,6,6,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
