welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Classical,survey.question1.A cappella,survey.question1.Hip hop,survey.question1.Ambient,survey.question1.Folk/indie,survey.question1.Latin,survey.question1.Jazz,survey.question1.Alternative rock,survey.question1.R&B,survey.question1.Pop,survey.question1.Metal,survey.question1.Reggae,survey.question1.Country,survey.question1.Classic rock,survey.question1.Electronic (EDM),survey.question1.Disco,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.6412,307.8603,0,0,0,0,1,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.8658,313.5648,0,1,1,1,1,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.5652,315.1486,4.94787883,1.5541,0,10,10,5,1,song_indices/BetteDavisEyes_KimCarnes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.1501,322.5034,0,0,0,0,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.5135,329.8585,0,1,1,1,1,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.8588,332.4766,5.489709913,2.599,0,11,11,7,1,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.4782,338.4139,0,0,0,1,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.4198,344.6349,0,1,1,0,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.6349,345.7357,6.172015966,1.0833,0,12,12,6,1,song_indices/TheBoyIsMine_BrandyMonica.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.7379,351.6397,0,0,0,0,1,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.6457,357.7606,0,1,1,1,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.7609,358.7443,6.432897844,0.9611,0,13,13,11,1,song_indices/EyeOfTheTiger_Survivor.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.7461,365.9835,0,0,0,0,1,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.9919,373.004,0,1,1,1,1,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.0043,374.3214,6.519857735,1.2987,0,14,14,15,1,song_indices/UptownFunk_MarkRonson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.3229,380.0921,0,0,0,1,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0987,386.2966,0,1,1,0,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.2972,387.6805,6.533236688,1.3557,0,15,15,8,1,song_indices/SmellsLikeTeenSpirit_Nirvana.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.6821,393.8845,0,0,0,0,1,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.8924,400.0219,0,1,1,1,1,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0222,401.9065,6.432897844,1.8738,0,16,16,14,1,song_indices/NoScrubs_TLC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.9082,409.0614,0,0,0,1,1,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0671,415.053,0,1,1,0,1,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0533,417.4003,2.399265897,2.3239,0,17,17,17,1,song_indices/IWalkTheLine_JohnnyCash.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.4019,423.6712,0,0,0,0,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.6781,429.9092,0,1,1,1,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.9097,432.0104,5.409438764,2.0781,0,18,18,13,1,song_indices/ItsAllInTheGame_TommyEdwards.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.012,438.4484,0,0,0,1,1,SoundStimuli/Fallin_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.4705,444.6358,0,1,1,0,1,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.6363,446.5365,6.018162777,1.8681,0,19,19,12,1,song_indices/Fallin_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.5381,455.4592,0,0,0,1,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.4672,461.7642,0,1,1,0,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.7645,463.2311,1.977841721,1.4346,0,20,20,22,1,song_indices/HeyYa_Outkast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.2326,469.5852,0,0,0,1,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.5912,475.6566,0,1,1,0,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.6572,477.1781,2.673526177,1.4984,0,21,21,0,1,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.1786,483.3948,0,0,0,0,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.4098,491.3831,0,1,1,1,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3831,492.6508,5.924513042,1.253,0,22,22,4,1,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.6521,498.9585,space,6.2867,,0,0,0,1,1,choose_song_b2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.9599,504.7921,0,0,0,1,1,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.7984,510.8138,0,1,1,0,1,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.814,513.5857,5.710456032,2.7506,0,0,0,2,1,song_indices/StayinAlive_BeeGees.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.5863,519.5353,0,0,0,1,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.5418,525.6231,0,1,1,0,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.6235,527.0865,5.008082284,1.4439,0,1,1,6,1,song_indices/IllMakeLoveToYou_BoyzIIMen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0872,533.1776,0,0,0,0,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1844,541.7885,0,1,1,1,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.7885,543.4515,4.867607681,1.6505,0,2,2,10,1,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.4533,549.7056,0,0,0,0,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.7208,557.394,0,1,1,1,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.3943,558.5786,4.111719955,1.1644,0,3,3,16,1,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.5805,566.8675,0,0,0,1,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,080524,001,2024-06-17_10h56.21.035,experiment,2024.1.5,Win32,60.60606061,60ace56a83e45642b22d9954,667045947eb812cbdacbf325,66704e6c469d3e80ce7985d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.8859,573.1887,0,1,1,0,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
