welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.R&B,survey.question1.Ambient,survey.question1.Electronic (EDM),survey.question1.Country,survey.question1.Classical,survey.question1.Classic rock,survey.question1.Reggae,survey.question1.Latin,survey.question1.Disco,survey.question1.Hip hop,survey.question1.Folk/indie,survey.question1.Pop,survey.question1.Metal,survey.question1.Alternative rock,survey.question1.A cappella,survey.question1.Jazz,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.7938,1453.9422,0,0,0,0,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.9521,1458.3416,0,1,1,1,1,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.3417,1471.5077,3.077199389,13.1551,0,15,15,12,1,song_indices/LikeARollingStone_BobDylan.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.5087,1477.7242,0,0,0,0,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.7336,1483.8572,0,1,1,1,1,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.8574,1501.8066,3.077199389,17.9396,0,16,16,4,1,song_indices/Smooth_SantanaRobThomas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.8076,1507.9399,0,0,0,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.9488,1514.9727,0,1,1,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.9728,1554.5377,3.077199389,39.5455,0,17,17,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.5384,1560.9378,0,0,0,0,1,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560.9454,1568.604,0,1,1,1,1,SoundStimuli/MyGirl_TheTemptations_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568.6043,1571.637,2.037797215,3.0138,0,18,18,15,1,song_indices/MyGirl_TheTemptations.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571.6383,1577.8554,0,0,0,1,1,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.8692,1584.0533,0,1,1,0,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.0535,1591.4362,2.037797215,7.3612,0,19,19,7,1,song_indices/LikeAPrayer_Madonna.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.4371,1598.0028,0,0,0,0,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.0083,1604.5857,0,1,1,1,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604.5859,1606.2857,5.039580503,1.6877,0,20,20,11,1,song_indices/Despacito_LuisFonsiDaddyYankee.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606.2865,1612.5355,0,0,0,0,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.5421,1620.2184,0,1,1,1,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.2186,1640.601,4.134994905,20.3621,0,21,21,16,1,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.6017,1646.7008,0,0,0,0,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.7065,1655.3007,0,1,1,1,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655.3008,1657.9178,3.97467731,2.5983,0,22,22,10,1,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1657.9185,1757.1651,space,99.2274,,0,0,0,0,1,choose_song_b1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.1721,1763.6485,0,0,0,0,1,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763.6599,1770.4459,0,1,1,1,1,SoundStimuli/BlindingLights_TheWeeknd_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.4459,1772.5789,5.09007303,2.1173,0,0,0,21,1,song_indices/BlindingLights_TheWeeknd.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.5796,1778.6958,0,0,0,1,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.7056,1784.7619,0,1,1,0,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.7622,1786.4118,4.87821841,1.6337,0,1,1,13,1,song_indices/TossinAndTurnin_BobbyLewis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.413,1791.9281,0,0,0,1,1,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791.9386,1797.9616,0,1,1,0,1,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.9619,1813.3108,3.319701087,15.3256,0,2,2,11,1,song_indices/LeFreak_Chic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813.3117,1819.244,0,0,0,0,1,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.2535,1825.3105,0,1,1,1,1,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.3106,1826.9268,2.15055197,1.5967,0,3,3,0,1,song_indices/Respect_ArethaFranklin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.9275,1833.9265,0,0,0,1,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1833.9369,1840.1263,0,1,1,0,1,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.1266,1840.9263,2.845601223,0.7837,0,4,4,2,1,song_indices/Dilemma_NellyKellyRowland.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.9275,1847.0429,0,0,0,0,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.0508,1852.1758,0,1,1,1,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852.1759,1866.2253,2.153481658,14.0392,0,5,5,8,1,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866.2261,1872.5257,0,0,0,0,1,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.5359,1879.1748,0,1,1,1,1,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879.1748,1907.7237,2.582999321,28.5421,0,6,6,20,1,song_indices/LetsGetItOn_MarvinGaye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.7247,1915.0067,0,0,0,1,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915.0118,1921.4061,0,1,1,0,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1921.4063,1990.913,3.397208884,69.495,0,7,7,18,1,song_indices/FlashdanceWhatAFeeling_IreneCara.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.9141,1997.4297,0,0,0,0,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.44,2005.2632,0,1,1,1,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.2633,2008.7456,3.103100615,3.463,0,8,8,1,1,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.7463,2014.7789,0,0,0,0,1,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
