welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.question1.Jazz,survey.question1.Pop,survey.question1.Hip hop,survey.question1.Folk/indie,survey.question1.A cappella,survey.question1.Country,survey.question1.Alternative rock,survey.question1.R&B,survey.question1.Ambient,survey.question1.Metal,survey.question1.Disco,survey.question1.Classical,survey.question1.Electronic (EDM),survey.question1.Reggae,survey.question1.Classic rock,survey.question1.Latin,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.597,386.8092,0,1,1,0,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.8096,388.88,6.872583546,2.0491,0,16,16,7,1,song_indices/LikeAPrayer_Madonna.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.8836,394.9883,0,0,0,0,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0138,403.1859,0,1,1,1,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.1862,406.1408,1.122759265,2.9356,0,17,17,9,1,song_indices/AnotherOneBitesTheDust_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.1432,412.4071,0,0,0,0,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.4239,420.1804,0,1,1,1,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.1806,422.7557,1.107155989,2.5469,0,18,18,16,1,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.7573,431.4175,0,0,0,1,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.4399,437.5788,0,1,1,0,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.5794,440.3339,2.043355396,2.7336,0,19,19,10,1,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.3382,447.8903,0,0,0,1,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.9075,454.2775,0,1,1,0,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.2777,456.5153,2.027752121,2.215,0,20,20,3,1,song_indices/EndlessLove_DianaRossLionelRichie.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.5186,463.5663,0,0,0,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.5822,469.7292,0,1,1,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.7294,471.3961,1.021337713,1.6454,0,21,21,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.3982,478.3137,0,0,0,1,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.3299,484.6066,0,1,1,0,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.6068,487.2999,4.890961804,2.6733,0,22,22,8,1,song_indices/GodOnlyKnows_TheBeachBoys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.3013,700.7137,space,213.3586,,0,0,0,0,1,choose_song_b1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.7202,705.9197,0,0,0,1,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.965,712.1167,0,1,1,0,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.1169,714.5213,6.677542341,2.3872,0,0,0,8,1,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.5247,721.074,0,0,0,1,1,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0977,727.2258,0,1,1,0,1,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.2261,728.6891,4.94557353,1.4343,0,1,1,6,1,song_indices/Weak_SWV.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.6906,734.8817,0,0,0,0,1,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.8993,740.9481,0,1,1,1,1,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.9484,743.3217,4.992383357,2.3544,0,2,2,5,1,song_indices/TheSign_AceOfBase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.3243,749.4472,0,0,0,0,1,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.4622,756.5291,0,1,1,1,1,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.5294,758.7724,3.424248676,2.224,0,3,3,22,1,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.7741,764.8844,0,0,0,0,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.9006,768.8889,0,1,1,1,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.8891,771.7649,1.926330568,2.8547,0,4,4,16,1,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.7681,777.5635,0,0,0,1,1,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.5819,783.6397,0,1,1,0,1,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.64,785.991,1.832710392,2.3302,0,5,5,10,1,song_indices/Levitating_DuaLipa.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.9929,793.6041,0,0,0,1,1,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.6205,799.8541,0,1,1,0,1,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.8543,801.2539,2.971753165,1.3801,0,6,6,3,1,song_indices/TikTok_Kesha.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.2575,807.9125,0,0,0,1,1,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.9291,814.3116,0,1,1,0,1,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.3118,816.3653,1.052544263,2.0351,0,7,7,20,1,song_indices/LetsGetItOn_MarvinGaye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.3669,823.4026,0,0,0,1,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.4186,829.6889,0,1,1,0,1,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.6892,831.9892,1.114957627,2.2797,0,8,8,2,1,song_indices/Dilemma_NellyKellyRowland.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.9912,838.0783,0,0,0,0,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.0957,844.5842,0,1,1,1,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.5845,846.9828,6.974005098,2.3771,0,9,9,4,1,song_indices/YouLightUpMyLife_DebbyBoone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.9848,853.1144,0,0,0,1,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.1312,859.2275,0,1,1,0,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.2278,861.0066,2.979554803,1.7562,0,10,10,13,1,song_indices/TossinAndTurnin_BobbyLewis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0095,867.5266,0,0,0,0,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.545,875.3909,0,1,1,1,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
