welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Classic rock,survey.question1.Latin,survey.question1.Metal,survey.question1.Ambient,survey.question1.Folk/indie,survey.question1.Disco,survey.question1.Pop,survey.question1.Classical,survey.question1.Jazz,survey.question1.R&B,survey.question1.Country,survey.question1.Alternative rock,survey.question1.Electronic (EDM),survey.question1.A cappella,survey.question1.Hip hop,survey.question1.Reggae,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.1126,345.5242,0,1,1,1,1,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.5243,348.0526,4.627777778,2.522,0,11,11,20,1,song_indices/GimmeShelter_RollingStones.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.053,355.3393,0,0,0,1,1,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.3452,361.5695,0,1,1,0,1,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.5695,363.6569,4.033333333,2.0812,0,12,12,17,1,song_indices/IWalkTheLine_JohnnyCash.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6574,370.0011,0,0,0,0,1,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0069,375.8676,0,1,1,1,1,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.8677,377.8462,5.122222222,1.9723,0,13,13,5,1,song_indices/BetteDavisEyes_KimCarnes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.8466,383.9747,0,0,0,1,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.9805,390.5844,0,1,1,0,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.5844,391.8065,7,1.2152,0,14,14,10,1,song_indices/IWillAlwaysLoveYou_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.807,398.628,0,0,0,1,1,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.634,404.9545,0,1,1,0,1,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9546,406.938,3.622222222,1.9754,0,15,15,18,1,song_indices/GetUrFreakOn_MissyElliot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.9384,414.2935,0,0,0,0,1,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.2995,421.5168,0,1,1,1,1,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.5169,422.845,5.972222222,1.3219,0,16,16,15,1,song_indices/UptownFunk_MarkRonson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.8454,429.2138,0,0,0,0,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.2215,435.1552,0,1,1,1,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.1553,438.0913,5.344444444,2.9297,0,17,17,8,1,song_indices/SmellsLikeTeenSpirit_Nirvana.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.0918,444.2404,0,0,0,0,1,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.2463,450.6209,0,1,1,1,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.621,453.4617,4.727777778,2.8343,0,18,18,11,1,song_indices/EyeOfTheTiger_Survivor.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.4622,459.7869,0,0,0,1,1,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.7927,466.1216,0,1,1,0,1,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.1217,471.0676,5.055555556,4.9393,0,19,19,14,1,song_indices/NoScrubs_TLC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.068,480.2268,0,0,0,1,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.2328,486.6919,0,1,1,0,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.692,492.0229,6.138888889,5.3246,0,20,20,22,1,song_indices/HeyYa_Outkast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0234,498.4962,0,0,0,1,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.5021,504.9482,0,1,1,0,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.9483,507.557,4.972222222,2.6007,0,21,21,13,1,song_indices/ItsAllInTheGame_TommyEdwards.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.5575,515.1816,0,0,0,0,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.1878,522.7409,0,1,1,1,1,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.741,524.3067,5.977777778,1.5577,0,22,22,7,1,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.307,577.5885,space,53.1647,0.0001,0,0,0,1,1,choose_song_b2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.5957,584.3017,0,0,0,0,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.3078,592.2978,0,1,1,1,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.2978,596.7479,4.422222222,4.4439,0,0,0,1,1,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.7483,601.989,0,0,0,1,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.9949,608.2703,0,1,1,0,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.2704,610.1369,5.877777778,1.8601,0,1,1,8,1,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.1374,616.3221,0,0,0,0,1,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.328,622.2284,0,1,1,1,1,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.2285,638.6317,4.066666667,16.3955,0,2,2,10,1,song_indices/Levitating_DuaLipa.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.6324,644.8846,0,0,0,1,1,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.8905,651.3259,0,1,1,0,1,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.3261,658.5524,6.838888889,7.2198,0,3,3,5,1,song_indices/TheSign_AceOfBase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.5528,665.1985,0,0,0,1,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.2046,671.5567,0,1,1,0,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.5568,675.735,6.65,4.1718,0,4,4,4,1,song_indices/YouLightUpMyLife_DebbyBoone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.7354,681.7955,0,0,0,1,1,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.8014,687.8322,0,1,1,0,1,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.8323,691.2438,5.044444444,3.4047,0,5,5,19,1,song_indices/Irreplaceable_Beyonce.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.2447,696.7935,0,0,0,1,1,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,738562,001,2024-06-17_10h49.09.284,experiment,2024.1.5,Win32,10.01001001,5a3012083eff6600016f259c,667045947eb812cbdacbf325,66704ca58b5420009c673752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.7993,703.1067,0,1,1,0,1,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
