welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Metal,survey.question1.Jazz,survey.question1.Pop,survey.question1.Folk/indie,survey.question1.Alternative rock,survey.question1.Disco,survey.question1.Hip hop,survey.question1.Country,survey.question1.Classical,survey.question1.A cappella,survey.question1.Classic rock,survey.question1.Latin,survey.question1.Ambient,survey.question1.Reggae,survey.question1.R&B,survey.question1.Electronic (EDM),survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text3,survey.genres_ranked.text2,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.3052,349.3375,0,0,0,1,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.3436,355.1377,0,1,1,0,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.1379,357.671,1,2.5202,0,13,13,19,1,song_indices/IWantToHoldYourHand_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.6717,363.8044,0,0,0,1,1,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.8104,370.0212,0,1,1,0,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.0212,371.2046,6.988888889,1.1728,0,14,14,4,1,song_indices/Smooth_SantanaRobThomas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.2056,377.2378,0,0,0,0,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.2438,381.9545,0,1,1,1,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.9547,384.7712,6.027777778,2.8076,0,15,15,17,1,song_indices/AChangeIsGonnaCome_SamCooke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.7718,390.8046,0,0,0,0,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.8107,398.938,0,1,1,1,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.9381,400.788,1.016666667,1.8401,0,16,16,9,1,song_indices/AnotherOneBitesTheDust_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.7886,406.8213,0,0,0,0,1,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.8275,412.6549,0,1,1,1,1,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.655,415.4214,3.922222222,2.7555,0,17,17,2,1,song_indices/StayinAlive_BeeGees.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.4222,421.5715,0,0,0,0,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.5776,425.9716,0,1,1,1,1,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.9716,427.1216,2.011111111,1.1348,0,18,18,12,1,song_indices/LikeARollingStone_BobDylan.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.1224,433.0716,0,0,0,1,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0777,439.155,0,1,1,0,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.155,440.8382,3.983333333,1.671,0,19,19,6,1,song_indices/IllMakeLoveToYou_BoyzIIMen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.8388,448.3384,0,0,0,1,1,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.3443,454.7883,0,1,1,0,1,SoundStimuli/BadDay_DanielPowter_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.7884,457.0551,3.011111111,2.2462,0,20,20,22,1,song_indices/BadDay_DanielPowter.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0557,464.7219,0,0,0,1,1,SoundStimuli/MyGirl_TheTemptations_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.728,471.1219,0,1,1,0,1,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.122,473.5885,1.011111111,2.4483,0,21,21,15,1,song_indices/MyGirl_TheTemptations.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.5892,480.622,0,0,0,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.628,486.7553,0,1,1,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.7555,488.6887,1.016666667,1.9188,0,22,22,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.6892,499.4391,space,10.7313,,0,0,0,0,1,choose_song_b1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.4461,508.3556,0,0,0,1,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.3616,514.6556,0,1,1,0,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.6558,517.0056,1.961111111,2.3307,0,0,0,22,1,song_indices/HeyYa_Outkast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.0065,523.2223,0,0,0,0,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.2284,528.9891,0,1,1,1,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.9891,530.7058,6.977777778,1.7091,0,1,1,8,1,song_indices/SmellsLikeTeenSpirit_Nirvana.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.7063,540.9558,0,0,0,1,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.9617,547.5058,0,1,1,0,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.5059,551.2059,5.994444444,3.6806,0,2,2,3,1,song_indices/CrazyInLove_BeyonceFtJayZ.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.2066,557.1392,0,0,0,0,1,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.1453,563.1728,0,1,1,1,1,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.1729,565.0226,1,1.8295,0,3,3,1,1,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.0233,571.2394,0,0,0,0,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.2454,579.2228,0,1,1,1,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.2229,580.7395,1,1.5074,0,4,4,4,1,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.7402,586.7228,0,0,0,0,1,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.7288,593.8728,0,1,1,1,1,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.8729,594.8895,1,1.0095,0,5,5,17,1,song_indices/IWalkTheLine_JohnnyCash.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.8902,602.2562,0,0,0,0,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.2621,609.6231,0,1,1,1,1,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.6233,610.8397,4.988888889,1.2013,0,6,6,7,1,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.8403,617.0897,0,0,0,1,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0957,623.3566,0,1,1,0,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
