welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Metal,survey.question1.Jazz,survey.question1.Pop,survey.question1.Folk/indie,survey.question1.Alternative rock,survey.question1.Disco,survey.question1.Hip hop,survey.question1.Country,survey.question1.Classical,survey.question1.A cappella,survey.question1.Classic rock,survey.question1.Latin,survey.question1.Ambient,survey.question1.Reggae,survey.question1.R&B,survey.question1.Electronic (EDM),survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text3,survey.genres_ranked.text2,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.5877,283.187,0,0,0,0,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.1932,290.0372,0,1,1,1,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0374,291.8872,1.005555556,1.837,0,9,9,13,1,song_indices/IWannaDanceWithSomebody_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.8877,300.1874,0,0,0,1,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.1934,306.4875,0,1,1,0,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.4877,308.3873,2,1.8824,0,10,10,5,1,song_indices/Mood_24kGoldnianndior.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.3879,314.9707,0,0,0,1,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.9768,321.5373,0,1,1,0,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.5374,324.504,6.977777778,2.9459,0,11,11,11,1,song_indices/Despacito_LuisFonsiDaddyYankee.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.5047,333.371,0,0,0,0,1,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.3771,341.6375,0,1,1,1,1,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,502409,001,2024-06-17_09h45.04.130,experiment,2024.1.5,Win32,59.88023952,5bad8fc39c0cc900017a6a28,667045947eb812cbdacbf325,66704bbc3ac613868b2825b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.6376,343.3042,5.005555556,1.653,0,12,12,0,1,song_indices/Perfect_EdSheeran.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
