welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Jazz,survey.question1.Latin,survey.question1.A cappella,survey.question1.Country,survey.question1.Folk/indie,survey.question1.Classic rock,survey.question1.Metal,survey.question1.Electronic (EDM),survey.question1.Pop,survey.question1.R&B,survey.question1.Ambient,survey.question1.Disco,survey.question1.Classical,survey.question1.Reggae,survey.question1.Hip hop,survey.question1.Alternative rock,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.2467,170.9016,4.908333333,0.633,0,5,5,5,1,song_indices/TheSign_AceOfBase.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.9022,176.9251,0,0,0,0,1,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.9446,182.4306,0,1,1,1,1,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.431,184.1707,5.054166667,1.7295,0,6,6,17,1,song_indices/HowDoILive_LeAnnRimes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.1718,189.3056,0,0,0,1,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.3261,195.4315,0,1,1,0,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.4318,196.1628,4.070833333,0.7224,0,7,7,8,1,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.1643,202.2517,0,0,0,0,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2625,208.7089,0,1,1,1,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.7094,210.0527,6.041666667,1.3336,0,8,8,4,1,song_indices/YouLightUpMyLife_DebbyBoone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0533,216.1501,0,0,0,0,1,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.1593,223.219,0,1,1,1,1,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,982727,001,2024-06-17_09h53.37.808,experiment,2024.1.5,Win32,59.88023952,66563e4da8bbe2b119755a50,667045947eb812cbdacbf325,66704dce3a476df4203072c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.2192,224.0418,2.979166667,0.8011,0,9,9,22,1,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
