welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.music_making,survey.question1.Country,survey.question1.Classical,survey.question1.Latin,survey.question1.Metal,survey.question1.Ambient,survey.question1.Jazz,survey.question1.Alternative rock,survey.question1.Classic rock,survey.question1.Pop,survey.question1.A cappella,survey.question1.R&B,survey.question1.Folk/indie,survey.question1.Hip hop,survey.question1.Electronic (EDM),survey.question1.Reggae,survey.question1.Disco,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.5282,426.6615,0,0,0,0,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.6729,431.062,0,1,1,1,1,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0622,452.1967,4.155097021,21.1172,0,12,12,12,1,song_indices/LikeARollingStone_BobDylan.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.1982,458.8973,0,0,0,1,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.9133,465.2314,0,1,1,0,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.2316,466.797,1.186003385,1.5423,0,13,13,1,1,song_indices/BridgeOverTroubledWater_SimonAndGarfunkel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.7984,473.8317,0,0,0,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.8464,479.9653,0,1,1,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.9655,483.1149,3.411314664,3.1311,0,14,14,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.1158,489.2492,0,0,0,1,1,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.2607,495.4665,0,1,1,0,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.4666,499.116,3.133590071,3.6288,0,15,15,4,1,song_indices/Smooth_SantanaRobThomas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.1179,505.383,0,0,0,1,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.3986,511.5339,0,1,1,0,1,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.534,513.117,2.603377251,1.5644,0,16,16,21,1,song_indices/MackTheKnife_BobbyDarin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.1187,520.5008,0,0,0,0,1,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5117,527.0179,0,1,1,1,1,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.018,529.3187,6.242434149,2.2829,0,17,17,20,1,song_indices/OldTownRoad_LilNasX.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.3195,536.9858,0,0,0,1,1,SoundStimuli/MyGirl_TheTemptations_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.997,543.3856,0,1,1,0,1,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.3857,548.2533,3.937895892,4.8485,0,18,18,15,1,song_indices/MyGirl_TheTemptations.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.2562,554.2861,0,0,0,0,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.2969,559.004,0,1,1,1,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.0042,561.9209,5.756549156,2.8993,0,19,19,17,1,song_indices/AChangeIsGonnaCome_SamCooke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.9215,567.7208,0,0,0,0,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.7322,573.755,0,1,1,1,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.7552,576.1053,3.913821286,2.3323,0,20,20,19,1,song_indices/IWantToHoldYourHand_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.1061,582.3553,0,0,0,0,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.3701,590.0395,0,1,1,1,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0396,591.5394,6.758261485,1.4802,0,21,21,16,1,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.5402,595.6223,0,0,0,1,1,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.6328,601.5907,0,1,1,0,1,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.5915,603.1398,6.543322419,1.5314,0,22,22,18,1,song_indices/BohemianRhapsody_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.1404,604.5403,space,1.3855,,0,0,0,0,1,choose_song_b1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.5432,611.558,0,0,0,0,1,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.5739,618.4246,0,1,1,1,1,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.4247,619.5243,6.796258796,1.0786,0,0,0,23,1,song_indices/PokerFace_LadyGaga.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.5256,625.6086,0,0,0,0,1,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.6244,632.0922,0,1,1,1,1,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.0923,634.8421,6.959184202,2.7287,0,1,1,6,1,song_indices/Weak_SWV.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.844,638.8265,0,0,0,1,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.842,644.9264,0,1,1,0,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.9267,646.3757,6.741505244,1.4348,0,2,2,16,1,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.3767,652.4777,0,0,0,0,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.4933,657.6272,0,1,1,1,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.6275,660.5937,5.784059707,2.9449,0,3,3,8,1,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.595,667.3618,0,0,0,0,1,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.3739,674.4612,0,1,1,1,1,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.4614,676.1788,6.903409775,1.6977,0,4,4,9,1,song_indices/BlurredLines_RobinThicke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.1799,683.6133,0,0,0,0,1,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.6291,689.9122,0,1,1,1,1,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.9123,693.4129,3.009420317,3.4822,0,5,5,14,1,song_indices/Kiss_Prince.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,495172,001,2024-06-14_11h36.29.015,experiment,2024.1.5,MacIntel,60.24096386,663a5c3ef84d9c74ea3c07a1,666b5f73dbba3f0cd916b177,666c71619debcbbdc1816e49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.4142,699.5638,0,0,0,0,1,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
