welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Classical,survey.question1.Reggae,survey.question1.Alternative rock,survey.question1.Disco,survey.question1.Metal,survey.question1.Latin,survey.question1.Pop,survey.question1.A cappella,survey.question1.Jazz,survey.question1.Folk/indie,survey.question1.Hip hop,survey.question1.Country,survey.question1.Electronic (EDM),survey.question1.Classic rock,survey.question1.R&B,survey.question1.Ambient,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.2969,241.7489,5.210000102,1.3767,0,10,10,2,1,song_indices/StayinAlive_BeeGees.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.7537,248.2817,0,0,0,1,1,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.3556,255.7271,0,1,1,0,1,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.7277,258.476,3.476666768,2.671,0,11,11,20,1,song_indices/OldTownRoad_LilNasX.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.4793,264.812,0,0,0,0,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.844,271.5354,0,1,1,1,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.536,272.3479,1.696666718,0.7374,0,12,12,1,1,song_indices/BridgeOverTroubledWater_SimonAndGarfunkel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.3544,281.2256,0,0,0,0,1,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.3007,289.5504,0,1,1,1,1,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.5516,291.014,1.430000051,1.3791,0,13,13,0,1,song_indices/Perfect_EdSheeran.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.018,298.6971,0,0,0,1,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.7982,305.0473,0,1,1,0,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.048,307.6152,2.596666718,2.4912,0,14,14,16,1,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.6204,313.7149,0,0,0,0,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.7762,322.3701,0,1,1,1,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.371,324.4874,5.033333333,2.0473,0,15,15,10,1,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.4927,330.7374,0,0,0,0,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.8123,337.6762,0,1,1,1,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.6771,340.1411,3.333333333,2.3822,0,16,16,8,1,song_indices/GodOnlyKnows_TheBeachBoys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.1468,348.4599,0,0,0,1,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.5438,354.8656,0,1,1,0,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.866,357.4827,5.010000102,2.5413,0,17,17,5,1,song_indices/Mood_24kGoldnianndior.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.486,363.2851,0,0,0,0,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.3461,369.405,0,1,1,1,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.4056,373.5256,3.266666667,4.0444,0,18,18,19,1,song_indices/IWantToHoldYourHand_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.5277,380.5556,0,0,0,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.6373,386.7592,0,1,1,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.76,388.4326,2.696666718,1.5987,0,19,19,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.438,394.4056,0,0,0,1,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.4918,400.6069,0,1,1,0,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.6078,402.7173,4.923333232,2.0161,0,20,20,6,1,song_indices/IllMakeLoveToYou_BoyzIIMen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.7223,409.1065,0,0,0,0,1,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.1876,416.8558,0,1,1,1,1,SoundStimuli/MyGirl_TheTemptations_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.8574,418.6423,1.043333435,1.7003,0,21,21,15,1,song_indices/MyGirl_TheTemptations.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.6497,425.5015,0,0,0,1,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.5745,431.1754,0,1,1,0,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.1763,431.9931,1.490000153,0.7664,0,22,22,13,1,song_indices/IWannaDanceWithSomebody_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.996,439.1633,space,7.1404,,0,0,0,0,1,choose_song_b1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.1708,445.3779,0,0,0,1,1,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.4394,451.5419,0,1,1,0,1,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.5442,452.7359,5.38666687,1.1179,0,0,0,20,1,song_indices/GimmeShelter_RollingStones.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.7501,458.9508,0,0,0,0,1,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0241,465.1635,0,1,1,1,1,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.1643,466.151,4.6,0.9096,0,1,1,14,1,song_indices/NoScrubs_TLC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.1559,472.1154,0,0,0,1,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.1864,478.3901,0,1,1,0,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.3908,479.4397,5.366666667,0.9663,0,2,2,6,1,song_indices/TheBoyIsMine_BrandyMonica.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.443,485.8064,0,0,0,1,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.8784,491.9387,0,1,1,0,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.9394,492.7762,1.666666667,0.751,0,3,3,0,1,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.7816,498.6346,0,0,0,1,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.7048,505.1097,0,1,1,0,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.1104,506.1848,6.966666667,0.9976,0,4,4,10,1,song_indices/IWillAlwaysLoveYou_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.19,511.9097,0,0,0,1,1,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,969945,001,2024-06-17_09h54.27.305,experiment,2024.1.5,Win32,59.88023952,65abf2d64c8491a1bb904917,667045947eb812cbdacbf325,66704d31324eb1dc5ca970aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.9803,518.205,0,1,1,0,1,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
