welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Pop,survey.question1.Hip hop,survey.question1.Reggae,survey.question1.Ambient,survey.question1.R&B,survey.question1.Latin,survey.question1.Classic rock,survey.question1.Alternative rock,survey.question1.Electronic (EDM),survey.question1.A cappella,survey.question1.Country,survey.question1.Folk/indie,survey.question1.Classical,survey.question1.Metal,survey.question1.Jazz,survey.question1.Disco,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.9062,686.9923,0,0,0,1,1,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0029,692.9499,0,1,1,0,1,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.9501,694.8387,2.233333333,1.8741,0,4,4,1,1,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.8397,700.9513,0,0,0,0,1,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.9611,707.1865,0,1,1,1,1,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.1867,709.0609,1.372222222,1.8636,0,5,5,20,1,song_indices/GimmeShelter_RollingStones.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.0626,715.0681,0,0,0,0,1,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.079,722.2213,0,1,1,1,1,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.2214,723.9863,1.755555556,1.7528,0,6,6,17,1,song_indices/IWalkTheLine_JohnnyCash.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.9876,730.534,0,0,0,0,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.5444,740.7927,0,1,1,1,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.7931,742.6586,3.266666667,1.8542,0,7,7,3,1,song_indices/CrazyInLove_BeyonceFtJayZ.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.6601,748.6183,0,0,0,1,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.6283,754.8593,0,1,1,0,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.8595,756.1424,3.877777778,1.2719,0,8,8,6,1,song_indices/TheBoyIsMine_BrandyMonica.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.1439,762.296,0,0,0,1,1,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.3061,768.5135,0,1,1,0,1,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.5136,769.72,4.316666667,1.1948,0,9,9,14,1,song_indices/NoScrubs_TLC.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.7215,775.7845,0,0,0,0,1,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.7946,782.1198,0,1,1,1,1,SoundStimuli/Stronger_KanyeWest_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.1201,783.5927,1.405555556,1.4616,0,10,10,9,1,song_indices/Stronger_KanyeWest.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.5946,790.4015,0,0,0,1,1,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.4112,797.1874,0,1,1,0,1,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.1874,798.5453,4.233333333,1.3476,0,11,11,2,1,song_indices/PartyRockAnthem_LMFAO.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.5472,807.478,0,0,0,1,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.4884,813.7852,0,1,1,0,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.7854,815.6741,1.394444444,1.8782,0,12,12,22,1,song_indices/HeyYa_Outkast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.6757,821.3684,0,0,0,1,1,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.3784,827.6105,0,1,1,0,1,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.6105,828.6289,4.561111111,1.0069,0,13,13,5,1,song_indices/BetteDavisEyes_KimCarnes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.6298,834.9283,0,0,0,1,1,SoundStimuli/ShapeofYou_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.9384,841.43,0,1,1,0,1,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.4304,842.5674,3.205555556,1.1249,0,14,14,21,1,song_indices/ShapeofYou_EdSheeran.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.5691,849.9321,0,0,0,0,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.9429,857.3239,0,1,1,1,1,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.3241,858.4519,4.955555556,1.116,0,15,15,7,1,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.4531,864.5445,0,0,0,1,1,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.5545,870.9119,0,1,1,0,1,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.9121,871.781,3.855555556,0.8561,0,16,16,16,1,song_indices/RockWithYou_MichaelJackson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.7828,877.9238,0,0,0,1,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.9338,883.845,0,1,1,0,1,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.8453,884.7241,4.822222222,0.8685,0,17,17,11,1,song_indices/EyeOfTheTiger_Survivor.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.726,891.1269,0,0,0,1,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.1386,897.2181,0,1,1,0,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.2183,898.2039,3.244444444,0.9745,0,18,18,0,1,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.2057,904.4247,0,0,0,0,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.4341,910.2065,0,1,1,1,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.2067,911.7389,6.422222222,1.5213,0,19,19,8,1,song_indices/SmellsLikeTeenSpirit_Nirvana.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.7404,918.0128,0,0,0,0,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.0234,924.2717,0,1,1,1,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.2719,926.0936,2.177777778,1.8109,0,20,20,13,1,song_indices/ItsAllInTheGame_TommyEdwards.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.0956,932.3238,0,0,0,1,1,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.3348,940.1003,0,1,1,0,1,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,519423,001,2024-06-17_07h53.54.790,experiment,2024.1.5,Win32,30.03003003,63e2953c6c707d75ae5fcdd2,667045947eb812cbdacbf325,66704cc31c95339dba152e80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.1004,941.0911,2.45,0.9796,0,21,21,19,1,song_indices/NoOne_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
