welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Classic rock,survey.question1.Electronic (EDM),survey.question1.A cappella,survey.question1.Hip hop,survey.question1.Country,survey.question1.Alternative rock,survey.question1.Metal,survey.question1.Reggae,survey.question1.Classical,survey.question1.Jazz,survey.question1.Disco,survey.question1.Ambient,survey.question1.Pop,survey.question1.Latin,survey.question1.R&B,survey.question1.Folk/indie,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.9457,320.8264,1.327638715,0.8666,0,12,12,9,1,song_indices/AnotherOneBitesTheDust_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.8277,327.0498,0,0,0,0,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.063,333.1903,0,1,1,1,1,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.1904,334.9875,5.380099945,1.7845,0,13,13,4,1,song_indices/Smooth_SantanaRobThomas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.9888,340.9448,0,0,0,0,1,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.9536,345.0225,0,1,1,1,1,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0227,351.8106,5.380099945,6.7787,0,14,14,18,1,song_indices/BohemianRhapsody_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.8115,358.6504,0,0,0,1,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.6596,364.2579,0,1,1,0,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.2581,368.0189,1.733665504,3.7492,0,15,15,13,1,song_indices/IWannaDanceWithSomebody_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0202,375.5242,0,0,0,1,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.5331,381.8635,0,1,1,0,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.8636,384.6086,5.239552169,2.7324,0,16,16,3,1,song_indices/EndlessLove_DianaRossLionelRichie.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.6096,390.8493,0,0,0,0,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.8582,398.537,0,1,1,1,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.5371,399.7848,1.788323211,1.2354,0,17,17,16,1,song_indices/LivinOnAPrayer_BonJovi.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.7859,405.8923,0,0,0,0,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.9183,414.5125,0,1,1,1,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.5128,417.4738,1.421337232,2.9411,0,18,18,10,1,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.4748,423.3144,0,0,0,1,1,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.3237,429.3384,0,1,1,0,1,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.3386,431.3846,6.473249076,2.0276,0,19,19,2,1,song_indices/StayinAlive_BeeGees.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.3858,437.6318,0,0,0,0,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.6404,444.5147,0,1,1,1,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.5149,447.3927,1.249556558,2.867,0,20,20,8,1,song_indices/GodOnlyKnows_TheBeachBoys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.3938,453.5341,0,0,0,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.5562,460.5727,0,1,1,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.573,461.7703,1.483802851,1.1784,0,21,21,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.7714,467.5619,0,0,0,0,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.5743,473.6015,0,1,1,1,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.6016,476.0975,6.473249076,2.4769,0,22,22,19,1,song_indices/IWantToHoldYourHand_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0984,527.8847,space,51.743,,0,0,0,0,1,choose_song_b1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.9039,534.0054,0,0,0,0,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0165,539.1469,0,1,1,1,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.1471,540.0622,6.473249076,0.897,0,0,0,8,1,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.0635,546.1758,0,0,0,0,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.1843,550.179,0,1,1,1,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.1793,553.108,1.733665504,2.9121,0,1,1,16,1,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.1093,559.249,0,0,0,0,1,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.2576,564.5571,0,1,1,1,1,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.5572,566.6769,1.733665504,2.1107,0,2,2,15,1,song_indices/Superstition_StevieWonder.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.6776,573.5259,0,0,0,1,1,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5345,580.5546,0,1,1,0,1,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.5547,582.1621,1.733665504,1.5899,0,3,3,23,1,song_indices/PokerFace_LadyGaga.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.1633,588.469,0,0,0,0,1,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.4777,595.1259,0,1,1,1,1,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.126,598.0109,1.733665504,2.876,0,4,4,20,1,song_indices/LetsGetItOn_MarvinGaye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.0117,604.2172,0,0,0,0,1,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.2284,611.2168,0,1,1,1,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.2169,612.7631,1.733665504,1.5323,0,5,5,2,1,song_indices/Dilemma_NellyKellyRowland.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.7643,619.8361,0,0,0,1,1,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.857,625.9589,0,1,1,0,1,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,621704,001,2024-06-14_13h24.10.289,experiment,2024.1.5,Win32,59.88023952,6437848cce0b587f816052e9,666b5f73dbba3f0cd916b177,666c6f7abe9b5aea8b5bbba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.959,627.4583,1.733665504,1.4789,0,6,6,22,1,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
