welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Ambient,survey.question1.R&B,survey.question1.Metal,survey.question1.Jazz,survey.question1.Latin,survey.question1.Hip hop,survey.question1.Disco,survey.question1.A cappella,survey.question1.Country,survey.question1.Alternative rock,survey.question1.Electronic (EDM),survey.question1.Folk/indie,survey.question1.Classical,survey.question1.Reggae,survey.question1.Pop,survey.question1.Classic rock,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.8475,268.9254,2.766666667,1.0699,0,11,11,15,1,song_indices/Superstition_StevieWonder.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.9259,275.1422,0,0,0,0,1,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.1473,282.6798,0,1,1,1,1,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.6799,291.4921,1.055555556,8.8014,0,12,12,3,1,song_indices/TikTok_Kesha.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4927,297.6919,0,0,0,0,1,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.6971,304.6812,0,1,1,1,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.6812,305.9303,1.288888889,1.2433,0,13,13,2,1,song_indices/Dilemma_NellyKellyRowland.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.9307,312.7797,0,0,0,1,1,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.7849,319.7918,0,1,1,0,1,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.7919,321.8253,1.161111111,2.0171,0,14,14,23,1,song_indices/PokerFace_LadyGaga.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.8259,328.3418,0,0,0,0,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.347,336.1803,0,1,1,1,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.1804,337.8758,3.15,1.6895,0,15,15,1,1,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.8763,343.9622,0,0,0,0,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.9672,350.4122,0,1,1,1,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.4123,392.9254,6.277777778,42.5061,0,16,16,4,1,song_indices/YouLightUpMyLife_DebbyBoone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.9261,398.8583,0,0,0,0,1,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.8634,404.9252,0,1,1,1,1,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.9252,407.5418,1.127777778,2.5994,0,17,17,0,1,song_indices/Respect_ArethaFranklin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.5424,413.5418,0,0,0,0,1,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.547,419.2918,0,1,1,1,1,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.2919,421.7807,3.022222222,2.4832,0,18,18,10,1,song_indices/Levitating_DuaLipa.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.7813,427.875,0,0,0,0,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.8801,431.8585,0,1,1,1,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.8586,434.4584,1.372222222,2.5896,0,19,19,16,1,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.4588,441.2084,0,0,0,0,1,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.2136,448.3128,0,1,1,1,1,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.3129,449.9636,6.727777778,1.6451,0,20,20,9,1,song_indices/BlurredLines_RobinThicke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.964,457.0294,0,0,0,1,1,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0343,463.125,0,1,1,0,1,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.1251,464.8136,5.333333333,1.6829,0,21,21,22,1,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.8139,472.0418,0,0,0,0,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0472,478.8461,0,1,1,1,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.8462,480.6091,4.766666667,1.7572,0,22,22,7,1,song_indices/SomebodyThatIUsedtoKnow_Gotye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.6095,485.7418,0,0,0,1,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.7474,491.8583,0,1,1,0,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.8584,503.6583,5.716666667,11.7823,0,23,23,8,1,song_indices/JoyToTheWorld_ThreeDogNight.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.6586,506.6918,space,3.0043,,0,0,0,2,1,choose_song_b3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.6928,512.8748,0,0,0,0,1,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.8797,519.3127,0,1,1,1,1,SoundStimuli/Fallin_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.3128,523.3916,4.833333333,4.0623,0,0,0,12,1,song_indices/Fallin_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.3921,529.3083,0,0,0,0,1,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.3135,535.3415,0,1,1,1,1,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.3416,538.9749,2.4,3.6217,0,1,1,1,1,song_indices/StandByMe_BenEKing.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.9753,545.5248,0,0,0,0,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.5307,555.7749,0,1,1,1,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.7749,558.2915,1.072222222,2.5003,0,2,2,3,1,song_indices/CrazyInLove_BeyonceFtJayZ.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.2919,564.5963,0,0,0,0,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.6017,573.5081,0,1,1,1,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5082,577.597,1.838888889,4.0831,0,3,3,22,1,song_indices/HeyYa_Outkast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.5976,583.6582,0,0,0,0,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.6636,590.0248,0,1,1,1,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0249,594.5465,2.116666667,4.5158,0,4,4,0,1,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,626788,001,2024-06-17_08h58.42.893,experiment,2024.1.5,Win32,60.24096386,66463a60ee450cd8ae9bebc2,667045947eb812cbdacbf325,66704d388479de6f3cc536d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.5468,600.7625,0,0,0,1,1,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
