welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Classical,survey.question1.Jazz,survey.question1.Folk/indie,survey.question1.A cappella,survey.question1.Disco,survey.question1.Reggae,survey.question1.R&B,survey.question1.Ambient,survey.question1.Metal,survey.question1.Pop,survey.question1.Classic rock,survey.question1.Electronic (EDM),survey.question1.Hip hop,survey.question1.Alternative rock,survey.question1.Country,survey.question1.Latin,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.3577,243.3406,0,1,1,1,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.3407,257.1747,1.961111111,13.8289,0,12,12,16,1,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.1751,263.2566,0,0,0,1,1,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.2619,269.1906,0,1,1,0,1,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.1907,270.3242,3.066666667,1.1273,0,13,13,0,1,song_indices/Respect_ArethaFranklin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.3247,276.541,0,0,0,0,1,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.5458,284.0904,0,1,1,1,1,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0906,285.0677,5.138888889,0.963,0,14,14,3,1,song_indices/TikTok_Kesha.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0703,290.9909,0,0,0,1,1,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.9959,296.8677,0,1,1,0,1,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8681,298.2184,5.966666667,1.333,0,15,15,19,1,song_indices/Irreplaceable_Beyonce.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.2211,303.6902,0,0,0,1,1,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.6958,309.7177,0,1,1,0,1,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.7178,310.3511,5.966666667,0.6175,0,16,16,17,1,song_indices/HowDoILive_LeAnnRimes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.3532,316.3736,0,0,0,0,1,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.379,321.9011,0,1,1,1,1,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.9013,347.0741,6.038888889,25.1659,0,17,17,11,1,song_indices/LeFreak_Chic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0746,354.1401,0,0,0,1,1,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1452,360.251,0,1,1,0,1,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.2511,365.7176,5.883333333,5.4497,0,18,18,22,1,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.7197,372.4677,0,0,0,0,1,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.4743,379.5731,0,1,1,1,1,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.5732,381.2177,4.022222222,1.6337,0,19,19,9,1,song_indices/BlurredLines_RobinThicke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.2203,389.051,0,0,0,1,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0574,395.568,0,1,1,0,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.5684,398.7742,1.994444444,3.1984,0,20,20,1,1,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.7748,406.0576,0,0,0,1,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0641,412.4571,0,1,1,0,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.4572,414.8569,6.116666667,2.3942,0,21,21,18,1,song_indices/FlashdanceWhatAFeeling_IreneCara.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.8574,421.6567,0,0,0,1,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.6623,428.8898,0,1,1,0,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.8899,430.5342,5.866666667,1.63,0,22,22,7,1,song_indices/SomebodyThatIUsedtoKnow_Gotye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.5362,437.5175,0,0,0,1,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.5246,443.7232,0,1,1,0,1,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.7235,445.4842,1.011111111,1.7476,0,23,23,2,1,song_indices/Dilemma_NellyKellyRowland.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.4854,450.612,space,5.1054,,0,0,0,2,1,choose_song_b3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.6129,456.8564,0,0,0,1,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.8617,463.1212,0,1,1,0,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.1213,464.9889,4.977777778,1.8622,0,0,0,13,1,song_indices/ItsAllInTheGame_TommyEdwards.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.9895,471.0674,0,0,0,0,1,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0741,477.6565,0,1,1,1,1,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.6567,478.8235,2.7,1.1608,0,1,1,18,1,song_indices/GetUrFreakOn_MissyElliot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.8241,484.8899,0,0,0,1,1,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.8953,491.2175,0,1,1,0,1,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.2176,492.3551,1.211111111,1.1308,0,2,2,16,1,song_indices/RockWithYou_MichaelJackson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.3554,501.2674,0,0,0,1,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.2743,507.5729,0,1,1,0,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.5731,512.2567,2.322222222,4.6777,0,3,3,22,1,song_indices/HeyYa_Outkast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.2572,519.0175,0,0,0,0,1,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0243,525.8068,0,1,1,1,1,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.8069,527.3841,3.883333333,1.5658,0,4,4,2,1,song_indices/PartyRockAnthem_LMFAO.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.3864,533.5063,0,0,0,1,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.5114,539.4041,0,1,1,0,1,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,065515,001,2024-06-17_10h50.09.465,experiment,2024.1.5,Win32,59.88023952,5f2bf7aa253520000bfc83b6,667045947eb812cbdacbf325,66704c9421e6cab958ad926a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.4043,541.8045,6.816666667,2.395,0,5,5,11,1,song_indices/EyeOfTheTiger_Survivor.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
