welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Jazz,survey.question1.Hip hop,survey.question1.Classical,survey.question1.Folk/indie,survey.question1.Classic rock,survey.question1.Electronic (EDM),survey.question1.Country,survey.question1.Pop,survey.question1.Latin,survey.question1.A cappella,survey.question1.Alternative rock,survey.question1.Metal,survey.question1.Disco,survey.question1.R&B,survey.question1.Ambient,survey.question1.Reggae,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0599,253.0969,4.994444444,1.0274,0,10,10,9,1,song_indices/BlurredLines_RobinThicke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0981,259.5457,0,0,0,1,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5546,265.6316,0,1,1,0,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.6317,266.3649,6.972222222,0.7208,0,11,11,4,1,song_indices/YouLightUpMyLife_DebbyBoone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.3665,274.2013,0,0,0,1,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.2103,280.7206,0,1,1,0,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.721,281.5206,3.044444444,0.7874,0,12,12,1,1,song_indices/Dreams_FleetwoodMac.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.5232,288.54,0,0,0,0,1,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.549,295.3923,0,1,1,1,1,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.3926,297.3924,3.927777778,1.9897,0,13,13,23,1,song_indices/PokerFace_LadyGaga.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.3938,302.8786,0,0,0,1,1,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.8886,308.9141,0,1,1,0,1,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.9143,309.7814,6.9,0.8542,0,14,14,17,1,song_indices/HowDoILive_LeAnnRimes.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.7831,315.9837,0,0,0,0,1,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.9935,321.8857,0,1,1,1,1,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.8859,322.686,5,0.7867,0,15,15,12,1,song_indices/SaveYourTears_TheWeekndArianaGrande.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.6876,328.8056,0,0,0,1,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.8133,334.8865,0,1,1,0,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.8868,336.2076,1.027777778,1.3107,0,16,16,13,1,song_indices/TossinAndTurnin_BobbyLewis.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.2096,342.6936,0,0,0,1,1,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.703,348.7794,0,1,1,0,1,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.7795,349.8463,3.994444444,1.0546,0,17,17,6,1,song_indices/Weak_SWV.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.8481,355.3649,0,0,0,1,1,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.3743,361.4005,0,1,1,0,1,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.4007,362.5014,6.983333333,1.0875,0,18,18,11,1,song_indices/LeFreak_Chic.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.5034,368.3701,0,0,0,0,1,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.3797,374.2894,0,1,1,1,1,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.2896,375.9226,5.972222222,1.6199,0,19,19,19,1,song_indices/Irreplaceable_Beyonce.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.9241,382.7255,0,0,0,1,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.7355,389.9736,0,1,1,0,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.9738,390.5282,6.005555556,0.5401,0,20,20,7,1,song_indices/SomebodyThatIUsedtoKnow_Gotye.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.53,397.5973,0,0,0,1,1,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.62,403.7167,0,1,1,0,1,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.717,404.2997,5.966666667,0.5725,0,21,21,22,1,song_indices/ComeAndGetYourLove_Redbone.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.3012,410.4021,0,0,0,0,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.4113,414.3869,0,1,1,1,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.3871,416.0717,4.1,1.6691,0,22,22,16,1,song_indices/UnbreakMyHeart_ToniBraxton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0735,422.1403,0,0,0,1,1,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.1492,428.0757,0,1,1,0,1,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0759,429.426,3.9,1.3376,0,23,23,0,1,song_indices/Respect_ArethaFranklin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.4271,897.2279,space,467.7732,,0,0,0,2,1,choose_song_b3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.2305,903.4195,0,0,0,0,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.4285,909.6385,0,1,1,1,1,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.6387,910.406,5.122222222,0.7584,0,0,0,7,1,song_indices/LikeAPrayer_Madonna.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.4075,917.4248,0,0,0,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.4342,923.5604,0,1,1,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.5605,924.6274,3.972222222,1.0558,0,1,1,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.6292,930.4134,0,0,0,0,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.4223,936.4608,0,1,1,1,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.461,937.3497,2.983333333,0.8745,0,2,2,19,1,song_indices/IWantToHoldYourHand_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.3511,943.4847,0,0,0,1,1,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.4937,949.7036,0,1,1,0,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.7039,950.2872,4.988888889,0.5724,0,3,3,4,1,song_indices/Smooth_SantanaRobThomas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.2889,958.4068,0,0,0,1,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,879786,001,2024-06-17_09h33.44.890,experiment,2024.1.5,Win32,60.24096386,5b666901f7798c000182c01c,667045947eb812cbdacbf325,66704908ae1bf672117acb9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.4159,964.4425,0,1,1,0,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
