welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Jazz,survey.question1.Classic rock,survey.question1.Ambient,survey.question1.A cappella,survey.question1.Electronic (EDM),survey.question1.Pop,survey.question1.Reggae,survey.question1.Disco,survey.question1.Hip hop,survey.question1.R&B,survey.question1.Country,survey.question1.Folk/indie,survey.question1.Metal,survey.question1.Latin,survey.question1.Alternative rock,survey.question1.Classical,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.294,274.548,0,1,1,1,1,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.549,276.375,3.566666667,1.821,0,13,13,20,1,song_indices/GimmeShelter_RollingStones.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.389,286.651,0,0,0,1,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.658,293.209,0,1,1,0,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.209,294.616,6.008333333,1.402,0,14,14,3,1,song_indices/CrazyInLove_BeyonceFtJayZ.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.647,300.902,0,0,0,0,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.905,306.709,0,1,1,1,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.71,308.238,5.491666667,1.525,0,15,15,8,1,song_indices/SmellsLikeTeenSpirit_Nirvana.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.251,315.299,0,0,0,1,1,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.3,322.541,0,1,1,0,1,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.544,323.78,6.825,1.224,0,16,16,15,1,song_indices/UptownFunk_MarkRonson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.798,330.131,0,0,0,0,1,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.132,336.22,0,1,1,1,1,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.221,337.717,3.358333333,1.491,0,17,17,16,1,song_indices/RockWithYou_MichaelJackson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.731,345.477,0,0,0,0,1,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.48,351.773,0,1,1,1,1,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.775,353.155,3.425,1.362,0,18,18,19,1,song_indices/NoOne_AliciaKeys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.183,359.534,0,0,0,1,1,SoundStimuli/ShapeofYou_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.541,366.055,0,1,1,0,1,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.056,367.478,3.541666667,1.415,0,19,19,21,1,song_indices/ShapeofYou_EdSheeran.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.487,373.724,0,0,0,0,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.728,381.749,0,1,1,1,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.751,383.041,2.041666667,1.278,0,20,20,4,1,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.071,392.012,0,0,0,1,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.014,398.345,0,1,1,0,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.346,399.567,2.991666667,1.217,0,21,21,22,1,song_indices/HeyYa_Outkast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.578,405.693,0,0,0,0,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.695,412.073,0,1,1,1,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.074,413.531,4.608333333,1.442,0,22,22,0,1,song_indices/GoodGollyMissMolly_LittleRichard.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.531,429.043,space,15.458,,0,0,0,1,1,choose_song_b2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.072,435.402,0,0,0,0,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.404,443.705,0,1,1,1,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.707,445.379,1.425,1.655,0,0,0,5,1,song_indices/Mood_24kGoldnianndior.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.395,452.279,0,0,0,1,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.284,457.909,0,1,1,0,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.91,460.289,1.075,2.375,0,1,1,13,1,song_indices/IWannaDanceWithSomebody_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.298,466.532,0,0,0,0,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.535,472.788,0,1,1,1,1,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.792,474.458,6.508333333,1.662,0,2,2,7,1,song_indices/LikeAPrayer_Madonna.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.468,481.974,0,0,0,1,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.977,488.321,0,1,1,0,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.322,490.077,6.008333333,1.752,0,3,3,3,1,song_indices/EndlessLove_DianaRossLionelRichie.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.108,496.677,0,0,0,1,1,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.684,504.105,0,1,1,0,1,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.106,505.548,3.533333333,1.437,0,4,4,20,1,song_indices/OldTownRoad_LilNasX.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.56,511.702,0,0,0,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.709,518.767,0,1,1,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.767,520.545,2.5,1.766,0,5,5,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.572,529.166,0,0,0,1,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.167,535.297,0,1,1,0,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.298,536.951,4.358333333,1.642,0,6,6,10,1,song_indices/HeatWaves_GlassAnimals.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.965,543.563,0,0,0,1,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.569,550.156,0,1,1,0,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.157,551.143,3.033333333,0.982,0,7,7,11,1,song_indices/Despacito_LuisFonsiDaddyYankee.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,536568,001,2024-06-17_10h43.51.470,experiment,2024.1.5,Win32,40.03202562,66477ac3eb28c24f9eb87e44,667045947eb812cbdacbf325,66704969a19cdef8085ce035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.151,557.211,0,0,0,0,1,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
