welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.activities,survey.question1.Classic rock,survey.question1.Jazz,survey.question1.Classical,survey.question1.Alternative rock,survey.question1.Disco,survey.question1.A cappella,survey.question1.Electronic (EDM),survey.question1.Latin,survey.question1.Metal,survey.question1.R&B,survey.question1.Reggae,survey.question1.Pop,survey.question1.Country,survey.question1.Hip hop,survey.question1.Folk/indie,survey.question1.Ambient,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0984,126.143,0,1,1,0,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1435,127.9684,6.029756411,1.7818,0,2,2,9,1,song_indices/AnotherOneBitesTheDust_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.9709,134.1636,0,0,0,0,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.1992,140.4096,0,1,1,1,1,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.4123,142.3898,4.942811601,1.9323,0,3,3,7,1,song_indices/LikeAPrayer_Madonna.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.3913,148.2348,0,0,0,0,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.2498,154.2816,0,1,1,1,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2821,155.2459,4.305063046,0.927,0,4,4,19,1,song_indices/IWantToHoldYourHand_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.2478,162.292,0,0,0,1,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3382,168.47,0,1,1,0,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.4707,169.8837,3.157115924,1.3675,0,5,5,14,1,song_indices/StrawberryFieldsForever_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8851,178.7442,0,0,0,0,1,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.7823,187.0431,0,1,1,1,1,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0435,188.3695,5.90775234,1.2793,0,6,6,0,1,song_indices/Perfect_EdSheeran.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.371,194.4152,0,0,0,0,1,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.4548,198.5285,0,1,1,1,1,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5292,210.0176,3.761590918,11.4227,0,7,7,18,1,song_indices/BohemianRhapsody_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0193,216.2465,0,0,0,0,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.2913,223.1574,0,1,1,1,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.1577,226.155,2.003623162,2.9509,0,8,8,8,1,song_indices/GodOnlyKnows_TheBeachBoys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1557,232.4993,0,0,0,0,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.5336,240.0434,0,1,1,1,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0438,242.1642,4.798624972,2.0863,0,9,9,3,1,song_indices/EndlessLove_DianaRossLionelRichie.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.165,250.4513,0,0,0,1,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.4855,256.7794,0,1,1,0,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.78,259.1102,4.460340955,2.2889,0,10,10,5,1,song_indices/Mood_24kGoldnianndior.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.1115,265.7561,0,0,0,0,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.7908,272.3831,0,1,1,1,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.3836,275.0645,3.855866238,2.6458,0,11,11,11,1,song_indices/Despacito_LuisFonsiDaddyYankee.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0656,281.3106,0,0,0,0,1,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.359,287.6207,0,1,1,1,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.6213,307.6869,4.066600543,20.0262,0,12,12,21,1,song_indices/MackTheKnife_BobbyDarin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.6889,313.7166,0,0,0,0,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.7558,318.5035,0,1,1,1,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.5042,325.7392,3.323485389,7.1881,0,13,13,17,1,song_indices/AChangeIsGonnaCome_SamCooke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.7406,332.0546,0,0,0,0,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0903,338.7788,0,1,1,1,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.7794,342.9295,3.955687751,4.1047,0,14,14,1,1,song_indices/BridgeOverTroubledWater_SimonAndGarfunkel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.9302,348.8702,0,0,0,1,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,714122,001,2024-06-14_09h35.35.742,experiment,2024.1.5,Win32,60.24096386,56bd7bf3d4e2180005a86846,666b5f73dbba3f0cd916b177,666c6faf10c451b9be0de405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.9044,354.9821,0,1,1,0,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
