exp_subject_id,song_id,orig_or_cover,valence,arousal
592417,2013_1,orig,3,3
592417,2017_4,orig,1,3
592417,2011_2,cover,4,3
592417,2012_4,cover,1,1
592417,2014_2,orig,1,1
592417,2015_4,orig,3,2
592417,2008_3,cover,3,3
592417,2018_5,orig,1,1
592417,2014_3,cover,2,1
592417,2019_1,orig,1,2
592417,2012_5,orig,3,5
592417,2009_3,orig,4,5
592417,2010_1,cover,1,1
592417,2018_1,cover,2,1
592417,2013_6,cover,2,1
592417,2012_3,orig,1,2
592417,2017_2,cover,1,2
592417,2011_4,orig,1,1
592417,2014_4,cover,1,1
592417,2013_5,cover,2,1
592417,2017_3,cover,2,1
592417,2018_2,orig,3,2
592417,2015_3,orig,2,2
592417,2015_1,cover,4,5
592417,2016_1,orig,2,2
592417,2008_3,orig,1,1
592417,2013_1,cover,1,3
592417,2011_4,cover,1,1
592417,2012_2,orig,5,6
592417,2010_2,orig,3,2
592417,2018_2,cover,3,2
592417,2016_2,cover,2,3
592417,2019_3,orig,2,1
592417,2015_1,orig,5,6
592417,2011_2,orig,6,7
592417,2019_4,orig,2,1
592417,2009_3,cover,5,6
592417,2014_3,orig,3,2
592417,2013_5,orig,3,4
592417,2015_4,cover,5,5
592417,2008_2,orig,3,2
592417,2014_4,orig,4,4
592417,2018_4,cover,3,3
592417,2013_2,orig,5,5
592417,2010_3,orig,4,5
592417,2017_4,cover,3,3
592417,2010_1,orig,5,5
592417,2012_3,cover,2,1
592417,2014_1,orig,7,7
592417,2015_3,cover,3,2
592417,2014_5,orig,4,4
592417,2019_1,cover,1,1
592417,2018_5,cover,1,1
592417,2012_5,cover,3,3
592417,2011_3,cover,5,6
592417,2015_2,orig,3,3
592417,2016_3,orig,2,2
592417,2013_3,cover,2,3
592417,2015_5,orig,2,3
592417,2016_4,cover,2,2
592417,2012_1,orig,3,4
592417,2013_6,orig,3,2
592417,2019_2,orig,4,5
592417,2018_1,orig,1,1
592417,2017_1,orig,3,3
592417,2017_2,orig,2,2
592417,2009_2,cover,1,1
592417,2014_2,cover,3,2
592417,2016_5,cover,1,1
592417,2011_1,orig,3,4
592417,2018_3,orig,3,3
592417,2017_3,orig,3,3
592417,2012_4,orig,4,5
592417,2017_5,cover,1,1
592418,2010_3,cover,6,5
592418,2010_1,cover,6,2
592418,2011_3,orig,6,6
592418,2017_2,cover,5,6
592418,2009_3,orig,5,6
592418,2019_2,cover,2,5
592418,2019_3,cover,2,6
592418,2011_1,cover,3,3
592418,2018_5,orig,4,2
592418,2013_6,cover,3,4
592418,2019_4,cover,3,5
592418,2012_4,cover,5,3
592418,2008_3,cover,4,6
592418,2015_1,cover,6,7
592418,2013_2,cover,6,6
592418,2012_3,orig,6,4
592418,2018_1,cover,3,6
592418,2014_1,cover,6,6
592418,2018_3,cover,2,5
592418,2019_1,orig,5,3
592418,2011_4,orig,2,6
592418,2018_4,orig,6,4
592418,2013_3,orig,2,6
592418,2017_1,cover,5,5
592418,2013_5,cover,4,6
592418,2015_4,orig,5,4
592418,2011_2,cover,6,5
592418,2015_2,cover,2,4
592418,2009_2,orig,5,5
592418,2017_5,orig,2,5
592418,2017_4,orig,4,5
592418,2016_5,orig,5,5
592418,2016_1,cover,6,3
592418,2012_1,cover,5,6
592418,2016_4,orig,6,6
592418,2017_3,cover,4,2
592418,2015_5,cover,6,5
592418,2016_2,orig,5,3
592418,2018_2,orig,5,3
592418,2012_2,cover,5,6
592418,2014_5,cover,5,2
592418,2013_1,orig,6,3
592418,2010_2,cover,2,2
592418,2012_5,orig,5,4
592418,2008_2,cover,4,3
592418,2014_3,cover,4,6
592418,2015_3,orig,5,4
592418,2016_3,cover,5,2
592418,2014_4,cover,6,3
592418,2014_2,orig,2,6
592418,2012_1,orig,5,3
592418,2016_4,cover,5,3
592418,2018_5,cover,5,3
592418,2016_1,orig,5,3
592418,2009_3,cover,2,6
592418,2015_5,orig,6,5
592418,2011_4,cover,5,4
592418,2012_5,cover,5,2
592418,2008_3,orig,4,5
592418,2017_4,cover,5,4
592418,2012_4,orig,5,5
592418,2017_3,orig,5,3
592418,2019_1,cover,6,2
592418,2018_2,cover,4,3
592418,2019_4,orig,4,6
592418,2014_3,orig,5,4
592418,2013_2,orig,7,5
592418,2011_2,orig,5,5
592418,2008_2,orig,5,4
592418,2013_6,orig,4,3
592418,2016_2,cover,6,3
592418,2015_2,orig,2,2
592418,2011_3,cover,7,6
592418,2010_2,orig,5,5
592418,2015_1,orig,4,5
592418,2019_2,orig,6,3
592418,2013_3,cover,4,5
592418,2010_3,orig,5,4
592418,2017_5,cover,6,3
592418,2019_3,orig,5,3
592418,2016_3,orig,7,5
592418,2012_3,cover,5,2
592418,2015_3,cover,2,2
592418,2011_1,orig,4,6
592418,2014_2,cover,4,3
592418,2009_2,cover,5,4
592418,2014_5,orig,5,5
592418,2014_4,orig,6,3
592418,2016_5,cover,5,5
592418,2018_4,cover,6,3
592418,2018_3,orig,5,4
592418,2015_4,cover,2,6
592418,2017_1,orig,6,5
592418,2013_1,cover,5,4
592418,2012_2,orig,6,5
592418,2013_5,orig,5,5
592418,2018_1,orig,5,3
592418,2017_2,orig,3,5
592418,2010_1,orig,5,5
592418,2014_1,orig,7,6
592419,2019_2,cover,7,1
592419,2019_3,cover,1,7
592419,2014_1,cover,7,6
592419,2012_4,cover,1,1
592419,2017_3,cover,7,1
592419,2013_2,cover,7,7
592419,2017_1,cover,7,1
592419,2012_3,orig,7,1
592419,2017_5,orig,7,1
592419,2016_2,orig,1,1
592419,2014_2,orig,1,7
592419,2010_3,cover,7,7
592419,2012_5,orig,7,4
592419,2016_4,orig,7,7
592419,2015_1,cover,7,7
592419,2018_3,cover,7,1
592419,2018_1,cover,1,1
592419,2014_5,cover,1,7
592419,2014_3,cover,7,7
592419,2019_1,orig,1,4
592419,2011_3,orig,7,7
592419,2012_2,cover,7,7
592419,2019_4,cover,1,1
592419,2015_2,cover,7,1
592419,2009_2,orig,4,7
592419,2010_1,cover,7,1
592419,2011_4,orig,3,7
592419,2016_3,cover,1,1
592419,2008_2,cover,1,1
592419,2018_2,orig,7,1
592419,2015_4,orig,7,7
592419,2018_5,orig,7,1
592419,2011_2,cover,7,7
592419,2010_2,cover,1,1
592419,2017_2,cover,1,1
592419,2013_1,orig,7,4
592419,2017_4,orig,4,4
592419,2018_4,orig,7,1
592419,2016_1,cover,4,1
592419,2008_3,cover,7,7
592419,2013_5,cover,7,7
592419,2012_1,cover,1,1
592419,2014_4,cover,7,1
592419,2013_3,orig,1,7
592419,2011_1,cover,1,7
592419,2013_6,cover,7,1
592419,2016_5,orig,4,1
592419,2015_5,cover,7,4
592419,2009_3,orig,7,7
592419,2015_3,orig,1,1
592419,2015_2,orig,7,1
592419,2019_1,cover,1,1
592419,2018_5,cover,1,1
592419,2019_3,orig,1,1
592419,2016_1,orig,1,1
592419,2012_1,orig,1,1
592419,2013_2,orig,4,1
592419,2015_1,orig,7,3
592419,2014_4,orig,7,7
592419,2011_1,orig,4,7
592419,2014_2,cover,3,3
592419,2011_2,orig,7,7
592419,2018_4,cover,1,7
592419,2017_1,orig,7,4
592419,2015_5,orig,6,3
592419,2010_3,orig,7,2
592419,2015_4,cover,1,7
592419,2010_1,orig,7,7
592419,2018_3,orig,7,1
592419,2013_6,orig,1,1
592419,2019_4,orig,1,1
592419,2019_2,orig,7,1
592419,2014_3,orig,7,1
592419,2016_4,cover,4,1
592419,2011_4,cover,4,5
592419,2015_3,cover,1,1
592419,2017_3,orig,7,1
592419,2012_5,cover,7,1
592419,2010_2,orig,1,1
592419,2012_3,cover,7,1
592419,2008_3,orig,3,3
592419,2008_2,orig,1,1
592419,2013_3,cover,1,7
592419,2014_5,orig,4,4
592419,2009_3,cover,7,7
592419,2018_2,cover,7,1
592419,2017_2,orig,7,4
592419,2013_5,orig,7,4
592419,2012_2,orig,7,4
592419,2017_4,cover,1,7
592419,2009_2,cover,4,4
592419,2018_1,orig,1,1
592419,2016_2,cover,1,1
592419,2011_3,cover,7,7
592419,2016_3,orig,1,1
592419,2014_1,orig,7,7
592419,2012_4,orig,7,7
592419,2013_1,cover,7,4
592419,2016_5,cover,1,7
592419,2017_5,cover,7,4
592424,2014_3,cover,6,5
592424,2018_3,cover,6,3
592424,2017_1,cover,4,5
592424,2015_5,cover,4,6
592424,2018_5,orig,4,5
592424,2016_4,orig,6,6
592424,2010_2,cover,2,6
592424,2016_3,cover,5,5
592424,2013_3,orig,5,6
592424,2010_3,cover,4,5
592424,2018_1,cover,5,4
592424,2011_1,cover,5,6
592424,2018_2,orig,5,4
592424,2016_1,cover,5,4
592424,2014_4,cover,4,4
592424,2015_2,cover,4,5
592424,2010_1,cover,5,5
592424,2015_1,cover,5,6
592424,2018_4,orig,5,5
592424,2019_3,cover,6,5
592424,2016_5,orig,6,5
592424,2019_1,orig,6,5
592424,2017_5,orig,4,4
592424,2017_4,orig,5,4
592424,2017_2,cover,5,5
592424,2014_5,cover,6,6
592424,2019_2,cover,4,2
592424,2013_1,orig,6,6
592424,2012_3,orig,6,5
592424,2014_2,orig,5,5
592424,2008_2,cover,4,3
592424,2013_5,cover,5,6
592424,2012_4,cover,5,6
592424,2011_2,cover,5,6
592424,2016_2,orig,6,5
592424,2012_2,cover,5,6
592424,2013_6,cover,5,5
592424,2014_1,cover,7,7
592424,2015_3,orig,5,5
592424,2017_3,cover,3,4
592424,2011_4,orig,4,6
592424,2009_3,orig,6,6
592424,2012_5,orig,5,6
592424,2019_4,cover,5,4
592424,2012_1,cover,5,3
592424,2009_2,orig,5,6
592424,2013_2,cover,6,6
592424,2011_3,orig,6,7
592424,2015_4,orig,4,6
592424,2008_3,cover,4,6
592424,2011_3,cover,5,7
592424,2014_2,cover,5,6
592424,2019_4,orig,6,5
592424,2016_3,orig,5,6
592424,2018_3,orig,5,5
592424,2015_5,orig,5,6
592424,2015_1,orig,6,7
592424,2011_2,orig,5,7
592424,2014_3,orig,5,5
592424,2014_5,orig,4,6
592424,2012_2,orig,5,7
592424,2013_3,cover,6,6
592424,2016_2,cover,4,5
592424,2017_3,orig,5,5
592424,2013_2,orig,5,5
592424,2012_4,orig,6,7
592424,2016_1,orig,5,7
592424,2015_2,orig,4,5
592424,2009_3,cover,5,7
592424,2018_4,cover,5,7
592424,2014_4,orig,6,7
592424,2019_1,cover,4,5
592424,2015_4,cover,5,6
592424,2016_4,cover,4,5
592424,2009_2,cover,4,6
592424,2019_3,orig,3,5
592424,2013_1,cover,5,7
592424,2018_2,cover,5,4
592424,2017_4,cover,3,6
592424,2019_2,orig,4,5
592424,2014_1,orig,6,7
592424,2010_3,orig,6,7
592424,2012_5,cover,4,5
592424,2013_5,orig,6,7
592424,2008_3,orig,3,5
592424,2012_1,orig,3,5
592424,2016_5,cover,4,5
592424,2017_5,cover,3,4
592424,2008_2,orig,3,5
592424,2017_2,orig,5,6
592424,2013_6,orig,3,6
592424,2010_1,orig,6,7
592424,2018_5,cover,3,5
592424,2010_2,orig,2,4
592424,2015_3,cover,3,4
592424,2011_4,cover,5,6
592424,2018_1,orig,5,6
592424,2012_3,cover,5,7
592424,2011_1,orig,6,7
592424,2017_1,orig,6,7
592426,2013_5,cover,5,5
592426,2016_1,cover,6,2
592426,2015_3,orig,6,5
592426,2014_2,orig,2,6
592426,2015_5,cover,5,6
592426,2014_1,cover,2,2
592426,2011_1,cover,2,6
592426,2018_4,orig,2,3
592426,2013_6,cover,2,5
592426,2017_5,orig,5,2
592426,2016_2,orig,5,3
592426,2013_3,orig,2,6
592426,2008_2,cover,6,2
592426,2012_5,orig,5,2
592426,2016_3,cover,5,2
592426,2013_1,orig,2,5
592426,2014_5,cover,3,6
592426,2015_2,cover,2,2
592426,2012_4,cover,2,6
592426,2017_2,cover,2,3
592426,2013_2,cover,2,4
592426,2010_2,cover,4,4
592426,2018_2,orig,5,2
592426,2018_5,orig,5,6
592426,2012_3,orig,6,4
592426,2012_2,cover,5,5
592426,2017_3,cover,2,3
592426,2018_3,cover,5,2
592426,2015_4,orig,3,6
592426,2012_1,cover,4,5
592426,2017_4,orig,2,6
592426,2014_3,cover,3,2
592426,2010_1,cover,6,2
592426,2017_1,cover,6,3
592426,2014_4,cover,4,6
592426,2019_3,cover,2,6
592426,2019_1,orig,3,6
592426,2016_4,orig,3,5
592426,2010_3,cover,3,7
592426,2009_2,orig,2,6
592426,2011_3,orig,3,6
592426,2019_2,cover,4,4
592426,2011_4,orig,3,6
592426,2016_5,orig,4,4
592426,2009_3,orig,6,6
592426,2018_1,cover,5,5
592426,2019_4,cover,4,2
592426,2015_1,cover,4,6
592426,2008_3,cover,4,7
592426,2011_2,cover,6,4
592426,2013_1,cover,3,3
592426,2010_3,orig,6,2
592426,2014_2,cover,5,2
592426,2009_3,cover,1,6
592426,2016_4,cover,5,3
592426,2012_1,orig,6,2
592426,2008_2,orig,5,6
592426,2018_5,cover,7,1
592426,2017_3,orig,5,6
592426,2018_4,cover,2,6
592426,2019_2,orig,3,6
592426,2017_5,cover,3,6
592426,2017_1,orig,5,5
592426,2015_1,orig,5,5
592426,2012_2,orig,6,5
592426,2014_3,orig,6,5
592426,2016_5,cover,2,6
592426,2012_5,cover,5,4
592426,2018_2,cover,3,6
592426,2014_1,orig,5,6
592426,2018_3,orig,6,5
592426,2011_4,cover,3,6
592426,2016_1,orig,5,3
592426,2013_3,cover,6,3
592426,2010_2,orig,6,2
592426,2012_4,orig,5,6
592426,2014_5,orig,5,5
592426,2018_1,orig,5,4
592426,2012_3,cover,6,2
592426,2008_3,orig,6,3
592426,2015_3,cover,6,5
592426,2019_3,orig,5,4
592426,2015_2,orig,6,3
592426,2013_2,orig,6,6
592426,2017_2,orig,6,7
592426,2010_1,orig,6,4
592426,2019_1,cover,5,3
592426,2019_4,orig,6,2
592426,2017_4,cover,2,6
592426,2011_1,orig,6,2
592426,2011_3,cover,6,6
592426,2013_6,orig,6,3
592426,2016_3,orig,6,5
592426,2015_4,cover,4,4
592426,2014_4,orig,6,4
592426,2009_2,cover,7,4
592426,2013_5,orig,3,6
592426,2016_2,cover,6,3
592426,2011_2,orig,6,5
592426,2015_5,orig,6,3
592432,2014_1,cover,7,7
592432,2009_2,orig,7,6
592432,2017_4,orig,7,7
592432,2008_3,cover,5,5
592432,2011_4,orig,5,4
592432,2010_1,cover,3,2
592432,2018_2,orig,4,4
592432,2019_3,cover,1,1
592432,2015_2,cover,5,4
592432,2013_1,orig,2,2
592432,2014_4,cover,5,4
592432,2018_5,orig,7,7
592432,2015_4,orig,5,4
592432,2015_3,orig,7,7
592432,2017_2,cover,5,5
592432,2018_1,cover,4,4
592432,2018_4,orig,7,7
592432,2015_1,cover,6,6
592432,2016_1,cover,7,4
592432,2015_5,cover,4,4
592432,2011_1,cover,1,1
592432,2012_5,orig,1,1
592432,2012_4,cover,2,2
592432,2009_3,orig,7,7
592432,2017_3,cover,7,5
592432,2013_3,orig,1,3
592432,2010_3,cover,1,1
592432,2010_2,cover,4,4
592432,2013_6,cover,1,1
592432,2017_1,cover,4,4
592432,2019_1,orig,7,7
592432,2012_3,orig,7,7
592432,2019_2,cover,4,4
592432,2016_5,orig,2,3
592432,2016_2,orig,5,5
592432,2013_2,cover,4,4
592432,2011_2,cover,5,5
592432,2016_4,orig,7,7
592432,2014_5,cover,4,4
592432,2018_3,cover,5,5
592432,2012_1,cover,2,2
592432,2012_2,cover,6,6
592432,2013_5,cover,3,3
592432,2011_3,orig,7,7
592432,2017_5,orig,3,3
592432,2019_4,cover,4,4
592432,2008_2,cover,5,5
592432,2014_3,cover,2,2
592432,2014_2,orig,3,3
592432,2016_3,cover,3,3
592432,2011_1,orig,6,6
592432,2014_1,orig,7,7
592432,2012_2,orig,7,7
592432,2011_2,orig,6,6
592432,2017_4,cover,1,1
592432,2015_2,orig,7,7
592432,2014_5,orig,5,5
592432,2009_2,cover,1,1
592432,2018_2,cover,4,4
592432,2016_5,cover,1,1
592432,2019_4,orig,4,4
592432,2013_5,orig,1,1
592432,2014_4,orig,7,7
592432,2015_4,cover,1,1
592432,2017_3,orig,7,7
592432,2019_1,cover,6,6
592432,2014_2,cover,6,6
592432,2019_3,orig,5,5
592432,2016_1,orig,7,7
592432,2014_3,orig,1,1
592432,2010_3,orig,4,4
592432,2013_2,orig,7,7
592432,2013_1,cover,2,2
592432,2015_1,orig,7,7
592432,2018_1,orig,5,5
592432,2017_1,orig,6,6
592432,2019_2,orig,6,6
592432,2018_5,cover,1,1
592432,2017_5,cover,1,1
592432,2013_6,orig,6,6
592432,2017_2,orig,6,6
592432,2015_3,cover,7,7
592432,2010_1,orig,7,7
592432,2011_4,cover,1,1
592432,2013_3,cover,2,2
592432,2012_5,cover,5,5
592432,2010_2,orig,7,7
592432,2016_4,cover,2,2
592432,2015_5,orig,7,7
592432,2009_3,cover,1,1
592432,2012_3,cover,7,7
592432,2016_2,cover,7,7
592432,2012_4,orig,5,5
592432,2008_3,orig,7,7
592432,2011_3,cover,7,7
592432,2016_3,orig,4,3
592432,2018_4,cover,1,1
592432,2008_2,orig,7,7
592432,2012_1,orig,5,3
592432,2018_3,orig,7,7
592437,2014_5,cover,4,6
592437,2018_2,orig,5,3
592437,2016_2,orig,4,3
592437,2016_3,cover,4,3
592437,2018_3,cover,5,2
592437,2008_3,cover,6,5
592437,2015_5,cover,6,6
592437,2015_4,orig,5,5
592437,2011_2,cover,5,5
592437,2017_1,cover,4,4
592437,2017_3,cover,4,3
592437,2012_4,cover,5,3
592437,2019_1,orig,5,3
592437,2018_4,orig,5,3
592437,2017_4,orig,4,4
592437,2013_6,cover,5,3
592437,2014_2,orig,4,6
592437,2019_2,cover,4,3
592437,2009_3,orig,5,5
592437,2013_1,orig,5,2
592437,2017_5,orig,5,2
592437,2008_2,cover,2,3
592437,2014_3,cover,6,3
592437,2012_5,orig,5,5
592437,2013_5,cover,5,5
592437,2011_4,orig,4,5
592437,2013_2,cover,4,5
592437,2013_3,orig,4,3
592437,2015_1,cover,4,6
592437,2018_5,orig,5,3
592437,2016_4,orig,4,5
592437,2015_3,orig,2,2
592437,2019_4,cover,4,3
592437,2010_3,cover,4,4
592437,2010_1,cover,5,2
592437,2011_3,orig,6,5
592437,2014_1,cover,6,5
592437,2011_1,cover,3,4
592437,2012_2,cover,4,4
592437,2010_2,cover,2,3
592437,2019_3,cover,3,6
592437,2016_1,cover,4,3
592437,2017_2,cover,5,4
592437,2016_5,orig,5,4
592437,2015_2,cover,5,2
592437,2018_1,cover,4,3
592437,2012_1,cover,4,5
592437,2014_4,cover,3,4
592437,2009_2,orig,4,6
592437,2012_3,orig,4,5
592437,2014_2,cover,4,2
592437,2009_2,cover,4,5
592437,2014_5,orig,5,6
592437,2016_4,cover,4,4
592437,2011_3,cover,6,6
592437,2019_2,orig,4,5
592437,2015_4,cover,3,6
592437,2017_5,cover,4,4
592437,2015_5,orig,4,5
592437,2019_3,orig,2,5
592437,2016_5,cover,4,5
592437,2016_1,orig,2,4
592437,2015_1,orig,5,6
592437,2012_4,orig,3,6
592437,2011_2,orig,6,6
592437,2012_1,orig,2,5
592437,2013_1,cover,4,5
592437,2009_3,cover,4,7
592437,2016_3,orig,4,6
592437,2013_2,orig,4,6
592437,2017_2,orig,5,6
592437,2012_2,orig,6,6
592437,2012_3,cover,4,3
592437,2015_2,orig,5,3
592437,2013_3,cover,4,7
592437,2014_3,orig,6,2
592437,2010_2,orig,4,3
592437,2014_4,orig,5,6
592437,2018_3,orig,4,6
592437,2011_1,orig,3,6
592437,2010_3,orig,5,5
592437,2015_3,cover,2,3
592437,2019_1,cover,4,3
592437,2013_5,orig,5,6
592437,2017_3,orig,6,5
592437,2008_3,orig,4,4
592437,2013_6,orig,4,5
592437,2018_5,cover,4,2
592437,2008_2,orig,2,4
592437,2016_2,cover,4,5
592437,2018_1,orig,4,5
592437,2014_1,orig,7,6
592437,2017_1,orig,4,4
592437,2018_4,cover,3,7
592437,2019_4,orig,4,6
592437,2017_4,cover,3,6
592437,2018_2,cover,4,4
592437,2011_4,cover,4,3
592437,2010_1,orig,5,5
592437,2012_5,cover,4,5
592439,2014_1,cover,7,7
592439,2009_3,orig,6,3
592439,2018_2,orig,4,3
592439,2017_5,orig,5,2
592439,2018_4,orig,2,2
592439,2014_4,cover,5,1
592439,2016_4,orig,6,6
592439,2010_1,cover,5,1
592439,2013_6,cover,3,4
592439,2010_2,cover,6,2
592439,2012_3,orig,6,1
592439,2019_2,cover,5,5
592439,2015_5,cover,6,4
592439,2011_4,orig,1,6
592439,2013_1,orig,4,2
592439,2012_1,cover,6,2
592439,2016_2,orig,7,2
592439,2015_4,orig,5,7
592439,2008_3,cover,2,7
592439,2018_5,orig,1,3
592439,2013_3,orig,4,7
592439,2017_1,cover,6,2
592439,2016_3,cover,7,1
592439,2012_4,cover,5,5
592439,2011_3,orig,7,7
592439,2018_3,cover,5,2
592439,2016_1,cover,3,2
592439,2014_5,cover,2,6
592439,2009_2,orig,3,6
592439,2015_1,cover,5,2
592439,2017_3,cover,2,2
592439,2011_2,cover,7,3
592439,2015_3,orig,1,1
592439,2015_2,cover,6,1
592439,2018_1,cover,7,3
592439,2016_5,orig,6,3
592439,2013_5,cover,6,4
592439,2010_3,cover,6,6
592439,2019_1,orig,6,1
592439,2012_5,orig,6,2
592439,2014_2,orig,3,2
592439,2017_2,cover,5,2
592439,2014_3,cover,6,3
592439,2019_3,cover,1,7
592439,2008_2,cover,6,2
592439,2019_4,cover,5,1
592439,2011_1,cover,6,1
592439,2012_2,cover,6,6
592439,2013_2,cover,6,5
592439,2017_4,orig,2,6
592439,2018_5,cover,1,1
592439,2015_4,cover,7,7
592439,2012_2,orig,6,6
592439,2016_3,orig,7,3
592439,2016_5,cover,6,1
592439,2017_3,orig,5,2
592439,2015_1,orig,5,2
592439,2011_2,orig,7,7
592439,2015_3,cover,3,1
592439,2012_1,orig,5,2
592439,2017_4,cover,5,4
592439,2018_3,orig,6,6
592439,2013_3,cover,4,7
592439,2018_4,cover,2,7
592439,2011_1,orig,3,5
592439,2018_1,orig,6,3
592439,2018_2,cover,7,1
592439,2016_2,cover,5,3
592439,2014_2,cover,3,2
592439,2014_5,orig,2,4
592439,2019_2,orig,6,2
592439,2008_2,orig,3,4
592439,2016_1,orig,5,2
592439,2010_2,orig,7,3
592439,2011_4,cover,6,2
592439,2009_2,cover,3,4
592439,2012_4,orig,6,7
592439,2019_3,orig,6,5
592439,2010_3,orig,5,3
592439,2019_4,orig,2,1
592439,2014_4,orig,5,5
592439,2008_3,orig,6,5
592439,2011_3,cover,7,7
592439,2015_2,orig,6,3
592439,2017_2,orig,6,3
592439,2016_4,cover,5,2
592439,2010_1,orig,6,6
592439,2013_5,orig,5,6
592439,2017_1,orig,7,4
592439,2014_1,orig,7,7
592439,2013_2,orig,5,2
592439,2014_3,orig,6,2
592439,2013_6,orig,5,4
592439,2013_1,cover,5,6
592439,2015_5,orig,5,6
592439,2009_3,cover,1,7
592439,2012_3,cover,7,4
592439,2017_5,cover,7,3
592439,2012_5,cover,5,3
592439,2019_1,cover,4,3
592436,2018_2,orig,6,3
592436,2019_1,orig,6,5
592436,2013_5,cover,6,4
592436,2015_5,cover,6,5
592436,2018_3,cover,6,3
592436,2014_5,cover,6,6
592436,2013_3,orig,4,5
592436,2012_2,cover,7,5
592436,2015_3,orig,4,3
592436,2013_2,cover,6,5
592436,2015_4,orig,6,6
592436,2011_3,orig,7,7
592436,2016_1,cover,4,3
592436,2012_1,cover,4,3
592436,2010_3,cover,5,5
592436,2010_1,cover,5,3
592436,2016_5,orig,5,4
592436,2014_4,cover,5,3
592436,2012_5,orig,5,4
592436,2009_3,orig,5,4
592436,2019_3,cover,2,6
592436,2018_5,orig,4,4
592436,2013_6,cover,5,5
592436,2016_3,cover,4,4
592436,2014_1,cover,7,6
592436,2016_4,orig,6,5
592436,2011_1,cover,4,4
592436,2009_2,orig,6,6
592436,2015_2,cover,5,3
592436,2010_2,cover,5,4
592436,2014_2,orig,6,6
592436,2014_3,cover,5,4
592436,2017_3,cover,6,3
592436,2017_5,orig,6,5
592436,2008_3,cover,6,6
592436,2015_1,cover,7,7
592436,2017_1,cover,6,3
592436,2019_2,cover,6,5
592436,2011_4,orig,5,5
592436,2013_1,orig,6,6
592436,2019_4,cover,5,3
592436,2008_2,cover,5,2
592436,2011_2,cover,5,3
592436,2017_4,orig,5,6
592436,2018_1,cover,5,5
592436,2016_2,orig,5,6
592436,2018_4,orig,6,6
592436,2012_3,orig,5,5
592436,2012_4,cover,4,3
592436,2017_2,cover,4,3
592436,2018_1,orig,4,4
592436,2016_5,cover,4,3
592436,2012_4,orig,5,4
592436,2011_4,cover,4,3
592436,2015_1,orig,7,7
592436,2015_3,cover,4,2
592436,2013_2,orig,6,6
592436,2012_5,cover,4,3
592436,2011_1,orig,4,4
592436,2013_3,cover,3,6
592436,2014_1,orig,7,7
592436,2009_3,cover,6,7
592436,2009_2,cover,5,4
592436,2013_6,orig,5,5
592436,2014_3,orig,6,3
592436,2011_3,cover,7,7
592436,2018_4,cover,4,6
592436,2014_5,orig,5,5
592436,2016_1,orig,4,3
592436,2010_3,orig,7,4
592436,2014_4,orig,6,6
592436,2013_5,orig,6,7
592436,2019_3,orig,6,5
592436,2018_2,cover,5,3
592436,2017_5,cover,4,3
592436,2016_4,cover,5,3
592436,2012_2,orig,7,6
592436,2011_2,orig,7,7
592436,2017_2,orig,6,6
592436,2018_3,orig,6,3
592436,2010_2,orig,5,3
592436,2008_2,orig,4,3
592436,2012_3,cover,5,3
592436,2017_4,cover,4,4
592436,2019_4,orig,4,5
592436,2010_1,orig,7,7
592436,2014_2,cover,5,4
592436,2017_1,orig,4,5
592436,2015_5,orig,6,6
592436,2012_1,orig,5,5
592436,2016_3,orig,5,5
592436,2017_3,orig,6,5
592436,2019_1,cover,6,4
592436,2018_5,cover,4,3
592436,2015_2,orig,5,3
592436,2019_2,orig,6,5
592436,2015_4,cover,4,4
592436,2008_3,orig,4,4
592436,2013_1,cover,5,4
592436,2016_2,cover,5,5
592444,2018_1,cover,2,2
592444,2013_3,orig,5,5
592444,2010_3,cover,3,2
592444,2011_3,orig,6,7
592444,2011_2,cover,1,1
592444,2017_1,cover,2,1
592444,2018_3,cover,4,3
592444,2013_5,cover,2,2
592444,2017_2,cover,2,1
592444,2019_3,cover,1,1
592444,2011_4,orig,7,7
592444,2016_2,orig,5,5
592444,2016_1,cover,1,2
592444,2014_1,cover,3,2
592444,2013_1,orig,6,7
592444,2019_1,orig,4,5
592444,2015_3,orig,4,7
592444,2017_3,cover,2,4
592444,2013_6,cover,5,3
592444,2016_5,orig,7,7
592444,2012_5,orig,5,7
592444,2015_1,cover,3,5
592444,2010_1,cover,3,2
592444,2015_2,cover,7,7
592444,2009_3,orig,7,7
592444,2019_2,cover,1,3
592444,2008_2,cover,3,2
592444,2011_1,cover,2,4
592444,2017_5,orig,5,6
592444,2019_4,cover,5,6
592444,2009_2,orig,7,7
592444,2013_2,cover,4,3
592444,2018_5,orig,7,7
592444,2017_4,orig,4,5
592444,2014_4,cover,4,3
592444,2018_2,orig,6,7
592444,2012_4,cover,1,1
592444,2015_5,cover,1,1
592444,2016_3,cover,3,5
592444,2008_3,cover,2,2
592444,2012_2,cover,2,2
592444,2018_4,orig,7,6
592444,2010_2,cover,4,5
592444,2012_1,cover,1,1
592444,2012_3,orig,7,7
592444,2016_4,orig,6,7
592444,2015_4,orig,5,6
592444,2014_5,cover,4,2
592444,2014_3,cover,1,1
592444,2014_2,orig,6,5
592444,2014_1,orig,7,7
592444,2009_2,cover,1,1
592444,2015_2,orig,4,2
592444,2015_1,orig,4,2
592444,2018_5,cover,1,1
592444,2019_1,cover,4,4
592444,2015_4,cover,3,3
