exp_subject_id,song_id,similarity
592459,2018_1,2
592459,2010_3,4
592459,2016_1,2
592459,2011_4,1
592459,2015_2,2
592459,2012_2,3
592459,2015_1,4
592459,2015_4,1
592459,2013_2,3
592459,2010_1,2
592459,2014_5,3
592459,2015_5,3
592443,2019_1,6
592443,2017_4,4
592443,2011_3,7
592443,2016_2,6
592443,2019_4,5
592443,2017_5,6
592443,2017_3,4
592443,2018_2,5
592443,2018_5,5
592443,2009_3,6
592443,2018_4,3
592443,2019_3,5
592443,2013_1,4
592443,2012_5,5
592443,2016_5,4
592443,2013_5,5
592443,2012_4,5
592443,2019_2,4
592443,2017_2,6
592443,2008_2,5
592443,2010_2,6
592443,2012_1,6
592443,2014_2,6
592443,2015_3,7
592443,2014_3,5
592443,2016_4,6
592443,2014_4,5
592443,2015_1,6
592443,2016_1,6
592443,2014_5,6
592443,2015_4,5
592443,2009_2,4
592443,2011_2,5
592443,2014_1,7
592443,2015_5,7
592443,2016_3,6
592443,2012_3,6
592443,2011_1,5
592443,2015_2,7
592443,2011_4,5
592443,2008_3,5
592443,2013_2,5
592443,2010_1,6
592443,2013_3,7
592443,2017_1,5
592443,2010_3,5
592443,2018_3,6
592443,2013_6,5
592443,2012_2,6
592443,2018_1,7
592446,2009_3,6
592446,2010_2,4
592446,2018_4,2
592446,2014_3,2
592446,2013_1,4
592446,2011_3,6
592446,2014_2,4
592446,2017_3,5
592446,2019_1,6
592446,2017_2,6
592446,2013_5,4
592446,2019_2,5
592446,2008_2,2
592446,2017_4,3
592446,2018_2,3
592446,2016_2,6
592446,2012_1,5
592446,2017_5,1
592446,2016_5,2
592446,2019_4,3
592446,2018_5,1
592446,2012_5,3
592446,2019_3,1
592446,2012_4,2
592446,2015_3,6
592446,2013_2,4
592446,2013_6,6
592446,2011_2,5
592446,2011_4,1
592446,2014_5,4
592446,2015_4,2
592446,2016_3,1
592446,2012_3,2
592446,2015_5,6
592446,2012_2,4
592446,2010_1,1
592446,2016_1,2
592446,2010_3,2
592446,2015_1,7
592446,2016_4,2
592446,2017_1,2
592446,2013_3,4
592446,2018_1,5
592446,2008_3,2
592446,2011_1,2
592446,2009_2,1
592446,2015_2,2
592446,2014_4,1
592446,2014_1,7
592446,2018_3,3
592447,2017_2,4
592447,2016_2,5
592447,2019_1,3
592447,2018_2,4
592447,2019_4,3
592447,2018_4,1
592447,2019_2,3
592447,2009_3,4
592447,2010_2,3
592447,2014_2,4
592447,2017_4,2
592447,2012_4,2
592447,2013_1,2
592447,2019_3,1
592447,2008_2,3
592447,2017_3,4
592447,2014_3,3
592447,2011_3,4
592447,2017_5,3
592447,2016_5,2
592447,2012_5,2
592447,2018_5,2
592447,2015_3,5
592447,2012_1,4
592447,2013_5,3
592447,2013_2,4
592447,2012_3,2
592447,2016_1,1
592447,2009_2,3
592447,2016_3,3
592447,2011_2,2
592447,2011_4,3
592447,2011_1,1
592447,2015_4,1
592447,2018_1,1
592447,2017_1,2
592447,2014_4,4
592447,2013_6,4
592447,2014_5,3
592447,2008_3,1
592447,2010_1,3
592447,2016_4,1
592447,2015_5,3
592447,2013_3,5
592447,2018_3,4
592447,2015_1,5
592447,2010_3,3
592447,2015_2,3
592447,2012_2,3
592447,2014_1,3
592448,2013_1,5
592448,2016_2,7
592448,2017_4,5
592448,2012_1,7
592448,2015_3,7
592448,2017_3,7
592448,2017_5,7
592448,2010_2,3
592448,2016_5,4
592448,2011_3,7
592448,2019_4,7
592448,2017_2,7
592448,2019_2,7
592448,2019_1,7
592448,2012_4,7
592448,2008_2,7
592448,2014_2,7
592448,2013_5,7
592448,2018_2,7
592448,2019_3,7
592448,2018_4,4
592448,2009_3,7
592448,2012_5,7
592448,2014_3,7
592448,2018_5,7
592448,2016_3,7
592448,2011_4,4
592448,2014_4,7
592448,2015_5,7
592448,2016_1,7
592448,2011_2,7
592448,2010_3,7
592448,2012_3,7
592448,2016_4,7
592448,2010_1,7
592448,2018_1,7
592448,2012_2,2
592448,2014_1,7
592448,2014_5,7
592448,2015_4,6
592448,2008_3,7
592448,2015_1,7
592448,2017_1,7
592448,2015_2,7
592448,2013_6,7
592448,2013_3,7
592448,2013_2,7
592448,2018_3,7
592448,2009_2,7
592448,2011_1,7
592449,2012_1,6
592449,2017_4,5
592449,2015_3,7
592449,2013_1,3
592449,2018_4,4
592449,2019_3,4
592449,2016_5,5
592449,2019_4,5
592449,2017_5,3
592449,2019_1,6
592449,2014_2,6
592449,2018_2,5
592449,2019_2,4
592449,2016_2,6
592449,2018_5,3
592449,2012_5,4
592449,2013_5,2
592449,2011_3,6
592449,2017_2,6
592449,2008_2,6
592449,2009_3,6
592449,2014_3,4
592449,2017_3,4
592449,2010_2,5
592449,2012_4,3
592449,2012_3,3
592449,2009_2,2
592449,2014_5,3
592449,2011_4,2
592449,2013_2,5
592449,2010_1,4
592449,2013_3,7
592449,2015_5,5
592449,2015_4,3
592449,2016_1,3
592449,2013_6,4
592449,2017_1,3
592449,2014_4,4
592449,2016_3,4
592449,2015_1,5
592449,2016_4,4
592449,2014_1,6
592449,2015_2,6
592449,2012_2,5
592449,2008_3,5
592449,2011_1,5
592449,2018_3,5
592449,2011_2,4
592449,2010_3,3
592449,2018_1,4
592450,2017_3,6
592450,2019_3,5
592450,2013_5,2
592450,2010_2,7
592450,2014_2,6
592450,2019_2,3
592450,2018_2,5
592450,2012_5,2
592450,2019_4,3
592450,2012_4,2
592450,2017_5,6
592450,2008_2,1
592450,2009_3,7
592450,2018_4,2
592450,2018_5,3
592450,2016_2,6
592450,2015_3,7
592450,2017_2,6
592450,2014_3,3
592450,2017_4,5
592450,2011_3,7
592450,2016_5,1
592450,2012_1,6
592450,2019_1,7
592450,2013_1,2
592450,2013_2,4
592450,2012_3,2
592450,2012_2,5
592450,2016_3,3
592450,2013_3,6
592450,2013_6,5
592450,2015_4,3
592450,2011_1,6
592450,2014_4,5
592450,2011_4,1
592450,2014_5,5
592450,2015_2,6
592450,2009_2,7
592450,2008_3,3
592450,2015_1,6
592450,2010_3,4
592450,2015_5,3
592450,2018_3,6
592450,2016_1,2
592450,2018_1,2
592450,2017_1,3
592450,2014_1,6
592450,2010_1,5
592450,2011_2,5
592450,2016_4,6
592461,2009_3,6
592461,2017_2,6
592461,2019_4,5
592461,2014_2,5
592461,2010_2,4
592461,2019_3,4
592461,2008_2,3
592461,2019_1,4
592461,2012_4,5
592461,2018_5,5
592461,2017_4,5
592461,2017_5,4
592461,2016_5,3
592461,2015_3,5
592461,2018_2,6
592461,2012_5,5
592461,2013_1,5
592461,2016_2,6
592461,2011_3,6
592461,2017_3,6
592461,2012_1,5
592461,2013_5,5
592461,2014_3,3
592461,2019_2,3
592461,2018_4,2
592461,2013_2,3
592461,2010_1,2
592461,2015_5,2
592461,2016_4,4
592461,2012_3,4
592461,2014_1,3
592461,2009_2,3
592461,2013_3,5
592461,2015_1,4
592461,2018_3,5
592461,2016_3,6
592461,2011_4,2
592461,2015_4,2
592461,2011_2,5
592461,2015_2,5
592461,2010_3,5
592461,2016_1,2
592461,2011_1,4
592461,2012_2,4
592461,2018_1,4
592461,2014_4,4
592461,2013_6,6
592461,2008_3,3
592461,2014_5,4
592461,2017_1,4
592462,2018_5,5
592462,2017_4,2
592462,2019_3,5
592462,2013_5,3
592462,2018_4,7
592462,2014_2,7
592462,2012_1,6
592462,2010_2,7
592462,2013_1,3
592462,2017_3,5
592462,2018_2,6
592462,2016_2,7
592462,2017_2,5
592462,2012_4,4
592462,2014_3,2
592462,2012_5,5
592462,2008_2,3
592462,2019_4,6
592462,2016_5,2
592462,2015_3,7
592462,2019_1,5
592462,2011_3,2
592462,2009_3,7
592462,2019_2,3
592462,2017_5,1
592462,2011_1,6
592462,2011_2,5
592462,2015_1,7
592462,2013_6,5
592462,2011_4,2
592462,2015_2,7
592462,2009_2,3
592462,2016_4,6
592462,2016_3,3
592462,2013_2,6
592462,2018_1,5
592462,2014_5,4
592462,2013_3,7
592462,2017_1,3
592462,2012_3,2
592462,2008_3,1
592462,2015_4,7
592462,2014_1,6
592462,2012_2,6
592462,2014_4,2
592462,2016_1,4
592462,2018_3,6
592462,2010_3,6
592462,2010_1,3
592462,2015_5,6
592465,2015_3,7
592465,2011_3,5
592465,2019_4,2
592465,2017_2,4
592465,2010_2,6
592465,2014_3,3
592465,2019_2,2
592465,2017_5,2
592465,2017_3,3
592465,2017_4,2
592465,2012_4,2
592465,2018_2,4
592465,2009_3,7
592465,2019_1,6
592465,2012_1,5
592465,2008_2,2
592465,2012_5,4
592465,2018_5,2
592465,2014_2,4
592465,2016_5,2
592465,2019_3,2
592465,2013_1,2
592465,2016_2,3
592465,2018_4,3
592465,2013_5,3
592465,2009_2,3
592465,2016_1,5
592465,2011_4,2
592465,2012_2,4
592465,2016_3,3
592465,2013_3,5
592465,2011_1,5
592465,2012_3,4
592465,2015_1,5
592465,2016_4,3
592465,2015_2,5
592465,2018_3,5
592465,2017_1,4
592465,2014_5,4
592465,2015_4,2
592465,2015_5,4
592465,2008_3,2
592465,2010_3,3
592465,2011_2,2
592465,2014_1,5
592465,2014_4,3
592465,2010_1,3
592465,2013_6,4
592465,2018_1,3
592465,2013_2,4
592467,2017_4,5
592467,2009_3,5
592467,2019_2,4
592467,2019_4,5
592467,2010_2,5
592467,2013_1,6
592467,2019_3,3
592467,2018_5,6
592467,2016_5,4
592467,2016_2,6
592467,2019_1,4
592467,2018_4,3
592467,2012_4,2
592467,2017_5,1
592467,2014_2,3
592467,2011_3,6
592467,2017_3,4
592467,2012_1,4
592467,2018_2,3
592467,2014_3,2
592467,2015_3,6
592467,2017_2,3
592467,2013_5,3
592467,2008_2,2
592467,2012_5,4
592467,2014_5,3
592467,2009_2,3
592467,2016_1,3
592467,2015_2,6
592467,2014_1,4
592467,2015_1,5
592467,2018_3,5
592467,2017_1,2
592467,2015_5,4
592467,2018_1,5
592467,2010_3,3
592467,2015_4,4
592467,2012_2,5
592467,2008_3,3
592467,2011_2,3
592467,2011_1,4
592467,2011_4,1
592467,2013_3,5
592467,2013_6,3
592467,2016_4,1
592467,2014_4,2
592467,2012_3,2
592467,2010_1,1
592467,2016_3,2
592467,2013_2,6
592466,2010_2,5
592466,2016_2,6
592466,2017_5,1
592466,2015_3,7
592466,2017_4,1
592466,2019_4,3
592466,2018_5,3
592466,2016_5,2
592466,2019_3,1
592466,2008_2,4
592466,2017_3,4
592466,2012_4,6
592466,2012_1,5
592466,2009_3,7
592466,2018_2,6
592466,2019_2,3
592466,2017_2,4
592466,2013_1,2
592466,2019_1,6
592466,2014_3,1
592466,2013_5,2
592466,2014_2,2
592466,2011_3,7
592466,2012_5,5
592466,2018_4,1
592466,2015_4,4
592466,2010_3,2
592466,2016_4,2
592466,2017_1,2
592466,2009_2,1
592466,2012_2,3
592466,2014_1,6
592466,2013_2,5
592466,2018_1,5
592466,2016_3,2
592466,2013_6,6
592466,2011_4,1
592466,2015_2,3
592466,2016_1,1
592466,2008_3,1
592466,2011_1,1
592466,2014_4,1
592466,2010_1,1
592466,2015_1,7
592466,2018_3,7
592466,2014_5,5
592466,2012_3,2
592466,2015_5,4
592466,2011_2,1
592466,2013_3,7
592471,2012_5,5
592471,2013_1,2
592471,2011_3,6
592471,2016_5,5
592471,2017_2,5
592471,2019_3,5
592471,2015_3,4
592471,2017_4,2
592471,2017_5,3
592471,2018_4,3
592471,2019_4,3
592471,2012_1,5
592471,2014_2,6
592471,2012_4,3
592471,2010_2,4
592471,2019_1,3
592471,2013_5,5
592471,2016_2,7
592471,2008_2,3
592471,2009_3,4
592471,2017_3,4
592471,2018_5,2
592471,2019_2,4
592471,2018_2,6
592471,2014_3,1
592471,2009_2,1
592471,2011_1,3
592471,2008_3,1
592471,2012_2,3
592471,2014_5,4
592471,2017_1,3
592471,2013_3,7
592471,2015_4,1
592471,2013_2,1
592471,2016_4,1
592471,2011_2,1
592471,2015_2,7
592471,2018_1,3
592471,2015_5,6
592471,2010_3,3
592471,2016_1,1
592471,2010_1,1
592471,2012_3,1
592471,2014_1,1
592471,2015_1,4
592471,2011_4,1
592471,2018_3,4
592471,2016_3,3
592471,2014_4,2
592471,2013_6,3
592472,2017_2,4
592472,2014_2,3
592472,2019_3,6
592472,2016_2,4
592472,2017_4,7
592472,2018_5,2
592472,2012_1,5
592472,2013_5,2
592472,2019_2,2
592472,2019_4,3
592472,2009_3,7
592472,2016_5,1
592472,2012_5,7
592472,2018_4,6
592472,2008_2,2
592472,2017_5,5
592472,2011_3,7
592472,2015_3,7
592472,2010_2,7
592472,2013_1,5
592472,2019_1,3
592472,2017_3,4
592472,2018_2,6
592472,2012_4,2
592472,2014_3,3
592472,2009_2,3
592472,2014_1,6
592472,2008_3,3
592472,2018_3,6
592472,2012_2,5
592472,2014_4,3
592472,2010_3,4
592472,2013_2,3
592472,2016_1,1
592472,2011_1,6
592472,2017_1,4
592472,2015_2,7
592472,2015_5,7
592472,2016_3,3
592472,2013_6,2
592472,2011_4,1
592472,2018_1,6
592472,2010_1,2
592472,2011_2,1
592472,2015_4,6
592472,2016_4,5
592472,2014_5,3
592472,2012_3,1
592472,2013_3,7
592472,2015_1,6
592473,2012_1,6
592473,2017_3,2
592473,2018_4,1
592473,2018_2,6
592473,2017_5,4
592473,2019_4,6
592473,2016_5,1
592473,2019_2,5
592473,2015_3,7
592473,2011_3,6
592473,2012_5,5
592473,2019_1,4
592473,2016_2,5
592473,2017_4,2
592473,2014_3,1
592473,2013_5,1
592473,2019_3,1
592473,2012_4,4
592473,2013_1,2
592473,2018_5,1
592473,2009_3,3
592473,2008_2,1
592473,2010_2,7
592473,2014_2,1
592473,2017_2,2
592473,2016_1,1
592473,2013_2,7
592473,2015_5,6
592473,2010_1,1
592473,2010_3,2
592473,2014_1,6
592473,2017_1,3
592473,2018_1,4
592473,2015_4,1
592473,2012_3,1
592473,2018_3,7
592473,2012_2,5
592473,2008_3,1
592473,2011_2,1
592473,2013_3,2
592473,2016_4,2
592473,2009_2,1
592473,2011_1,3
592473,2015_2,6
592473,2015_1,7
592473,2013_6,1
592473,2014_4,1
592473,2016_3,1
592473,2014_5,3
592473,2011_4,1
592485,2018_2,5
592485,2013_1,4
592485,2019_4,2
592485,2011_3,7
592485,2013_5,1
592485,2010_2,3
592485,2019_1,5
592485,2015_3,7
592485,2019_3,1
592485,2017_3,6
592485,2012_1,6
592485,2017_2,4
592485,2012_4,5
592485,2016_2,7
592485,2017_4,6
592485,2016_5,1
592485,2009_3,4
592485,2018_4,1
592485,2017_5,5
592485,2018_5,4
592485,2012_5,5
592485,2014_3,2
592485,2008_2,6
592485,2014_2,5
592485,2019_2,6
592485,2013_3,6
592485,2012_3,1
592485,2013_6,7
592485,2013_2,7
592485,2008_3,1
592485,2016_1,2
592485,2011_1,1
592485,2016_3,2
592485,2018_1,2
592485,2016_4,2
592485,2015_5,7
592485,2015_4,5
592485,2010_1,1
592485,2014_4,1
592485,2014_1,7
592485,2014_5,6
592485,2011_4,1
592485,2015_2,7
592485,2010_3,2
592485,2011_2,5
592485,2015_1,7
592485,2009_2,2
592485,2012_2,5
592485,2018_3,6
592485,2017_1,2
592492,2008_2,1
592492,2011_3,6
592492,2019_3,2
592492,2012_4,2
592492,2016_5,1
592492,2010_2,4
592492,2019_1,6
592492,2012_5,3
592492,2015_3,7
592492,2014_2,5
592492,2009_3,6
592492,2018_4,1
592492,2018_2,3
592492,2017_3,2
592492,2019_2,1
592492,2012_1,3
592492,2017_4,4
592492,2014_3,1
592492,2013_5,1
592492,2016_2,1
592492,2019_4,2
592492,2018_5,2
592492,2017_2,2
592492,2013_1,1
592492,2017_5,1
592492,2014_5,1
592492,2012_2,1
592492,2018_3,4
592492,2011_4,1
592492,2014_1,5
592492,2016_3,2
592492,2008_3,1
592492,2018_1,3
592492,2016_4,1
592492,2015_4,1
592492,2015_5,3
592492,2013_6,3
592492,2009_2,1
592492,2015_1,3
592492,2016_1,4
592492,2013_3,5
592492,2012_3,1
592492,2010_3,1
592492,2013_2,5
592492,2011_2,3
592492,2011_1,3
592492,2017_1,3
592492,2015_2,2
592492,2010_1,1
592492,2014_4,2
592504,2017_5,7
592504,2016_2,6
592504,2010_2,6
592504,2018_5,2
592504,2008_2,6
592504,2014_2,6
592504,2012_4,5
592504,2019_4,6
592504,2015_3,6
592504,2016_5,5
592504,2019_2,6
592504,2017_3,6
592504,2018_4,6
592504,2018_2,6
592504,2011_3,6
592504,2014_3,2
592504,2019_3,6
592504,2019_1,6
592504,2017_2,6
592504,2012_5,6
592504,2013_1,6
592504,2012_1,4
592504,2017_4,5
592504,2009_3,6
592504,2013_5,2
592504,2012_3,6
592504,2018_3,7
592504,2011_2,5
592504,2016_4,2
592504,2016_1,2
592504,2017_1,3
592504,2008_3,2
592504,2014_1,6
592504,2013_2,6
592504,2018_1,6
592504,2016_3,6
592504,2013_3,6
592504,2014_5,6
592504,2013_6,6
592504,2010_1,2
592504,2012_2,6
592504,2010_3,6
592504,2011_4,1
592504,2009_2,6
592504,2015_1,6
592504,2011_1,6
592504,2015_2,7
592504,2015_4,2
592504,2014_4,6
592504,2015_5,6
592509,2018_5,2
592509,2013_5,5
592509,2018_2,4
592509,2016_5,2
592509,2015_3,7
592509,2012_5,5
592509,2019_3,5
592509,2019_4,4
592509,2011_3,7
592509,2017_2,6
592509,2012_4,2
592509,2012_1,6
592509,2017_4,2
592509,2013_1,5
592509,2016_2,6
592509,2018_4,6
592509,2010_2,5
592509,2009_3,7
592509,2014_2,4
592509,2019_2,3
592509,2008_2,4
592509,2017_3,5
592509,2019_1,7
592509,2017_5,5
592509,2014_3,2
592509,2011_2,5
592509,2008_3,2
592509,2010_3,5
592509,2014_5,5
592509,2015_2,7
592509,2013_2,6
592509,2014_4,6
592509,2016_1,2
592509,2015_1,7
592509,2013_3,7
592509,2014_1,6
592509,2011_1,5
592509,2015_4,3
592509,2018_3,7
592509,2018_1,5
592509,2017_1,3
592509,2009_2,6
592509,2010_1,3
592509,2013_6,7
592509,2012_2,7
592509,2015_5,4
592509,2016_3,4
592509,2011_4,1
592509,2012_3,4
592509,2016_4,4
592516,2019_1,6
592516,2019_4,5
592516,2017_3,6
592516,2016_2,5
592516,2010_2,5
592516,2017_2,6
592516,2019_3,3
592516,2018_2,5
592516,2016_5,4
592516,2015_3,7
592516,2009_3,5
592516,2019_2,3
592516,2017_4,4
592516,2012_5,4
592516,2012_4,5
592516,2013_1,4
592516,2013_5,5
592516,2012_1,6
592516,2017_5,4
592516,2008_2,3
592516,2018_5,5
592516,2014_3,3
592516,2014_2,5
592516,2018_4,4
592516,2011_3,7
592516,2016_4,4
592516,2014_4,5
592516,2014_1,6
592516,2015_5,5
592516,2010_3,4
592516,2014_5,5
592516,2009_2,2
592516,2016_1,2
592516,2012_2,5
592516,2016_3,4
592516,2015_4,4
592516,2018_3,7
592516,2013_3,6
592516,2015_2,6
592516,2018_1,5
592516,2010_1,3
592516,2013_2,5
592516,2011_1,5
592516,2011_2,5
592516,2008_3,3
592516,2011_4,1
592516,2015_1,7
592516,2017_1,5
592516,2012_3,4
592516,2013_6,5
