welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Reggae,post_survey.question1.Metal,post_survey.question1.Latin,post_survey.question1.Ambient,post_survey.question1.Pop,post_survey.question1.Hip hop,post_survey.question1.Folk/indie,post_survey.question1.Classic rock,post_survey.question1.R&B,post_survey.question1.Electronic (EDM),post_survey.question1.Alternative rock,post_survey.question1.Country,post_survey.question1.A cappella,post_survey.question1.Disco,post_survey.question1.Classical,post_survey.question1.Jazz,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0876,448.1775,0.242592635,0.244444441,1,0,0,2.088,compass,0,26,26,8,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.1834,454.6778,-0.091666681,-0.064814815,1,0,0,0.4924,compass,0,27,27,11,1,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.683,461.4222,-0.164814772,0.152777778,1,0,0,0.7366,compass,0,28,28,3,1,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.4275,468.1499,0.279629672,0.26574073,1,0,0,0.7213,compass,0,29,29,24,1,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.1557,474.8374,0.108333376,-0.119444459,1,0,0,0.6798,compass,0,30,30,19,1,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.843,481.2127,0.102777764,0.100925905,1,0,0,0.3674,compass,0,31,31,9,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.2179,488.2193,-0.148148148,-0.162962949,1,0,0,0.9991,compass,0,32,32,26,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.2251,494.6294,-0.140740712,0.122222229,1,0,0,0.4023,compass,0,33,33,1,1,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.635,500.9817,0.140740783,-0.154629672,1,0,0,0.3404,compass,0,34,34,33,1,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.9874,522.7576,space,21.7587,,522.7576,531.7308,right,8.9632,,0,0,0,0,1,block_order/blockA.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.7365,540.8113,-0.148148148,-0.133333347,1,0,0,3.0692,compass,0,0,0,25,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.8172,548.5796,-0.262962977,-0.250925912,1,0,0,1.761,compass,0,1,1,9,1,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.5852,555.0465,0.225000028,-0.247222265,1,0,0,0.4607,compass,0,2,2,16,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.0523,561.6758,0.266666695,-0.286111125,1,0,0,0.6222,compass,0,3,3,13,1,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.6813,569.1275,-0.206481439,0.199074074,1,0,0,1.4357,compass,0,4,4,27,1,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.133,575.5042,-0.252777735,0.250925929,1,0,0,0.3704,compass,0,5,5,34,1,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.5095,584.1133,-0.141666624,-0.092592593,1,0,0,2.602,compass,0,6,6,6,1,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.1192,590.8776,-0.095370328,0.101851852,1,0,0,0.7573,compass,0,7,7,5,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.8828,597.3052,0.091666681,0.085185192,1,0,0,0.4204,compass,0,8,8,12,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.3111,604.0375,-0.119444459,-0.103703746,1,0,0,0.7161,compass,0,9,9,8,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.0429,610.6209,0.180555556,0.171296296,1,0,0,0.5769,compass,0,10,10,24,1,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.6259,617.003,0.19722225,0.193518497,1,0,0,0.3702,compass,0,11,11,3,1,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.0083,625.1723,-0.121296282,-0.108333376,1,0,0,2.1576,compass,0,12,12,23,1,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.1778,632.2716,0.09629631,0.095370363,1,0,0,1.0892,compass,0,13,13,1,1,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.2773,639.2853,0.187962991,0.185185185,1,0,0,1.0059,compass,0,14,14,26,1,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.2912,645.5288,-0.25,0.244444441,1,0,0,0.2359,compass,0,15,15,33,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.5345,652.6672,0.22592594,-0.235185199,1,0,0,1.1308,compass,0,16,16,19,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.6724,659.889,0.229629658,-0.226851852,1,0,0,1.2141,compass,0,17,17,18,1,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.8951,668.2864,0.098148134,-0.100000028,1,0,0,2.3837,compass,0,18,18,21,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.2924,676.9547,0.059259273,-0.075000021,1,0,0,2.6527,compass,0,19,19,7,1,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.9604,683.3301,0.097222222,0.113888882,1,0,0,0.3636,compass,0,20,20,32,1,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.3353,689.8027,0.17777782,0.170370349,1,0,0,0.4636,compass,0,21,21,20,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.8083,697.1627,-0.001851824,-0.000925947,1,0,0,1.3528,compass,0,22,22,4,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.1682,703.5243,-0.154629601,0.151851831,1,0,0,0.3539,compass,0,23,23,0,1,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.5301,713.7151,0.033333319,0.04074072,1,0,0,4.1833,compass,0,24,24,28,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.721,720.0487,0.270370413,0.279629619,1,0,0,0.3256,compass,0,25,25,10,1,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.054,726.3893,-0.244444459,0.263888889,1,0,0,0.3329,compass,0,26,26,15,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.3947,734.3118,0.074999986,0.055555556,1,0,0,1.9147,compass,0,27,27,29,1,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.3177,743.3996,0.050000014,0.051851838,1,0,0,3.0801,compass,0,28,28,14,1,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.4052,749.6153,-0.199074074,0.186111097,1,0,0,0.2081,compass,0,29,29,31,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.6206,756.0185,0.243518547,0.250925929,1,0,0,0.3956,compass,0,30,30,11,1,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0241,762.2898,-0.234259217,0.2462963,1,0,0,0.2638,compass,0,31,31,2,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.2951,771.4682,0.174074102,-0.205555598,1,0,0,3.1708,compass,0,32,32,17,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,964911,001,2024-07-12_16h06.38.750,experiment,2024.1.5,Win32,144.9275362,6100dfd366a4922c166c9a19,6691931c2c63981b064e1f0c,6691b66601f081bdb6eadfa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.4742,777.8291,-0.128703718,0.125925912,1,0,0,0.3536,compass,0,33,33,30,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
