thisRow.t,notes,welcome.started,welcome_text.started,space_to_continue.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009296750009525567,0.015641000005416572,0.015641000005416572,1.1169457500218414,space,1.0742459580069408,None,945099,001,2024-07-12_15h22.06.526,experiment,2024.1.5,None,2024-07-12 15h22.12.139036 -0400,
