welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Hip hop,post_survey.question1.Classical,post_survey.question1.Metal,post_survey.question1.Reggae,post_survey.question1.A cappella,post_survey.question1.Jazz,post_survey.question1.Pop,post_survey.question1.Folk/indie,post_survey.question1.Electronic (EDM),post_survey.question1.R&B,post_survey.question1.Country,post_survey.question1.Latin,post_survey.question1.Alternative rock,post_survey.question1.Classic rock,post_survey.question1.Ambient,post_survey.question1.Disco,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.457,447.023,0.003333333,0,1,0,0,1.565,compass,0,23,23,7,1,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.024,455.108,0.24,0.036666667,1,0,0,2.083,compass,0,24,24,11,1,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.108,461.741,-0.34,0.334444444,1,0,0,0.633,compass,0,25,25,31,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.741,468.376,0.327777778,-0.322222222,1,0,0,0.633,compass,0,26,26,27,1,SoundStimuli/ShapeofYou_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.376,475.56,0.152222222,0.108888889,1,0,0,1.182,compass,0,27,27,15,1,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.56,483.11,0.275555556,0.271111111,1,0,0,1.532,compass,0,28,28,24,1,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.11,489.96,0.297777778,0.306666667,1,0,0,0.85,compass,0,29,29,26,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.96,500.594,0.001111111,0.006666667,1,0,0,4.633,compass,0,30,30,13,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.594,508.261,0.337777778,-0.16,1,0,0,1.667,compass,0,31,31,21,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.262,517.078,0.057777778,-0.201111111,1,0,0,2.816,compass,0,32,32,18,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.079,525.13,0.342222222,-0.34,1,0,0,2.049,compass,0,33,33,33,1,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.13,531.381,-0.195555556,0.02,1,0,0,0.249,compass,0,34,34,25,1,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.381,533.064,space,1.665,,533.064,543.615,right,10.521,,0,0,0,0,1,block_order/blockC.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.624,549.765,0.341111111,-0.337777778,1,0,0,0.135,compass,0,0,0,4,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.765,558.181,-0.077777778,-0.075555556,1,0,0,2.416,compass,0,1,1,33,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.181,564.332,0.315555556,-0.051111111,1,0,0,0.148,compass,0,2,2,5,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.332,570.898,0.296666667,0.037777778,1,0,0,0.565,compass,0,3,3,11,1,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.899,577.499,0.285555556,0.09,1,0,0,0.599,compass,0,4,4,1,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.499,584.3,0.001111111,0.002222222,1,0,0,0.801,compass,0,5,5,14,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.3,590.85,0.276666667,0.153333333,1,0,0,0.549,compass,0,6,6,28,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.85,601.885,-0.041111111,-0.101111111,1,0,0,5.035,compass,0,7,7,25,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.885,608.351,-0.344444444,-0.332222222,1,0,0,0.45,compass,0,8,8,12,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.352,617.003,-0.058888889,-0.001111111,1,0,0,2.65,compass,0,9,9,26,1,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.003,623.453,0.342222222,0.336666667,1,0,0,0.434,compass,0,10,10,22,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.453,632.986,-0.272222222,-0.002222222,1,0,0,3.533,compass,0,11,11,32,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.986,639.553,0.333333333,0.332222222,1,0,0,0.567,compass,0,12,12,2,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.554,649.021,0.32,-0.29,1,0,0,3.467,compass,0,13,13,18,1,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.021,657.389,0.048888889,-0.057777778,1,0,0,2.368,compass,0,14,14,20,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.389,664.522,0.002222222,-0.002222222,1,0,0,1.133,compass,0,15,15,24,1,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.522,671.306,0.291111111,-0.005555556,1,0,0,0.784,compass,0,16,16,30,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.307,678.973,0.29,0.158888889,1,0,0,1.65,compass,0,17,17,27,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.974,686.09,0.05,-0.067777778,1,0,0,1.1,compass,0,18,18,23,1,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.09,692.724,0.337777778,-0.334444444,1,0,0,0.633,compass,0,19,19,21,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.724,700.125,-0.183333333,0.131111111,1,0,0,1.4,compass,0,20,20,7,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.126,710.442,0.26,-0.131111111,1,0,0,4.301,compass,0,21,21,19,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.442,721.325,-0.037777778,0.028888889,1,0,0,4.881,compass,0,22,22,29,1,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.326,729.209,0.337777778,-0.334444444,1,0,0,1.882,compass,0,23,23,13,1,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.21,737.077,-0.338888889,-0.331111111,1,0,0,1.867,compass,0,24,24,15,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.077,747.111,0,0,1,0,0,4.034,compass,0,25,25,31,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.111,754.829,0.332222222,-0.274444444,1,0,0,1.717,compass,0,26,26,34,1,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.829,762.996,0.333333333,-0.338888889,1,0,0,2.167,compass,0,27,27,16,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.997,770.946,-0.043333333,0.045555556,1,0,0,1.932,compass,0,28,28,10,1,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.946,779.58,-0.351111111,0,1,0,0,1.733,compass,0,29,29,0,1,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.581,787.53,-0.063333333,-0.096666667,1,0,0,1.934,compass,0,30,30,6,1,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.531,793.765,0,-0.001111111,1,0,0,0.217,compass,0,31,31,9,1,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
