welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Hip hop,post_survey.question1.Classical,post_survey.question1.Metal,post_survey.question1.Reggae,post_survey.question1.A cappella,post_survey.question1.Jazz,post_survey.question1.Pop,post_survey.question1.Folk/indie,post_survey.question1.Electronic (EDM),post_survey.question1.R&B,post_survey.question1.Country,post_survey.question1.Latin,post_survey.question1.Alternative rock,post_survey.question1.Classic rock,post_survey.question1.Ambient,post_survey.question1.Disco,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.765,800.698,0.151111111,0.041111111,1,0,0,0.917,compass,0,32,32,17,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.699,807.466,0.34,0.343333333,1,0,0,0.751,compass,0,33,33,3,1,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.466,819.666,0.028888889,-0.048888889,1,0,0,6.183,compass,0,34,34,8,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.666,820.833,space,1.152,,820.833,823.133,right,2.282,,0,1,1,1,1,block_order/blockD.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.142,829.951,0.337777778,0.334444444,1,0,0,0.801,compass,0,0,0,24,1,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.951,836.517,-0.335555556,0.333333333,1,0,0,0.566,compass,0,1,1,6,1,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.517,843.151,0.34,-0.34,1,0,0,0.634,compass,0,2,2,33,1,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.151,850.351,0.131111111,0.084444444,1,0,0,1.199,compass,0,3,3,14,1,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.352,856.852,0,0.002222222,1,0,0,0.485,compass,0,4,4,8,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.853,864.771,0.302222222,-0.123333333,1,0,0,1.903,compass,0,5,5,9,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.772,874.653,0.32,0.318888889,1,0,0,3.867,compass,0,6,6,3,1,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.653,883.237,-0.001111111,0.003333333,1,0,0,2.584,compass,0,7,7,31,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.237,891.754,0.326666667,-0.337777778,1,0,0,2.517,compass,0,8,8,10,1,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.755,898.672,0.161111111,0.116666667,1,0,0,0.901,compass,0,9,9,30,1,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.672,905.339,0.338888889,-0.334444444,1,0,0,0.651,compass,0,10,10,2,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.339,914.189,-0.002222222,-0.004444444,1,0,0,2.85,compass,0,11,11,19,1,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.189,920.789,0.337777778,-0.333333333,1,0,0,0.6,compass,0,12,12,32,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.79,929.44,0.333333333,-0.341111111,1,0,0,2.633,compass,0,13,13,15,1,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.44,937.974,0.001111111,-0.002222222,1,0,0,2.534,compass,0,14,14,20,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.975,944.675,0.332222222,0.335555556,1,0,0,0.683,compass,0,15,15,18,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.675,951.858,0.336666667,-0.335555556,1,0,0,1.167,compass,0,16,16,26,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.859,961.493,0.18,0.197777778,1,0,0,3.618,compass,0,17,17,16,1,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.493,968.493,0.294444444,0.288888889,1,0,0,1,compass,0,18,18,7,1,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968.493,983.01,0.333333333,0.334444444,1,0,0,8.517,compass,0,19,19,25,1,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.01,990.777,0.336666667,0.341111111,1,0,0,1.767,compass,0,20,20,4,1,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.777,997.628,0.198888889,-0.197777778,1,0,0,0.85,compass,0,21,21,28,1,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.628,1003.778,0.007777778,-0.005555556,1,0,0,0.15,compass,0,22,22,11,1,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.779,1009.879,0.007777778,-0.004444444,1,0,0,0.083,compass,0,23,23,34,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.879,1017.647,0.338888889,0.341111111,1,0,0,1.766,compass,0,24,24,5,1,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.647,1025.647,0.342222222,0.343333333,1,0,0,1.985,compass,0,25,25,27,1,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.647,1032.847,0.067777778,-0.318888889,1,0,0,1.183,compass,0,26,26,13,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.847,1042.648,0.338888889,0.338888889,1,0,0,3.785,compass,0,27,27,0,1,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.648,1053.549,0,0.002222222,1,0,0,4.885,compass,0,28,28,23,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.549,1060.616,-0.342222222,-0.338888889,1,0,0,1.067,compass,0,29,29,12,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.616,1069.901,0.05,0.051111111,1,0,0,3.268,compass,0,30,30,21,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.901,1076.917,0.297777778,0.3,1,0,0,1.001,compass,0,31,31,29,1,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.917,1086.117,0.306666667,0.311111111,1,0,0,3.2,compass,0,32,32,1,1,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.117,1094.285,0.311111111,0.334444444,1,0,0,2.168,compass,0,33,33,17,1,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.286,1100.552,0.328888889,0.321111111,1,0,0,0.251,compass,0,34,34,22,1,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.552,1102.151,space,1.582,,1102.151,1103.818,right,1.652,,0,2,2,2,1,block_order/blockA.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.824,1116.869,0.253333333,0.181111111,1,0,0,7.033,compass,0,0,0,2,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.869,1123.386,-0.344444444,-0.003333333,1,0,0,0.517,compass,0,1,1,26,1,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.387,1130.087,-0.001111111,0.003333333,1,0,0,0.684,compass,0,2,2,21,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.088,1137.003,0.104444444,0.006666667,1,0,0,0.899,compass,0,3,3,20,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775216,001,2024-07-12_16h54.22.745,experiment,2024.1.5,MacIntel,62.5,660c14efb98166fe9a990e1e,6691931c2c63981b064e1f0c,6691b135edd2622f923b0f9e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.004,1146.522,0.141111111,0.078888889,1,0,0,3.518,compass,0,4,4,3,1,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
