welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Folk/indie,post_survey.question1.Classic rock,post_survey.question1.Alternative rock,post_survey.question1.Ambient,post_survey.question1.Pop,post_survey.question1.A cappella,post_survey.question1.Country,post_survey.question1.Metal,post_survey.question1.Latin,post_survey.question1.Hip hop,post_survey.question1.Classical,post_survey.question1.R&B,post_survey.question1.Disco,post_survey.question1.Reggae,post_survey.question1.Jazz,post_survey.question1.Electronic (EDM),post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.867,445.1792,0.056402895,0.005323715,1,0,0,2.3006,compass,0,28,28,2,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.185,453.577,-0.24287768,0.31496402,1,0,0,2.3836,compass,0,29,29,9,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.5826,462.8438,-0.004604334,0.281582686,1,0,0,3.248,compass,0,30,30,20,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.8495,470.7601,0.322302158,0.321870499,1,0,0,1.8975,compass,0,31,31,19,1,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.7651,479.0269,0.309640305,0.00647482,1,0,0,2.2499,compass,0,32,32,13,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0331,487.7112,0.098992788,-0.005035971,1,0,0,2.6648,compass,0,33,33,30,1,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.7169,494.527,0.260143867,0.339136686,1,0,0,0.8,compass,0,34,34,15,1,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.5329,496.7436,space,2.1951,0.0002,496.7436,554.4443,right,57.6676,,0,0,0,0,1,block_order/blockC.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.4504,563.5775,-0.002777735,-0.14907406,1,0,0,3.117,compass,0,0,0,18,1,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.5834,570.0769,0.324074074,0.320370374,1,0,0,0.4829,compass,0,1,1,3,1,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.0824,578.9107,-0.268518519,0.199999986,1,0,0,2.8165,compass,0,2,2,0,1,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.9254,587.9944,-0.283333319,0.14444443,1,0,0,3.0665,compass,0,3,3,31,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.0039,596.794,-0.115740741,0.058333326,1,0,0,2.7833,compass,0,4,4,20,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.8026,603.9276,-0.299999979,0.318518515,1,0,0,1.1132,compass,0,5,5,11,1,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.9421,610.8107,-0.339814822,-0.183333362,1,0,0,0.8664,compass,0,6,6,30,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.819,622.4775,-0.121296282,0.13703703,1,0,0,5.6494,compass,0,7,7,14,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.4867,629.9941,-0.238888847,-0.044444437,1,0,0,1.4973,compass,0,8,8,4,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0038,636.4279,0.273148148,0.229629623,1,0,0,0.414,compass,0,9,9,28,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.4285,644.9943,0.313888974,-0.262037065,1,0,0,2.5637,compass,0,10,10,13,1,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0032,651.6304,-0.342592593,-0.261111153,1,0,0,0.6195,compass,0,11,11,12,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.6388,661.6943,-0.182407379,0.00462963,1,0,0,4.047,compass,0,12,12,32,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.7036,669.511,-0.187962921,0.175925926,1,0,0,1.8002,compass,0,13,13,34,1,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5206,676.6608,-0.324999986,-0.08888891,1,0,0,1.13,compass,0,14,14,6,1,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.6699,684.3442,-0.199074074,0.105555534,1,0,0,1.6634,compass,0,15,15,7,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.3538,690.7776,0.318518603,0.312962956,1,0,0,0.414,compass,0,16,16,26,1,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.7869,699.378,-0.240740741,0.083333333,1,0,0,2.5837,compass,0,17,17,9,1,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.387,710.2447,0.203703704,0.239814811,1,0,0,4.8498,compass,0,18,18,1,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.2545,717.0941,0.001851894,0.087037016,1,0,0,0.8302,compass,0,19,19,24,1,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.103,726.5944,0.232407393,-0.170370384,1,0,0,3.4834,compass,0,20,20,19,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.6036,736.5971,-0.297222208,0.269444448,1,0,0,3.9863,compass,0,21,21,33,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.6072,744.0945,-0.205555527,0.175925926,1,0,0,1.4807,compass,0,22,22,5,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.1048,752.761,0.316666638,0.185185185,1,0,0,2.65,compass,0,23,23,27,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.7695,759.9278,0.202777792,-0.005555577,1,0,0,1.147,compass,0,24,24,23,1,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.9367,766.3442,0.324074074,0.333333333,1,0,0,0.4,compass,0,25,25,17,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.3531,773.0277,-0.193518533,-0.235185199,1,0,0,0.664,compass,0,26,26,21,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.0366,780.161,0.116666653,0.289814808,1,0,0,1.1139,compass,0,27,27,10,1,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.1695,786.8278,0.343518575,0.345370363,1,0,0,0.6498,compass,0,28,28,22,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.8368,795.3611,-0.298148155,0.001851859,1,0,0,2.5137,compass,0,29,29,8,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.3702,803.1444,-0.243518476,0.274999989,1,0,0,1.7636,compass,0,30,30,2,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.1528,810.3944,-0.304629608,-0.25462963,1,0,0,1.2334,compass,0,31,31,16,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.4037,817.311,-0.287037037,0.130555541,1,0,0,0.9,compass,0,32,32,29,1,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.3194,824.8109,-0.219444416,0.000925912,1,0,0,1.4804,compass,0,33,33,15,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.8196,833.2948,0.251851894,-0.207407422,1,0,0,2.4645,compass,0,34,34,25,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.3045,1000.8447,space,167.523,,1000.8449,1005.5619,right,4.6848,,0,1,1,1,1,block_order/blockD.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
