welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Folk/indie,post_survey.question1.Classic rock,post_survey.question1.Alternative rock,post_survey.question1.Ambient,post_survey.question1.Pop,post_survey.question1.A cappella,post_survey.question1.Country,post_survey.question1.Metal,post_survey.question1.Latin,post_survey.question1.Hip hop,post_survey.question1.Classical,post_survey.question1.R&B,post_survey.question1.Disco,post_survey.question1.Reggae,post_survey.question1.Jazz,post_survey.question1.Electronic (EDM),post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.2669,1342.878,0.006481524,0.302777767,1,0,0,0.5975,compass,0,8,8,15,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342.8833,1349.0952,-0.139814801,-0.001851859,1,0,0,0.1977,compass,0,9,9,4,1,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.1011,1357.3122,0.238888917,-0.173148191,1,0,0,2.199,compass,0,10,10,17,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.3183,1366.6447,-0.002777735,-0.261111153,1,0,0,3.3164,compass,0,11,11,8,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.6505,1373.9783,0.210185228,0.148148148,1,0,0,1.3139,compass,0,12,12,7,1,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373.9835,1383.2285,0.138888889,-0.24537037,1,0,0,3.2315,compass,0,13,13,13,1,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.2346,1392.3782,-0.328703704,0.197222215,1,0,0,3.1311,compass,0,14,14,30,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.3831,1399.5451,-0.316666674,0.318518515,1,0,0,1.148,compass,0,15,15,2,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.5517,1406.7801,-0.329629616,0.095370363,1,0,0,1.218,compass,0,16,16,6,1,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.7857,1413.3617,0.174074102,0.062037044,1,0,0,0.5639,compass,0,17,17,0,1,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.3671,1420.3952,0.295370384,-0.291666667,1,0,0,1.015,compass,0,18,18,28,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.4005,1427.1621,0.147222236,0.290740737,1,0,0,0.7486,compass,0,19,19,26,1,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.1691,1434.9283,0.270370413,0.308333326,1,0,0,1.7478,compass,0,20,20,3,1,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.934,1442.6781,0.336111139,0.234259252,1,0,0,1.733,compass,0,21,21,27,1,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1442.6833,1449.7957,0.263888889,0.008333312,1,0,0,1.0984,compass,0,22,22,23,1,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449.8006,1456.0949,0.294444473,0.274074078,1,0,0,0.2828,compass,0,23,23,34,1,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.1004,1464.0124,-0.324999986,-0.204629616,1,0,0,1.8982,compass,0,24,24,18,1,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.018,1471.2449,0.141666695,0.105555534,1,0,0,1.2161,compass,0,25,25,14,1,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.2503,1478.3456,0.247222265,-0.185185185,1,0,0,1.0841,compass,0,26,26,19,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.3512,1485.5117,-0.000925912,0.285185178,1,0,0,1.1503,compass,0,27,27,20,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.5172,1492.1952,0.294444473,0.346296293,1,0,0,0.6665,compass,0,28,28,10,1,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492.2014,1500.595,0.270370413,-0.00462963,1,0,0,2.3831,compass,0,29,29,25,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.6008,1507.1949,-0.001851824,0.287037037,1,0,0,0.5832,compass,0,30,30,32,1,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.2003,1513.6618,-0.332407386,0.325000004,1,0,0,0.4477,compass,0,31,31,11,1,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.667,1521.495,0.238888917,0.290740737,1,0,0,1.8166,compass,0,32,32,24,1,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.5005,1527.9284,0.342592593,0.341666663,1,0,0,0.4164,compass,0,33,33,22,1,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.9344,1534.7617,-0.231481481,-0.20185188,1,0,0,0.8151,compass,0,34,34,21,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.7672,1534.7672,,,,1534.7672,1534.7672,,,,0,3,3,3,1,block_order/blockB.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Item 3,I learned piano from my grandmother starting at age 6-13 on and off when I'd come see her. Guitar in school around ages 11-12. I have a guitar and still practice here and thee.,Item 3,"Radio, spotify, youtube",4,4,cooking and cleaning and getting ready for the day. Also driving in the car.,Often,Often,Often,Unsure,Often,Sometimes,Often,Sometimes,Unsure,Often,Rarely,Often,Rarely,Often,Rarely,Often,rock,country,pop,I used to listen to rap more and no country too much but now I listen to a lot more country and less rap.,I have a few different radio stations I like to listen to with all different types of music that I'm feeling for that day.,0,0,0,0,1,,
,,,,,948793,001,2024-07-12_19h36.01.646,experiment,2024.1.5,Win32,60.24096386,57e4d48d6c447e000116b22a,6691931c2c63981b064e1f0c,6691bd49f05f8af21da73491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868.0592,1870.5456
