welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Country,post_survey.question1.Alternative rock,post_survey.question1.Folk/indie,post_survey.question1.Jazz,post_survey.question1.Latin,post_survey.question1.Classical,post_survey.question1.Metal,post_survey.question1.A cappella,post_survey.question1.Hip hop,post_survey.question1.Reggae,post_survey.question1.R&B,post_survey.question1.Classic rock,post_survey.question1.Electronic (EDM),post_survey.question1.Disco,post_survey.question1.Pop,post_survey.question1.Ambient,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.143,570.009,-0.108928571,-0.160714286,1,0,0,2.833,compass,0,26,26,2,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.009,576.41,0.166071429,0.240178571,1,0,0,0.4,compass,0,27,27,20,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.41,583.843,0.055357143,-0.244642857,1,0,0,1.401,compass,0,28,28,33,1,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.843,591.676,-0.192857143,-0.186607143,1,0,0,1.832,compass,0,29,29,30,1,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.676,598.409,0.166964286,0.179464286,1,0,0,0.733,compass,0,30,30,15,1,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.409,607.41,-0.120535714,0.044642857,1,0,0,2.999,compass,0,31,31,23,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.41,614.342,0.176785714,0.199107143,1,0,0,0.932,compass,0,32,32,24,1,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.343,621.41,0.072321429,-0.133928571,1,0,0,1.067,compass,0,33,33,9,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.41,629.077,0.141964286,0.047321429,1,0,0,1.633,compass,0,34,34,11,1,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.077,653.51,space,24.367,,653.51,665.21,right,11.62,,0,0,0,0,1,block_order/blockC.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.22,671.944,0.116071429,-0.052678571,1,0,0,0.701,compass,0,0,0,9,1,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.944,678.843,0.116071429,-0.052678571,1,0,0,0.867,compass,0,1,1,25,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.844,686.71,-0.066071429,-0.116964286,1,0,0,1.833,compass,0,2,2,24,1,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.711,695.011,0.117857143,-0.021428571,1,0,0,2.268,compass,0,3,3,30,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.011,702.01,0.119642857,-0.049107143,1,0,0,0.966,compass,0,4,4,34,1,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.011,708.977,0.140178571,0.15,1,0,0,0.934,compass,0,5,5,22,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.977,715.777,0.109821429,0.135714286,1,0,0,0.8,compass,0,6,6,28,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.777,723.444,0.075892857,-0.094642857,1,0,0,1.634,compass,0,7,7,14,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.444,729.844,0.147321429,0.092857143,1,0,0,0.4,compass,0,8,8,20,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.844,736.677,0.142857143,0.06875,1,0,0,0.833,compass,0,9,9,11,1,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.677,744.744,-0.082142857,-0.158035714,1,0,0,2.067,compass,0,10,10,16,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.744,752.611,-0.103571429,0.074107143,1,0,0,1.866,compass,0,11,11,15,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.611,759.277,0.104464286,-0.145535714,1,0,0,0.665,compass,0,12,12,18,1,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.277,766.11,0.103571429,-0.141964286,1,0,0,0.833,compass,0,13,13,8,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.11,773.544,0.103571429,-0.141071429,1,0,0,1.434,compass,0,14,14,29,1,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.544,780.744,0.103571429,-0.141071429,1,0,0,1.2,compass,0,15,15,12,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.745,787.544,0.103571429,-0.140178571,1,0,0,0.767,compass,0,16,16,4,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.544,795.477,0.105357143,0.064285714,1,0,0,1.933,compass,0,17,17,31,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.477,802.21,0.11875,-0.176785714,1,0,0,0.733,compass,0,18,18,21,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.21,808.577,0.120535714,0.151785714,1,0,0,0.367,compass,0,19,19,17,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.577,816.144,0.091964286,0.088392857,1,0,0,1.566,compass,0,20,20,3,1,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.145,822.844,0.122321429,0.129464286,1,0,0,0.666,compass,0,21,21,5,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.844,829.511,0.115178571,0.088392857,1,0,0,0.667,compass,0,22,22,1,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.511,836.177,0.114285714,0.089285714,1,0,0,0.633,compass,0,23,23,0,1,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.177,843.344,-0.123214286,0.128571429,1,0,0,1.165,compass,0,24,24,7,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.344,850.411,0.117857143,0.16875,1,0,0,1.066,compass,0,25,25,10,1,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.411,857.178,0.073214286,0.132142857,1,0,0,0.767,compass,0,26,26,27,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.178,863.611,-0.157142857,-0.103571429,1,0,0,0.433,compass,0,27,27,6,1,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.612,870.078,-0.133035714,-0.125,1,0,0,0.433,compass,0,28,28,32,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.078,876.845,0.108035714,0.063392857,1,0,0,0.767,compass,0,29,29,2,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.845,883.745,0.110714286,-0.126785714,1,0,0,0.9,compass,0,30,30,19,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.745,891.578,0.094642857,-0.13125,1,0,0,1.833,compass,0,31,31,13,1,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.579,900.778,0.104464286,0.116071429,1,0,0,3.167,compass,0,32,32,26,1,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.778,907.345,-0.101785714,-0.063392857,1,0,0,0.567,compass,0,33,33,23,1,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,888007,001,2024-07-12_18h51.45.908,experiment,2024.1.5,MacIntel,30.3030303,5ea63ad9c8854764e110b128,6691931c2c63981b064e1f0c,6691b34ca8d561924cf6513a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.345,914.612,0.107142857,-0.05,1,0,0,1.233,compass,0,34,34,33,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
