welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.listen_time,post_survey.music_making,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Disco,post_survey.question1.Pop,post_survey.question1.Classic rock,post_survey.question1.Jazz,post_survey.question1.Ambient,post_survey.question1.Electronic (EDM),post_survey.question1.Alternative rock,post_survey.question1.Country,post_survey.question1.R&B,post_survey.question1.A cappella,post_survey.question1.Folk/indie,post_survey.question1.Reggae,post_survey.question1.Latin,post_survey.question1.Hip hop,post_survey.question1.Metal,post_survey.question1.Classical,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.5819,469.3944,-0.167592593,0.17962963,1,0,0,1.8001,compass,0,26,26,15,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.3988,478.3111,-0.184259259,0.001851852,1,0,0,2.9001,compass,0,27,27,12,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.3161,485.2445,0.210185185,0.224074074,1,0,0,0.9168,compass,0,28,28,26,1,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.249,494.4613,0.193518519,-0.176851852,1,0,0,3.2003,compass,0,29,29,8,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.4659,501.7614,0.3,-0.312962963,1,0,0,1.2836,compass,0,30,30,25,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.766,511.5447,0.339814815,0,1,0,0,3.7666,compass,0,31,31,22,1,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.5494,519.928,0.339814815,0.043518519,1,0,0,2.3667,compass,0,32,32,3,1,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.9325,529.0951,0.226851852,-0.325925926,1,0,0,3.15,compass,0,33,33,16,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0999,538.1118,0.338888889,-0.113888889,1,0,0,3.0001,compass,0,34,34,1,1,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.1164,544.0328,space,5.8982,,544.0329,550.4957,right,6.4533,,0,0,0,0,1,block_order/blockB.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.5062,559.9954,0.072222222,0.287962963,1,0,0,3.4834,compass,0,0,0,4,1,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,566.6954,-0.27962963,0.237037037,1,0,0,0.6837,compass,0,1,1,23,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.6999,574.1121,0.236111111,0.327777778,1,0,0,1.4001,compass,0,2,2,21,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.1173,581.0955,0.300925926,0.3,1,0,0,0.9667,compass,0,3,3,14,1,SoundStimuli/BlindingLights_TheWeeknd_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0999,589.0957,-0.298148148,-0.02037037,1,0,0,1.9834,compass,0,4,4,7,1,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.1001,598.0623,0.225925926,-0.072222222,1,0,0,2.9501,compass,0,5,5,6,1,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.0668,606.4957,-0.137962963,0.213888889,1,0,0,2.4166,compass,0,6,6,25,1,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.5001,613.5959,-0.252777778,-0.241666667,1,0,0,1.0834,compass,0,7,7,5,1,SoundStimuli/MyGirl_TheTemptations_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.6003,623.5959,0.067592593,-0.049074074,1,0,0,3.9832,compass,0,8,8,0,1,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.6006,632.5961,-0.091666667,-0.24537037,1,0,0,2.9835,compass,0,9,9,34,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.6011,643.3461,0.25462963,-0.268518519,1,0,0,4.7334,compass,0,10,10,9,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.3506,652.8631,0.205555556,-0.218518519,1,0,0,3.5001,compass,0,11,11,17,1,SoundStimuli/Fallin_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.8677,662.2963,0.338888889,0.006481481,1,0,0,3.4168,compass,0,12,12,30,1,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.3011,672.2631,-0.113888889,-0.00462963,1,0,0,3.9501,compass,0,13,13,1,1,SoundStimuli/Stronger_KanyeWest_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.2681,680.3966,0.341666667,0.190740741,1,0,0,2.1167,compass,0,14,14,20,1,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.4012,693.1799,-0.000925926,0.113888889,1,0,0,6.7668,compass,0,15,15,3,1,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.1848,701.6634,-0.167592593,-0.327777778,1,0,0,2.4668,compass,0,16,16,33,1,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.6678,711.2801,0.051851852,-0.305555556,1,0,0,3.6,compass,0,17,17,13,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.2846,718.3804,0,0.260185185,1,0,0,1.0835,compass,0,18,18,15,1,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.3848,730.6304,-0.003703704,0.263888889,1,0,0,6.2335,compass,0,19,19,16,1,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.6348,738.4137,-0.001851852,-0.176851852,1,0,0,1.7665,compass,0,20,20,22,1,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.418,749.664,-0.312962963,-0.197222222,1,0,0,5.2335,compass,0,21,21,29,1,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.6689,760.314,-0.111111111,0,1,0,0,4.6333,compass,0,22,22,28,1,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.3187,770.2142,-0.080555556,-0.05462963,1,0,0,3.8835,compass,0,23,23,2,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.2187,778.7474,0.137037037,0.130555556,1,0,0,2.5166,compass,0,24,24,8,1,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.7519,788.5311,0.246296296,0.207407407,1,0,0,3.7669,compass,0,25,25,32,1,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.5356,795.5144,0.341666667,0.341666667,1,0,0,0.9669,compass,0,26,26,26,1,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.5191,804.6643,0.175925926,-0.311111111,1,0,0,3.1333,compass,0,27,27,12,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.6689,815.6645,-0.040740741,-0.334259259,1,0,0,4.9834,compass,0,28,28,10,1,SoundStimuli/BadDay_DanielPowter_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.6692,823.5147,0.290740741,0.325925926,1,0,0,1.8334,compass,0,29,29,24,1,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.5192,831.9812,0.334259259,0.043518519,1,0,0,2.4499,compass,0,30,30,31,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.9858,843.715,-0.275925926,-0.333333333,1,0,0,5.7167,compass,0,31,31,18,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.7199,858.0317,0.016666667,-0.25,1,0,0,8.3,compass,0,32,32,27,1,SoundStimuli/ShapeofYou_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.0365,866.1818,0.162962963,-0.001851852,1,0,0,2.1334,compass,0,33,33,11,1,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,614933,001,2024-07-12_19h33.02.080,experiment,2024.1.5,Win32,59.88023952,6333dafae0a6b172dd2bd2af,6691931c2c63981b064e1f0c,6691bd0df74762198a268168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.1862,875.7319,0.249074074,-0.199074074,1,0,0,3.5335,compass,0,34,34,19,1,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
