welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.A cappella,post_survey.question1.Classical,post_survey.question1.Ambient,post_survey.question1.Metal,post_survey.question1.Latin,post_survey.question1.Country,post_survey.question1.Folk/indie,post_survey.question1.Electronic (EDM),post_survey.question1.Jazz,post_survey.question1.Alternative rock,post_survey.question1.Reggae,post_survey.question1.Pop,post_survey.question1.R&B,post_survey.question1.Classic rock,post_survey.question1.Hip hop,post_survey.question1.Disco,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.5989,579.7822,-0.23046875,0.23046875,1,0,0,1.166,compass,0,26,26,32,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.7915,587.8573,-0.192708333,-0.213541667,1,0,0,2.065,compass,0,27,27,31,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.8665,599.2915,0.2109375,-0.134114583,1,0,0,5.4239,compass,0,28,28,15,1,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.3,615.9132,-0.157552083,-0.108072917,1,0,0,10.607,compass,0,29,29,25,1,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.9233,622.4234,0.221354167,-0.223958333,1,0,0,0.4838,compass,0,30,30,5,1,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.4321,629.295,0.201822917,0.186197917,1,0,0,0.8443,compass,0,31,31,27,1,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.3036,637.7366,0.178385417,-0.184895833,1,0,0,2.431,compass,0,32,32,26,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.7462,646.7612,0.209635417,0.16015625,1,0,0,3.01,compass,0,33,33,29,1,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.7702,654.9028,0.19140625,0.26953125,1,0,0,2.1267,compass,0,34,34,6,1,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.9038,658.7156,space,3.7829,,658.7158,677.4194,right,18.6821,,0,0,0,0,1,block_order/blockA.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.4397,691.4545,-0.127604167,-0.196614583,1,0,0,8.0077,compass,0,0,0,16,1,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.4633,710.8517,-0.208333333,0.19921875,1,0,0,13.3701,compass,0,1,1,1,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.8607,719.0387,-0.154947917,-0.127604167,1,0,0,2.1761,compass,0,2,2,7,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0481,731.6646,-0.127604167,-0.184895833,1,0,0,6.6107,compass,0,3,3,24,1,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.6733,739.5348,-0.138020833,-0.169270833,1,0,0,1.8437,compass,0,4,4,34,1,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5435,746.1333,0.157552083,0.140625,1,0,0,0.5825,compass,0,5,5,26,1,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.1423,758.721,-0.13671875,0.122395833,1,0,0,6.5605,compass,0,6,6,32,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.7302,771.2581,-0.200520833,0.180989583,1,0,0,6.5274,compass,0,7,7,12,1,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.267,781.5099,0.182291667,-0.23828125,1,0,0,4.2251,compass,0,8,8,8,1,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.519,803.1433,-0.165364583,-0.119791667,1,0,0,15.6186,compass,0,9,9,30,1,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.1525,810.1692,-0.115885417,-0.100260417,1,0,0,1.0157,compass,0,10,10,21,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.1777,816.6581,-0.140625,-0.188802083,1,0,0,0.4783,compass,0,11,11,6,1,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.6667,825.3331,-0.151041667,-0.130208333,1,0,0,2.6641,compass,0,12,12,29,1,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.3424,834.141,-0.157552083,0.143229167,1,0,0,2.7931,compass,0,13,13,33,1,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.1505,842.1997,-0.178385417,0.188802083,1,0,0,2.0478,compass,0,14,14,14,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.2097,851.8956,-0.178385417,0.188802083,1,0,0,3.6645,compass,0,15,15,0,1,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.9047,861.6684,0.188802083,-0.14453125,1,0,0,3.7471,compass,0,16,16,11,1,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.6776,868.2952,0.234375,0.223958333,1,0,0,0.5999,compass,0,17,17,13,1,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.304,877.0688,-0.154947917,0.217447917,1,0,0,2.7473,compass,0,18,18,9,1,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.0782,883.8626,0.317708333,0.30859375,1,0,0,0.7663,compass,0,19,19,22,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.8712,893.1158,-0.078125,-0.10546875,1,0,0,3.2429,compass,0,20,20,15,1,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.1252,899.4432,0.278645833,0.287760417,1,0,0,0.3127,compass,0,21,21,17,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.4517,906.0192,0.278645833,0.287760417,1,0,0,0.5619,compass,0,22,22,28,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.0278,914.3827,0.161458333,0.19140625,1,0,0,2.3479,compass,0,23,23,20,1,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.3916,921.8581,0.1171875,0.140625,1,0,0,1.4488,compass,0,24,24,31,1,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.8674,929.2678,0.138020833,-0.22265625,1,0,0,1.3832,compass,0,25,25,25,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.2765,936.0276,-0.1953125,0.14453125,1,0,0,0.75,compass,0,26,26,2,1,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.0369,953.1561,-0.096354167,-0.088541667,1,0,0,11.118,compass,0,27,27,27,1,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.1661,962.6856,-0.076822917,-0.0859375,1,0,0,3.5187,compass,0,28,28,4,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.6946,971.138,-0.1796875,0.111979167,1,0,0,2.4268,compass,0,29,29,5,1,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.1477,979.9791,0.140625,-0.2109375,1,0,0,2.8267,compass,0,30,30,18,1,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.9886,988.3587,0.127604167,-0.223958333,1,0,0,2.3647,compass,0,31,31,19,1,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.368,995.2303,0.14453125,0.165364583,1,0,0,0.8445,compass,0,32,32,10,1,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.239,1001.5623,0.17578125,-0.221354167,1,0,0,0.317,compass,0,33,33,23,1,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,039938,001,2024-07-12_18h37.41.995,experiment,2024.1.5,Win32,60.06006006,6648bb202df5a337b816e22a,6691931c2c63981b064e1f0c,6691b017573e8f0890449c6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.5708,1008.039,0.3046875,0.294270833,1,0,0,0.467,compass,0,34,34,3,1,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
