welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.R&B,post_survey.question1.Pop,post_survey.question1.Hip hop,post_survey.question1.Classic rock,post_survey.question1.Latin,post_survey.question1.Folk/indie,post_survey.question1.Metal,post_survey.question1.Reggae,post_survey.question1.Classical,post_survey.question1.Electronic (EDM),post_survey.question1.Disco,post_survey.question1.Country,post_survey.question1.Jazz,post_survey.question1.Ambient,post_survey.question1.Alternative rock,post_survey.question1.A cappella,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.7711,941.2657,0.164842453,-0.123620338,1,0,0,1.2494,compass,0,29,29,32,1,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.2762,951.3683,-0.180074883,0.074358139,1,0,0,3.7401,compass,0,30,30,7,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.3769,964.8034,-0.136520996,0.049733925,1,0,0,7.0448,compass,0,31,31,0,1,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.8131,973.5178,-0.038888702,-0.147942352,1,0,0,2.669,compass,0,32,32,4,1,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.527,985.7343,-0.048338623,-0.187014313,1,0,0,6.1476,compass,0,33,33,24,1,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.7434,997.7876,0.12824028,0.074694061,1,0,0,5.7137,compass,0,34,34,11,1,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.7969,1000.724,space,2.5525,,1000.724,1006.0853,right,4.9937,0,0,0,0,0,1,block_order/blockD.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006.1005,1012.7637,-0.098260803,-0.129616127,1,0,0,0.4295,compass,0,0,0,2,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.7727,1025.2605,0.115549774,0.029060211,1,0,0,6.1009,compass,0,1,1,9,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.2716,1033.8557,0.141530914,0.048462448,1,0,0,2.2695,compass,0,2,2,30,1,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.8645,1049.0065,0.001508179,0.001243057,1,0,0,8.8421,compass,0,3,3,31,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.0148,1057.7851,0.213532333,-0.019687958,1,0,0,2.5691,compass,0,4,4,23,1,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.7937,1066.7619,-0.051989594,-0.138261528,1,0,0,2.7817,compass,0,5,5,11,1,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.7708,1077.1732,-0.052572708,-0.138261528,1,0,0,4.1738,compass,0,6,6,26,1,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.1823,1088.1112,0.002855225,0.003858376,1,0,0,4.6235,compass,0,7,7,4,1,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.1208,1101.5133,0.001724014,-0.001373253,1,0,0,7.2139,compass,0,8,8,15,1,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.5222,1109.5472,0.034660492,-0.047744675,1,0,0,1.7797,compass,0,9,9,27,1,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.556,1117.8004,0.092808151,0.059531517,1,0,0,2.002,compass,0,10,10,12,1,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.809,1125.335,-0.026889801,-0.061628685,1,0,0,1.4089,compass,0,11,11,29,1,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.3437,1136.0775,-0.080537033,-0.02185955,1,0,0,4.6604,compass,0,12,12,13,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.086,1143.2171,-0.0505159,-0.029930038,1,0,0,0.8357,compass,0,13,13,25,1,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143.2258,1151.1789,0.073813095,0.050944901,1,0,0,1.9403,compass,0,14,14,32,1,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151.1885,1160.0856,0.121809311,-0.061339493,1,0,0,2.8126,compass,0,15,15,0,1,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0941,1175.0871,0.106580353,0.066158028,1,0,0,8.5926,compass,0,16,16,22,1,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.0966,1183.9991,0.108347244,0.059492455,1,0,0,2.519,compass,0,17,17,21,1,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.0078,1191.3935,-0.000409546,-0.000521202,1,0,0,1.1406,compass,0,18,18,20,1,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.4021,1208.3628,0.00144249,-0.001892319,1,0,0,10.7297,compass,0,19,19,6,1,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.3719,1217.3505,0.068200378,0.07048317,1,0,0,2.6936,compass,0,20,20,1,1,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.3591,1241.0349,0.115315781,0.111238594,1,0,0,17.3086,compass,0,21,21,18,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.0439,1247.521,-0.120600204,0.094925041,1,0,0,0.3923,compass,0,22,22,17,1,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247.5295,1254.5994,-0.07223114,-0.094082985,1,0,0,0.8119,compass,0,23,23,5,1,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.6089,1266.5048,0.002028275,-0.000980682,1,0,0,5.556,compass,0,24,24,16,1,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.5142,1277.3918,-0.043862686,-0.104149933,1,0,0,4.6865,compass,0,25,25,10,1,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.401,1286.1646,0.060720749,-0.10838974,1,0,0,2.3659,compass,0,26,26,19,1,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286.174,1294.1546,-0.000456543,-0.001613083,1,0,0,1.7239,compass,0,27,27,33,1,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.1631,1304.8721,0.045466766,-0.053776131,1,0,0,4.4206,compass,0,28,28,34,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.8819,1317.7473,-0.126560059,-0.118563385,1,0,0,6.5241,compass,0,29,29,8,1,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.7564,1326.8922,0.272675629,0.300072823,1,0,0,1.9603,compass,0,30,30,3,1,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.9015,1335.0337,-0.16590992,0.218780499,1,0,0,2.0055,compass,0,31,31,7,1,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.0429,1341.7529,0.179830017,0.212983913,1,0,0,0.4558,compass,0,32,32,28,1,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341.7614,1348.4917,-0.001056824,0.00396759,1,0,0,0.3683,compass,0,33,33,14,1,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.5005,1355.1839,0.26118866,0.259764748,1,0,0,0.3539,compass,0,34,34,24,1,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.184,1358.6219,space,3.0582,9.99999E-05,1358.6219,1361.1357,right,2.1744,,0,1,1,1,1,block_order/blockA.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,673889,001,2024-07-12_18h08.21.945,experiment,2024.1.5,MacIntel,3.52858151,5b967e547840dc0001e3392f,6691931c2c63981b064e1f0c,6691b71f36bed8eb2b8fdb44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.151,1368.269,0.158880005,0.123001137,1,0,0,0.7924,compass,0,0,0,14,1,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
