song_id,mean_sim,rms_difference,spectral_bandwidth_difference,spectral_centroid_difference,spectral_contrast_difference,spectral_flatness_difference,spectral_rolloff_difference,zero_crossing_rate_difference,mfccs_offset_difference,mfcc1_difference,mfcc2_difference,mfcc3_difference,mfcc4_difference,mfcc5_difference,mfcc6_difference,mfcc7_difference,mfcc8_difference,mfcc9_difference,mfcc10_difference,mfcc11_difference,mfcc12_difference,tempo_difference,key_difference,treble_difference,tbb_difference,voice_type_difference,mean_valence_difference,mean_arousal_difference
2008_2,-0.48713907087006314,1.539879316829849,-0.8147877352298631,0.07085118269960378,0.9171880501803649,-1.1185094066264292,-0.5860620155470306,0.5653042298271326,1.0545924061665453,-0.14500098719983034,-1.9844333790028237,-0.152240398196815,0.43992137497526596,0.18924137079214343,0.34507716884634654,0.65489114422455,0.5941446904306569,1.9270075988099624,1.0534793442315777,0.9296277200432653,1.6033924947345075,-0.3842365418975673,-1.2942335664563767,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,0.02758036435653055,1.5677406237497507
2008_3,-1.4718214032923875,2.6391285275718417,-2.093736739216445,-1.8345000128156266,1.558367967053831,-2.2902095805247598,-2.2559619272400013,-1.730588199194763,0.3467869930415408,1.246746716972571,-0.9279639718208798,0.764200696383793,-0.5559193841564875,-0.16070702950547477,1.8113348684626271,0.9581879756354527,0.012347711948200016,2.654142805623082,-0.135639698177224,0.5363636761149011,1.6197087053439203,-1.2397799716135927,-2.2389296003661405,-1.704155609521448,1.7724263953977892,1.429927046399463,0.11032145742612587,-0.7736901779544219
2009_2,-1.1374009885074472,1.3641810900731066,2.6077462875532986,2.0756447944039578,-1.6326974819498536,0.8880542916834855,2.331666102488695,1.247759326455052,1.5947946805919901,-1.8525421897056202,0.7308171018368017,-0.15296184238561245,0.9716350447942634,0.951044279758664,0.568792045544532,0.8048753191038099,0.28410021646257955,0.39313149129083647,0.36989697218731415,-0.33424364706024934,1.45715999032207,-0.239108240428748,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,1.2135360316873836,1.9342254448860563
2009_3,1.389331034312102,0.9038642131652312,0.5973102886861585,-0.9015877898138626,0.31358894251482483,-1.3864466078752156,-0.11914559910405331,-2.13775593597948,-0.5522294822568231,1.0634751208657574,1.0228778003816337,-1.6765072284207099,-0.7460573248121366,0.843832783876608,0.6121563513148733,-0.6526264710672929,-0.2116772326822992,-0.23541208622361598,-0.5345616208580741,-0.6371238801928653,0.2602555293025811,0,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,1.627241497035356,0
2010_1,-1.286032283967421,1.918178081437849,0.9881444756431721,0.5150590115618656,-3.259727373076359,1.6914685670649954,0.7866408638143101,0.21310819029329486,2.1516278062106506,-0.807587784037014,-1.0416908664006534,1.6398833097527301,2.6292771356054603,2.0906164803291887,2.0486635800136614,1.7835425825448883,2.345800831172278,0.20424934228872182,2.204178755248912,0.7997298393689776,1.4174257693141235,1.2120313659175546,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,1.7375629544614806,3.5223263364767123
2010_2,1.0549106195271618,1.4372732128489538,-1.2328568851339667,-1.0285786989875711,-1.3892399230333259,-0.1590435809622427,-1.0482071533733606,-0.3222328543134282,1.012547363997372,1.315763172779619,-0.12043391079825949,1.069400858524908,1.9198602113521102,1.5493561689983673,1.1646976335095274,1.9511493032938283,1.8529279701091974,2.320032534428197,1.4859342385928362,1.5736513091782156,1.9979157274349648,-0.20012318821722475,-0.8218855495014946,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,0.4137054653479717,1.0383736598861986
2010_3,-0.5800336305325469,0.6122101428555617,1.1136853447720139,0.357009886009204,1.4946493868715471,-1.5447690740905957,0.8451812889264885,0.13389086938782413,-0.64044350163758,-0.07511207902826,1.94267988670686,-1.2746600616551524,0.08228913344964822,-0.18116858740733907,-0.9487848983110618,-0.502891087999868,-1.3154976588408833,-0.6574836882032551,-1.4600964022204517,-2.5173787362146394,-0.3715468049679203,0,-1.2942335664563767,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,0.6619287445567553,-0.7736901779544227
2011_1,-0.17129756801761967,0.7506153942388811,1.0113317714917884,-1.5158926354448887,-1.8785119478627639,-0.1676202650427474,-0.43476319024589744,-2.794381156892751,0.6894867973879636,2.5488226649169103,2.606215583183306,1.2683379639029961,2.610348692965478,1.7541644330925674,3.1752140874272565,0.9384905685784454,1.8611423207028333,1.8061321872872826,1.408115999432186,2.8615441795521015,0.5505786723441215,0,-2.2389296003661405,-1.704155609521448,1.7724263953977892,1.429927046399463,0.6619287445567553,1.140174999090728
2011_2,-0.37566559927508303,-1.831411239458231,1.6345122361600266,1.1980565606463034,-1.8830176598797814,3.1534901178155157,1.4307075811817587,0.8022131838068157,-0.07815956086500275,-0.5365831526734306,0.2657697603011109,-1.4126373041902802,-0.7319450679921691,-0.7439027230476551,0.8092679310137588,0.12278921446047045,0.8167646576139007,1.1835966589129554,0.8948584404929585,2.074586833734192,2.0379095198012767,0.4275103350391699,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,1.2411163960439147,1.730622766476997
2011_3,1.872382744557016,-0.7893626904426334,-0.16988968258721393,-0.33005793020061447,-0.2983855019790494,-0.6220456926992254,-0.14070502370623317,-0.6679197966057364,-0.4780936464173442,0.37670057829973014,-0.44788661781964884,-0.6715782601881848,-0.06803845038878711,-0.20122442472898106,-0.5451372153698143,0.38915034070891374,-0.5630571202772955,0.09426288027822438,0.3458661103014285,-1.4164389863562468,-0.47253032758287455,0,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,0.41370546534797215,0.3868450889772108
