welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Hip hop,post_survey.question1.Alternative rock,post_survey.question1.Jazz,post_survey.question1.Folk/indie,post_survey.question1.R&B,post_survey.question1.A cappella,post_survey.question1.Classical,post_survey.question1.Metal,post_survey.question1.Ambient,post_survey.question1.Disco,post_survey.question1.Electronic (EDM),post_survey.question1.Reggae,post_survey.question1.Country,post_survey.question1.Classic rock,post_survey.question1.Pop,post_survey.question1.Latin,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
0.0003,2.0304,space,2.0058,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,60.4889,60.4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,60.4978,67.3064,space,6.7796,,67.3427,96.8701,"[-0.024748908148871526,-0.02751967818648727,-0.02751967818648727]","[-0.39502795184100115,-0.4411793461552373,-0.4411793461552373]","[1,1,1]","[0,0,0]","[0,0,0]","[17.83729999999983,20.147399999999436,20.33250000000001]","[""play_button"",""play_button""]",y,28.4424,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8719,116.6008,space,19.6952,,116.6013,236.6197,236.6212,245.7182,right,5.5427,,245.7185,253.434,space,7.6726,,253.4348,260.1808,0.320314421,-0.052141938,1.0,0.0,0.0,0.7333,compass_2,260.1816,263.612,space,3.4106,,263.6121,263.629,263.6691,272.7136,0.274127762,-0.104280316,1.0,0.0,0.0,3.034,compass,0.0,0.0,0.0,28.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.752,279.1105,0.252305773,-0.148269032,1.0,0.0,0.0,0.3494,compass,0.0,1.0,1.0,26.0,1.0,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.1427,288.2096,0.20049981,-0.039286296,1.0,0.0,0.0,3.0634,compass,0.0,2.0,2.0,34.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.2395,297.9919,0.31353059,0.326762249,1.0,0.0,0.0,3.7487,compass,0.0,3.0,3.0,12.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0266,304.2594,-0.034489102,0.32440567,1.0,0.0,0.0,0.2178,compass,0.0,4.0,4.0,6.0,1.0,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.2918,310.5239,0.260924163,-0.049978355,1.0,0.0,0.0,0.2101,compass,0.0,5.0,5.0,15.0,1.0,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.558,316.8061,0.314171572,0.32912414,1.0,0.0,0.0,0.2335,compass,0.0,6.0,6.0,16.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.8405,327.9552,0.22505448,-0.258438789,1.0,0.0,0.0,5.1001,compass,0.0,7.0,7.0,29.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.9893,336.0222,0.272399676,0.307680497,1.0,0.0,0.0,2.0172,compass,0.0,8.0,8.0,8.0,1.0,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0558,343.1522,0.276003576,-0.030979693,1.0,0.0,0.0,1.0823,compass,0.0,9.0,9.0,21.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.1814,352.5184,0.314020341,-0.024177043,1.0,0.0,0.0,3.3327,compass,0.0,10.0,10.0,17.0,1.0,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.5487,361.4518,0.017085436,-0.33825921,1.0,0.0,0.0,2.9006,compass,0.0,11.0,11.0,31.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.5043,370.4865,0.013193823,-0.341896114,1.0,0.0,0.0,2.9684,compass,0.0,12.0,12.0,9.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.5252,385.531,-0.001576629,-0.000755988,1.0,0.0,0.0,8.9993,compass,0.0,13.0,13.0,0.0,1.0,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.5709,392.7465,0.056302615,-0.326383011,1.0,0.0,0.0,1.167,compass,0.0,14.0,14.0,19.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.7775,404.7355,0.000575426,0.000494498,1.0,0.0,0.0,5.9484,compass,0.0,15.0,15.0,22.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.7466,413.127,0.328009485,0.335425087,1.0,0.0,0.0,2.3666,compass,0.0,16.0,16.0,25.0,1.0,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.1624,424.4836,0.311222218,0.33193892,1.0,0.0,0.0,5.3078,compass,0.0,17.0,17.0,14.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.5213,436.6075,0.327223375,-0.018676588,1.0,0.0,0.0,6.0821,compass,0.0,18.0,18.0,32.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.6445,443.6564,0.325008929,-0.019066196,1.0,0.0,0.0,0.9989,compass,0.0,19.0,19.0,5.0,1.0,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.6876,457.2051,0.322058218,0.306468893,1.0,0.0,0.0,7.5157,compass,0.0,20.0,20.0,18.0,1.0,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.2417,463.2877,0.332731685,-0.01459328,1.0,0.0,0.0,0.0339,compass,0.0,21.0,21.0,23.0,1.0,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.3197,473.5038,0.016804165,-0.340754643,1.0,0.0,0.0,4.1818,compass,0.0,22.0,22.0,2.0,1.0,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.5361,480.1197,0.016597324,-0.338065592,1.0,0.0,0.0,0.5666,compass,0.0,23.0,23.0,13.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.1572,493.8185,0.296044696,-0.014780172,1.0,0.0,0.0,7.6503,compass,0.0,24.0,24.0,3.0,1.0,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.8539,502.6505,0.00063081,-0.00033445,1.0,0.0,0.0,2.784,compass,0.0,25.0,25.0,1.0,1.0,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.6862,510.2982,0.0956977,0.012065351,1.0,0.0,0.0,1.599,compass,0.0,26.0,26.0,7.0,1.0,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.33,518.4649,0.326870615,0.331626383,1.0,0.0,0.0,2.1181,compass,0.0,27.0,27.0,4.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.5025,525.2137,0.24074594,-0.236934521,1.0,0.0,0.0,0.7003,compass,0.0,28.0,28.0,11.0,1.0,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.2529,532.4784,0.109584441,-0.305739622,1.0,0.0,0.0,1.2165,compass,0.0,29.0,29.0,10.0,1.0,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.5105,543.1768,0.270286051,0.321342002,1.0,0.0,0.0,4.6481,compass,0.0,30.0,30.0,27.0,1.0,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.2065,555.8082,0.252544149,-0.176476316,1.0,0.0,0.0,6.5987,compass,0.0,31.0,31.0,33.0,1.0,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.8434,563.2754,0.316840956,0.31072382,1.0,0.0,0.0,1.4164,compass,0.0,32.0,32.0,30.0,1.0,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.3139,570.5425,0.245700299,-0.261680603,1.0,0.0,0.0,1.2182,compass,0.0,33.0,33.0,20.0,1.0,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.571,576.7145,0.30782968,0.336318645,1.0,0.0,0.0,0.1338,compass,0.0,34.0,34.0,24.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.746,579.9734,space,3.1864,,579.9754,587.4728,right,7.4676,,0.0,0.0,0.0,0.0,1.0,block_order/blockA.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.5436,594.6438,0.275333772,-0.017035421,1.0,0.0,0.0,1.0903,compass,0.0,0.0,0.0,23.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.6766,604.4199,0.307875005,0.047230925,1.0,0.0,0.0,3.7335,compass,0.0,1.0,1.0,20.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.454,611.5703,0.33579678,-0.008772504,1.0,0.0,0.0,1.1011,compass,0.0,2.0,2.0,4.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.6003,620.2168,0.328543995,-0.020122613,1.0,0.0,0.0,2.6001,compass,0.0,3.0,3.0,14.0,1.0,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
