welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Hip hop,post_survey.question1.Alternative rock,post_survey.question1.Jazz,post_survey.question1.Folk/indie,post_survey.question1.R&B,post_survey.question1.A cappella,post_survey.question1.Classical,post_survey.question1.Metal,post_survey.question1.Ambient,post_survey.question1.Disco,post_survey.question1.Electronic (EDM),post_survey.question1.Reggae,post_survey.question1.Country,post_survey.question1.Classic rock,post_survey.question1.Pop,post_survey.question1.Latin,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.4869,1267.6873,0.077527421,-0.149559021,1.0,0.0,0.0,0.1846,compass,0.0,11.0,11.0,13.0,1.0,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.7116,1274.5347,0.306221065,0.310779204,1.0,0.0,0.0,0.8174,compass,0.0,12.0,12.0,22.0,1.0,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.5675,1281.2175,0.225443409,0.320988705,1.0,0.0,0.0,0.635,compass,0.0,13.0,13.0,6.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.2508,1290.6485,0.225857092,0.318506467,1.0,0.0,0.0,3.3835,compass,0.0,14.0,14.0,20.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.6845,1296.7643,0.22554683,0.318092742,1.0,0.0,0.0,0.0674,compass,0.0,15.0,15.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.7968,1303.196,0.264036164,-0.080499381,1.0,0.0,0.0,0.3827,compass,0.0,16.0,16.0,21.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.2299,1309.6797,0.242499344,-0.288541271,1.0,0.0,0.0,0.4339,compass,0.0,17.0,17.0,28.0,1.0,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.7119,1318.5609,0.253064982,-0.234015966,1.0,0.0,0.0,2.8312,compass,0.0,18.0,18.0,23.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.6021,1325.5767,0.300562541,0.226753857,1.0,0.0,0.0,0.9667,compass,0.0,19.0,19.0,7.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.609,1331.6929,0.300252279,0.224685132,1.0,0.0,0.0,0.0823,compass,0.0,20.0,20.0,10.0,1.0,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.7269,1337.9584,0.264597123,-0.109878201,1.0,0.0,0.0,0.2156,compass,0.0,21.0,21.0,8.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.9936,1348.2736,-0.087319212,-0.017878101,1.0,0.0,0.0,4.2659,compass,0.0,22.0,22.0,30.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.3122,1357.2226,0.089634535,-0.268121507,1.0,0.0,0.0,2.9,compass,0.0,23.0,23.0,9.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357.2595,1364.6276,-0.106865381,-0.264616507,1.0,0.0,0.0,1.3558,compass,0.0,24.0,24.0,34.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.6724,1370.8878,0.29906944,0.27145082,1.0,0.0,0.0,0.1998,compass,0.0,25.0,25.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370.926,1378.8714,0.292864086,0.256246355,1.0,0.0,0.0,1.9347,compass,0.0,26.0,26.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378.9066,1386.9519,-0.044350518,0.068325467,1.0,0.0,0.0,2.0329,compass,0.0,27.0,27.0,12.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.986,1394.3677,-0.032494778,-0.066146003,1.0,0.0,0.0,1.3666,compass,0.0,28.0,28.0,4.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.3974,1403.2856,0.205572284,0.311650651,1.0,0.0,0.0,2.884,compass,0.0,29.0,29.0,11.0,1.0,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.3205,1410.0326,0.135871379,0.211139396,1.0,0.0,0.0,0.6995,compass,0.0,30.0,30.0,15.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0657,1417.7148,0.268640928,0.276729075,1.0,0.0,0.0,1.6332,compass,0.0,31.0,31.0,27.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.7477,1424.8477,0.268537507,0.276729075,1.0,0.0,0.0,1.0835,compass,0.0,32.0,32.0,24.0,1.0,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.8823,1430.9649,0.236136542,-0.058619294,1.0,0.0,0.0,0.0681,compass,0.0,33.0,33.0,29.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.9999,1438.6962,0.234740081,0.038728361,1.0,0.0,0.0,1.6839,compass,0.0,34.0,34.0,26.0,1.0,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.6972,1438.6978,,,,1438.6979,1438.6981,,,,0.0,3.0,3.0,3.0,1.0,block_order/blockB.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,Item 2,Not a musician but I love all genres of music and could not live life without it.,Item 6,Youtube and itunes mostly.,4.0,5.0,"Driving, exercising, cleaning, cooking at work, karaoke often.",Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,K-pop,R&B,Disco,K-pop,I always find a new band and go crazy listening to their whole catalog.  I also jumped into K-pop and haven't turned away.,"Jungle! Tame Impala! BTS!!! Lounge music, low-fi playlists. ",0.0,0.0,0.0,0.0,1.0,,
,,,,,644490,1,2024-07-12_15h21.28.900,experiment,2024.1.5,Linux x86_64,59.52380952,6691931c2c63981b064e1f0c,6691ac1e307be77b81175761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.7686,1727.8254
