welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Classic rock,post_survey.question1.Reggae,post_survey.question1.Country,post_survey.question1.Electronic (EDM),post_survey.question1.Metal,post_survey.question1.Pop,post_survey.question1.R&B,post_survey.question1.A cappella,post_survey.question1.Ambient,post_survey.question1.Folk/indie,post_survey.question1.Latin,post_survey.question1.Jazz,post_survey.question1.Alternative rock,post_survey.question1.Hip hop,post_survey.question1.Disco,post_survey.question1.Classical,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.171,594.571,0.117592593,-0.184259259,1.0,0.0,0.0,0.384,compass,0.0,10.0,10.0,19.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.572,601.116,0.175925926,0.130555556,1.0,0.0,0.0,0.537,compass,0.0,11.0,11.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.116,607.39,-0.17962963,-0.063888889,1.0,0.0,0.0,0.26,compass,0.0,12.0,12.0,6.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.39,613.751,-0.176851852,-0.094444444,1.0,0.0,0.0,0.359,compass,0.0,13.0,13.0,12.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.751,621.947,0.301851852,0.135185185,1.0,0.0,0.0,2.191,compass,0.0,14.0,14.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.948,630.402,0.282407407,-0.168518519,1.0,0.0,0.0,2.44,compass,0.0,15.0,15.0,9.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.402,637.681,0.289814815,-0.155555556,1.0,0.0,0.0,1.278,compass,0.0,16.0,16.0,4.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.682,644.425,-0.063888889,0.193518519,1.0,0.0,0.0,0.732,compass,0.0,17.0,17.0,2.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.426,650.892,-0.148148148,-0.207407407,1.0,0.0,0.0,0.466,compass,0.0,18.0,18.0,8.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.893,657.212,0.124074074,0.199074074,1.0,0.0,0.0,0.308,compass,0.0,19.0,19.0,22.0,1.0,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.213,663.573,-0.087037037,0.246296296,1.0,0.0,0.0,0.348,compass,0.0,20.0,20.0,7.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.573,669.903,0.20462963,-0.172222222,1.0,0.0,0.0,0.329,compass,0.0,21.0,21.0,24.0,1.0,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.904,676.308,0.190740741,-0.20462963,1.0,0.0,0.0,0.404,compass,0.0,22.0,22.0,34.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.309,682.723,0.112037037,-0.20462963,1.0,0.0,0.0,0.401,compass,0.0,23.0,23.0,21.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.724,689.963,-0.213888889,0.130555556,1.0,0.0,0.0,1.228,compass,0.0,24.0,24.0,10.0,1.0,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.964,696.301,0.202777778,-0.144444444,1.0,0.0,0.0,0.334,compass,0.0,25.0,25.0,18.0,1.0,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.301,702.782,0.240740741,0.128703704,1.0,0.0,0.0,0.48,compass,0.0,26.0,26.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.783,709.161,0.192592593,0.196296296,1.0,0.0,0.0,0.377,compass,0.0,27.0,27.0,33.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.162,715.65,0.192592593,0.196296296,1.0,0.0,0.0,0.482,compass,0.0,28.0,28.0,31.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.651,723.266,0.192592593,0.19537037,1.0,0.0,0.0,1.615,compass,0.0,29.0,29.0,14.0,1.0,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.267,729.93,0.192592593,0.19537037,1.0,0.0,0.0,0.657,compass,0.0,30.0,30.0,11.0,1.0,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.931,736.46,0.263888889,-0.159259259,1.0,0.0,0.0,0.515,compass,0.0,31.0,31.0,13.0,1.0,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.46,742.883,0.261111111,-0.161111111,1.0,0.0,0.0,0.418,compass,0.0,32.0,32.0,16.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.884,749.195,0.226851852,-0.102777778,1.0,0.0,0.0,0.307,compass,0.0,33.0,33.0,30.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.196,755.71,0.199074074,0.187037037,1.0,0.0,0.0,0.506,compass,0.0,34.0,34.0,3.0,1.0,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.711,763.952,space,8.218,,763.952,765.8,right,1.816,,0.0,1.0,1.0,1.0,1.0,block_order/blockD.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.809,772.214,-0.207407407,-0.175925926,1.0,0.0,0.0,0.402,compass,0.0,0.0,0.0,16.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.214,779.165,0.266666667,0.032407407,1.0,0.0,0.0,0.936,compass,0.0,1.0,1.0,33.0,1.0,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.166,785.56,0.242592593,0.162037037,1.0,0.0,0.0,0.388,compass,0.0,2.0,2.0,28.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.56,791.992,0.242592593,0.162037037,1.0,0.0,0.0,0.431,compass,0.0,3.0,3.0,1.0,1.0,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.993,799.631,0.242592593,0.162037037,1.0,0.0,0.0,1.631,compass,0.0,4.0,4.0,0.0,1.0,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.631,806.383,-0.172222222,-0.114814815,1.0,0.0,0.0,0.746,compass,0.0,5.0,5.0,17.0,1.0,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.384,812.8,0.265740741,-0.159259259,1.0,0.0,0.0,0.407,compass,0.0,6.0,6.0,18.0,1.0,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.8,819.014,0.256481481,-0.098148148,1.0,0.0,0.0,0.213,compass,0.0,7.0,7.0,12.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.015,826.093,0.0,0.000925926,1.0,0.0,0.0,1.065,compass,0.0,8.0,8.0,31.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.094,832.651,0.235185185,0.117592593,1.0,0.0,0.0,0.545,compass,0.0,9.0,9.0,5.0,1.0,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.651,839.704,-0.10462963,0.033333333,1.0,0.0,0.0,1.051,compass,0.0,10.0,10.0,34.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.705,846.135,0.133333333,0.201851852,1.0,0.0,0.0,0.417,compass,0.0,11.0,11.0,27.0,1.0,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.136,856.73,-0.082407407,-0.167592593,1.0,0.0,0.0,4.589,compass,0.0,12.0,12.0,20.0,1.0,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.73,863.059,0.202777778,0.159259259,1.0,0.0,0.0,0.317,compass,0.0,13.0,13.0,7.0,1.0,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.059,870.75,0.167592593,-0.241666667,1.0,0.0,0.0,1.683,compass,0.0,14.0,14.0,19.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.75,877.852,0.2,0.146296296,1.0,0.0,0.0,1.102,compass,0.0,15.0,15.0,29.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.853,884.233,0.273148148,-0.175925926,1.0,0.0,0.0,0.367,compass,0.0,16.0,16.0,13.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.234,890.604,0.273148148,-0.234259259,1.0,0.0,0.0,0.364,compass,0.0,17.0,17.0,2.0,1.0,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378811,1,2024-07-12_16h07.05.546,experiment,2024.1.5,MacIntel,58.82352941,6691931c2c63981b064e1f0c,6691b7033008e619db223b2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.604,896.679,0.25,0.217592593,1.0,0.0,0.0,0.058,compass,0.0,18.0,18.0,6.0,1.0,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
