welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Disco,post_survey.question1.Metal,post_survey.question1.Alternative rock,post_survey.question1.Country,post_survey.question1.Jazz,post_survey.question1.Ambient,post_survey.question1.Classic rock,post_survey.question1.A cappella,post_survey.question1.Folk/indie,post_survey.question1.Hip hop,post_survey.question1.Latin,post_survey.question1.Classical,post_survey.question1.R&B,post_survey.question1.Pop,post_survey.question1.Reggae,post_survey.question1.Electronic (EDM),post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.048,857.5164,0.167592621,-0.184259288,1.0,0.0,0.0,0.4657,compass,0.0,3.0,3.0,23.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.5336,864.0159,0.160185242,0.198148134,1.0,0.0,0.0,0.4668,compass,0.0,4.0,4.0,31.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.043,871.1641,0.188888889,-0.108333333,1.0,0.0,0.0,1.116,compass,0.0,5.0,5.0,29.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.1856,877.7453,0.188888889,-0.108333333,1.0,0.0,0.0,0.5492,compass,0.0,6.0,6.0,13.0,1.0,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.7597,885.8947,-0.175925869,0.058333333,1.0,0.0,0.0,2.1336,compass,0.0,7.0,7.0,10.0,1.0,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.917,892.4597,0.225,0.291666667,1.0,0.0,0.0,0.5336,compass,0.0,8.0,8.0,3.0,1.0,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.4881,899.4073,0.168518575,-0.178703732,1.0,0.0,0.0,0.9157,compass,0.0,9.0,9.0,9.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.426,905.9399,-0.194444444,-0.155555556,1.0,0.0,0.0,0.5001,compass,0.0,10.0,10.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.9667,912.538,0.199074131,0.247222222,1.0,0.0,0.0,0.5656,compass,0.0,11.0,11.0,27.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.5599,919.1866,0.132407464,-0.049074088,1.0,0.0,0.0,0.6161,compass,0.0,12.0,12.0,33.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.2037,927.0856,-0.152777778,-0.128703732,1.0,0.0,0.0,1.8664,compass,0.0,13.0,13.0,7.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.1146,934.3168,0.166666667,0.295370356,1.0,0.0,0.0,1.1926,compass,0.0,14.0,14.0,20.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.3441,940.8325,-0.199074046,0.197222222,1.0,0.0,0.0,0.4834,compass,0.0,15.0,15.0,2.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.8608,947.3808,0.169444444,-0.212963019,1.0,0.0,0.0,0.5163,compass,0.0,16.0,16.0,18.0,1.0,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.4082,953.713,0.262963019,0.242592578,1.0,0.0,0.0,0.2996,compass,0.0,17.0,17.0,17.0,1.0,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.7416,962.3612,0.221296353,-0.095370399,1.0,0.0,0.0,2.6159,compass,0.0,18.0,18.0,8.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.3871,969.8922,0.110185242,-0.042592621,1.0,0.0,0.0,1.4938,compass,0.0,19.0,19.0,16.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.9155,978.1239,-0.124074046,0.075,1.0,0.0,0.0,2.1988,compass,0.0,20.0,20.0,1.0,1.0,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.1481,984.6957,0.171296353,-0.103703732,1.0,0.0,0.0,0.5398,compass,0.0,21.0,21.0,4.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.7141,991.4045,0.192592621,0.161111111,1.0,0.0,0.0,0.6831,compass,0.0,22.0,22.0,28.0,1.0,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.427,998.769,0.178703732,0.101851824,1.0,0.0,0.0,1.3327,compass,0.0,23.0,23.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.7826,1007.0683,-0.04351849,-0.027777778,1.0,0.0,0.0,2.2826,compass,0.0,24.0,24.0,34.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.0959,1015.3326,0.122222222,-0.079629644,1.0,0.0,0.0,2.2324,compass,0.0,25.0,25.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.364,1022.3306,0.149074131,-0.090740755,1.0,0.0,0.0,0.9657,compass,0.0,26.0,26.0,25.0,1.0,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.3431,1029.2295,-0.182407379,-0.05648151,1.0,0.0,0.0,0.8832,compass,0.0,27.0,27.0,30.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.257,1035.678,-0.187962935,-0.161111111,1.0,0.0,0.0,0.4094,compass,0.0,28.0,28.0,6.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035.7005,1044.3265,-0.062036981,-0.051851866,1.0,0.0,0.0,2.6163,compass,0.0,29.0,29.0,24.0,1.0,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.3578,1053.1073,0.255555556,-0.089814843,1.0,0.0,0.0,2.7488,compass,0.0,30.0,30.0,15.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.1248,1059.6896,-0.169444444,-0.139814843,1.0,0.0,0.0,0.5497,compass,0.0,31.0,31.0,12.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.7184,1066.2056,-0.196296268,-0.144444444,1.0,0.0,0.0,0.4835,compass,0.0,32.0,32.0,21.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.2326,1072.5704,-0.094444444,0.06851849,1.0,0.0,0.0,0.3331,compass,0.0,33.0,33.0,26.0,1.0,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.5954,1080.5365,0.155555556,-0.114814843,1.0,0.0,0.0,1.9338,compass,0.0,34.0,34.0,19.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.5373,1098.2141,space,17.6518,,1098.2141,1100.4144,right,2.1768,,0.0,2.0,2.0,2.0,1.0,block_order/blockD.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.4547,1108.1122,0.162963019,0.188888889,1.0,0.0,0.0,1.6492,compass,0.0,0.0,0.0,0.0,1.0,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.1292,1114.7112,-0.195370356,0.230555556,1.0,0.0,0.0,0.5666,compass,0.0,1.0,1.0,25.0,1.0,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.7372,1126.5247,0.163888889,0.190740734,1.0,0.0,0.0,5.7817,compass,0.0,2.0,2.0,32.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126.5423,1134.2906,0.175,-0.113888889,1.0,0.0,0.0,1.7335,compass,0.0,3.0,3.0,29.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.3217,1140.8224,0.275,0.319444444,1.0,0.0,0.0,0.4998,compass,0.0,4.0,4.0,24.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.8521,1148.8705,0.116666667,0.077777778,1.0,0.0,0.0,2.0157,compass,0.0,5.0,5.0,1.0,1.0,SoundStimuli/Stronger_KanyeWest_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.9017,1155.3857,0.200925954,0.189814801,1.0,0.0,0.0,0.4831,compass,0.0,6.0,6.0,21.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.4122,1161.851,0.215740797,0.284259245,1.0,0.0,0.0,0.4334,compass,0.0,7.0,7.0,26.0,1.0,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.8764,1168.7497,0.141666667,-0.162037065,1.0,0.0,0.0,0.8662,compass,0.0,8.0,8.0,34.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.7778,1176.0978,0.158333333,0.06851849,1.0,0.0,0.0,1.3163,compass,0.0,9.0,9.0,22.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,927536,1,2024-07-12_18h18.43.631,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691ab9d317a1e0cd44ce37c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176.1241,1182.563,0.182407464,-0.159259288,1.0,0.0,0.0,0.4331,compass,0.0,10.0,10.0,9.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
