welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.A cappella,post_survey.question1.Pop,post_survey.question1.R&B,post_survey.question1.Disco,post_survey.question1.Electronic (EDM),post_survey.question1.Ambient,post_survey.question1.Latin,post_survey.question1.Country,post_survey.question1.Classic rock,post_survey.question1.Classical,post_survey.question1.Reggae,post_survey.question1.Hip hop,post_survey.question1.Metal,post_survey.question1.Alternative rock,post_survey.question1.Jazz,post_survey.question1.Folk/indie,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
0.0,22.664,space,22.5,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,51.148,51.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,,,51.15,56.68,space,5.481,,56.688,76.395,[-0.012962962962962963],[-0.4212962962962963],[1],[0],[0],[4.084000000000003],"[""play_button""]",y,18.684,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,,,,,,,,,,,,,,,,,,,,,,,,,76.396,142.561,space,66.079,,142.561,262.577,262.577,270.86,right,4.708,,270.86,281.108,space,10.189,,281.109,288.445,0.093518519,-0.064814815,1.0,0.0,0.0,1.319,compass_2,288.445,290.192,space,1.694,,290.192,290.192,290.211,297.642,0.050925926,0.046296296,1.0,0.0,0.0,1.417,compass,0.0,0.0,0.0,17.0,1.0,SoundStimuli/Fallin_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.643,305.409,0.00462963,0.07037037,1.0,0.0,0.0,1.751,compass,0.0,1.0,1.0,7.0,1.0,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.409,313.309,0.002777778,0.058333333,1.0,0.0,0.0,1.883,compass,0.0,2.0,2.0,9.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.309,320.658,0.014814815,0.081481481,1.0,0.0,0.0,1.333,compass,0.0,3.0,3.0,6.0,1.0,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.659,328.058,0.109259259,-0.130555556,1.0,0.0,0.0,1.384,compass,0.0,4.0,4.0,34.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,136759,1,2024-07-12_17h33.11.350,experiment,2024.1.5,Win32,59.95203837,6691931c2c63981b064e1f0c,6691aefc0a86d780d3c3ea61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.061,336.558,0.109259259,-0.02037037,1.0,0.0,0.0,2.484,compass,0.0,5.0,5.0,33.0,1.0,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
