welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Electronic (EDM),post_survey.question1.Latin,post_survey.question1.Classical,post_survey.question1.Reggae,post_survey.question1.Hip hop,post_survey.question1.A cappella,post_survey.question1.Pop,post_survey.question1.Metal,post_survey.question1.Country,post_survey.question1.Ambient,post_survey.question1.Folk/indie,post_survey.question1.Alternative rock,post_survey.question1.Jazz,post_survey.question1.Disco,post_survey.question1.R&B,post_survey.question1.Classic rock,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.077,938.3003,0.250876736,-0.289453125,1.0,0.0,0.0,0.217,compass,0.0,0.0,0.0,25.0,1.0,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.3097,944.6509,0.331506076,0.334461806,1.0,0.0,0.0,0.3342,compass,0.0,1.0,1.0,22.0,1.0,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.6608,951.1841,0.179470486,-0.227734375,1.0,0.0,0.0,0.5173,compass,0.0,2.0,2.0,12.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.1942,957.6166,-0.101710069,-0.117309028,1.0,0.0,0.0,0.415,compass,0.0,3.0,3.0,14.0,1.0,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.6227,965.0514,0.05437066,-0.277235243,1.0,0.0,0.0,1.417,compass,0.0,4.0,4.0,9.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.0653,971.9511,0.224149306,0.223689236,1.0,0.0,0.0,0.8828,compass,0.0,5.0,5.0,28.0,1.0,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.96,978.3005,0.325681424,0.329644097,1.0,0.0,0.0,0.3321,compass,0.0,6.0,6.0,11.0,1.0,SoundStimuli/BlurredLines_RobinThicke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.3091,984.8186,0.240512153,-0.297760417,1.0,0.0,0.0,0.4999,compass,0.0,7.0,7.0,13.0,1.0,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.8287,991.1518,0.040985243,-0.272521701,1.0,0.0,0.0,0.3161,compass,0.0,8.0,8.0,8.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.1599,997.4688,-0.259600694,-0.1778125,1.0,0.0,0.0,0.2998,compass,0.0,9.0,9.0,6.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.4798,1003.8526,0.033776042,-0.031163194,1.0,0.0,0.0,0.3668,compass,0.0,10.0,10.0,29.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.862,1010.7526,0.320989583,0.293072917,1.0,0.0,0.0,0.8833,compass,0.0,11.0,11.0,10.0,1.0,SoundStimuli/LeFreak_Chic_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.7636,1017.0527,-0.178802083,0.152617188,1.0,0.0,0.0,0.2832,compass,0.0,12.0,12.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.0627,1023.3029,-0.328632812,0.327834201,1.0,0.0,0.0,0.2331,compass,0.0,13.0,13.0,7.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.3116,1029.7871,-0.280303819,0.293103299,1.0,0.0,0.0,0.4676,compass,0.0,14.0,14.0,15.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.7967,1036.32,-0.130655382,-0.081957465,1.0,0.0,0.0,0.5165,compass,0.0,15.0,15.0,33.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.3298,1043.9367,0.042604167,-0.068563368,1.0,0.0,0.0,1.5993,compass,0.0,16.0,16.0,24.0,1.0,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.9443,1050.2706,0.284427083,-0.307230903,1.0,0.0,0.0,0.3159,compass,0.0,17.0,17.0,23.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.2817,1056.6536,-0.220451389,0.148867187,1.0,0.0,0.0,0.366,compass,0.0,18.0,18.0,2.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056.6618,1063.0375,0.103684896,-0.291701389,1.0,0.0,0.0,0.3666,compass,0.0,19.0,19.0,16.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.0477,1069.3377,0.262981771,0.229544271,1.0,0.0,0.0,0.2832,compass,0.0,20.0,20.0,1.0,1.0,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.3471,1075.6699,0.050008681,-0.306419271,1.0,0.0,0.0,0.3152,compass,0.0,21.0,21.0,19.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.6781,1082.3886,0.327947049,0.332855903,1.0,0.0,0.0,0.7017,compass,0.0,22.0,22.0,17.0,1.0,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.3982,1088.8375,0.011319444,-0.193211806,1.0,0.0,0.0,0.4321,compass,0.0,23.0,23.0,18.0,1.0,SoundStimuli/Weak_SWV_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.8464,1094.9884,0.331671007,0.336319444,1.0,0.0,0.0,0.1332,compass,0.0,24.0,24.0,26.0,1.0,SoundStimuli/TheSign_AceOfBase_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.9992,1101.3383,-0.334210069,-0.317851563,1.0,0.0,0.0,0.3329,compass,0.0,25.0,25.0,30.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.3474,1107.6555,-0.297517361,-0.286666667,1.0,0.0,0.0,0.2995,compass,0.0,26.0,26.0,21.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.6646,1113.8895,-0.171597222,-0.291861979,1.0,0.0,0.0,0.2181,compass,0.0,27.0,27.0,34.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.8998,1121.2392,0.010625,0.016571181,1.0,0.0,0.0,1.3326,compass,0.0,28.0,28.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.2484,1127.8223,0.030850694,-0.162057292,1.0,0.0,0.0,0.5658,compass,0.0,29.0,29.0,4.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.8323,1134.1564,-0.261128472,0.244778646,1.0,0.0,0.0,0.3174,compass,0.0,30.0,30.0,31.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134.1664,1140.4732,0.173810764,0.160377604,1.0,0.0,0.0,0.2997,compass,0.0,31.0,31.0,27.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.4801,1146.8226,0.327708333,0.334335938,1.0,0.0,0.0,0.3326,compass,0.0,32.0,32.0,3.0,1.0,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.8337,1153.1903,0.049778646,-0.073971354,1.0,0.0,0.0,0.3498,compass,0.0,33.0,33.0,20.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.1983,1159.5573,0.230247396,-0.144197049,1.0,0.0,0.0,0.3505,compass,0.0,34.0,34.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159.568,1159.5682,,,,1159.5682,1159.5682,,,,0.0,3.0,3.0,3.0,1.0,block_order/blockD.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,Item 2,"Choir all during highschool, band in elementary and middle school.",Item 4,"Radio, spotify, youtube",4.0,5.0,"Driving, cleaning, working outside, exercising",Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Rarely,Rarely,Often,Often,,Alternative,Pop,Country,Nope,0.0,0.0,0.0,0.0,1.0,,
,,,,,740015,1,2024-07-12_18h18.48.003,experiment,2024.1.5,MacIntel,60.24096386,6691931c2c63981b064e1f0c,6691b99fb800d2ace2dde4f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.8599,1322.2628
