welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.listen_time,post_survey.music_making,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.A cappella,post_survey.question1.Latin,post_survey.question1.R&B,post_survey.question1.Classic rock,post_survey.question1.Ambient,post_survey.question1.Reggae,post_survey.question1.Metal,post_survey.question1.Pop,post_survey.question1.Jazz,post_survey.question1.Electronic (EDM),post_survey.question1.Folk/indie,post_survey.question1.Hip hop,post_survey.question1.Disco,post_survey.question1.Classical,post_survey.question1.Country,post_survey.question1.Alternative rock,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.9349,381.3999,0.177777778,0.181481467,1.0,0.0,0.0,0.461,compass,0.0,26.0,26.0,31.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.412,388.2827,-0.14351849,-0.135185199,1.0,0.0,0.0,0.8635,compass,0.0,27.0,27.0,9.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.2951,394.7152,0.240740797,-0.085185199,1.0,0.0,0.0,0.4161,compass,0.0,28.0,28.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.726,401.1973,0.240740797,-0.085185199,1.0,0.0,0.0,0.4667,compass,0.0,29.0,29.0,29.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.208,407.6299,-0.098148092,-0.178703732,1.0,0.0,0.0,0.4159,compass,0.0,30.0,30.0,12.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.6421,414.0633,-0.162036981,0.087037023,1.0,0.0,0.0,0.4175,compass,0.0,31.0,31.0,15.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0751,420.9786,0.03148151,0.100925912,1.0,0.0,0.0,0.9002,compass,0.0,32.0,32.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.9905,427.4611,0.03148151,0.100925912,1.0,0.0,0.0,0.4595,compass,0.0,33.0,33.0,20.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.4731,433.7941,0.134259288,-0.143518533,1.0,0.0,0.0,0.3165,compass,0.0,34.0,34.0,34.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.8058,558.2726,space,124.4445,,558.2729,566.0327,right,7.7339,,0.0,0.0,0.0,0.0,1.0,block_order/blockD.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0628,572.5255,0.163888889,0.173148134,1.0,0.0,0.0,0.4497,compass,0.0,0.0,0.0,14.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.5419,578.9427,0.163888889,0.173148134,1.0,0.0,0.0,0.3852,compass,0.0,1.0,1.0,30.0,1.0,SoundStimuli/PokerFace_LadyGaga_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.9545,585.3596,-0.283333333,0.114814801,1.0,0.0,0.0,0.4027,compass,0.0,2.0,2.0,18.0,1.0,SoundStimuli/AnotherOneBitesTheDust_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.3748,591.8058,0.122222222,0.116666667,1.0,0.0,0.0,0.4152,compass,0.0,3.0,3.0,24.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.8213,598.3237,0.162963019,-0.14629631,1.0,0.0,0.0,0.5012,compass,0.0,4.0,4.0,19.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.3353,604.9375,-0.187962935,0.144444444,1.0,0.0,0.0,0.599,compass,0.0,5.0,5.0,6.0,1.0,SoundStimuli/Levitating_DuaLipa_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.9501,611.4551,0.088888889,0.088888889,1.0,0.0,0.0,0.4983,compass,0.0,6.0,6.0,5.0,1.0,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.4727,619.0192,-0.072222222,0.092592578,1.0,0.0,0.0,1.5332,compass,0.0,7.0,7.0,25.0,1.0,SoundStimuli/Respect_ArethaFranklin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.0303,625.6864,0.101851908,-0.107407422,1.0,0.0,0.0,0.6499,compass,0.0,8.0,8.0,26.0,1.0,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.7005,632.1172,0.089814843,0.145370356,1.0,0.0,0.0,0.4135,compass,0.0,9.0,9.0,7.0,1.0,SoundStimuli/NoOne_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.128,641.184,-0.1,0.202777778,1.0,0.0,0.0,3.0495,compass,0.0,10.0,10.0,4.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.1957,647.9823,0.164814843,0.045370356,1.0,0.0,0.0,0.7826,compass,0.0,11.0,11.0,34.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.9933,654.3329,0.157407464,0.124074046,1.0,0.0,0.0,0.3307,compass,0.0,12.0,12.0,27.0,1.0,SoundStimuli/ShapeofYou_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.3469,660.7803,0.157407464,0.124074046,1.0,0.0,0.0,0.416,compass,0.0,13.0,13.0,8.0,1.0,SoundStimuli/LikeAPrayer_Madonna_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.7914,667.2481,0.157407464,0.124074046,1.0,0.0,0.0,0.4519,compass,0.0,14.0,14.0,28.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.2636,674.3125,-0.015740712,-0.075925954,1.0,0.0,0.0,1.0462,compass,0.0,15.0,15.0,31.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.3246,680.7444,-0.169444444,-0.190740755,1.0,0.0,0.0,0.4155,compass,0.0,16.0,16.0,13.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.7553,687.2109,0.079629686,-0.242592621,1.0,0.0,0.0,0.4509,compass,0.0,17.0,17.0,20.0,1.0,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.223,693.8439,-0.17870369,-0.198148176,1.0,0.0,0.0,0.6178,compass,0.0,18.0,18.0,17.0,1.0,SoundStimuli/Fallin_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.8572,702.2922,-0.229629601,0.114814801,1.0,0.0,0.0,2.4326,compass,0.0,19.0,19.0,32.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.3042,708.8073,0.167592621,0.145370356,1.0,0.0,0.0,0.4986,compass,0.0,20.0,20.0,22.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.8194,715.024,0.221296353,0.059259245,1.0,0.0,0.0,0.2002,compass,0.0,21.0,21.0,12.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0355,721.5554,-0.16851849,0.165740734,1.0,0.0,0.0,0.5155,compass,0.0,22.0,22.0,3.0,1.0,SoundStimuli/NoScrubs_TLC_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.5669,727.9713,0.245370399,0.121296268,1.0,0.0,0.0,0.3996,compass,0.0,23.0,23.0,1.0,1.0,SoundStimuli/Stronger_KanyeWest_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.9828,734.476,0.245370399,0.121296268,1.0,0.0,0.0,0.4887,compass,0.0,24.0,24.0,0.0,1.0,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.4908,740.9533,-0.126851824,-0.133333333,1.0,0.0,0.0,0.4468,compass,0.0,25.0,25.0,2.0,1.0,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.965,747.6529,0.233333333,-0.172222222,1.0,0.0,0.0,0.6838,compass,0.0,26.0,26.0,15.0,1.0,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.6654,754.1858,0.173148176,0.140740712,1.0,0.0,0.0,0.5179,compass,0.0,27.0,27.0,29.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.1973,760.7514,-0.210185157,0.117592578,1.0,0.0,0.0,0.5492,compass,0.0,28.0,28.0,16.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.7626,767.9673,-0.162962935,-0.132407422,1.0,0.0,0.0,1.2008,compass,0.0,29.0,29.0,10.0,1.0,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.9806,774.418,0.142592621,-0.209259288,1.0,0.0,0.0,0.4344,compass,0.0,30.0,30.0,23.0,1.0,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.4312,780.8859,0.089814843,0.042592578,1.0,0.0,0.0,0.4525,compass,0.0,31.0,31.0,21.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.9023,786.9818,-0.161111111,-0.15,1.0,0.0,0.0,0.0668,compass,0.0,32.0,32.0,11.0,1.0,SoundStimuli/Superstition_StevieWonder_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,798641,1,2024-07-12_19h43.10.807,experiment,2024.1.5,Win32,60.60606061,6691931c2c63981b064e1f0c,6691bc46139b538a1a432b1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.993,793.6135,0.204629686,-0.190740755,1.0,0.0,0.0,0.6165,compass,0.0,33.0,33.0,9.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
