welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Classic rock,post_survey.question1.Latin,post_survey.question1.Metal,post_survey.question1.Pop,post_survey.question1.Ambient,post_survey.question1.Electronic (EDM),post_survey.question1.R&B,post_survey.question1.Alternative rock,post_survey.question1.A cappella,post_survey.question1.Country,post_survey.question1.Reggae,post_survey.question1.Hip hop,post_survey.question1.Classical,post_survey.question1.Disco,post_survey.question1.Jazz,post_survey.question1.Folk/indie,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.4639,893.8008,0.098148148,-0.180555556,1.0,0.0,0.0,9.3351,compass,0.0,2.0,2.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.8061,906.1922,0.231481481,-0.077777778,1.0,0.0,0.0,6.3837,compass,0.0,3.0,3.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.1978,914.7904,0.271296296,0.221296296,1.0,0.0,0.0,2.5909,compass,0.0,4.0,4.0,26.0,1.0,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.7953,922.5484,-0.119444444,-0.15,1.0,0.0,0.0,1.7502,compass,0.0,5.0,5.0,30.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.5532,936.3981,0.146296296,-0.155555556,1.0,0.0,0.0,7.8416,compass,0.0,6.0,6.0,11.0,1.0,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.4029,943.4757,0.146296296,-0.15462963,1.0,0.0,0.0,1.0697,compass,0.0,7.0,7.0,25.0,1.0,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.4805,951.1577,0.146296296,-0.15462963,1.0,0.0,0.0,1.6741,compass,0.0,8.0,8.0,8.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.1623,958.77,-0.268518519,-0.207407407,1.0,0.0,0.0,1.6046,compass,0.0,9.0,9.0,13.0,1.0,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.7752,967.987,0.176851852,0.10462963,1.0,0.0,0.0,3.209,compass,0.0,10.0,10.0,22.0,1.0,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,775549,1,2024-07-12_19h19.01.215,experiment,2024.1.5,Win32,144.9275362,6691931c2c63981b064e1f0c,6691b86bf6ae03b54151c579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.9922,979.4403,0.267592593,-0.184259259,1.0,0.0,0.0,5.4454,compass,0.0,11.0,11.0,24.0,1.0,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
