welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Hip hop,post_survey.question1.Ambient,post_survey.question1.R&B,post_survey.question1.Alternative rock,post_survey.question1.Disco,post_survey.question1.Folk/indie,post_survey.question1.Classic rock,post_survey.question1.Metal,post_survey.question1.Classical,post_survey.question1.Jazz,post_survey.question1.A cappella,post_survey.question1.Electronic (EDM),post_survey.question1.Reggae,post_survey.question1.Country,post_survey.question1.Pop,post_survey.question1.Latin,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.0176,622.7032,-0.234444444,0.23,1.0,0.0,0.0,0.6721,compass,0.0,26.0,26.0,11.0,1.0,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.7163,631.3413,-0.195555556,0.248888889,1.0,0.0,0.0,2.6126,compass,0.0,27.0,27.0,16.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.3486,638.0458,0.19,0.187777778,1.0,0.0,0.0,0.6776,compass,0.0,28.0,28.0,4.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0558,650.1321,0.24,0.257777778,1.0,0.0,0.0,6.054,compass,0.0,29.0,29.0,24.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.1506,656.3473,0.117777778,0.088888889,1.0,0.0,0.0,0.1833,compass,0.0,30.0,30.0,20.0,1.0,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.3546,662.6342,-0.284444444,-0.285555556,1.0,0.0,0.0,0.2777,compass,0.0,31.0,31.0,13.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.6448,669.6978,0.263333333,-0.276666667,1.0,0.0,0.0,1.037,compass,0.0,32.0,32.0,19.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.7048,675.7363,-0.004444444,0.005555556,1.0,0.0,0.0,0.0284,compass,0.0,33.0,33.0,9.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.7552,682.1618,-0.225555556,-0.251111111,1.0,0.0,0.0,0.3944,compass,0.0,34.0,34.0,29.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.1702,684.4791,space,2.2808,,684.4794,689.4381,right,4.9276,,0.0,0.0,0.0,0.0,1.0,block_order/blockC.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.4526,699.4639,0.296666667,0.288888889,1.0,0.0,0.0,4.001,compass,0.0,0.0,0.0,15.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.4758,715.1626,0.276666667,0.268888889,1.0,0.0,0.0,9.6723,compass,0.0,1.0,1.0,10.0,1.0,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.1738,723.9863,-0.258888889,-0.214444444,1.0,0.0,0.0,2.8035,compass,0.0,2.0,2.0,23.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.9939,733.4688,0.125555556,-0.243333333,1.0,0.0,0.0,3.4734,compass,0.0,3.0,3.0,4.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.4775,740.9657,0.226666667,0.241111111,1.0,0.0,0.0,1.4868,compass,0.0,4.0,4.0,11.0,1.0,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.9789,752.3806,0.295555556,-0.303333333,1.0,0.0,0.0,5.3883,compass,0.0,5.0,5.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.3915,758.4738,-0.301111111,-0.305555556,1.0,0.0,0.0,0.0781,compass,0.0,6.0,6.0,30.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.4843,770.8593,0.296666667,-0.274444444,1.0,0.0,0.0,6.3595,compass,0.0,7.0,7.0,13.0,1.0,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.8775,777.9228,-0.25,-0.238888889,1.0,0.0,0.0,1.0376,compass,0.0,8.0,8.0,21.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.9296,784.0278,-0.062222222,-0.162222222,1.0,0.0,0.0,0.0944,compass,0.0,9.0,9.0,34.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.0452,796.6014,-0.194444444,-0.192222222,1.0,0.0,0.0,6.5476,compass,0.0,10.0,10.0,26.0,1.0,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.6129,803.9548,0.176666667,-0.182222222,1.0,0.0,0.0,1.3269,compass,0.0,11.0,11.0,17.0,1.0,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.965,813.5488,0.202222222,-0.244444444,1.0,0.0,0.0,3.5595,compass,0.0,12.0,12.0,8.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.5565,826.0846,0.284444444,-0.247777778,1.0,0.0,0.0,6.5262,compass,0.0,13.0,13.0,19.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.0941,833.7376,-0.233333333,-0.172222222,1.0,0.0,0.0,1.6271,compass,0.0,14.0,14.0,14.0,1.0,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.7556,843.7249,0.285555556,-0.285555556,1.0,0.0,0.0,3.9569,compass,0.0,15.0,15.0,9.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.7353,849.8385,0.312222222,-0.241111111,1.0,0.0,0.0,0.0985,compass,0.0,16.0,16.0,18.0,1.0,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.8543,861.6762,0.301111111,-0.307777778,1.0,0.0,0.0,5.8095,compass,0.0,17.0,17.0,25.0,1.0,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.6897,867.7649,0.268888889,0.303333333,1.0,0.0,0.0,0.0674,compass,0.0,18.0,18.0,24.0,1.0,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.7771,874.1448,0.28,0.283333333,1.0,0.0,0.0,0.3548,compass,0.0,19.0,19.0,3.0,1.0,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.1519,880.3492,-0.205555556,-0.18,1.0,0.0,0.0,0.1943,compass,0.0,20.0,20.0,12.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.3568,891.0092,-0.14,-0.105555556,1.0,0.0,0.0,4.6499,compass,0.0,21.0,21.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.0167,899.1496,0.197777778,-0.198888889,1.0,0.0,0.0,2.1194,compass,0.0,22.0,22.0,7.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.1667,912.1627,0.252222222,-0.242222222,1.0,0.0,0.0,6.9918,compass,0.0,23.0,23.0,28.0,1.0,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.1734,930.1421,0.207777778,0.265555556,1.0,0.0,0.0,11.9641,compass,0.0,24.0,24.0,22.0,1.0,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.1631,942.9942,-0.151111111,0.172222222,1.0,0.0,0.0,6.8207,compass,0.0,25.0,25.0,2.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.0124,949.043,-0.27,-0.246666667,1.0,0.0,0.0,0.0231,compass,0.0,26.0,26.0,33.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.0502,956.2835,-0.078888889,-0.133333333,1.0,0.0,0.0,1.2307,compass,0.0,27.0,27.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956.2911,963.1754,-0.1,-0.071111111,1.0,0.0,0.0,0.8706,compass,0.0,28.0,28.0,29.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.1923,971.7109,-0.104444444,-0.076666667,1.0,0.0,0.0,2.5097,compass,0.0,29.0,29.0,16.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.7217,978.4917,0.261111111,0.27,1.0,0.0,0.0,0.7661,compass,0.0,30.0,30.0,27.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.5026,985.4112,0.247777778,0.241111111,1.0,0.0,0.0,0.899,compass,0.0,31.0,31.0,31.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.4204,992.4257,-0.146666667,-0.094444444,1.0,0.0,0.0,1.005,compass,0.0,32.0,32.0,20.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,216748,1,2024-07-12_18h19.15.979,experiment,2024.1.5,Win32,60.24096386,6691931c2c63981b064e1f0c,6691abc41aa2fa0d090c3e2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.4332,1003.4964,0.296666667,0.204444444,1.0,0.0,0.0,5.0613,compass,0.0,33.0,33.0,1.0,1.0,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
