welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Folk/indie,post_survey.question1.Hip hop,post_survey.question1.Metal,post_survey.question1.Classical,post_survey.question1.Ambient,post_survey.question1.A cappella,post_survey.question1.Latin,post_survey.question1.Jazz,post_survey.question1.Electronic (EDM),post_survey.question1.R&B,post_survey.question1.Pop,post_survey.question1.Disco,post_survey.question1.Reggae,post_survey.question1.Alternative rock,post_survey.question1.Classic rock,post_survey.question1.Country,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.3191,328.7914,0.142218357,-0.018582628,1.0,0.0,0.0,0.4672,compass,0.0,16.0,16.0,30.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.8034,335.4762,-0.267606337,-0.058853692,1.0,0.0,0.0,0.6681,compass,0.0,17.0,17.0,28.0,1.0,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.4929,342.3924,0.137787204,-0.009879557,1.0,0.0,0.0,0.884,compass,0.0,18.0,18.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.4078,349.0759,0.285877075,0.285580851,1.0,0.0,0.0,0.667,compass,0.0,19.0,19.0,6.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0905,356.1606,0.271516995,0.268528765,1.0,0.0,0.0,1.0664,compass,0.0,20.0,20.0,22.0,1.0,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.1761,362.5933,0.243745524,-0.054450412,1.0,0.0,0.0,0.4006,compass,0.0,21.0,21.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.6059,371.5949,0.178316447,-0.115388319,1.0,0.0,0.0,2.9831,compass,0.0,22.0,22.0,13.0,1.0,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.6104,378.0613,0.136423272,0.079517822,1.0,0.0,0.0,0.4502,compass,0.0,23.0,23.0,15.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0758,385.2437,0.242705349,0.23122701,1.0,0.0,0.0,1.1664,compass,0.0,24.0,24.0,27.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.2555,392.1784,0.098992106,0.182177599,1.0,0.0,0.0,0.9165,compass,0.0,25.0,25.0,11.0,1.0,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.1899,399.7787,0.043337809,0.02848626,1.0,0.0,0.0,1.5824,compass,0.0,26.0,26.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.7967,407.2123,0.068336995,0.02423367,1.0,0.0,0.0,1.3991,compass,0.0,27.0,27.0,20.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.2246,415.6138,0.165956692,0.080340034,1.0,0.0,0.0,2.3836,compass,0.0,28.0,28.0,10.0,1.0,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.6254,421.9822,0.180362074,-0.04436381,1.0,0.0,0.0,0.3502,compass,0.0,29.0,29.0,29.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.9975,429.7152,-0.254022963,-0.129091933,1.0,0.0,0.0,1.7169,compass,0.0,30.0,30.0,17.0,1.0,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,560951,1,2024-07-12_17h38.52.125,experiment,2024.1.5,MacIntel,64.1025641,6691931c2c63981b064e1f0c,6691b0571030406d5f22485f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.7285,438.6987,-0.060449015,0.043892721,1.0,0.0,0.0,2.9667,compass,0.0,31.0,31.0,19.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
