welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Classical,post_survey.question1.Country,post_survey.question1.Alternative rock,post_survey.question1.Jazz,post_survey.question1.Classic rock,post_survey.question1.R&B,post_survey.question1.Electronic (EDM),post_survey.question1.A cappella,post_survey.question1.Folk/indie,post_survey.question1.Pop,post_survey.question1.Latin,post_survey.question1.Hip hop,post_survey.question1.Disco,post_survey.question1.Reggae,post_survey.question1.Ambient,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.3956,747.6948,0.146583851,-0.066459627,1.0,0.0,0.0,4.2925,compass,0.0,24.0,24.0,24.0,1.0,SoundStimuli/Kiss_Prince_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.7013,755.3215,-0.221118012,-0.254037267,1.0,0.0,0.0,1.6192,compass,0.0,25.0,25.0,9.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.3267,762.1216,0.2,-0.191925466,1.0,0.0,0.0,0.7887,compass,0.0,26.0,26.0,19.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.1302,770.3501,0.19378882,0.236645963,1.0,0.0,0.0,2.2041,compass,0.0,27.0,27.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.3586,777.2465,-0.198757764,0.27515528,1.0,0.0,0.0,0.8818,compass,0.0,28.0,28.0,3.0,1.0,SoundStimuli/PartyRockAnthem_LMFAO_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.2567,786.5806,-0.191304348,-0.266459627,1.0,0.0,0.0,3.3205,compass,0.0,29.0,29.0,21.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.5913,793.6439,0.183850932,-0.246583851,1.0,0.0,0.0,1.0518,compass,0.0,30.0,30.0,34.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.6517,805.0189,-0.137888199,-0.20310559,1.0,0.0,0.0,5.3601,compass,0.0,31.0,31.0,12.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.028,811.7946,0.250931677,-0.11242236,1.0,0.0,0.0,0.7644,compass,0.0,32.0,32.0,29.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.8029,822.0137,0.145341615,0.32484472,1.0,0.0,0.0,4.2076,compass,0.0,33.0,33.0,14.0,1.0,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0216,832.8176,0.029813665,-0.113664596,1.0,0.0,0.0,4.7888,compass,0.0,34.0,34.0,16.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.8293,873.4651,space,40.6271,,873.4653,896.5884,right,23.0962,,0.0,0.0,0.0,0.0,1.0,block_order/blockD.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.5991,906.4724,0.111801242,0.339751553,1.0,0.0,0.0,3.8707,compass,0.0,0.0,0.0,8.0,1.0,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.481,913.6525,-0.208695652,0.220496894,1.0,0.0,0.0,1.1658,compass,0.0,1.0,1.0,16.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.6623,920.6155,-0.208695652,0.220496894,1.0,0.0,0.0,0.9495,compass,0.0,2.0,2.0,1.0,1.0,SoundStimuli/Stronger_KanyeWest_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.6239,927.4953,0.197515528,0.32484472,1.0,0.0,0.0,0.8684,compass,0.0,3.0,3.0,26.0,1.0,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.5046,942.2598,-0.072049689,-0.205590062,1.0,0.0,0.0,8.7532,compass,0.0,4.0,4.0,32.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.2677,954.3954,-0.085714286,-0.027950311,1.0,0.0,0.0,6.1113,compass,0.0,5.0,5.0,17.0,1.0,SoundStimuli/Fallin_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.4026,963.8134,0.149068323,0.298757764,1.0,0.0,0.0,3.4036,compass,0.0,6.0,6.0,21.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.8234,972.4464,0.166459627,-0.227950311,1.0,0.0,0.0,2.6212,compass,0.0,7.0,7.0,33.0,1.0,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,972.4566,982.7485,0.166459627,-0.227950311,1.0,0.0,0.0,4.2878,compass,0.0,8.0,8.0,6.0,1.0,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.7529,992.8507,-0.223602484,-0.224223602,1.0,0.0,0.0,4.0871,compass,0.0,9.0,9.0,5.0,1.0,SoundStimuli/MyGirl_TheTemptations_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.8573,1001.5382,-0.304347826,0.301242236,1.0,0.0,0.0,2.672,compass,0.0,10.0,10.0,14.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.5465,1008.3972,-0.149068323,0.28136646,1.0,0.0,0.0,0.8311,compass,0.0,11.0,11.0,28.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.408,1016.2451,0.098136646,0.265217391,1.0,0.0,0.0,1.8364,compass,0.0,12.0,12.0,9.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.2559,1022.7074,0.145341615,-0.20310559,1.0,0.0,0.0,0.4477,compass,0.0,13.0,13.0,12.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.7168,1032.2454,0.165217391,0.131055901,1.0,0.0,0.0,3.5264,compass,0.0,14.0,14.0,0.0,1.0,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.2518,1040.6614,0.222360248,0.150931677,1.0,0.0,0.0,2.4047,compass,0.0,15.0,15.0,20.0,1.0,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.672,1050.109,0.017391304,-0.301242236,1.0,0.0,0.0,3.4201,compass,0.0,16.0,16.0,34.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.1195,1058.8919,0.081987578,0.365838509,1.0,0.0,0.0,2.0367,compass,0.0,17.0,17.0,4.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.8996,1066.8572,-0.268322981,0.28136646,1.0,0.0,0.0,1.9539,compass,0.0,18.0,18.0,7.0,1.0,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.8655,1078.382,0.19378882,0.308695652,1.0,0.0,0.0,5.5138,compass,0.0,19.0,19.0,24.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.3902,1088.1801,0.110559006,-0.220496894,1.0,0.0,0.0,3.7739,compass,0.0,20.0,20.0,18.0,1.0,SoundStimuli/AnotherOneBitesTheDust_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.1868,1095.3769,0.110559006,-0.220496894,1.0,0.0,0.0,1.1855,compass,0.0,21.0,21.0,22.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.382,1105.9137,-0.185093168,0.254037267,1.0,0.0,0.0,4.5223,compass,0.0,22.0,22.0,2.0,1.0,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.9225,1113.3442,-0.186335404,0.204347826,1.0,0.0,0.0,1.4157,compass,0.0,23.0,23.0,23.0,1.0,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.3521,1124.5989,-0.207453416,-0.272670807,1.0,0.0,0.0,5.2413,compass,0.0,24.0,24.0,13.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.6073,1133.7661,0.079503106,-0.283850932,1.0,0.0,0.0,3.1561,compass,0.0,25.0,25.0,10.0,1.0,SoundStimuli/BadDay_DanielPowter_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133.7754,1140.7623,-0.213664596,0.220496894,1.0,0.0,0.0,0.9849,compass,0.0,26.0,26.0,25.0,1.0,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.7708,1149.933,-0.213664596,0.220496894,1.0,0.0,0.0,3.1559,compass,0.0,27.0,27.0,3.0,1.0,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.9414,1156.6631,0.168944099,0.227950311,1.0,0.0,0.0,0.7034,compass,0.0,28.0,28.0,30.0,1.0,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.6725,1166.3981,0.119254658,-0.21552795,1.0,0.0,0.0,3.7245,compass,0.0,29.0,29.0,19.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.4065,1173.9079,0.129192547,0.271428571,1.0,0.0,0.0,1.4862,compass,0.0,30.0,30.0,11.0,1.0,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,663231,1,2024-07-12_17h41.52.749,experiment,2024.1.5,Win32,59.17159763,6691931c2c63981b064e1f0c,6691b0f5b9588bcd6913cb59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.9167,1183.7096,-0.150310559,-0.19068323,1.0,0.0,0.0,3.7902,compass,0.0,31.0,31.0,29.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
