welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Disco,post_survey.question1.Folk/indie,post_survey.question1.Latin,post_survey.question1.Classical,post_survey.question1.Pop,post_survey.question1.A cappella,post_survey.question1.R&B,post_survey.question1.Alternative rock,post_survey.question1.Ambient,post_survey.question1.Jazz,post_survey.question1.Metal,post_survey.question1.Hip hop,post_survey.question1.Classic rock,post_survey.question1.Country,post_survey.question1.Electronic (EDM),post_survey.question1.Reggae,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.0644,559.571,0.053372396,-0.181914063,1.0,0.0,0.0,1.4917,compass,0.0,4.0,4.0,16.0,1.0,SoundStimuli/ItsAllInTheGame_TommyEdwards_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.5759,567.4196,0.053372396,-0.181358507,1.0,0.0,0.0,1.8258,compass,0.0,5.0,5.0,14.0,1.0,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.4243,573.5209,0.027790799,-0.272105035,1.0,0.0,0.0,0.0951,compass,0.0,6.0,6.0,7.0,1.0,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5257,583.6596,0.164548611,-0.032269965,1.0,0.0,0.0,4.1275,compass,0.0,7.0,7.0,11.0,1.0,SoundStimuli/BlurredLines_RobinThicke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.6644,590.0126,-0.10155816,-0.115963542,1.0,0.0,0.0,0.3449,compass,0.0,8.0,8.0,13.0,1.0,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0173,597.0776,-0.054934896,-0.152860243,1.0,0.0,0.0,1.0491,compass,0.0,9.0,9.0,21.0,1.0,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.0824,605.2637,0.058550347,0.255998264,1.0,0.0,0.0,2.1781,compass,0.0,10.0,10.0,31.0,1.0,SoundStimuli/TossinAndTurnin_BobbyLewis_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.2686,612.0866,-0.059861111,-0.109969618,1.0,0.0,0.0,0.8078,compass,0.0,11.0,11.0,33.0,1.0,SoundStimuli/TheBoyIsMine_BrandyMonica_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.0914,619.2083,0.060724826,0.033155382,1.0,0.0,0.0,1.1149,compass,0.0,12.0,12.0,18.0,1.0,SoundStimuli/Weak_SWV_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.2129,625.8913,-0.107131076,-0.096540799,1.0,0.0,0.0,0.6713,compass,0.0,13.0,13.0,30.0,1.0,SoundStimuli/SomebodyThatIUsedtoKnow_Gotye_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.8961,632.7558,0.040360243,-0.126831597,1.0,0.0,0.0,0.8432,compass,0.0,14.0,14.0,25.0,1.0,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.7605,640.6928,0.054522569,0.107287326,1.0,0.0,0.0,1.9278,compass,0.0,15.0,15.0,24.0,1.0,SoundStimuli/Kiss_Prince_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.6976,647.0237,0.04546875,-0.182690972,1.0,0.0,0.0,0.3073,compass,0.0,16.0,16.0,29.0,1.0,SoundStimuli/BetteDavisEyes_KimCarnes_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.0284,655.1246,-0.06421441,0.179657118,1.0,0.0,0.0,2.0848,compass,0.0,17.0,17.0,15.0,1.0,SoundStimuli/CrazyInLove_BeyonceFtJayZ_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.1296,662.4156,-0.085104167,-0.17265191,1.0,0.0,0.0,1.272,compass,0.0,18.0,18.0,17.0,1.0,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.4206,671.2777,-0.127769097,-0.199253472,1.0,0.0,0.0,2.8439,compass,0.0,19.0,19.0,9.0,1.0,SoundStimuli/HowDoILive_LeAnnRimes_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.2827,679.5384,0.04922309,0.040212674,1.0,0.0,0.0,2.247,compass,0.0,20.0,20.0,4.0,1.0,SoundStimuli/Dreams_FleetwoodMac_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.5434,685.897,-0.067560764,0.115460069,1.0,0.0,0.0,0.3454,compass,0.0,21.0,21.0,6.0,1.0,SoundStimuli/SaveYourTears_TheWeekndArianaGrande_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.902,693.5899,-0.059800347,0.065073785,1.0,0.0,0.0,1.6727,compass,0.0,22.0,22.0,12.0,1.0,SoundStimuli/UnbreakMyHeart_ToniBraxton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.5948,700.7066,0.018654514,0.111636285,1.0,0.0,0.0,1.097,compass,0.0,23.0,23.0,1.0,1.0,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.7115,706.9934,0.107226562,-0.120703125,1.0,0.0,0.0,0.2703,compass,0.0,24.0,24.0,34.0,1.0,SoundStimuli/Irreplaceable_Beyonce_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.9982,713.7451,0.051827257,0.200533854,1.0,0.0,0.0,0.7401,compass,0.0,25.0,25.0,26.0,1.0,SoundStimuli/TheSign_AceOfBase_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.75,721.1466,0.036510417,0.073780382,1.0,0.0,0.0,1.3937,compass,0.0,26.0,26.0,23.0,1.0,SoundStimuli/IWalkTheLine_JohnnyCash_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.1516,729.1354,0.029444444,0.048810764,1.0,0.0,0.0,1.9733,compass,0.0,27.0,27.0,0.0,1.0,SoundStimuli/GimmeShelter_RollingStones_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.1404,736.3359,0.030065104,-0.229973958,1.0,0.0,0.0,1.1823,compass,0.0,28.0,28.0,28.0,1.0,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.3406,742.8011,0.226397569,0.231336806,1.0,0.0,0.0,0.4414,compass,0.0,29.0,29.0,10.0,1.0,SoundStimuli/LeFreak_Chic_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.8059,750.0667,0.065442708,0.287105035,1.0,0.0,0.0,1.2589,compass,0.0,30.0,30.0,20.0,1.0,SoundStimuli/FlashdanceWhatAFeeling_IreneCara_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0715,756.3753,0.214162326,0.108424479,1.0,0.0,0.0,0.286,compass,0.0,31.0,31.0,22.0,1.0,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.3802,762.7448,0.096614583,0.304292535,1.0,0.0,0.0,0.3612,compass,0.0,32.0,32.0,3.0,1.0,SoundStimuli/PartyRockAnthem_LMFAO_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.7496,769.0601,0.049947917,-0.235594618,1.0,0.0,0.0,0.3048,compass,0.0,33.0,33.0,32.0,1.0,SoundStimuli/Dilemma_NellyKellyRowland_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.065,775.781,0.223532986,0.267018229,1.0,0.0,0.0,0.7065,compass,0.0,34.0,34.0,5.0,1.0,SoundStimuli/JoyToTheWorld_ThreeDogNight_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.7857,826.6794,space,50.8931,,826.6794,832.4026,right,5.7225,,0.0,1.0,1.0,1.0,1.0,block_order/blockB.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.4127,839.3157,-0.066697049,-0.149309896,1.0,0.0,0.0,0.9018,compass,0.0,0.0,0.0,9.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.3205,845.7349,0.273185764,0.282777778,1.0,0.0,0.0,0.401,compass,0.0,1.0,1.0,0.0,1.0,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.7395,852.0815,0.045082465,-0.187109375,1.0,0.0,0.0,0.326,compass,0.0,2.0,2.0,29.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0861,858.5861,0.045147569,-0.252786458,1.0,0.0,0.0,0.4931,compass,0.0,3.0,3.0,26.0,1.0,SoundStimuli/LivinOnAPrayer_BonJovi_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.5909,866.0567,-0.060303819,-0.146241319,1.0,0.0,0.0,1.4499,compass,0.0,4.0,4.0,13.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.0617,872.3802,0.042855903,0.054522569,1.0,0.0,0.0,0.3067,compass,0.0,5.0,5.0,21.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.3852,880.7949,0.031215278,-0.158732639,1.0,0.0,0.0,2.4029,compass,0.0,6.0,6.0,20.0,1.0,SoundStimuli/HeyYa_Outkast_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.7998,887.5336,0.060659722,-0.24483941,1.0,0.0,0.0,0.7247,compass,0.0,7.0,7.0,23.0,1.0,SoundStimuli/StrawberryFieldsForever_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.5383,893.9292,0.019787326,0.051992188,1.0,0.0,0.0,0.3837,compass,0.0,8.0,8.0,32.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.9341,902.9107,0.022196181,-0.203671875,1.0,0.0,0.0,2.9742,compass,0.0,9.0,9.0,33.0,1.0,SoundStimuli/StandByMe_BenEKing_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.9154,909.8193,-0.084435764,-0.18265191,1.0,0.0,0.0,0.8913,compass,0.0,10.0,10.0,15.0,1.0,SoundStimuli/TikTok_Kesha_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.8244,917.6278,0.122569444,0.172712674,1.0,0.0,0.0,1.7847,compass,0.0,11.0,11.0,14.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
