welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,run_cal.thisRepN,run_cal.thisTrialN,run_cal.thisN,run_cal.thisIndex,run_cal.ran,emotion_training_ready.started,emotion_training_ready.stopped,training_move_on.keys,training_move_on.rt,training_move_on.duration,examples.started,examples.stopped,emotion_scale.started,emotion_scale.stopped,scale_next.keys,scale_next.rt,scale_next.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_task.started,practice_task.stopped,mouse_rating_2.x,mouse_rating_2.y,mouse_rating_2.leftButton,mouse_rating_2.midButton,mouse_rating_2.rightButton,mouse_rating_2.time,mouse_rating_2.clicked_name,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,set_group.started,set_group.stopped,task.started,task.stopped,mouse_rating.x,mouse_rating.y,mouse_rating.leftButton,mouse_rating.midButton,mouse_rating.rightButton,mouse_rating.time,mouse_rating.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,clip,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,instruction_reminder.started,instruction_reminder.stopped,reminder_move_on.keys,reminder_move_on.rt,reminder_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,post_survey.age,post_survey.musician,post_survey.music_making,post_survey.listen_time,post_survey.medium,post_survey.music_seeking,post_survey.music_choice,post_survey.activities,post_survey.question1.Disco,post_survey.question1.Folk/indie,post_survey.question1.Latin,post_survey.question1.Classical,post_survey.question1.Pop,post_survey.question1.A cappella,post_survey.question1.R&B,post_survey.question1.Alternative rock,post_survey.question1.Ambient,post_survey.question1.Jazz,post_survey.question1.Metal,post_survey.question1.Hip hop,post_survey.question1.Classic rock,post_survey.question1.Country,post_survey.question1.Electronic (EDM),post_survey.question1.Reggae,post_survey.other_genres,post_survey.genres_ranked.text1,post_survey.genres_ranked.text2,post_survey.genres_ranked.text3,post_survey.habit_change,post_survey.habits,show_exp.thisRepN,show_exp.thisTrialN,show_exp.thisN,show_exp.thisIndex,show_exp.ran,goodbye.started,goodbye.stopped
0.0002,1.3521,space,1.3478,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,19.8463,19.8464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,19.8478,23.1009,space,3.2487,,23.1014,37.1123,[-0.005685763888888889],[-0.4123350694444444],[1],[0],[0],[2.2694999999999936],"[""play_button""]",y,12.995,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,37.1126,57.5866,space,20.4682,,57.5866,177.5896,177.5898,186.8901,right,5.7869,,186.8901,193.6178,space,6.7215,,193.6179,203.6696,0.171241319,-0.177061632,1.0,0.0,0.0,4.0369,compass_2,203.6697,205.0444,space,1.3731,,205.0445,205.0498,205.0615,214.1919,0.054796007,0.072057292,1.0,0.0,0.0,3.1185,compass,0.0,0.0,0.0,31.0,1.0,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.1978,222.6058,0.204166667,0.040837674,1.0,0.0,0.0,2.3898,compass,0.0,1.0,1.0,30.0,1.0,SoundStimuli/PokerFace_LadyGaga_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.6115,229.4071,0.090737847,0.237430556,1.0,0.0,0.0,0.7881,compass,0.0,2.0,2.0,4.0,1.0,SoundStimuli/GetUrFreakOn_MissyElliot_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4128,238.0313,0.24656684,0.030555556,1.0,0.0,0.0,2.6171,compass,0.0,3.0,3.0,13.0,1.0,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0371,244.5489,0.311436632,0.328159722,1.0,0.0,0.0,0.4974,compass,0.0,4.0,4.0,6.0,1.0,SoundStimuli/Levitating_DuaLipa_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.5537,251.0297,0.050438368,0.110824653,1.0,0.0,0.0,0.4745,compass,0.0,5.0,5.0,12.0,1.0,SoundStimuli/IWillAlwaysLoveYou_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0344,257.4269,0.044257813,-0.120143229,1.0,0.0,0.0,0.3796,compass,0.0,6.0,6.0,1.0,1.0,SoundStimuli/Stronger_KanyeWest_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.4317,263.7423,0.036345486,0.248259549,1.0,0.0,0.0,0.3079,compass,0.0,7.0,7.0,0.0,1.0,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.7482,270.0705,0.169110243,0.203164062,1.0,0.0,0.0,0.308,compass,0.0,8.0,8.0,21.0,1.0,SoundStimuli/GoodGollyMissMolly_LittleRichard_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0751,278.0919,0.053311632,-0.057703993,1.0,0.0,0.0,2.0114,compass,0.0,9.0,9.0,14.0,1.0,SoundStimuli/BlindingLights_TheWeeknd_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.098,286.344,0.201649306,-0.241627604,1.0,0.0,0.0,2.2292,compass,0.0,10.0,10.0,34.0,1.0,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.349,293.0419,-0.092677951,0.193949653,1.0,0.0,0.0,0.6892,compass,0.0,11.0,11.0,25.0,1.0,SoundStimuli/Respect_ArethaFranklin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0465,300.19,0.268893229,-0.097374132,1.0,0.0,0.0,1.1416,compass,0.0,12.0,12.0,9.0,1.0,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.195,306.5603,0.045564236,0.048893229,1.0,0.0,0.0,0.364,compass,0.0,13.0,13.0,17.0,1.0,SoundStimuli/Fallin_AliciaKeys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.5651,314.6738,0.245321181,0.04796441,1.0,0.0,0.0,2.0906,compass,0.0,14.0,14.0,8.0,1.0,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.6787,320.9937,0.050837674,-0.122105035,1.0,0.0,0.0,0.3075,compass,0.0,15.0,15.0,27.0,1.0,SoundStimuli/ShapeofYou_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.9986,327.7146,0.041540799,-0.080603299,1.0,0.0,0.0,0.7148,compass,0.0,16.0,16.0,29.0,1.0,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.7194,334.0467,0.271102431,0.292682292,1.0,0.0,0.0,0.3227,compass,0.0,17.0,17.0,15.0,1.0,SoundStimuli/TikTok_Kesha_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0517,340.6471,-0.051861979,-0.216306424,1.0,0.0,0.0,0.5872,compass,0.0,18.0,18.0,10.0,1.0,SoundStimuli/BadDay_DanielPowter_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.6518,351.2896,0.168576389,0.078615451,1.0,0.0,0.0,4.6329,compass,0.0,19.0,19.0,32.0,1.0,SoundStimuli/HeatWaves_GlassAnimals_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2945,357.6347,0.165529514,0.188532986,1.0,0.0,0.0,0.3393,compass,0.0,20.0,20.0,24.0,1.0,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.6394,365.7451,-0.001085069,0.000425347,1.0,0.0,0.0,2.0987,compass,0.0,21.0,21.0,22.0,1.0,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.7501,374.0826,0.027894965,0.112161458,1.0,0.0,0.0,2.3242,compass,0.0,22.0,22.0,28.0,1.0,SoundStimuli/ComeAndGetYourLove_Redbone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.0876,383.1334,0.022552083,0.298207465,1.0,0.0,0.0,3.0438,compass,0.0,23.0,23.0,11.0,1.0,SoundStimuli/Superstition_StevieWonder_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.1382,389.5409,0.030564236,-0.120026042,1.0,0.0,0.0,0.3855,compass,0.0,24.0,24.0,18.0,1.0,SoundStimuli/AnotherOneBitesTheDust_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.5457,398.2529,0.069565972,0.178259549,1.0,0.0,0.0,2.6943,compass,0.0,25.0,25.0,7.0,1.0,SoundStimuli/NoOne_AliciaKeys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.258,404.5545,0.044787326,-0.146440972,1.0,0.0,0.0,0.2858,compass,0.0,26.0,26.0,2.0,1.0,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.5594,410.8802,0.296848958,0.315269097,1.0,0.0,0.0,0.3068,compass,0.0,27.0,27.0,26.0,1.0,SoundStimuli/LivinOnAPrayer_BonJovi_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.8848,417.4937,0.029791667,-0.241592882,1.0,0.0,0.0,0.5918,compass,0.0,28.0,28.0,19.0,1.0,SoundStimuli/LetsGetItOn_MarvinGaye_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.4985,423.7988,0.244331597,-0.06983941,1.0,0.0,0.0,0.2909,compass,0.0,29.0,29.0,3.0,1.0,SoundStimuli/NoScrubs_TLC_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.8035,434.2465,0.155512153,0.191532118,1.0,0.0,0.0,4.4338,compass,0.0,30.0,30.0,16.0,1.0,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.2513,440.7534,0.160021701,0.197278646,1.0,0.0,0.0,0.4822,compass,0.0,31.0,31.0,20.0,1.0,SoundStimuli/HeyYa_Outkast_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.7584,447.347,-0.045078125,0.248311632,1.0,0.0,0.0,0.581,compass,0.0,32.0,32.0,23.0,1.0,SoundStimuli/StrawberryFieldsForever_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.3516,455.1184,0.027894965,-0.077447917,1.0,0.0,0.0,1.7506,compass,0.0,33.0,33.0,33.0,1.0,SoundStimuli/StandByMe_BenEKing_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1234,464.0776,0.02733941,-0.077447917,1.0,0.0,0.0,2.9531,compass,0.0,34.0,34.0,5.0,1.0,SoundStimuli/MyGirl_TheTemptations_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0828,517.0963,space,53.0111,,517.0963,523.3378,right,6.2391,,0.0,0.0,0.0,0.0,1.0,block_order/blockC.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.3469,530.9986,-0.087222222,-0.143151042,1.0,0.0,0.0,1.6334,compass,0.0,0.0,0.0,8.0,1.0,SoundStimuli/EndlessLove_DianaRossLionelRichie_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0034,538.0501,0.2346875,0.217369792,1.0,0.0,0.0,1.0444,compass,0.0,1.0,1.0,27.0,1.0,SoundStimuli/EyeOfTheTiger_Survivor_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.055,544.299,-0.070368924,0.205394965,1.0,0.0,0.0,0.2262,compass,0.0,2.0,2.0,2.0,1.0,SoundStimuli/SmellsLikeTeenSpirit_Nirvana_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,851807,1,2024-07-12_18h28.28.695,experiment,2024.1.5,MacIntel,59.88023952,6691931c2c63981b064e1f0c,6691adde6d14fd83c2a18c22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.3038,552.0597,0.056488715,-0.217634549,1.0,0.0,0.0,1.7552,compass,0.0,3.0,3.0,19.0,1.0,SoundStimuli/YouLightUpMyLife_DebbyBoone_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
