internal_id,song_id,semantic_distance
1,2017_2,4.476162767539107
2,2008_2,3.320116861495599
2,2010_1,2.279668272467959
2,2011_3,2.2942838538170385
2,2012_4,4.059248067452025
2,2012_5,3.7423305581979176
2,2013_2,2.51541012431914
2,2013_5,3.629804633946358
2,2013_6,5.479815990159861
2,2014_1,5.945158329967822
2,2014_4,4.0008013800202695
2,2014_5,6.989602180559943
2,2015_3,4.8109268581404
2,2015_4,6.9963339150246355
2,2015_5,6.1697865668897585
2,2016_2,9.427155753947089
2,2016_5,4.572817929484938
2,2017_4,9.98262595241247
2,2018_3,6.135465974897435
2,2018_4,10.402283101544214
2,2018_5,3.784294776152554
2,2019_3,3.3601015832790933
3,2009_3,5.5922046788827275
4,2009_3,6.000683220263685
4,2010_2,5.403150700670873
4,2010_3,7.888996123697417
4,2011_1,5.749766451674482
4,2011_3,3.8485885561469635
4,2012_1,4.00252704459963
4,2012_3,12.729431752129825
4,2012_4,5.258767328929797
4,2013_1,2.6455024927842365
4,2013_2,10.802408008237048
4,2013_3,15.849129737382972
4,2013_5,14.301418973682654
4,2013_6,4.876635822591722
4,2014_4,10.274927013078692
4,2014_5,0.0
4,2015_1,5.606225979590696
4,2015_2,3.906847555608204
4,2015_3,3.9259156966168693
4,2016_2,6.0857799676131705
4,2017_2,7.665405803381378
4,2017_3,5.073648710057286
4,2017_4,5.273287541544475
4,2017_5,7.69755439116497
4,2018_2,2.653128023932696
4,2018_4,10.181326497443171
4,2019_1,15.811009911479433
4,2019_4,5.568039594343524
5,2011_2,5.1530964988152395
5,2012_3,5.148883107924843
5,2015_2,6.226401126312525
5,2015_3,3.2751623509773533
6,2009_3,3.133354894926089
6,2010_1,5.205857240185899
6,2011_2,6.21135404826052
6,2011_3,3.5420689475279206
6,2012_1,11.494172417471331
6,2012_2,9.768022919362311
6,2013_1,8.31379783205577
6,2014_1,2.960308843256808
6,2014_2,4.332866227353379
6,2014_5,6.2883562139865266
6,2017_2,5.1130453681328385
6,2019_4,6.535368607531341
7,2009_3,5.158592617486185
7,2011_3,2.7643851467313287
7,2012_1,3.6663163346581307
7,2013_2,4.935236980308136
7,2015_1,3.4345227908807883
7,2016_1,7.9494207144558695
7,2019_1,3.5095736505203563
8,2010_2,7.4634552206875915
8,2011_3,2.792399844078309
10,2010_3,1.2368931229197797
10,2011_2,8.320006826127033
10,2011_3,4.646084098054412
10,2012_1,18.58325032095421
10,2012_2,7.562691867499755
10,2013_1,7.054674930246021
10,2013_3,8.061149120903352
10,2014_1,7.091771195953709
10,2014_4,9.216978078356819
10,2015_3,4.474374482737794
10,2015_4,1.9090560440606104
10,2015_5,6.432557529092755
10,2016_2,3.0761224584405533
10,2016_3,4.770131714320673
10,2017_1,3.411204606833617
10,2017_2,7.515536354782505
10,2017_3,13.003280118748753
10,2017_4,3.0534340567947003
10,2017_5,3.5388180057365655
10,2018_1,3.7672701160518685
10,2018_4,5.370598676567409
10,2019_1,4.955442997367748
10,2019_2,4.208475539648751
12,2014_1,0.0
13,2009_2,4.6905654904857546
13,2011_2,5.237399692823256
13,2012_1,7.274079761524681
13,2012_2,6.618396124087019
13,2012_3,5.254630648119632
13,2012_4,3.3733290755359913
13,2013_1,3.4615679785929174
13,2013_2,6.875239573128205
13,2013_6,2.2967145107534437
13,2014_1,10.009584657388856
13,2015_1,3.427877046359098
13,2015_3,10.086255842490045
13,2016_5,4.32735277267913
13,2017_2,2.595358308615315
13,2017_4,4.154204401809284
13,2019_2,2.7285665002099884
14,2011_2,3.0538168749739305
15,2008_2,2.0622582379448473
15,2010_2,4.925425166348082
15,2011_2,5.848315677084255
15,2011_4,1.4004992925749449
15,2014_2,3.1638591919430796
15,2015_5,4.479024797254803
15,2019_2,4.746176864329564
17,2011_2,7.591799381084612
17,2011_3,4.373939399665884
17,2016_2,3.9888165154110298
17,2017_2,3.9857769892829866
18,2011_3,15.043999266256806
18,2015_1,7.207965717960035
19,2012_3,4.096437826784744
19,2015_3,3.0781016230627345
19,2016_4,1.210328688077945
19,2017_5,3.1239304919899773
19,2018_2,1.6770773335972784
20,2008_2,1.6319733551614828
22,2016_5,2.5908600347170245
23,2010_2,0.0
23,2010_3,4.775993195848107
23,2013_6,12.155627178085378
23,2017_5,9.959395990425522
23,2018_2,2.192677414134104
24,2008_2,9.085886121612353
24,2010_1,5.6961668675102715
24,2010_2,7.658498218059979
24,2011_1,3.2429710241985346
24,2011_4,6.516535131418913
24,2012_1,2.885613501660161
24,2014_1,7.509068847733828
24,2014_2,4.643394585566989
24,2014_3,4.680520052555533
24,2015_2,3.378708392433
24,2015_3,5.558381240079502
24,2015_4,4.182983772228824
24,2015_5,0.0
24,2016_2,1.7442254009084992
24,2016_3,4.365697410376786
24,2016_4,11.319287805811033
24,2016_5,6.505706711051392
24,2017_5,4.389987708838842
24,2018_2,1.5218940733145472
24,2018_5,10.95830498717223
24,2019_1,4.214441117637453
24,2019_2,7.917837703013134
24,2019_3,2.0786106764014667
25,2010_1,5.391370536470554
25,2011_3,7.611797609677962
25,2013_1,3.794032004876897
25,2013_3,1.9942361844502663
25,2013_6,5.808183769071478
25,2015_3,3.4192846026686983
25,2019_1,4.445459336813699
25,2019_2,6.376084430911911
26,2010_1,4.649373703577762
26,2011_1,2.1634331251989267
26,2011_2,2.864570920130407
26,2011_3,3.7282665263050903
26,2012_2,8.140305075974199
26,2012_5,7.809949873818158
26,2014_1,3.834919817634961
26,2015_1,6.8444680424671756
26,2015_2,4.4289320771971585
26,2015_5,3.484555851351639
26,2016_1,1.421653467344183
26,2016_3,1.610720498040425
26,2017_2,4.840484174631974
26,2017_3,3.353439761073416
26,2018_4,6.140812775835512
26,2019_4,9.235790768392999
27,2013_3,3.429851826078644
27,2014_3,12.460390156924223
27,2015_1,3.606172721744648
27,2016_1,2.3716953761052175
28,2009_3,9.688120421143335
28,2015_3,1.5246873751644847
28,2017_3,4.740318814938474
29,2009_3,3.347267362842013
29,2012_1,4.436777057951212
29,2013_2,12.834014294720042
29,2014_1,6.837429505184955
29,2014_4,7.822259323947099
29,2015_4,11.337899026635345
29,2016_4,5.346759286619652
29,2017_4,4.413824487902437
29,2019_2,5.3863259582027725
30,2012_1,1.8208356200302722
31,2009_2,8.588643121058203
31,2009_3,3.7447592123928675
31,2010_1,2.863699295453447
31,2012_2,4.441061121282171
31,2013_5,3.675920901991839
31,2014_1,5.163347485409629
31,2015_1,2.6605733743690316
31,2017_3,5.449353726929517
31,2019_1,5.916071862843149
31,2019_2,4.082332383451103
31,2019_3,3.0905856533445992
32,2013_3,4.324412895581206
33,2008_3,2.7557781422295937
33,2011_1,2.8593224425516035
33,2015_3,4.807753649987153
34,2014_1,7.475828649166844
35,2009_2,3.555666725754094
35,2010_2,5.595585464461029
35,2011_1,1.0723329520753948
35,2011_2,3.8294115404502245
35,2011_3,10.088256092440057
35,2012_1,4.296854344213367
35,2012_2,4.6350183200393325
35,2014_1,3.8984141821771554
35,2014_2,3.7940640768282172
35,2015_2,8.915344987172348
35,2016_2,4.1373844380874365
35,2016_3,6.353267294260539
35,2017_2,13.175242682545255
35,2017_3,2.578996891248822
