internal_id,song_id,age_at_event_orig,age_at_event_cover,association_orig,association_cover,control_orig,control_cover,memory_orig,memory_cover,description_orig,description_cover,emot_content_orig,emot_content_cover,emot_intensity_orig,emot_intensity_cover,energetic_orig,energetic_cover,experience_orig,experience_cover,familiarity_orig,familiarity_cover,important_orig,important_cover,preference_orig,preference_cover,social_orig,social_cover,unique_orig,unique_cover,vivid_orig,vivid_cover
49,2017_1,16,16,15-17,15-18,somewhat spontaneous,somewhat spontaneous,TRUE,TRUE,I remember watching Ed Sheeran perform this live at an awards show.,Watched Ed Sheeran play this at an awards show on TV,somewhat positive,neutral,not at all,not at all,not at all,not at all,This was another song of Ed's that was a big hit an was played everyday on the radio during 2016 and 2017.,Heard often on Radio and listened to from his album on Spotify.,very,very,not at all,not at all,somewhat,somewhat,not at all,not at all,a little,a little,somewhat,somewhat
49,2017_4,15,15,14-16,14-16 years old,somewhat spontaneous,completely spontaneous,TRUE,TRUE,"In middle school, my friends and I would play this song during class.",In middle school my friends and I would blast this song by Kendrick Lamar on our laptops during class.,somewhat positive,very positive,somewhat,somewhat,somewhat,somewhat,Had this on a Spotify playlist.,I listened to this song a lot in my 8th grade year during middle school.,very,very,not at all,not at all,somewhat,somewhat,a little,very,somewhat,somewhat,a little,extremely
49,2017_5,15,14,15-17,My science teacher,completely spontaneous,neither,TRUE,TRUE,I was telling my 8th grade science teacher about this song when it first came out and he said he liked it as well.,Showed my 8th grade science teacher this when it came out and he liked it.,very positive,somewhat positive,somewhat,not at all,a little,somewhat,This was one of my favorite songs during my 8th grade year.,Listened to this a lot during my 8th grade year.,extremely,extremely,not at all,a little,a lot,a lot,somewhat,somewhat,somewhat,very,very,a little
49,2019_2,16,NA,16-17 years old.,16-17,somewhat spontaneous,NA,TRUE,FALSE,This song was playing when my mother picked me up from cross country practice my sophemore year of high school.,NA,neutral,NA,not at all,NA,not at all,NA,"This is Sunflower by Post Malone and Rae Sremmurd, I am quite familiar with the song as it was played on the radio often.",Heard on radio during high school.,very,somewhat,not at all,NA,a little,a little,not at all,NA,a little,NA,very,NA
49,2019_3,17,NA,17-18,16-18,completely spontaneous,NA,TRUE,FALSE,I recall watching Halsey perform this live at the 2018 VS Fashion Show.,NA,very positive,NA,a little,NA,a little,NA,I always go back to watching her perform this live at the VS Show in 2018.,This was one of my favorite songs when in high school.,extremely,very,a little,NA,love it!,a lot,a little,NA,somewhat,NA,extremely,NA
50,2008_2,15,15,"I was in high school when this song came out, about 15 years old.",15,completely spontaneous,completely spontaneous,TRUE,TRUE,"I remember when a duo danced to this song on an early season of the tv dance competition ""So You Think You Can Dance?""","I watched dancers on the tv show ""So you think you can dance?"" do their routine to this song.",neutral,neutral,a little,not at all,somewhat,a little,"This song was constantly on the radio and television, this is how I kept hearing it.",Watching dancers on a reality competition perform to this song,extremely,extremely,not at all,not at all,a little,a little,a little,a little,a little,not at all,extremely,extremely
50,2009_3,14,NA,"14, middle school",N/A,completely spontaneous,NA,TRUE,FALSE,"I watched Lady Gaga perform this song when it first came out, she performed it on a show called America's Best Dance Crew.",NA,somewhat positive,NA,a little,NA,somewhat,NA,Watch it performed live on tv,Never heard it,extremely,not at all,a little,NA,love it!,somewhat,not at all,NA,not at all,NA,extremely,NA
50,2010_1,19,16,19,16,completely spontaneous,somewhat spontaneous,TRUE,TRUE,doing homework  in my room alone and this playing in the background,This song played on the radio one day when going to Toys R Us to buy my nephew a toy truck.,somewhat positive,somewhat positive,not at all,not at all,not at all,a little,Listening to the radio at home,"It played on the radio while going to the store., it was upbeat and different at the time.",extremely,extremely,not at all,not at all,somewhat,somewhat,not at all,a little,not at all,not at all,somewhat,somewhat
50,2010_3,18,NA,18,N/A,completely spontaneous,NA,TRUE,FALSE,I was watching an episode of Glee and they were performing this song.,NA,neutral,NA,not at all,NA,not at all,NA,Watching a cover of this on the tv show Glee,Never heard it,extremely,not at all,not at all,NA,a little,not at all,not at all,NA,not at all,NA,extremely,NA
50,2011_1,15,19,High school junior or senior,19,completely spontaneous,completely spontaneous,TRUE,TRUE,I was in high school when this album came out and heard this sang on an episode of Glee and then found the real artist and loved it better.,Watching a cover of this sang on Glee and thinking they butchered the song.,somewhat positive,very negative,very,a little,a little,not at all,Heard it on a tv show and then found the original version and listed to the full album and  other Adele songs too. Became a huge fan or hers.,Watching  this covered on a Glee episode,extremely,extremely,a little,not at all,love it!,love it!,a little,not at all,a little,not at all,extremely,extremely
50,2011_2,16,NA,"16, graduating high school",N/A,somewhat spontaneous,NA,TRUE,FALSE,This was a favorite for my high school senior class to listen to on the ride to Universal Studios for our senior trip.,NA,very positive,NA,somewhat,NA,extremely,NA,Listened to on a class road trip,never heard it,extremely,not at all,somewhat,NA,somewhat,not at all,extremely,NA,extremely,NA,very,NA
50,2011_3,26,24,25,24,completely spontaneous,completely spontaneous,TRUE,TRUE,I saw Katy perform this song during a New Year's eve tv event.,Watching a new years eve countdown and katy perry performing this,somewhat positive,somewhat positive,not at all,not at all,somewhat,somewhat,I saw it performed on a televised concert.,watching a new year's eve tv special,extremely,extremely,not at all,not at all,somewhat,somewhat,a little,somewhat,not at all,not at all,extremely,somewhat
50,2012_1,17,17,I associate this song with the time a joined a student social club.,17,completely spontaneous,completely spontaneous,TRUE,TRUE,I performed this song at a school club after school activity.,I heard this constantly while listening to the Ryan Seacrest top 40 pop songs countdown on Saturdays.,somewhat positive,somewhat positive,very,a little,extremely,somewhat,I liked it so much I decided to sing it at a school function and loved it.,listened to on the radio,extremely,extremely,somewhat,not at all,love it!,a lot,extremely,somewhat,extremely,not at all,extremely,extremely
50,2012_2,17,16,"16, graduating high school","16, graduating high school",somewhat spontaneous,somewhat deliberate,TRUE,TRUE,Listened to this when out riding with my high school friends a few days after we graduated. We were on the was to see Men in Black 3 in theaters.,"Played this song after my high school graduation, when me and my friends went to dinner to celebrate.",very positive,somewhat positive,somewhat,not at all,very,very,listened on radio,"Played this song a lot in 2012, my senior year of high school",extremely,extremely,somewhat,very,a lot,somewhat,extremely,extremely,somewhat,a little,very,somewhat
50,2012_3,18,NA,"18, starting college",18,somewhat spontaneous,NA,TRUE,FALSE,This song playing at the campus mixer for incoming freshman,NA,somewhat positive,NA,not at all,NA,somewhat,NA,Listened to on campus,I first heard it my senior year of high school on the radio.,extremely,extremely,somewhat,NA,somewhat,somewhat,extremely,NA,a little,NA,somewhat,NA
50,2012_4,22,NA,22,N/A,completely deliberate,NA,TRUE,FALSE,I was home doing chores with this playing in the background.,NA,neutral,NA,not at all,NA,not at all,NA,I heard it on spotify shuffle,never heard it,extremely,not at all,not at all,NA,a little,not at all,not at all,NA,not at all,NA,not at all,NA
50,2012_5,17,18,"I was just starting college, and that was the best time and I remember this song was very popular then,","18, starting college",completely spontaneous,completely spontaneous,TRUE,TRUE,"This song played on my college orientation day, as we walked in to the auditorium.",I was at college orientation and this played on repeat as all students walked in and and the program was about to  start.,somewhat positive,somewhat positive,a little,somewhat,somewhat,somewhat,"I had never heard on this song or artist but kept hearing it play at school, radio, tv, etc.",Heard it played on campus as a freshman,extremely,extremely,very,very,a little,somewhat,somewhat,somewhat,somewhat,somewhat,extremely,extremely
50,2013_2,27,24,27,24 or 25,somewhat spontaneous,completely spontaneous,TRUE,TRUE,Waiting in the Starbucks drive-thru with this playing,I watched Robin Thicke and Miley Cyrus perform this at an awards show.,neutral,somewhat negative,not at all,not at all,not at all,a little,Listening to car radio while in a drive-thru,I saw it performed at an awards show on tv and then the controversy of what the singers did on stage.,extremely,extremely,not at all,not at all,a little,a little,not at all,a little,not at all,not at all,somewhat,extremely
50,2013_3,24,21,24,I listened to this song a lot when I first started liking imagine dragons,completely spontaneous,completely spontaneous,TRUE,TRUE,"I remember this being in a trailer for the movie ""The Huntsman""  ad hearing this band for the first time.",I remember hearing a cover of the song by an acapella group called Penatonix,neutral,somewhat positive,not at all,a little,a little,a little,"Watching a movie trailer, this song was in the background",I heard a cover of it first by an acapella group and then liked the actual song too,extremely,extremely,not at all,a little,somewhat,a lot,a little,a little,not at all,a little,extremely,extremely
50,2013_6,27,27,26 or 27,27,somewhat deliberate,completely spontaneous,TRUE,TRUE,I listened to the extended version of this song on spotify and how the ending changed tempo on and it became one of my favorites at the time.,I remember driving listening to spotify and hearing this full version of this song and liking it a lot better.,somewhat positive,somewhat positive,not at all,not at all,a little,a little,I heard it on the radio and then liked it even more when I heard the full version on spotify,"Running errands, listening to spotify in the car",extremely,extremely,not at all,not at all,a lot,love it!,a little,not at all,not at all,not at all,very,extremely
50,2014_1,27,NA,27,N/A,completely spontaneous,NA,TRUE,FALSE,"I would get annoyed by how much this played on the radio, and if I turned the station, it was playing on another. I remember how overplayed this song was.",NA,somewhat negative,NA,a little,NA,not at all,NA,listened on the radio,heard it on the radio when driving to and from work,extremely,somewhat,not at all,NA,not at all,a little,not at all,NA,not at all,NA,extremely,NA
50,2014_5,25,NA,25,N/A,completely spontaneous,NA,TRUE,FALSE,"This was one of my main workout songs, especially when jogging.",NA,very positive,NA,not at all,NA,somewhat,NA,This was one of my top picks on my workout playlist years ago.,never heard it,extremely,a little,not at all,NA,a lot,a little,not at all,NA,not at all,NA,extremely,NA
50,2015_1,24,23,24,23 or 24,completely spontaneous,completely spontaneous,TRUE,TRUE,I watched the video and loved the choreography. I was watching it on twitter.,"I watched the music video and thought Bruno's dance style was so sleek and smooth, the whole video was such a vibe, especially seeing it for the first time.",very positive,very positive,somewhat,somewhat,somewhat,very,Scrolling through twitter reactions,I saw the music video at home and also heard it on the soundtrack of Johnny Depp's movie Mordecai.,extremely,extremely,a little,somewhat,love it!,love it!,a little,somewhat,a little,somewhat,extremely,extremely
50,2015_2,27,27,27,27,somewhat deliberate,completely spontaneous,TRUE,TRUE,I remember Ed Sheeran's cameo in a movie and he sung this.,I watched a movie where Ed Sheeran did a cameo singing this song.,somewhat positive,somewhat positive,not at all,not at all,not at all,somewhat,I saw his sing it in a movie cameo and then I wen to add it on spotify.,Watching a movie with this song sang by ed sheeran (cameo),extremely,extremely,not at all,not at all,love it!,love it!,not at all,not at all,not at all,not at all,somewhat,extremely
50,2015_3,20,28,I was a steady movie goer and heard this song in theaters,28,completely spontaneous,completely spontaneous,TRUE,TRUE,I heard this song first on the soundtrack for one of the fast and furious films when I saw it in the theater.,This song was performed during the tribute segment at the 2023 Grammy's,somewhat positive,neutral,somewhat,a little,a little,not at all,This song i associate with the fast & furious films,watching it performed on tv,extremely,extremely,not at all,not at all,a lot,a little,somewhat,a little,a little,not at all,extremely,extremely
50,2015_5,26,NA,Watching the music video in youtube and social media,N/A,completely spontaneous,NA,TRUE,FALSE,"I liked seeing the music video with Maroon 5 surprising the wedding guests, I used to like watching this repeatedly for the real reactions.",NA,somewhat positive,NA,a little,NA,somewhat,NA,26,Never heard it,extremely,not at all,not at all,NA,love it!,not at all,a little,NA,a little,NA,extremely,NA
50,2016_1,27,26,27,Twenties,completely spontaneous,somewhat spontaneous,TRUE,TRUE,I heard it in the car with my mom and she told me that Ed Sheeran cowrote this with Justin.,"I was on the car with my mom, I'd never heard the song before and she would tell me how Ed Sheeran cowrote the song with Justin.",neutral,neutral,not at all,not at all,a little,a little,I heard it in the car with my mom,Listening to the car radio,extremely,extremely,not at all,not at all,somewhat,somewhat,somewhat,a little,not at all,not at all,extremely,somewhat
50,2016_2,27,21,27,"21, almost done with college",completely spontaneous,somewhat deliberate,TRUE,TRUE,I was in a doctor office lounge waiting to be called. I had earbuds in listening to this on spotify.,"I was not a previous Beiber fan but when this album came out, I remember starting to get into his music.",neutral,neutral,not at all,not at all,not at all,a little,"Listened on Spotify ""Made for You"" playlist",It was one of my favorites along with same old love by selena gomez because I think these came out around the same time,extremely,extremely,not at all,not at all,a lot,somewhat,not at all,not at all,not at all,a little,extremely,a little
50,2016_3,24,NA,"early twenties, 22 or 23",N/A,completely deliberate,NA,TRUE,FALSE,I strongly disliked this song and how much it was overplayed on the radio and spotify.,NA,somewhat negative,NA,a little,NA,not at all,NA,I dislike the artist and kept hearing it play because it was very popular,never heard it,extremely,not at all,not at all,NA,not at all,somewhat,not at all,NA,not at all,NA,not at all,NA
50,2016_4,28,20,28,I'd listen to it with an old close friend,completely spontaneous,completely spontaneous,TRUE,TRUE,Watching the 2023 superbowl and Rihanna performing this song,"I remember it being a favorite song of an old friend of mine, they'd play it constantly.",somewhat positive,neutral,a little,not at all,very,very,Watching the 2023 super bowl halftime show,I learned about it from a friend who loved it.,extremely,extremely,not at all,not at all,a lot,somewhat,very,extremely,not at all,not at all,extremely,extremely
50,2016_5,18,22,"I was in college, about 17 or 18 and heard this song a lot playing throughout the campus lounges.",22,somewhat deliberate,somewhat deliberate,TRUE,TRUE,"I remember hearing this song in the school cafe a lot, on repeat.","Walking home from the store , listening to my radio app and to the end of year top 40 songs and this song was played on the list that year.",somewhat positive,somewhat positive,not at all,not at all,a little,a little,I was just discovering their music and liked their sound.,Listened on a radio app,extremely,extremely,not at all,not at all,somewhat,somewhat,not at all,not at all,not at all,not at all,a little,a little
50,2017_1,27,26,27,26,completely spontaneous,somewhat spontaneous,TRUE,TRUE,My and my best friend would workout to this song and also make up dances to go along with it.,Watching the video for the first time on youtube after coming home from classes.,very positive,somewhat positive,a little,a little,extremely,not at all,This was a go to workout song for me and my friends.,Watching music videos on youtube,extremely,extremely,a little,not at all,love it!,love it!,extremely,not at all,not at all,not at all,extremely,somewhat
50,2017_3,23,23,23,23,somewhat spontaneous,completely spontaneous,TRUE,TRUE,This song played when I got my first car.,Hearing this for the first time while driving to work. I liked the sort of new sound from Bruno Mars. It was an instant save to my spotify playlist.,very positive,very positive,somewhat,somewhat,very,very,Played on  this first day of having my new car,"Heard on spotify, new releases playlist",extremely,extremely,extremely,somewhat,love it!,love it!,not at all,not at all,very,somewhat,extremely,extremely
50,2017_4,25,NA,Mid -twenties,N/A,completely spontaneous,NA,TRUE,FALSE,I watched a cover mashup of this and other songs performed by Kelly Clarkson opening the MTV music awards.,NA,somewhat positive,NA,a little,NA,a little,NA,It was performed/covered live on tv,Never heard it,extremely,not at all,not at all,NA,somewhat,not at all,a little,NA,a little,NA,extremely,NA
50,2018_2,27,27,27,27,somewhat deliberate,somewhat spontaneous,TRUE,TRUE,I saw him perform it on tv at the grammy's.,I was watching ed sheeran videos on youtube a little after this album cam out.,somewhat positive,somewhat positive,not at all,a little,not at all,a little,"I liked it performed live so, I would play it on repeat on spotify.",watching youtube music videos,extremely,extremely,not at all,not at all,love it!,love it!,not at all,not at all,not at all,not at all,a little,very
50,2018_3,27,28,late twenties,28,completely deliberate,completely deliberate,TRUE,TRUE,This song randomly played on spotify shuffle with my earbuds in as I was forced to walk home after my car died. I remember how extremely cold and gloomy it was that day also. I remember because it was not a good day for me.,"Heard this song briefly while waiting to get my car fixed, I remember it was freezing cold.",somewhat negative,somewhat negative,a little,not at all,not at all,not at all,listened on spotify,"I simply heard it play in a mechanic shop one time, never really heard it before that.",extremely,a little,not at all,not at all,a little,not at all,not at all,not at all,not at all,not at all,a little,extremely
50,2018_4,25,NA,25,N/A,somewhat deliberate,NA,TRUE,FALSE,This song was (still is) on repeat on spotify. It sounded unique and I saved it to my playlist. I'd listen mainly while at the gym because it got my pumped while exercising.,NA,neutral,NA,not at all,NA,extremely,NA,Spotify playlist favorite,Never heard it,extremely,not at all,not at all,NA,love it!,love it!,a little,NA,a little,NA,very,NA
50,2019_1,26,24,mid twenties,I was nearing the end of college,completely spontaneous,somewhat spontaneous,TRUE,TRUE,I remember when this song first came out and I listened to a radio talk show debate about the controversy of whether Lil Nas X was considered a country artist or not. I remember how widespread this song was.,"I hated this song, it sounded odd and dark, i did not like the country/rap mashup.",neutral,somewhat negative,not at all,not at all,not at all,not at all,"heard on radio, social media ""hot topic""","I despised it when it was played and everyone seemed to talk so much about it, and seemed I could not escape it.",extremely,extremely,not at all,not at all,somewhat,not at all,not at all,not at all,not at all,not at all,extremely,very
50,2019_2,26,26,25 or 26,26,completely spontaneous,completely spontaneous,TRUE,TRUE,This song played in the film Spiderman cartoon movie,I heard this song in the cartoon Spiderman Multiverse movie in theaters,very positive,somewhat positive,a little,a little,very,very,This song was on the soundtrack for a Spiderman cartoon movie that came out and this is when I first got into Post Malone's music.,Heard in theaters on a movie soundtrack,extremely,extremely,a little,somewhat,love it!,love it!,somewhat,very,somewhat,somewhat,extremely,extremely
51,2010_1,12,NA,late elementary early middle,no,completely spontaneous,NA,TRUE,FALSE,I remember listening to this song while doing homework on my moms laptop in her room,NA,very positive,NA,a little,NA,not at all,NA,it was super popular on youtube,nothing ive never heard it,extremely,not at all,not at all,NA,a lot,not at all,not at all,NA,not at all,NA,somewhat,NA
51,2010_2,8,NA,Around 8-9,the summer during middle school,completely spontaneous,NA,TRUE,FALSE,I remember waking up really early in the morning on weekends to turn to the country music channel on the tv and watch the music videos for hours,NA,very positive,NA,somewhat,NA,not at all,NA,I used to wake up super early in the morning and watch country music videos on tv on the weekends,I used to watch the country music channel in the mornings and this song played a lot and quickly became one of my favorites,extremely,very,not at all,NA,love it!,a lot,not at all,NA,somewhat,NA,extremely,NA
51,2012_2,13,13,middle school 13-14,13-Dec,completely spontaneous,completely spontaneous,TRUE,TRUE,Reminded me of getting ready for school in the morning and accidentally missing the bus because i wasnt outside early enough so i got to stay home that day,I just reminded me of waking up for school in middle school to the original by Carly Rae Jepson,neutral,neutral,not at all,not at all,not at all,not at all,played on vh1 in the mornings while i got ready for school,I only remember the Carly Rae Jepson version not this cover,extremely,a little,not at all,not at all,somewhat,a little,not at all,not at all,not at all,not at all,very,a little
51,2012_3,13,NA,middle school,Nothing,completely spontaneous,NA,TRUE,FALSE,My chorus group sang this on the bus ride back from a competition,NA,very positive,NA,a little,NA,very,NA,it was a part of my daily playlist for a while,Nothing,extremely,not at all,a little,NA,somewhat,not at all,extremely,NA,not at all,NA,somewhat,NA
51,2012_5,11,NA,11-Oct,maybe middle school,completely spontaneous,NA,TRUE,FALSE,I was getting ready for school and this song was on,NA,neutral,NA,not at all,NA,not at all,NA,Hearing it while getting ready for school in middle school,played a lot and everywhere,very,somewhat,not at all,NA,somewhat,a little,not at all,NA,not at all,NA,somewhat,NA
51,2013_2,21,21,originally in middle school,I associate it with college,completely spontaneous,completely spontaneous,TRUE,TRUE,I remember talking about this song in a college course and how incredibly rape-y the lyrics were,I remember being in college and in class we were going over how rape-y these lyrics were,somewhat negative,neutral,not at all,a little,not at all,a little,played everywhere sadly,I remember when it came out and then going to college years later and realizing how gross the lyrics were,very,extremely,very,a little,not at all,not at all,very,extremely,not at all,somewhat,very,somewhat
51,2013_6,12,NA,early middle school 12-13,no,somewhat spontaneous,NA,TRUE,FALSE,I was pretending to have a concert to the entire 20/20 album in my living room. No one was there but me and my imaginary audience.,NA,very positive,NA,somewhat,NA,somewhat,NA,I played this song over and over during 6th grade because I loved it,played everywhere and was arguably one of the longest songs i have ever heard to this day,extremely,extremely,a little,NA,a lot,somewhat,not at all,NA,not at all,NA,very,NA
51,2015_3,13,NA,16,in high school,completely spontaneous,NA,TRUE,FALSE,The death of Paul Walker,NA,somewhat negative,NA,somewhat,NA,not at all,NA,It was played a lot and put over sad videos and such,was played on every sad video and a lot of commercials and the radio,extremely,very,not at all,NA,not at all,not at all,not at all,NA,not at all,NA,very,NA
51,2015_4,16,NA,16-17,middle school,completely spontaneous,NA,TRUE,FALSE,It was played at my junior prom while I danced with my friends,NA,very positive,NA,very,NA,very,NA,I have heard it a lot,the original song played on the radio a lot and i believe was played at my junior prom,extremely,somewhat,a little,NA,somewhat,a little,extremely,NA,not at all,NA,very,NA
51,2016_2,14,NA,middle school,15,neither,NA,TRUE,FALSE,I remember watching the music video for this song and then practicing the choreography for it all day but i never did get it right,NA,neutral,NA,not at all,NA,a little,NA,played a lot on the radio,Was popular in school,very,very,not at all,NA,a little,a little,not at all,NA,not at all,NA,not at all,NA
51,2016_3,16,NA,16,summer of my freshman year if high school summer 2016,completely spontaneous,NA,TRUE,FALSE,It reminded me of the summer of 2016,NA,somewhat positive,NA,not at all,NA,a little,NA,This song was everywhere during the summer of 2016,played everywhere summer 16,very,very,not at all,NA,somewhat,a little,a little,NA,not at all,NA,very,NA
51,2016_4,16,NA,high school,Summer of 2016,completely spontaneous,NA,TRUE,FALSE,my chorus group sang this on the bus ride back from a competition,NA,somewhat positive,NA,somewhat,NA,very,NA,played everywhere rightfully so,I have heard it before and listened to it a lot,extremely,somewhat,a little,NA,love it!,a lot,very,NA,a little,NA,very,NA
51,2017_3,17,NA,High School,high school,completely spontaneous,NA,TRUE,FALSE,I remember dancing in the car to this song with my mom,NA,very positive,NA,not at all,NA,very,NA,This was a time where I was OBSSESSED with everything Bruno Mars related,i was obsessed with bruno mars for a while so i had every song of his on repeat for months,extremely,extremely,a little,NA,a lot,love it!,somewhat,NA,not at all,NA,somewhat,NA
51,2019_1,17,20,high school,I associate it with my old job,completely spontaneous,completely spontaneous,TRUE,TRUE,I was at work and this song played every 15 minutes i swear and some kids in there danced every time the song came on,Watching BTS perform at the Grammy's with Lil Nas X,neutral,very positive,not at all,somewhat,not at all,very,played on the radio a lot,This song used to play at my old job so often it sometimes felt like it was just on repeat,very,extremely,not at all,somewhat,a little,somewhat,not at all,not at all,not at all,not at all,very,very
52,2008_2,33,NA,I was trying to get another job and was depressed without much to do.,No,somewhat spontaneous,NA,TRUE,FALSE,I was at the beach partying with my friends during the summer.,NA,somewhat positive,NA,somewhat,NA,very,NA,It's a song one of my friends really enjoys and so she puts it on everytime we go out and have some fun.,Never heard it.,a little,a little,somewhat,NA,somewhat,a little,very,NA,a little,NA,somewhat,NA
52,2010_2,33,NA,Times when I would argue with my girlfriend.,No.,somewhat spontaneous,NA,TRUE,FALSE,"When I was breaking up with my girlfriend and she would play that song as we argued, I still don't know why.",NA,very negative,NA,a little,NA,a little,NA,She would play it all the time.,Never heard it.,a little,a little,a little,NA,not at all,not at all,not at all,NA,somewhat,NA,somewhat,NA
52,2010_3,30,34,About 5 years ago I went through a hard time and this song would cheer me up.,A time when I was trying to make changes in my life.,neither,neither,TRUE,TRUE,I was alone about 5 years ago and this song would cheer me up.,I heard this after I quit my job on the radio and played it always ever since.,neutral,somewhat negative,somewhat,somewhat,somewhat,somewhat,Never heard it.,I heard it on the radio and always play it every since.,very,a little,somewhat,not at all,not at all,a little,not at all,a little,a little,a little,very,a little
52,2011_3,34,NA,Mostly with my sister who really enjoyed that song.,No,somewhat spontaneous,NA,TRUE,FALSE,My sister would listen to it when I'd drive her to her school.,NA,neutral,NA,somewhat,NA,somewhat,NA,My sister would put it on as I drove her home.,Never heard it.,a little,not at all,a little,NA,a little,not at all,a little,NA,somewhat,NA,a little,NA
52,2012_2,31,NA,About 4 years ago I was listening to it when my sister would put it on.,N/A,neither,NA,TRUE,FALSE,It was kind of annoying since it was my sister that used to play this song a lot.,NA,neutral,NA,a little,NA,a little,NA,I had to listen to it for about a month when I would drive my sister to her school.,Never heard it.,a little,not at all,a little,NA,a little,not at all,not at all,NA,a little,NA,somewhat,NA
52,2012_3,32,NA,I associated with a time when I was working hard to get a new place about 3 years ago,N/A,neither,NA,TRUE,FALSE,it brings memories of being alone in my room working on projects.,NA,somewhat positive,NA,somewhat,NA,somewhat,NA,I first heard it on the radio.,Never heard it.,a little,somewhat,somewhat,NA,somewhat,a lot,not at all,NA,very,NA,somewhat,NA
52,2012_5,34,NA,A time when I was training to become a manager.,No.,somewhat spontaneous,NA,TRUE,FALSE,I went to a training course and listened to this song while working on it.,NA,neutral,NA,somewhat,NA,somewhat,NA,I had it on my playlist for quite a while now ever since I found it.,Never heard it.,a little,somewhat,a little,NA,a little,not at all,not at all,NA,a little,NA,a little,NA
52,2013_3,32,NA,About 2 years ago when I was laid off.,N/A,somewhat deliberate,NA,TRUE,FALSE,I was depressed when that song came on and I associate it with that time of my life.,NA,very negative,NA,a little,NA,not at all,NA,I was recommend that song randomly.,Never heard it.,a little,not at all,a little,NA,not at all,not at all,not at all,NA,not at all,NA,not at all,NA
52,2014_3,30,NA,I associate it mainly with heartbreak and  emotional times.,N/A,neither,NA,TRUE,FALSE,The time when I broke up with my girlfriend this song came on on my drive back home.,NA,somewhat positive,NA,somewhat,NA,somewhat,NA,I heard it once on the radio on my way back home.,Never heard it.,a little,not at all,somewhat,NA,a little,not at all,not at all,NA,somewhat,NA,somewhat,NA
52,2014_5,33,NA,Just listening to this song when I was happy and felt complete.,No,neither,NA,TRUE,FALSE,I got some memories of the times when I was happy in my life.,NA,neutral,NA,not at all,NA,a little,NA,I listened to it during my morning routine.,Never heard it.,a little,not at all,somewhat,NA,somewhat,not at all,not at all,NA,somewhat,NA,a little,NA
52,2015_3,30,NA,Mostly I associated with my ex and a time when I was lost and not knowing what to do.,No,somewhat spontaneous,NA,TRUE,FALSE,I was going through a break up and driving to Florida.,NA,neutral,NA,somewhat,NA,somewhat,NA,It's a song from my playlist I would constantly play as I was driving to Florida.,Never heard it.,a little,a little,somewhat,NA,somewhat,not at all,a little,NA,somewhat,NA,somewhat,NA
52,2016_1,33,32,Just a time when I was going on a road trip with friends.,I was very tired and alone for a while focusing on work so going out with my girlfriend at that time was special.,neither,neither,TRUE,TRUE,I was going on a road trip with friends,"I was going out on my first date with my girlfriend at that time,",somewhat negative,neutral,somewhat,very,somewhat,somewhat,I had it on my playlist.,I had it playing on the car on our way back home and constantly listened to it for a while.,somewhat,very,a little,very,somewhat,a lot,somewhat,somewhat,somewhat,very,a little,very
52,2016_2,34,NA,About 3 years ago when I used to work far away.,N/A,somewhat spontaneous,NA,TRUE,FALSE,Just heard it during my drive back home,NA,neutral,NA,somewhat,NA,somewhat,NA,I heard it on the radio from time to time.,Never heard it.,a little,not at all,a little,NA,not at all,not at all,not at all,NA,a little,NA,a little,NA
52,2016_3,33,NA,"Listened to it on the radio and I didn't care much for it, but it does bring up those memories of bad times I went through.",No,completely spontaneous,NA,TRUE,FALSE,I was going through a hard time and I heard that song on the radio so it has a negative connotation.,NA,very negative,NA,a little,NA,a little,NA,Just heard it randomly.,Never heard it.,a little,not at all,a little,NA,not at all,a little,not at all,NA,a little,NA,not at all,NA
52,2017_4,30,NA,About 5 years ago it would constantly come on the radio.,N/A,somewhat spontaneous,NA,TRUE,FALSE,It would constantly come up on the radio.,NA,somewhat negative,NA,a little,NA,not at all,NA,Heard it on the radio.,Never heard it.,a little,not at all,not at all,NA,a little,not at all,a little,NA,not at all,NA,a little,NA
52,2017_5,33,NA,A time when I wasn't happy with my job and wanted change.,No,neither,NA,TRUE,FALSE,I recall listening to this song as I drove from work everyday.,NA,somewhat positive,NA,somewhat,NA,very,NA,I listened to it on my way home from work.,Never heard it.,somewhat,a little,somewhat,NA,a lot,not at all,a little,NA,somewhat,NA,a little,NA
52,2018_1,32,NA,About 4 years ago I was working overnights and this song was my to go song to start the shift.,N/A,completely deliberate,NA,TRUE,FALSE,I was working at a store overnights and I would listen to this song often.,NA,neutral,NA,very,NA,very,NA,I had it on my favorite playlist on Spodify,Never heard it.,very,not at all,somewhat,NA,a lot,somewhat,somewhat,NA,somewhat,NA,very,NA
52,2018_2,32,NA,The time I broke up with my girlfriend.,No,somewhat deliberate,NA,TRUE,FALSE,I was so sad during that time I broke up with my girlfriend and this song was always played.,NA,neutral,NA,a little,NA,somewhat,NA,I used to play it all the time during that time.,Never heard it.,somewhat,not at all,a little,NA,somewhat,not at all,a little,NA,somewhat,NA,very,NA
52,2018_3,30,NA,Nothing in particular.,N/A,neither,NA,TRUE,FALSE,I vaguely recall hearing this song on the radio constantly.,NA,somewhat negative,NA,somewhat,NA,not at all,NA,I heard it on the radio.,Never heard it.,somewhat,somewhat,not at all,NA,not at all,a little,a little,NA,a little,NA,a little,NA
