song_id,mean_valence,sd_valence,mean_arousal,sd_arousal
Dilemma_NellyKellyRowland_Original5S,0.1546985045102041,0.1302503998083576,-0.07702133204081633,0.17530834107334847
Dreams_FleetwoodMac_Cover5S,0.06010775671428571,0.13932344589519297,-0.05098210661224489,0.14935265086358207
Dreams_FleetwoodMac_Original5S,0.07857433951020408,0.163861191850239,-0.09333655034693877,0.12958681466702462
EndlessLove_DianaRossLionelRichie_Cover5S,0.03608882648979592,0.1579489415769148,-0.12734308985714285,0.12324013913725591
EndlessLove_DianaRossLionelRichie_Original5S,0.07599918487755102,0.15592387293297347,-0.16006063495918368,0.0931268746500639
EyeOfTheTiger_Survivor_Cover5S,0.10465679059183673,0.17786830369028073,0.14580679224489795,0.12853020198693949
EyeOfTheTiger_Survivor_Original5S,0.15769395449999998,0.16113212371936714,0.175675213,0.11031949579295616
Fallin_AliciaKeys_Cover5S,0.07294093153061225,0.15777373856922208,-0.0059602604489795855,0.14464468251068213
Fallin_AliciaKeys_Original5S,0.05384196575510205,0.1741659778877809,-0.10323919124489796,0.14734358962291944
FlashdanceWhatAFeeling_IreneCara_Cover5S,0.08460396666666667,0.14396184667209713,0.09690356531250001,0.1511652460720623
FlashdanceWhatAFeeling_IreneCara_Original5S,0.10297414544897959,0.15291229790694905,0.12387603908163265,0.13519199277060343
GetUrFreakOn_MissyElliot_Cover5S,0.06546427757142857,0.138323062519474,0.11951902646938775,0.10834943965085927
GetUrFreakOn_MissyElliot_Original5S,0.09875813066666667,0.16007580797069387,0.1168991910625,0.15856820439596453
GimmeShelter_RollingStones_Cover5S,0.022603023938775512,0.2191263016489048,0.002714457489795918,0.1591147116301091
GimmeShelter_RollingStones_Original5S,0.027293390459183674,0.1869071994586431,0.09026649079591836,0.13191424772573193
GodOnlyKnows_TheBeachBoys_Cover5S,-0.07120773685416666,0.14792901285550475,-0.17719612695833334,0.10621345522251631
GodOnlyKnows_TheBeachBoys_Original5S,-0.053051779285714286,0.15624443123521695,-0.10147774008163264,0.12812825618266638
GoodGollyMissMolly_LittleRichard_Cover5S,0.05667062539583333,0.13285237816910347,0.05025326329166666,0.13960975113712623
GoodGollyMissMolly_LittleRichard_Original5S,0.12625295597959182,0.1639737305436693,0.18630485902040816,0.12957007478940094
Happy_PharellWilliams_Cover5S,0.2264571080612245,0.11409779948851985,0.18819793014285713,0.13317882498218983
Happy_PharellWilliams_Original5S,0.25485636193877553,0.09969510196214215,0.23970572212244898,0.11006893125929909
HeatWaves_GlassAnimals_Cover5S,0.12255010528571429,0.1189817536103528,0.09476732436734693,0.130209908889155
HeatWaves_GlassAnimals_Original5S,0.07679047354166667,0.18587785491747624,-0.0344734880625,0.1806760378216798
HeyYa_Outkast_Cover5S,0.0236170066122449,0.15280566539754048,-0.14323569910204081,0.09997944067150825
HeyYa_Outkast_Original5S,0.17079719659183673,0.14983844268798935,0.20492828040816327,0.09326386936685833
HowDoILive_LeAnnRimes_Cover5S,-0.013895549816326529,0.18851679945360086,-0.09744156916326531,0.13777215505742513
HowDoILive_LeAnnRimes_Original5S,-0.10507347246938775,0.17933216608904703,-0.1685607933877551,0.12346852673529483
IWalkTheLine_JohnnyCash_Cover5S,0.04782082155102041,0.16180489770477782,-0.12778935373469388,0.11977166001913468
IWalkTheLine_JohnnyCash_Original5S,0.1044549997755102,0.15459206904287184,-0.12667006514285714,0.11910511998474105
IWannaDanceWithSomebody_WhitneyHouston_Cover5S,0.03776169042857143,0.2028772860596844,-0.15958732079591836,0.10070366063247478
IWannaDanceWithSomebody_WhitneyHouston_Original5S,0.21510747481632653,0.10859167265011592,0.19625487028571428,0.13068809661501388
IWantToHoldYourHand_TheBeatles_Cover5S,-7.696735714285684e-4,0.19778976901621606,-0.1767657476122449,0.11652729856128681
IWantToHoldYourHand_TheBeatles_Original5S,0.1575792954285714,0.16796038114646272,0.1201869167755102,0.14586096228004888
IWillAlwaysLoveYou_WhitneyHouston_Cover5S,0.07629070908163264,0.18446501128998213,-0.045122429448979595,0.1944038869833317
IWillAlwaysLoveYou_WhitneyHouston_Original5S,0.03773373748979593,0.18698914428374613,-0.019675602877551025,0.19066354112625217
IllMakeLoveToYou_BoyzIIMen_Cover5S,0.11459632079591837,0.15862973060280655,-0.18020984342857144,0.0860414310129605
IllMakeLoveToYou_BoyzIIMen_Original5S,0.11371926271428572,0.15939523223236257,-0.11360876467346938,0.14430966547730684
Irreplaceable_Beyonce_Cover5S,-0.0012334882857142834,0.18315894797161994,-0.1336250769387755,0.134926389088634
Irreplaceable_Beyonce_Original5S,0.0020874305102040803,0.1845491067709855,0.07205165906122449,0.16172885904263457
ItsAllInTheGame_TommyEdwards_Cover5S,0.01667366410204082,0.17829241072301696,-0.17637375618367346,0.09884245547045072
ItsAllInTheGame_TommyEdwards_Original5S,0.09348663142857143,0.16125359095259886,-0.14860970726530612,0.11537680958535552
JoyToTheWorld_ThreeDogNight_Cover5S,-0.0286034237755102,0.18710354803275686,0.13557776365306123,0.11861274068574078
JoyToTheWorld_ThreeDogNight_Original5S,0.020472662916666676,0.1797434102302556,0.05797475845833333,0.1402485515467632
Kiss_Prince_Cover5S,0.02181647206122448,0.15173744021939156,-0.051898095408163265,0.14755920811144296
Kiss_Prince_Original5S,0.14865854179591836,0.12453624947148333,0.10574911842857143,0.1296006418378005
LeFreak_Chic_Cover5S,0.03485744914583333,0.16629589807531267,0.1625068913125,0.1294158494405986
LeFreak_Chic_Original5S,0.18215196079591836,0.1268518164375106,0.1798937457142857,0.11691900050372495
LetsGetItOn_MarvinGaye_Cover5S,0.05136384720833333,0.17017817731922588,-0.18683847089583333,0.10582852540615909
LetsGetItOn_MarvinGaye_Original5S,0.13753542732653062,0.14126281952690395,-0.11712028834693877,0.13868350065425852
Levitating_DuaLipa_Cover5S,-0.03985981906122449,0.18018184681038796,0.19452982467346938,0.09941692267510789
Levitating_DuaLipa_Original5S,0.19583768451020409,0.10436112977178584,0.17160459540816328,0.1410812202667745
LikeAPrayer_Madonna_Cover5S,0.10600786975510204,0.14668625215447842,0.07066959646938775,0.17131029580223267
LikeAPrayer_Madonna_Original5S,0.13908951608163264,0.1600730151626988,0.144863135,0.13095739759865316
LikeARollingStone_BobDylan_Cover5S,0.03368639075510204,0.15702371649718377,-0.12839549010204082,0.11523277509100736
LikeARollingStone_BobDylan_Original5S,0.05886707828571429,0.16157374511695227,0.013574732816326528,0.1604614161619704
LivinOnAPrayer_BonJovi_Cover5S,0.013022005897959184,0.17426789453845262,-0.15035856783673468,0.08055979509618026
LivinOnAPrayer_BonJovi_Original5S,0.12632083304081632,0.17054696217402002,0.2172362398367347,0.08410666491717736
MackTheKnife_BobbyDarin_Cover5S,-0.12463034512244897,0.13054299747929538,0.0373580871632653,0.17023057228305932
MackTheKnife_BobbyDarin_Original5S,0.06472011071428571,0.14958533875707444,-0.11581777881632653,0.1353161879267535
Mood_24kGoldnianndior_Cover5S,-0.061590559244897966,0.17785517946383642,-0.13702392369387756,0.13227056488516964
Mood_24kGoldnianndior_Original5S,-0.01466078234693877,0.17854609970907281,0.04994907208163265,0.15444680638192212
MyGirl_TheTemptations_Cover5S,0.04830571553061225,0.1760691365021011,-0.11509482708163266,0.1271941191123358
MyGirl_TheTemptations_Original5S,0.19552095879591835,0.10546262075810636,-0.025145628959183666,0.17642286592981393
NoOne_AliciaKeys_Cover5S,0.08119082222916667,0.17370258343166944,0.17866236308333333,0.1151477397416278
NoOne_AliciaKeys_Original5S,-0.011584344125000005,0.20096378338377685,0.008132969354166667,0.17225563754296042
NoScrubs_TLC_Cover5S,-0.026346094458333337,0.1672254126350524,-0.00434095716666667,0.143973944292262
NoScrubs_TLC_Original5S,-0.011361316897959184,0.19107936643148768,0.056462077387755105,0.15426483241803995
OldTownRoad_LilNasX_Cover5S,0.05184808330612245,0.17233906690308232,-0.052212273081632656,0.17150929059462927
OldTownRoad_LilNasX_Original5S,0.04050644602040816,0.16533832360527162,0.033483469999999994,0.18785134973952156
PartyRockAnthem_LMFAO_Cover5S,0.16403554853061225,0.1427275549361536,0.11828386675510204,0.1516435758185535
PartyRockAnthem_LMFAO_Original5S,0.24462234479591838,0.1217813685030731,0.24080409363265307,0.11774454108189904
Perfect_EdSheeran_Cover5S,0.1408709258367347,0.15538640549612726,-0.12674749287755102,0.1426161393969839
Perfect_EdSheeran_Original5S,0.1328032283265306,0.15119261723128707,-0.1274910459387755,0.15788257318562332
PokerFace_LadyGaga_Cover5S,0.031508140469387755,0.15883203899322995,0.07707430987755103,0.13943231707650205
PokerFace_LadyGaga_Original5S,0.11818591332653061,0.15941576227643894,0.21886402659183674,0.08097294298655515
Respect_ArethaFranklin_Cover5S,-0.13903977371428572,0.13848826520441052,0.20313317081632654,0.09029590442642958
Respect_ArethaFranklin_Original5S,0.0689192048367347,0.16670549078231442,0.1468068146734694,0.14135607736735858
RockWithYou_MichaelJackson_Cover5S,0.1396660656734694,0.13626648685971338,-0.04681035320408163,0.16166188978180537
RockWithYou_MichaelJackson_Original5S,0.17127682552083334,0.1292420600156911,0.03842110608333333,0.16628849126551892
SaveYourTears_TheWeekndArianaGrande_Cover5S,-0.14584069957142856,0.13579685251021378,-0.15945264169387754,0.10206355052457121
SaveYourTears_TheWeekndArianaGrande_Original5S,-0.02438722559183673,0.1874926842626623,0.03574693834693877,0.16794545685434287
ShapeofYou_EdSheeran_Cover5S,0.14859106789795917,0.11599508911716024,-0.08200912587755103,0.14647534047731703
ShapeofYou_EdSheeran_Original5S,0.192099289875,0.09300572738810818,0.13189946702083333,0.156800904323906
SmellsLikeTeenSpirit_Nirvana_Cover5S,-0.13539854069387755,0.17229734311824202,0.1352834906122449,0.1372947531405461
SmellsLikeTeenSpirit_Nirvana_Original5S,-0.1250225347755102,0.16332600138736683,0.17631843767346939,0.09408723349438325
Smooth_SantanaRobThomas_Cover5S,0.0717593222244898,0.17870695379045357,0.08956056963265306,0.13780464667837755
Smooth_SantanaRobThomas_Original5S,0.10949706569387754,0.16658258552671135,0.16219357602040815,0.12514793647298317
SomebodyThatIUsedtoKnow_Gotye_Cover5S,-0.09138132836734694,0.16837345154621686,-0.009192537959183672,0.15320235624043896
SomebodyThatIUsedtoKnow_Gotye_Original5S,-0.14679204004081634,0.15752759781837294,-0.0410849924489796,0.1688522987716693
StandByMe_BenEKing_Cover5S,0.08961217579591836,0.15588951855055355,-0.07838167777551021,0.13386003376107847
StandByMe_BenEKing_Original5S,0.09313848048979591,0.16319536017881198,-0.0721880156734694,0.17712737878120807
StayinAlive_BeeGees_Cover5S,0.07760785036734694,0.13938425199369128,0.0937270732244898,0.12804294943666336
StayinAlive_BeeGees_Original5S,0.12293708597959184,0.16226939456444361,0.17304564740816325,0.13266071063538046
StrawberryFieldsForever_TheBeatles_Cover5S,-0.07982466524489795,0.1466859199055703,0.13323312104081633,0.12461171082429687
StrawberryFieldsForever_TheBeatles_Original5S,0.03829023754166666,0.17380038512221033,-0.10488487879166666,0.1266391397035039
Stronger_KanyeWest_Cover5S,-0.042791090408163264,0.13849911089468783,0.04057824324489796,0.13516375246339163
Stronger_KanyeWest_Original5S,0.014244741530612235,0.17116571928958083,0.15520224291836734,0.11511933973481078
Superstition_StevieWonder_Cover5S,0.023291004040816327,0.1548657101837494,-0.09045998430612245,0.1237708919749519
Superstition_StevieWonder_Original5S,0.06481036614285714,0.14369511959326647,0.13438982455102041,0.08786649817763668
TheBattleOfNewOrleans_JohnnyHorton_Cover5S,-0.02002101054166667,0.1655550512349323,-0.12895077754166667,0.16779042600445207
TheBattleOfNewOrleans_JohnnyHorton_Original5S,0.12768758442857142,0.1388067812020435,0.05178815008163266,0.15448974665084994
TheBoyIsMine_BrandyMonica_Cover5S,-0.06697690795918368,0.18382930777198978,0.00552010426530613,0.14846993810587766
TheBoyIsMine_BrandyMonica_Original5S,-0.05262674114285714,0.17489679535068714,-0.01189856202040816,0.1738318922010791
TheSign_AceOfBase_Cover5S,0.07614660104166668,0.18853517331184225,0.19845536672916667,0.1143676891900425
TheSign_AceOfBase_Original5S,0.1426312116734694,0.15707354953240144,0.13494782491836735,0.12714468135817936
TikTok_Kesha_Cover5S,0.093566418875,0.18315565154824298,-0.1695942708125,0.10516386190344738
TikTok_Kesha_Original5S,0.15641626187755103,0.17192107721692979,0.23495518167346938,0.08626592354901504
TossinAndTurnin_BobbyLewis_Cover5S,-0.005641652512244891,0.16220993383218488,0.14060841885714284,0.1157965447479215
TossinAndTurnin_BobbyLewis_Original5S,0.07858179466938776,0.16360455992193026,0.14528122236734695,0.1131134633299414
UnbreakMyHeart_ToniBraxton_Cover5S,-0.016268506836734687,0.15353165418896333,0.01855794648979592,0.1261229534260712
UnbreakMyHeart_ToniBraxton_Original5S,-0.17609522320408164,0.15022222295906465,-0.16709072459183674,0.1406972052149307
UptownFunk_MarkRonson_Cover5S,0.1516028698367347,0.1415054782266718,0.19693467130612244,0.08831165989184683
UptownFunk_MarkRonson_Original5S,0.18395534869387756,0.13223138475247773,0.19681606975510205,0.10237055980923775
Weak_SWV_Cover5S,0.06190127344897959,0.1654126744103849,-0.1514291531020408,0.1077137649234138
Weak_SWV_Original5S,0.10755637240816326,0.1716288893638979,-0.10333253208163265,0.1357869816314875
YouLightUpMyLife_DebbyBoone_Cover5S,0.07650901391836734,0.1829945395505,-0.1695426062244898,0.09064338590960705
YouLightUpMyLife_DebbyBoone_Original5S,0.1226589997755102,0.16851814307666935,-0.18033261675510204,0.08658922882330418
