song_id,mean_sim,sd_sim,scaled
AChangeIsGonnaCome_SamCooke,4.884091331511111,1.2530855478546237,0.5541660779656987
AnotherOneBitesTheDust_Queen,3.2467814111111113,1.3443468776047711,-0.844765444776768
BadDay_DanielPowter,4.6007653403863635,1.1212478948475009,0.31208994121339045
BetteDavisEyes_KimCarnes,4.646836136906977,1.451094371489059,0.35145322163301596
BlindingLights_TheWeeknd,4.7222000920000005,1.4361722450144048,0.4158448259008395
BlurredLines_RobinThicke,5.4088472840454545,1.2158394015781349,1.0025220273193194
BohemianRhapsody_Queen,2.846297971022222,1.4258800668822262,-1.1869419024505972
BridgeOverTroubledWater_SimonAndGarfunkel,4.109482200977777,1.2135351923775668,-0.1076665518900353
ComeAndGetYourLove_Redbone,4.464383504911111,1.5497423158037447,0.19556414093655744
CrazyInLove_BeyonceFtJayZ,3.3219833904888887,1.4694118132986889,-0.7805122339377959
Despacito_LuisFonsiDaddyYankee,5.2117046812325585,1.2310990898423748,0.8340817106057422
Dilemma_NellyKellyRowland,3.1077624669999997,1.6994678570131778,-0.963544413102994
Dreams_FleetwoodMac,3.2355667581136363,1.5185746114824064,-0.8543473396882416
EndlessLove_DianaRossLionelRichie,5.405515892386363,1.376605026320445,0.9996756579493926
EyeOfTheTiger_Survivor,5.609114517863636,0.9115347855057905,1.1736320553415323
Fallin_AliciaKeys,5.291384451222222,1.1609419767000266,0.9021607838310349
FlashdanceWhatAFeeling_IreneCara,6.0268697593636364,1.0296040647791345,1.53056568705279
GetUrFreakOn_MissyElliot,3.465817469177778,1.356153782495938,-0.6576191736713862
GimmeShelter_RollingStones,3.9838675811818183,1.466412292395981,-0.2149927515058946
GodOnlyKnows_TheBeachBoys,3.8282065751363636,1.1661158297983312,-0.34799083910411366
GoodGollyMissMolly_LittleRichard,3.7475151378409093,1.57413068782079,-0.416934289480589
Happy_PharellWilliams,5.545691599444445,1.0921191292759993,1.1194429743767902
HeatWaves_GlassAnimals,4.521991956288889,1.4583319628199058,0.2447852918039887
HeyYa_Outkast,2.8390572640222222,1.5093158786451764,-1.1931284240999422
HowDoILive_LeAnnRimes,5.711333966511111,1.0271671554863235,1.2609692217317365
IWalkTheLine_JohnnyCash,3.0080200881904764,1.6330435622954627,-1.0487651499540076
IWannaDanceWithSomebody_WhitneyHouston,2.4202203431333333,1.3439284116360157,-1.5509862518816955
IWantToHoldYourHand_TheBeatles,2.9349148148,1.3203420420971548,-1.1112269173631117
IWillAlwaysLoveYou_WhitneyHouston,6.769158456790698,0.47087297947421397,2.164783463948977
IllMakeLoveToYou_BoyzIIMen,4.564954663209303,1.2578216451262278,0.28149299403218375
Irreplaceable_Beyonce,4.392317806068182,1.5728121168798752,0.13399059486336878
ItsAllInTheGame_TommyEdwards,4.406681184822222,1.6452089488298367,0.14626278784391772
JoyToTheWorld_ThreeDogNight,5.244437510093023,1.3800949151509503,0.8620489180054579
